location_area,method,version,rate
598,walk,black,8
598,walk,white,8
599,walk,black,6
599,walk,white,6
599,super-rod,black,50
599,super-rod,white,50
599,surf,black,3
599,surf,white,3
600,walk,black,3
600,walk,white,3
601,walk,black,3
601,walk,white,3
602,walk,black,3
602,walk,white,3
603,walk,black,3
603,walk,white,3
604,walk,black,6
604,walk,white,6
604,super-rod,black,50
604,super-rod,white,50
604,surf,black,3
604,surf,white,3
605,walk,black,3
605,walk,white,3
606,walk,black,3
606,walk,white,3
607,walk,black,3
607,walk,white,3
608,walk,black,3
608,walk,white,3
609,walk,black,3
609,walk,white,3
610,walk,black,3
610,walk,white,3
611,walk,black,3
611,walk,white,3
612,walk,black,3
612,walk,white,3
613,walk,black,3
613,walk,white,3
614,walk,black,8
614,walk,white,8
614,walk,black-2,1
614,walk,white-2,1
614,dark-grass,black-2,3
614,dark-grass,white-2,3
615,walk,black,3
615,walk,white,3
615,walk,black-2,7
615,walk,white-2,7
615,super-rod,black,50
615,super-rod,white,50
615,super-rod,black-2,50
615,super-rod,white-2,50
615,surf,black,3
615,surf,white,3
615,surf,black-2,10
615,surf,white-2,10
616,walk,black,8
616,walk,white,8
616,walk,black-2,1
616,walk,white-2,1
616,dark-grass,black-2,3
616,dark-grass,white-2,3
617,walk,black,3
617,walk,white,3
617,walk,black-2,1
617,walk,white-2,1
617,super-rod,black,50
617,super-rod,white,50
617,surf,black,3
617,surf,white,3
617,dark-grass,black-2,3
617,dark-grass,white-2,3
618,walk,black,8
618,walk,white,8
618,walk,black-2,1
618,walk,white-2,1
618,super-rod,black,80
618,super-rod,white,80
618,super-rod,black-2,80
618,super-rod,white-2,80
618,surf,black,5
618,surf,white,5
618,surf,black-2,10
618,surf,white-2,10
621,walk,black,8
621,walk,white,8
621,walk,black-2,1
621,walk,white-2,1
621,super-rod,black,50
621,super-rod,white,50
621,super-rod,black-2,50
621,super-rod,white-2,50
621,surf,black,3
621,surf,white,3
621,surf,black-2,10
621,surf,white-2,10
621,dark-grass,black-2,3
621,dark-grass,white-2,3
623,walk,black,8
623,walk,white,8
623,walk,black-2,1
623,walk,white-2,1
623,super-rod,black,50
623,super-rod,white,50
623,super-rod,black-2,50
623,super-rod,white-2,50
623,surf,black,3
623,surf,white,3
623,surf,black-2,10
623,surf,white-2,10
623,dark-grass,black-2,3
623,dark-grass,white-2,3
624,walk,black,8
624,walk,white,8
624,walk,black-2,1
624,walk,white-2,1
625,walk,black,8
625,walk,white,8
625,walk,black-2,1
625,walk,white-2,1
625,super-rod,black,50
625,super-rod,white,50
625,super-rod,black-2,50
625,super-rod,white-2,50
625,surf,black,3
625,surf,white,3
625,surf,black-2,10
625,surf,white-2,10
625,dark-grass,black-2,3
625,dark-grass,white-2,3
626,walk,black,3
626,walk,white,3
626,walk,black-2,7
626,walk,white-2,7
626,super-rod,black,50
626,super-rod,white,50
626,super-rod,black-2,50
626,super-rod,white-2,50
626,surf,black,3
626,surf,white,3
626,surf,black-2,10
626,surf,white-2,10
627,walk,black,3
627,walk,white,3
627,walk,black-2,9
627,walk,white-2,9
627,super-rod,black,50
627,super-rod,white,50
627,super-rod,black-2,50
627,super-rod,white-2,50
627,surf,black,3
627,surf,white,3
627,surf,black-2,10
627,surf,white-2,10
628,walk,black,8
628,walk,white,8
628,walk,black-2,1
628,walk,white-2,1
628,dark-grass,black-2,3
628,dark-grass,white-2,3
630,walk,black,3
630,walk,white,3
630,walk,black-2,7
630,walk,white-2,7
631,walk,black,3
631,walk,white,3
631,walk,black-2,7
631,walk,white-2,7
633,walk,black,3
633,walk,white,3
633,walk,black-2,7
633,walk,white-2,7
634,walk,black,3
634,walk,white,3
634,walk,black-2,7
634,walk,white-2,7
635,walk,black,3
635,walk,white,3
635,walk,black-2,7
635,walk,white-2,7
636,walk,black,3
636,walk,white,3
636,walk,black-2,7
636,walk,white-2,7
639,walk,black,8
639,walk,white,8
639,walk,black-2,1
639,walk,white-2,1
639,dark-grass,black-2,3
639,dark-grass,white-2,3
640,walk,black,3
640,walk,white,3
641,walk,black,3
641,walk,white,3
642,walk,black,3
642,walk,white,3
642,super-rod,black,50
642,super-rod,white,50
642,surf,black,3
642,surf,white,3
643,walk,black,8
643,walk,white,8
644,walk,black,8
644,walk,white,8
645,walk,black,8
645,walk,white,8
645,walk,black-2,1
645,walk,white-2,1
645,super-rod,black,50
645,super-rod,white,50
645,super-rod,black-2,50
645,super-rod,white-2,50
645,surf,black,3
645,surf,white,3
645,surf,black-2,10
645,surf,white-2,10
645,dark-grass,black-2,3
645,dark-grass,white-2,3
646,walk,black,8
646,walk,white,8
646,walk,black-2,1
646,walk,white-2,1
646,dark-grass,black-2,3
646,dark-grass,white-2,3
647,walk,black,8
647,walk,white,8
647,walk,black-2,1
647,walk,white-2,1
647,super-rod,black,50
647,super-rod,white,50
647,super-rod,black-2,50
647,super-rod,white-2,50
647,surf,black,3
647,surf,white,3
647,surf,black-2,10
647,surf,white-2,10
647,dark-grass,black-2,3
647,dark-grass,white-2,3
648,walk,black,8
648,walk,white,8
648,walk,black-2,1
648,walk,white-2,1
648,super-rod,black,50
648,super-rod,white,50
648,super-rod,black-2,50
648,super-rod,white-2,50
648,surf,black,3
648,surf,white,3
648,surf,black-2,10
648,surf,white-2,10
648,dark-grass,black-2,3
648,dark-grass,white-2,3
649,walk,black,8
649,walk,white,8
649,walk,black-2,1
649,walk,white-2,1
649,super-rod,black,50
649,super-rod,white,50
649,super-rod,black-2,50
649,super-rod,white-2,50
649,surf,black,3
649,surf,white,3
649,surf,black-2,10
649,surf,white-2,10
649,dark-grass,black-2,3
649,dark-grass,white-2,3
650,walk,black,8
650,walk,white,8
650,walk,black-2,1
650,walk,white-2,1
650,dark-grass,black-2,3
650,dark-grass,white-2,3
651,walk,black,8
651,walk,white,8
651,walk,black-2,1
651,walk,white-2,1
651,dark-grass,black-2,3
651,dark-grass,white-2,3
652,walk,black,8
652,walk,white,8
652,walk,black-2,1
652,walk,white-2,1
652,super-rod,black,50
652,super-rod,white,50
652,super-rod,black-2,50
652,super-rod,white-2,50
652,surf,black,3
652,surf,white,3
652,surf,black-2,10
652,surf,white-2,10
652,dark-grass,black-2,3
652,dark-grass,white-2,3
653,walk,black,8
653,walk,white,8
653,walk,black-2,1
653,walk,white-2,1
653,super-rod,black,50
653,super-rod,white,50
653,super-rod,black-2,50
653,super-rod,white-2,50
653,surf,black,3
653,surf,white,3
653,surf,black-2,10
653,surf,white-2,10
653,dark-grass,black-2,3
653,dark-grass,white-2,3
654,super-rod,black,50
654,super-rod,white,50
654,super-rod,black-2,50
654,super-rod,white-2,50
654,surf,black,3
654,surf,white,3
654,surf,black-2,10
654,surf,white-2,10
655,super-rod,black,80
655,super-rod,white,80
655,super-rod,black-2,80
655,super-rod,white-2,80
655,surf,black,5
655,surf,white,5
655,surf,black-2,10
655,surf,white-2,10
656,walk,black-2,1
656,walk,white-2,1
656,dark-grass,black-2,3
656,dark-grass,white-2,3
657,super-rod,black-2,50
657,super-rod,white-2,50
657,surf,black-2,10
657,surf,white-2,10
658,super-rod,black-2,50
658,super-rod,white-2,50
658,surf,black-2,10
658,surf,white-2,10
659,super-rod,black-2,50
659,super-rod,white-2,50
659,surf,black-2,10
659,surf,white-2,10
660,walk,black-2,7
660,walk,white-2,7
661,walk,black-2,7
661,walk,white-2,7
661,super-rod,black-2,50
661,super-rod,white-2,50
661,surf,black-2,10
661,surf,white-2,10
662,walk,black-2,1
662,walk,white-2,1
662,dark-grass,black-2,3
662,dark-grass,white-2,3
663,walk,black-2,1
663,walk,white-2,1
663,super-rod,black-2,50
663,super-rod,white-2,50
663,surf,black-2,10
663,surf,white-2,10
663,dark-grass,black-2,3
663,dark-grass,white-2,3
664,walk,black-2,7
664,walk,white-2,7
665,walk,black-2,7
665,walk,white-2,7
665,super-rod,black-2,50
665,super-rod,white-2,50
665,surf,black-2,10
665,surf,white-2,10
666,walk,black-2,1
666,walk,white-2,1
666,dark-grass,black-2,3
666,dark-grass,white-2,3
667,walk,black-2,7
667,walk,white-2,7
668,walk,black-2,7
668,walk,white-2,7
668,super-rod,black-2,50
668,super-rod,white-2,50
668,surf,black-2,10
668,surf,white-2,10
669,walk,black-2,1
669,walk,white-2,1
669,super-rod,black-2,50
669,super-rod,white-2,50
669,surf,black-2,10
669,surf,white-2,10
669,dark-grass,black-2,3
669,dark-grass,white-2,3
670,walk,black-2,7
670,walk,white-2,7
671,walk,black-2,7
671,walk,white-2,7
671,super-rod,black-2,30
671,super-rod,white-2,30
671,surf,black-2,10
671,surf,white-2,10
672,walk,black-2,7
672,walk,white-2,7
672,super-rod,black-2,30
672,super-rod,white-2,30
672,surf,black-2,10
672,surf,white-2,10
673,super-rod,black-2,50
673,super-rod,white-2,50
673,surf,black-2,10
673,surf,white-2,10
674,walk,black-2,2
674,walk,white-2,2
674,super-rod,black-2,50
674,super-rod,white-2,50
674,surf,black-2,10
674,surf,white-2,10
675,walk,black-2,1
675,walk,white-2,1
675,super-rod,black-2,50
675,super-rod,white-2,50
675,surf,black-2,10
675,surf,white-2,10
676,walk,black-2,1
676,walk,white-2,1
676,dark-grass,black-2,3
676,dark-grass,white-2,3
677,walk,black-2,1
677,walk,white-2,1
677,dark-grass,black-2,4
677,dark-grass,white-2,4
678,walk,black-2,7
678,walk,white-2,7
679,walk,black-2,7
679,walk,white-2,7
680,walk,black-2,7
680,walk,white-2,7
681,walk,black-2,7
681,walk,white-2,7
682,walk,black-2,7
682,walk,white-2,7
683,walk,black-2,7
683,walk,white-2,7
684,walk,black-2,7
684,walk,white-2,7
685,walk,black-2,7
685,walk,white-2,7
686,walk,black-2,7
686,walk,white-2,7
687,walk,black-2,7
687,walk,white-2,7
688,walk,black-2,7
688,walk,white-2,7
689,walk,black-2,7
689,walk,white-2,7
690,walk,black-2,7
690,walk,white-2,7
691,walk,black-2,7
691,walk,white-2,7
692,walk,black-2,7
692,walk,white-2,7
693,walk,black-2,7
693,walk,white-2,7
693,super-rod,black-2,50
693,super-rod,white-2,50
693,surf,black-2,10
693,surf,white-2,10
694,walk,black-2,7
694,walk,white-2,7
695,walk,black-2,7
695,walk,white-2,7
695,super-rod,black-2,50
695,super-rod,white-2,50
695,surf,black-2,10
695,surf,white-2,10
696,walk,black-2,7
696,walk,white-2,7
697,walk,black-2,7
697,walk,white-2,7
698,walk,black-2,7
698,walk,white-2,7
699,walk,black-2,7
699,walk,white-2,7
700,walk,black-2,7
700,walk,white-2,7
700,super-rod,black-2,50
700,super-rod,white-2,50
700,surf,black-2,10
700,surf,white-2,10
701,walk,black-2,7
701,walk,white-2,7
702,walk,black-2,1
702,walk,white-2,1
702,super-rod,black-2,50
702,super-rod,white-2,50
702,surf,black-2,10
702,surf,white-2,10
702,dark-grass,black-2,3
702,dark-grass,white-2,3
703,walk,black-2,1
703,walk,white-2,1
703,super-rod,black-2,50
703,super-rod,white-2,50
703,surf,black-2,10
703,surf,white-2,10
705,walk,black-2,1
705,walk,white-2,1
705,super-rod,black-2,50
705,super-rod,white-2,50
705,surf,black-2,10
705,surf,white-2,10
705,dark-grass,black-2,3
705,dark-grass,white-2,3
706,walk,black-2,1
706,walk,white-2,1
706,super-rod,black-2,50
706,super-rod,white-2,50
706,surf,black-2,10
706,surf,white-2,10
706,dark-grass,black-2,3
706,dark-grass,white-2,3
707,super-rod,black-2,80
707,super-rod,white-2,80
707,surf,black-2,10
707,surf,white-2,10
1204,walk,ruby,10
1204,walk,sapphire,10
1204,walk,emerald,10
1205,walk,ruby,10
1205,walk,sapphire,10
1205,walk,emerald,10
1206,walk,ruby,10
1206,walk,sapphire,10
1206,walk,emerald,10
1270,pokespot,xd,90
1294,pokespot,xd,90
1295,pokespot,xd,90
1340,hidden-grotto,black-2,20
1340,hidden-grotto,white-2,20
1341,hidden-grotto,black-2,20
1341,hidden-grotto,white-2,20
1342,hidden-grotto,black-2,20
1342,hidden-grotto,white-2,20
1343,hidden-grotto,black-2,20
1343,hidden-grotto,white-2,20
1344,hidden-grotto,black-2,20
1344,hidden-grotto,white-2,20
1345,hidden-grotto,black-2,20
1345,hidden-grotto,white-2,20
1346,hidden-grotto,black-2,20
1346,hidden-grotto,white-2,20
1347,hidden-grotto,black-2,20
1347,hidden-grotto,white-2,20
1348,hidden-grotto,black-2,20
1348,hidden-grotto,white-2,20
1349,hidden-grotto,black-2,20
1349,hidden-grotto,white-2,20
1350,hidden-grotto,black-2,20
1350,hidden-grotto,white-2,20
1351,hidden-grotto,black-2,20
1351,hidden-grotto,white-2,20
1352,hidden-grotto,black-2,20
1352,hidden-grotto,white-2,20
1353,hidden-grotto,black-2,20
1353,hidden-grotto,white-2,20
1354,hidden-grotto,black-2,20
1354,hidden-grotto,white-2,20
1355,hidden-grotto,black-2,20
1355,hidden-grotto,white-2,20
1356,hidden-grotto,black-2,20
1356,hidden-grotto,white-2,20
1357,hidden-grotto,black-2,20
1357,hidden-grotto,white-2,20
1358,hidden-grotto,black-2,20
1358,hidden-grotto,white-2,20
1359,hidden-grotto,black-2,20
1359,hidden-grotto,white-2,20
