region,area,gym,sub_area,group,role,trainer_class,name,game,version_group,canonical,tier,tier_note,prize,prize_note,team_size,slot,species,ndex,level,gender,type1,type2,ability,moves,held_item,page,source
kanto,Sea Route 20,,,West of the islands,trainer,Picnicker,Missy,PE,lets-go-pikachu-lets-go-eevee,0,base,,820,2 Great Balls,1,1,Jolteon,135,41,female,,,,,,Kanto Route 20,bulbapedia
kanto,Sea Route 20,,,West of the islands,trainer,Beauty,Nora,PE,lets-go-pikachu-lets-go-eevee,0,base,,820,3 Poké Balls,1,1,Cloyster,91,41,male,,,,,,Kanto Route 20,bulbapedia
kanto,Sea Route 20,,,West of the islands,trainer,Beauty,Melissa,PE,lets-go-pikachu-lets-go-eevee,0,base,,860,3 Poké Balls,2,1,Seaking,119,43,male,,,,,,Kanto Route 20,bulbapedia
kanto,Sea Route 20,,,West of the islands,trainer,Beauty,Melissa,PE,lets-go-pikachu-lets-go-eevee,0,base,,860,3 Poké Balls,2,2,Jynx,124,43,female,,,,,,Kanto Route 20,bulbapedia
kanto,Sea Route 20,,,West of the islands,trainer,Ace Trainer,Marty,PE,lets-go-pikachu-lets-go-eevee,0,base,,4600,5 Ultra Balls,2,1,Golem,76,45,male,,,,,,Kanto Route 20,bulbapedia
kanto,Sea Route 20,,,West of the islands,trainer,Ace Trainer,Marty,PE,lets-go-pikachu-lets-go-eevee,0,base,,4600,5 Ultra Balls,2,2,Pinsir,127,46,male,,,,,,Kanto Route 20,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Bug Catcher,Kent,FRLG,firered-leafgreen,1,base,,132,,2,1,Weedle,13,11,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Bug Catcher,Kent,FRLG,firered-leafgreen,1,base,,132,,2,2,Kakuna,14,11,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Lass,Iris,FRLG,firered-leafgreen,1,base,,224,,1,1,Clefairy,35,14,female,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Super Nerd,Jovan,FRLG,firered-leafgreen,1,base,,264,,2,1,Magnemite,81,11,,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Super Nerd,Jovan,FRLG,firered-leafgreen,1,base,,264,,2,2,Voltorb,100,11,,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Bug Catcher,Robby,FRLG,firered-leafgreen,1,base,,120,,3,1,Caterpie,10,10,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Bug Catcher,Robby,FRLG,firered-leafgreen,1,base,,120,,3,2,Metapod,11,10,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Bug Catcher,Robby,FRLG,firered-leafgreen,1,base,,120,,3,3,Caterpie,10,10,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Lass,Miriam,FRLG,firered-leafgreen,1,base,,176,,2,1,Oddish,43,11,female,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Lass,Miriam,FRLG,firered-leafgreen,1,base,,176,,2,2,Bellsprout,69,11,female,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Youngster,Josh,FRLG,firered-leafgreen,1,base,,160,,3,1,Rattata,19,10,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Youngster,Josh,FRLG,firered-leafgreen,1,base,,160,,3,2,Rattata,19,10,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Youngster,Josh,FRLG,firered-leafgreen,1,base,,160,,3,3,Zubat,41,10,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Hiker,Marcos,FRLG,firered-leafgreen,1,base,,360,,3,1,Geodude,74,10,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Hiker,Marcos,FRLG,firered-leafgreen,1,base,,360,,3,2,Geodude,74,10,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Hiker,Marcos,FRLG,firered-leafgreen,1,base,,360,,3,3,Onix,95,10,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Team Rocket Grunt,,FRLG,firered-leafgreen,1,base,,352,,3,1,Sandshrew,27,11,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Team Rocket Grunt,,FRLG,firered-leafgreen,1,base,,352,,3,2,Rattata,19,11,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Team Rocket Grunt,,FRLG,firered-leafgreen,1,base,,352,,3,3,Zubat,41,11,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Team Rocket Grunt,,FRLG,firered-leafgreen,1,base,,352,,2,1,Zubat,41,11,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Team Rocket Grunt,,FRLG,firered-leafgreen,1,base,,352,,2,2,Ekans,23,11,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Team Rocket Grunt,,FRLG,firered-leafgreen,1,base,,416,,2,1,Rattata,19,13,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Team Rocket Grunt,,FRLG,firered-leafgreen,1,base,,416,,2,2,Sandshrew,27,13,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Team Rocket Grunt,,FRLG,firered-leafgreen,1,base,,416,,2,1,Rattata,19,13,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Team Rocket Grunt,,FRLG,firered-leafgreen,1,base,,416,,2,2,Zubat,41,13,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Super Nerd,Miguel,FRLG,firered-leafgreen,1,base,,288,,3,1,Grimer,88,12,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Super Nerd,Miguel,FRLG,firered-leafgreen,1,base,,288,,3,2,Voltorb,100,12,,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Super Nerd,Miguel,FRLG,firered-leafgreen,1,base,,288,,3,3,Koffing,109,12,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Bug Catcher,Kent,PE,lets-go-pikachu-lets-go-eevee,0,base,,84,3 Poké Balls,1,1,Butterfree,12,7,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Lass,Evelyn,PE,lets-go-pikachu-lets-go-eevee,0,base,,160,3 Poké Balls,1,1,Bellsprout,69,8,female,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Super Nerd,Jovan,PE,lets-go-pikachu-lets-go-eevee,0,base,,400,3 Poké Balls,1,1,Grimer,88,10,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Youngster,Robby,PE,lets-go-pikachu-lets-go-eevee,0,base,,160,3 Poké Balls,1,1,Mankey,56,8,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Lass,Miriam,PE,lets-go-pikachu-lets-go-eevee,0,base,,160,3 Poké Balls,1,1,Clefairy,35,8,female,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Youngster,Josh,PE,lets-go-pikachu-lets-go-eevee,0,base,,160,3 Poké Balls,1,1,Sandshrew,27,8,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Hiker,Marcos,PE,lets-go-pikachu-lets-go-eevee,0,base,,400,3 Poké Balls,2,1,Geodude,74,10,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,1F,,trainer,Hiker,Marcos,PE,lets-go-pikachu-lets-go-eevee,0,base,,400,3 Poké Balls,2,2,Geodude,74,10,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Team Rocket Grunt,,PE,lets-go-pikachu-lets-go-eevee,0,base,,252,,1,1,Rattata,19,9,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Team Rocket Grunt,,PE,lets-go-pikachu-lets-go-eevee,0,base,,252,,1,1,Drowzee,96,9,male,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Team Rocket Grunt,,PE,lets-go-pikachu-lets-go-eevee,0,base,,252,,1,1,Zubat,41,9,female,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Super Nerd,Miguel,PE,lets-go-pikachu-lets-go-eevee,0,base,,400,3 Poké Balls,2,1,Voltorb,100,10,,,,,,,Mt. Moon,bulbapedia
kanto,Mt. Moon,,B2F,,trainer,Super Nerd,Miguel,PE,lets-go-pikachu-lets-go-eevee,0,base,,400,3 Poké Balls,2,2,Magnemite,81,10,,,,,,,Mt. Moon,bulbapedia
kanto,Cerulean City,,,,trainer,Team Rocket Grunt,,FRLG,firered-leafgreen,1,after-obtaining-the-s-s-ticket,After obtaining the S.S. Ticket,544,,2,1,Machop,66,17,male,,,,,,Cerulean City,bulbapedia
kanto,Cerulean City,,,,trainer,Team Rocket Grunt,,FRLG,firered-leafgreen,1,after-obtaining-the-s-s-ticket,After obtaining the S.S. Ticket,544,,2,2,Drowzee,96,17,male,,,,,,Cerulean City,bulbapedia
kanto,Cerulean City,,,,trainer,Team Rocket Grunt,,PE,lets-go-pikachu-lets-go-eevee,0,after-obtaining-the-cascade-badge-and-s-s-ticket,After obtaining the Cascade Badge and S.S. Ticket,420,,1,1,Raticate,20,15,male,,,,,,Cerulean City,bulbapedia
kanto,Cerulean City,,,(Requires Sea Skim),trainer,Coach Trainer,Harjit,PE,lets-go-pikachu-lets-go-eevee,0,after-becoming-champion,After becoming Champion,5200,,5,1,Rhydon,112,52,female,,,,,,Cerulean City,bulbapedia
kanto,Cerulean City,,,(Requires Sea Skim),trainer,Coach Trainer,Harjit,PE,lets-go-pikachu-lets-go-eevee,0,after-becoming-champion,After becoming Champion,5200,,5,2,Rapidash,78,52,male,,,,,,Cerulean City,bulbapedia
kanto,Cerulean City,,,(Requires Sea Skim),trainer,Coach Trainer,Harjit,PE,lets-go-pikachu-lets-go-eevee,0,after-becoming-champion,After becoming Champion,5200,,5,3,Dewgong,87,52,female,,,,,,Cerulean City,bulbapedia
kanto,Cerulean City,,,(Requires Sea Skim),trainer,Coach Trainer,Harjit,PE,lets-go-pikachu-lets-go-eevee,0,after-becoming-champion,After becoming Champion,5200,,5,4,Seaking,119,52,male,,,,,,Cerulean City,bulbapedia
kanto,Cerulean City,,,(Requires Sea Skim),trainer,Coach Trainer,Harjit,PE,lets-go-pikachu-lets-go-eevee,0,after-becoming-champion,After becoming Champion,5200,,5,5,Nidoking,34,52,male,,,,,,Cerulean City,bulbapedia
kanto,Rock Tunnel,,,,trainer,PokéManiac,Ashton,FRLG,firered-leafgreen,1,base,,1104,,2,1,Cubone,104,23,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,PokéManiac,Ashton,FRLG,firered-leafgreen,1,base,,1104,,2,2,Slowpoke,79,23,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,PokéManiac,Winston,FRLG,firered-leafgreen,1,base,,1200,,1,1,Slowpoke,79,25,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Martha,FRLG,firered-leafgreen,1,base,,440,,2,1,Oddish,43,22,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Martha,FRLG,firered-leafgreen,1,base,,440,,2,2,Bulbasaur,1,22,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,PokéManiac,Steve,FRLG,firered-leafgreen,1,base,,1056,,2,1,Charmander,4,22,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,PokéManiac,Steve,FRLG,firered-leafgreen,1,base,,1056,,2,2,Cubone,104,22,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Allen,FRLG,firered-leafgreen,1,base,,900,,1,1,Geodude,74,25,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Eric,FRLG,firered-leafgreen,1,base,,720,,2,1,Machop,66,20,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Eric,FRLG,firered-leafgreen,1,base,,720,,2,2,Onix,95,20,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Lenny,FRLG,firered-leafgreen,1,base,,684,,4,1,Geodude,74,19,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Lenny,FRLG,firered-leafgreen,1,base,,684,,4,2,Machop,66,19,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Lenny,FRLG,firered-leafgreen,1,base,,684,,4,3,Geodude,74,19,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Lenny,FRLG,firered-leafgreen,1,base,,684,,4,4,Geodude,74,19,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Oliver,FRLG,firered-leafgreen,1,base,,720,,3,1,Onix,95,20,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Oliver,FRLG,firered-leafgreen,1,base,,720,,3,2,Onix,95,20,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Oliver,FRLG,firered-leafgreen,1,base,,720,,3,3,Geodude,74,20,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Lucas,FRLG,firered-leafgreen,1,base,,756,,2,1,Geodude,74,21,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Lucas,FRLG,firered-leafgreen,1,base,,756,,2,2,Graveler,75,21,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Sofia,FRLG,firered-leafgreen,1,base,,420,,3,1,Jigglypuff,39,21,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Sofia,FRLG,firered-leafgreen,1,base,,420,,3,2,Pidgey,16,21,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Sofia,FRLG,firered-leafgreen,1,base,,420,,3,3,Meowth,52,21,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Dudley,FRLG,firered-leafgreen,1,base,,756,,3,1,Geodude,74,21,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Dudley,FRLG,firered-leafgreen,1,base,,756,,3,2,Geodude,74,21,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Dudley,FRLG,firered-leafgreen,1,base,,756,,3,3,Graveler,75,21,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,PokéManiac,Cooper,FRLG,firered-leafgreen,1,base,,960,,3,1,Slowpoke,79,20,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,PokéManiac,Cooper,FRLG,firered-leafgreen,1,base,,960,,3,2,Slowpoke,79,20,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,PokéManiac,Cooper,FRLG,firered-leafgreen,1,base,,960,,3,3,Slowpoke,79,20,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Leah,FRLG,firered-leafgreen,1,base,,440,,2,1,Bellsprout,69,22,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Leah,FRLG,firered-leafgreen,1,base,,440,,2,2,Clefairy,35,22,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Ariana,FRLG,firered-leafgreen,1,base,,380,,4,1,Pidgey,16,19,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Ariana,FRLG,firered-leafgreen,1,base,,380,,4,2,Rattata,19,19,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Ariana,FRLG,firered-leafgreen,1,base,,380,,4,3,Rattata,19,19,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Ariana,FRLG,firered-leafgreen,1,base,,380,,4,4,Bellsprout,69,19,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Dana,FRLG,firered-leafgreen,1,base,,400,,3,1,Meowth,52,20,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Dana,FRLG,firered-leafgreen,1,base,,400,,3,2,Oddish,43,20,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Dana,FRLG,firered-leafgreen,1,base,,400,,3,3,Pidgey,16,20,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Poké Maniac,Ashton,PE,lets-go-pikachu-lets-go-eevee,0,base,,1104,3 Poké Balls,1,1,Slowpoke,79,23,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Poké Maniac,Winston,PE,lets-go-pikachu-lets-go-eevee,0,base,,1104,3 Poké Balls,1,1,Kangaskhan,115,23,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Black Belt,Dudley,PE,lets-go-pikachu-lets-go-eevee,0,base,,672,3 Poké Balls,1,1,Onix,95,24,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Allen,PE,lets-go-pikachu-lets-go-eevee,0,base,,920,3 Poké Balls,3,1,Geodude,74,23,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Allen,PE,lets-go-pikachu-lets-go-eevee,0,base,,920,3 Poké Balls,3,2,Onix,95,23,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Allen,PE,lets-go-pikachu-lets-go-eevee,0,base,,920,3 Poké Balls,3,3,Graveler,75,23,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Black Belt,Eric,PE,lets-go-pikachu-lets-go-eevee,0,base,,672,3 Poké Balls,2,1,Mankey,56,24,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Black Belt,Eric,PE,lets-go-pikachu-lets-go-eevee,0,base,,672,3 Poké Balls,2,2,Poliwhirl,61,24,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Camper,Lenny,PE,lets-go-pikachu-lets-go-eevee,0,base,,440,2 Great Balls,1,1,Growlithe,58,22,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Oliver,PE,lets-go-pikachu-lets-go-eevee,0,base,,920,3 Poké Balls,2,1,Onix,95,23,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Oliver,PE,lets-go-pikachu-lets-go-eevee,0,base,,920,3 Poké Balls,2,2,Sandslash,28,23,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Claus,PE,lets-go-pikachu-lets-go-eevee,0,base,,920,3 Poké Balls,2,1,Machop,66,23,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Hiker,Claus,PE,lets-go-pikachu-lets-go-eevee,0,base,,920,3 Poké Balls,2,2,Rhyhorn,111,23,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Poké Maniac,Cooper,PE,lets-go-pikachu-lets-go-eevee,0,base,,1104,3 Poké Balls,1,1,Ivysaur,2,23,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Ace Trainer,Sofia,PE,lets-go-pikachu-lets-go-eevee,0,base,,2500,5 Ultra Balls,2,1,Vulpix,37,24,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Ace Trainer,Sofia,PE,lets-go-pikachu-lets-go-eevee,0,base,,2500,5 Ultra Balls,2,2,Kadabra,64,25,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Ace Trainer,Charlie,PE,lets-go-pikachu-lets-go-eevee,0,base,,2500,5 Ultra Balls,2,1,Diglett,50,24,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Ace Trainer,Charlie,PE,lets-go-pikachu-lets-go-eevee,0,base,,2500,5 Ultra Balls,2,2,Flareon,136,25,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Black Belt,Steve,PE,lets-go-pikachu-lets-go-eevee,0,base,,672,3 Poké Balls,2,1,Machop,66,24,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Black Belt,Steve,PE,lets-go-pikachu-lets-go-eevee,0,base,,672,3 Poké Balls,2,2,Machop,66,24,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Leah,PE,lets-go-pikachu-lets-go-eevee,0,base,,440,2 Great Balls,1,1,Nidorina,30,22,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Camper,Leroy,PE,lets-go-pikachu-lets-go-eevee,0,base,,440,2 Great Balls,1,1,Nidorino,33,22,male,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Dana,PE,lets-go-pikachu-lets-go-eevee,0,base,,440,2 Great Balls,2,1,Meowth,52,22,female,,,,,,Rock Tunnel,bulbapedia
kanto,Rock Tunnel,,,,trainer,Picnicker,Dana,PE,lets-go-pikachu-lets-go-eevee,0,base,,440,2 Great Balls,2,2,Vulpix,37,22,female,,,,,,Rock Tunnel,bulbapedia
kanto,Kanto Power Plant,,,,trainer,Coach Trainer,Mable,PE,lets-go-pikachu-lets-go-eevee,0,base,,4500,,3,1,Omastar,139,44,male,,,,,,Kanto Power Plant,bulbapedia
kanto,Kanto Power Plant,,,,trainer,Coach Trainer,Mable,PE,lets-go-pikachu-lets-go-eevee,0,base,,4500,,3,2,Kabutops,141,44,male,,,,,,Kanto Power Plant,bulbapedia
kanto,Kanto Power Plant,,,,trainer,Coach Trainer,Mable,PE,lets-go-pikachu-lets-go-eevee,0,base,,4500,,3,3,Aerodactyl,142,45,male,,,,,,Kanto Power Plant,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Rick,FRLG,firered-leafgreen,1,base,,72,,2,1,Weedle,13,6,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Rick,FRLG,firered-leafgreen,1,base,,72,,2,2,Caterpie,10,6,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Doug,FRLG,firered-leafgreen,1,base,,84,,3,1,Weedle,13,7,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Doug,FRLG,firered-leafgreen,1,base,,84,,3,2,Kakuna,14,7,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Doug,FRLG,firered-leafgreen,1,base,,84,,3,3,Weedle,13,7,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Anthony,FRLG,firered-leafgreen,1,base,,96,,2,1,Caterpie,10,7,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Anthony,FRLG,firered-leafgreen,1,base,,96,,2,2,Caterpie,10,8,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Charlie,FRLG,firered-leafgreen,1,base,,84,,3,1,Metapod,11,7,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Charlie,FRLG,firered-leafgreen,1,base,,84,,3,2,Caterpie,10,7,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Charlie,FRLG,firered-leafgreen,1,base,,84,,3,3,Metapod,11,7,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Sammy,FRLG,firered-leafgreen,1,base,,108,,1,1,Weedle,13,9,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Lass,Joana,PE,lets-go-pikachu-lets-go-eevee,0,base,,40,3 Poké Balls,1,1,Rattata,19,4,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Brian,PE,lets-go-pikachu-lets-go-eevee,0,base,,36,3 Poké Balls,1,1,Weedle,13,3,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Rick,PE,lets-go-pikachu-lets-go-eevee,0,base,,36,3 Poké Balls,1,1,Caterpie,10,3,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Lass,Brittany,PE,lets-go-pikachu-lets-go-eevee,0,base,,40,3 Poké Balls,1,1,Nidoran♀,29,4,,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Doug,PE,lets-go-pikachu-lets-go-eevee,0,base,,36,3 Poké Balls,1,1,Kakuna,14,3,male,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Lass,Jocelyn,PE,lets-go-pikachu-lets-go-eevee,0,base,,40,3 Poké Balls,1,1,Pidgey,16,4,female,,,,,,Viridian Forest,bulbapedia
kanto,Viridian Forest,,,,trainer,Bug Catcher,Sammy,PE,lets-go-pikachu-lets-go-eevee,0,base,,36,3 Poké Balls,1,1,Metapod,11,3,female,,,,,,Viridian Forest,bulbapedia
kanto,Seafoam Islands,,1F,,trainer,Coach Trainer,Yas,PE,lets-go-pikachu-lets-go-eevee,0,base,,4600,,3,1,Jolteon,135,46,female,,,,,,Seafoam Islands,bulbapedia
kanto,Seafoam Islands,,1F,,trainer,Coach Trainer,Yas,PE,lets-go-pikachu-lets-go-eevee,0,base,,4600,,3,2,Flareon,136,46,female,,,,,,Seafoam Islands,bulbapedia
kanto,Seafoam Islands,,1F,,trainer,Coach Trainer,Yas,PE,lets-go-pikachu-lets-go-eevee,0,base,,4600,,3,3,Vaporeon,134,46,female,,,,,,Seafoam Islands,bulbapedia
kanto,Pewter City,Pewter Gym,,,trainer,Camper,Liam,FRLG,firered-leafgreen,1,base,,220,,2,1,Geodude,74,10,male,,,,,,Pewter Gym,bulbapedia
kanto,Pewter City,Pewter Gym,,,trainer,Camper,Liam,FRLG,firered-leafgreen,1,base,,220,,2,2,Sandshrew,27,11,male,,,,,,Pewter Gym,bulbapedia
