species,pokedex,number
418,kalos-mountain,58
418,hisui,41
418,paldea,51
419,national,419
419,original-sinnoh,57
419,extended-sinnoh,57
419,updated-unova,150
419,kalos-mountain,59
419,hisui,42
419,paldea,52
420,national,420
420,original-sinnoh,58
420,extended-sinnoh,58
420,galar,128
420,hisui,66
421,national,421
421,original-sinnoh,59
421,extended-sinnoh,59
421,galar,129
421,hisui,67
422,national,422
422,original-sinnoh,60
422,extended-sinnoh,60
422,original-alola,260
422,original-poni,75
422,updated-alola,341
422,updated-poni,88
422,galar,230
422,hisui,82
422,paldea,327
423,national,423
423,original-sinnoh,61
423,extended-sinnoh,61
423,original-alola,261
423,original-poni,76
423,updated-alola,342
423,updated-poni,89
423,galar,231
423,hisui,83
423,paldea,328
424,national,424
424,original-sinnoh,64
424,extended-sinnoh,64
424,updated-johto,124
424,updated-alola,369
424,updated-poni,116
424,hisui,79
424,kitakami,48
425,national,425
425,original-sinnoh,65
425,extended-sinnoh,65
425,updated-unova,208
425,conquest-gallery,167
425,kalos-coastal,1
425,original-alola,64
425,original-melemele,64
425,updated-alola,76
425,updated-melemele,76
425,galar,124
425,isle-of-armor,135
425,hisui,37
425,paldea,143
426,national,426
426,original-sinnoh,66
426,extended-sinnoh,66
426,updated-unova,209
426,conquest-gallery,168
426,kalos-coastal,2
426,original-alola,65
426,original-melemele,65
426,updated-alola,77
426,updated-melemele,77
426,galar,125
426,isle-of-armor,136
426,hisui,38
426,paldea,144
427,national,427
427,original-sinnoh,67
427,extended-sinnoh,67
427,updated-unova,80
427,updated-alola,24
427,updated-melemele,24
427,updated-poni,8
427,isle-of-armor,4
427,hisui,64
427,lumiose-city,109
428,national,428
428,original-sinnoh,68
428,extended-sinnoh,68
428,updated-unova,81
428,updated-alola,25
428,updated-melemele,25
428,updated-poni,9
428,isle-of-armor,5
428,hisui,65
428,lumiose-city,110
428,champions,428
429,national,429
429,original-sinnoh,73
429,extended-sinnoh,73
429,conquest-gallery,184
429,original-alola,67
429,original-melemele,67
429,updated-alola,373
429,updated-poni,120
429,hisui,198
429,paldea,115
430,national,430
430,original-sinnoh,75
430,extended-sinnoh,75
430,kalos-mountain,52
430,original-alola,278
430,original-poni,93
430,updated-alola,79
430,updated-melemele,79
430,hisui,141
430,paldea,233
431,national,431
431,original-sinnoh,76
431,extended-sinnoh,76
431,hisui,152
432,national,432
432,original-sinnoh,77
432,extended-sinnoh,77
432,hisui,153
433,national,433
433,original-sinnoh,82
433,extended-sinnoh,82
433,conquest-gallery,52
433,kalos-coastal,111
433,updated-hoenn,157
433,hisui,195
433,kitakami,142
433,hyperspace,50
434,national,434
434,original-sinnoh,84
434,extended-sinnoh,84
434,kalos-coastal,102
434,galar,130
434,hisui,110
434,paldea,226
435,national,435
435,original-sinnoh,85
435,extended-sinnoh,85
435,kalos-coastal,103
435,galar,131
435,hisui,111
435,paldea,227
436,national,436
436,original-sinnoh,88
436,extended-sinnoh,88
436,updated-unova,250
436,galar,118
436,crown-tundra,87
436,hisui,180
436,paldea,153
436,kitakami,154
437,national,437
437,original-sinnoh,89
437,extended-sinnoh,89
437,updated-unova,251
437,galar,119
437,crown-tundra,88
437,hisui,181
437,paldea,154
437,kitakami,155
438,national,438
438,original-sinnoh,92
438,extended-sinnoh,92
438,kalos-mountain,129
438,original-alola,30
438,original-melemele,30
438,original-akala,14
438,updated-alola,37
438,updated-melemele,37
438,updated-akala,14
438,galar,252
438,hisui,123
438,paldea,87
438,kitakami,83
439,national,439
439,original-sinnoh,94
439,extended-sinnoh,94
439,kalos-coastal,113
439,updated-alola,59
439,updated-melemele,59
439,galar,364
439,crown-tundra,10
439,hisui,76
439,hyperspace,108
440,national,440
440,original-sinnoh,96
440,extended-sinnoh,96
440,original-alola,32
440,original-melemele,32
440,original-akala,16
440,original-ulaula,15
440,original-poni,8
440,updated-alola,39
440,updated-melemele,39
440,updated-akala,16
440,updated-ulaula,15
440,updated-poni,15
440,isle-of-armor,6
440,hisui,86
440,paldea,43
440,blueberry,16
441,national,441
441,original-sinnoh,102
441,extended-sinnoh,102
441,kalos-coastal,138
441,hisui,157
442,national,442
442,original-sinnoh,108
442,extended-sinnoh,108
442,conquest-gallery,187
442,crown-tundra,47
442,hisui,139
442,paldea,302
442,champions,442
443,national,443
443,original-sinnoh,109
443,extended-sinnoh,109
443,conquest-gallery,85
443,kalos-mountain,6
443,original-alola,238
443,original-ulaula,110
443,updated-alola,307
443,updated-ulaula,128
443,crown-tundra,116
443,hisui,187
443,paldea,126
443,kitakami,164
443,lumiose-city,128
444,national,444
444,original-sinnoh,110
444,extended-sinnoh,110
444,conquest-gallery,86
444,kalos-mountain,7
444,original-alola,239
444,original-ulaula,111
444,updated-alola,308
444,updated-ulaula,129
444,crown-tundra,117
444,hisui,188
444,paldea,127
444,kitakami,165
444,lumiose-city,129
445,national,445
445,original-sinnoh,111
445,extended-sinnoh,111
445,conquest-gallery,87
445,kalos-mountain,8
445,original-alola,240
445,original-ulaula,112
445,updated-alola,309
445,updated-ulaula,130
445,crown-tundra,118
445,hisui,189
445,paldea,128
445,kitakami,166
445,lumiose-city,130
445,champions,445
446,national,446
446,original-sinnoh,112
446,extended-sinnoh,112
446,conquest-gallery,178
446,kalos-central,138
446,original-alola,35
446,original-melemele,35
446,updated-alola,42
446,updated-melemele,42
446,galar,260
446,crown-tundra,172
446,hisui,51
446,kitakami,102
447,national,447
447,original-sinnoh,115
447,extended-sinnoh,115
447,updated-unova,33
447,conquest-gallery,50
447,kalos-central,62
447,original-alola,279
447,original-poni,94
447,updated-alola,377
447,updated-poni,124
447,galar,298
447,crown-tundra,134
447,hisui,223
447,paldea,163
447,kitakami,64
447,lumiose-city,135
448,national,448
448,original-sinnoh,116
448,extended-sinnoh,116
448,updated-unova,34
448,conquest-gallery,51
448,kalos-central,63
448,original-alola,280
448,original-poni,95
448,updated-alola,378
448,updated-poni,125
448,galar,299
448,crown-tundra,135
448,hisui,224
448,paldea,164
448,kitakami,65
448,lumiose-city,136
448,champions,448
449,national,449
449,original-sinnoh,122
449,extended-sinnoh,122
449,kalos-coastal,48
449,galar,314
449,hisui,107
449,paldea,265
449,lumiose-city,118
450,national,450
450,original-sinnoh,123
450,extended-sinnoh,123
450,kalos-coastal,49
450,galar,315
450,hisui,108
450,paldea,266
450,lumiose-city,119
450,champions,450
451,national,451
451,original-sinnoh,127
451,extended-sinnoh,127
451,updated-unova,201
451,conquest-gallery,156
451,kalos-mountain,15
451,galar,285
451,isle-of-armor,50
451,hisui,148
452,national,452
452,original-sinnoh,128
452,extended-sinnoh,128
452,updated-unova,202
452,conquest-gallery,157
452,kalos-mountain,16
452,galar,286
452,isle-of-armor,51
452,hisui,149
453,national,453
453,original-sinnoh,129
453,extended-sinnoh,129
453,updated-unova,290
453,conquest-gallery,88
453,kalos-central,125
453,galar,222
453,isle-of-armor,82
453,hisui,99
453,paldea,175
454,national,454
454,original-sinnoh,130
454,extended-sinnoh,130
454,updated-unova,291
454,conquest-gallery,89
454,kalos-central,126
454,galar,223
454,isle-of-armor,83
454,hisui,100
454,paldea,176
454,champions,454
455,national,455
455,original-sinnoh,131
455,extended-sinnoh,131
455,updated-unova,289
455,conquest-gallery,186
455,kalos-mountain,29
455,hisui,92
456,national,456
456,original-sinnoh,134
456,extended-sinnoh,134
456,original-alola,108
456,original-melemele,108
456,original-akala,40
456,original-ulaula,55
456,original-poni,57
456,updated-alola,131
456,updated-melemele,131
456,updated-akala,40
456,updated-ulaula,58
456,updated-poni,69
456,hisui,172
456,paldea,333
456,blueberry,83
457,national,457
457,original-sinnoh,135
457,extended-sinnoh,135
457,original-alola,109
457,original-melemele,109
457,original-akala,41
457,original-ulaula,56
457,original-poni,58
457,updated-alola,132
457,updated-melemele,132
457,updated-akala,41
457,updated-ulaula,59
457,updated-poni,70
457,hisui,173
457,paldea,334
457,blueberry,84
458,national,458
458,original-sinnoh,140
458,extended-sinnoh,140
458,updated-unova,233
458,kalos-coastal,139
458,updated-alola,145
458,updated-melemele,145
458,updated-akala,49
458,galar,354
458,isle-of-armor,46
458,hisui,164
459,national,459
459,original-sinnoh,142
459,extended-sinnoh,142
459,kalos-mountain,88
459,galar,96
459,crown-tundra,31
459,hisui,217
459,paldea,352
459,blueberry,159
459,lumiose-city,172
460,national,460
460,original-sinnoh,143
460,extended-sinnoh,143
460,kalos-mountain,89
460,galar,97
460,crown-tundra,32
460,hisui,218
460,paldea,353
460,blueberry,160
460,lumiose-city,173
460,champions,460
461,national,461
461,original-sinnoh,145
461,extended-sinnoh,145
461,updated-unova,253
461,conquest-gallery,182
461,kalos-mountain,92
461,original-alola,250
461,original-ulaula,122
461,updated-alola,327
461,updated-ulaula,148
461,galar,293
461,crown-tundra,29
461,hisui,204
461,paldea,231
461,kitakami,171
461,champions,461
462,national,462
462,extended-sinnoh,180
462,updated-unova,50
462,kalos-mountain,71
462,updated-hoenn,86
462,original-alola,49
462,original-melemele,49
462,original-ulaula,27
462,updated-alola,56
462,updated-melemele,56
462,updated-ulaula,27
462,isle-of-armor,107
462,hisui,179
462,paldea,211
462,blueberry,118
463,national,463
463,extended-sinnoh,162
463,updated-johto,181
463,updated-unova,285
463,kalos-mountain,135
463,updated-alola,376
463,updated-poni,123
463,isle-of-armor,55
463,hisui,126
464,national,464
464,extended-sinnoh,188
464,conquest-gallery,162
464,kalos-coastal,52
464,updated-hoenn,178
464,galar,266
464,isle-of-armor,185
464,hisui,122
464,blueberry,7
464,champions,464
465,national,465
465,extended-sinnoh,182
465,updated-johto,183
465,updated-unova,218
465,isle-of-armor,81
465,hisui,96
466,national,466
466,extended-sinnoh,199
466,updated-unova,58
466,original-alola,228
466,original-ulaula,100
466,updated-alola,297
466,updated-ulaula,118
466,crown-tundra,17
466,hisui,184
466,blueberry,12
467,national,467
467,extended-sinnoh,202
467,updated-unova,55
467,original-alola,168
467,original-akala,95
467,updated-alola,202
467,updated-akala,103
467,crown-tundra,20
467,hisui,176
467,blueberry,15
468,national,468
468,extended-sinnoh,175
468,galar,259
468,hisui,129
469,national,469
469,extended-sinnoh,184
469,updated-johto,102
469,updated-unova,287
469,kalos-coastal,88
469,hisui,106
469,kitakami,4
470,national,470
470,extended-sinnoh,169
470,updated-unova,97
470,conquest-gallery,7
470,kalos-coastal,83
470,original-alola,129
470,original-akala,56
470,updated-alola,159
470,updated-akala,60
470,galar,202
470,crown-tundra,81
470,hisui,31
470,paldea,185
470,lumiose-city,106
470,champions,470
471,national,471
471,extended-sinnoh,170
471,updated-unova,98
471,conquest-gallery,8
471,kalos-coastal,84
471,original-alola,130
471,original-akala,57
471,updated-alola,160
471,updated-akala,61
471,galar,203
471,crown-tundra,80
471,hisui,32
471,paldea,186
471,lumiose-city,107
471,champions,471
472,national,472
472,extended-sinnoh,154
472,updated-unova,222
472,kalos-mountain,116
472,hisui,186
472,kitakami,122
472,champions,472
473,national,473
473,extended-sinnoh,205
473,updated-johto,197
473,updated-unova,260
473,kalos-mountain,78
473,galar,77
473,crown-tundra,9
473,hisui,214
473,kitakami,52
473,champions,473
474,national,474
474,extended-sinnoh,194
474,original-alola,219
474,original-ulaula,91
474,updated-alola,283
474,updated-ulaula,104
474,isle-of-armor,210
474,hisui,135
474,blueberry,131
474,hyperspace,13
475,national,475
475,extended-sinnoh,160
475,conquest-gallery,12
475,kalos-central,67
475,updated-hoenn,32
475,galar,123
475,isle-of-armor,37
475,hisui,104
475,paldea,65
475,kitakami,60
475,lumiose-city,90
475,champions,475
476,national,476
476,extended-sinnoh,156
476,updated-unova,165
476,kalos-coastal,94
476,updated-hoenn,62
476,original-alola,199
476,original-akala,126
476,updated-alola,255
476,updated-akala,156
476,hisui,191
476,kitakami,108
477,national,477
477,extended-sinnoh,191
477,conquest-gallery,71
477,updated-hoenn,155
477,galar,137
477,hisui,160
477,kitakami,141
478,national,478
478,extended-sinnoh,208
478,conquest-gallery,95
478,updated-hoenn,181
478,original-alola,248
478,original-ulaula,120
478,updated-alola,325
478,updated-ulaula,146
478,galar,81
478,crown-tundra,27
478,hisui,207
478,paldea,359
478,kitakami,174
478,lumiose-city,171
478,champions,478
479,national,479
479,extended-sinnoh,152
479,kalos-mountain,68
479,galar,372
479,hisui,194
479,paldea,310
479,blueberry,41
479,hyperspace,22
479,champions,479
480,national,480
480,original-sinnoh,146
480,extended-sinnoh,146
480,hisui,225
481,national,481
481,original-sinnoh,147
481,extended-sinnoh,147
481,hisui,226
482,national,482
482,original-sinnoh,148
482,extended-sinnoh,148
482,hisui,227
483,national,483
483,original-sinnoh,149
483,extended-sinnoh,149
483,conquest-gallery,195
483,hisui,235
484,national,484
484,original-sinnoh,150
484,extended-sinnoh,150
484,hisui,236
485,national,485
485,hisui,228
485,hyperspace,113
486,national,486
486,hisui,229
487,national,487
487,extended-sinnoh,210
487,hisui,237
488,national,488
488,hisui,230
489,national,489
489,hisui,239
490,national,490
490,original-sinnoh,151
490,extended-sinnoh,151
490,hisui,240
491,national,491
491,hisui,242
491,hyperspace,125
492,national,492
492,hisui,241
493,national,493
493,conquest-gallery,199
493,hisui,238
494,national,494
494,original-unova,0
494,updated-unova,0
495,national,495
495,original-unova,1
495,updated-unova,1
495,conquest-gallery,118
495,blueberry,200
496,national,496
496,original-unova,2
496,updated-unova,2
496,conquest-gallery,119
496,blueberry,201
497,national,497
497,original-unova,3
497,updated-unova,3
497,conquest-gallery,120
497,blueberry,202
497,champions,497
498,national,498
498,original-unova,4
498,updated-unova,4
498,conquest-gallery,121
498,blueberry,203
498,lumiose-city,4
499,national,499
499,original-unova,5
499,updated-unova,5
499,conquest-gallery,122
499,blueberry,204
499,lumiose-city,5
500,national,500
500,original-unova,6
500,updated-unova,6
500,conquest-gallery,123
500,blueberry,205
500,lumiose-city,6
500,champions,500
501,national,501
501,original-unova,7
501,updated-unova,7
501,conquest-gallery,106
501,hisui,7
501,blueberry,206
502,national,502
502,original-unova,8
502,updated-unova,8
502,conquest-gallery,107
502,hisui,8
502,blueberry,207
503,national,503
503,original-unova,9
503,updated-unova,9
503,conquest-gallery,108
503,hisui,9
503,blueberry,208
503,champions,503
504,national,504
504,original-unova,10
504,updated-unova,10
504,kalos-mountain,46
504,lumiose-city,27
505,national,505
505,original-unova,11
505,updated-unova,11
505,kalos-mountain,47
505,lumiose-city,28
505,champions,505
506,national,506
506,original-unova,12
506,updated-unova,22
506,original-alola,120
506,original-akala,47
506,updated-alola,150
506,updated-akala,51
506,isle-of-armor,113
507,national,507
507,original-unova,13
507,updated-unova,23
507,original-alola,121
507,original-akala,48
507,updated-alola,151
507,updated-akala,52
507,isle-of-armor,114
508,national,508
508,original-unova,14
508,updated-unova,24
508,original-alola,122
508,original-akala,49
508,updated-alola,152
508,updated-akala,53
508,isle-of-armor,115
509,national,509
509,original-unova,15
509,updated-unova,12
509,kalos-mountain,42
509,galar,44
509,hyperspace,53
510,national,510
510,original-unova,16
510,updated-unova,13
510,kalos-mountain,43
510,galar,45
510,hyperspace,54
510,champions,510
511,national,511
511,original-unova,17
511,updated-unova,37
511,conquest-gallery,136
511,kalos-central,29
511,lumiose-city,77
512,national,512
512,original-unova,18
512,updated-unova,38
512,conquest-gallery,137
512,kalos-central,30
512,lumiose-city,78
512,champions,512
513,national,513
513,original-unova,19
513,updated-unova,39
513,conquest-gallery,138
513,kalos-central,31
513,lumiose-city,79
514,national,514
514,original-unova,20
514,updated-unova,40
514,conquest-gallery,139
514,kalos-central,32
514,lumiose-city,80
514,champions,514
515,national,515
515,original-unova,21
515,updated-unova,41
515,conquest-gallery,140
515,kalos-central,33
515,lumiose-city,81
516,national,516
516,original-unova,22
516,updated-unova,42
516,conquest-gallery,141
516,kalos-central,34
516,lumiose-city,82
516,champions,516
517,national,517
517,original-unova,23
517,updated-unova,86
517,conquest-gallery,72
517,galar,90
517,hyperspace,55
518,national,518
518,original-unova,24
518,updated-unova,87
518,conquest-gallery,73
518,galar,91
518,hyperspace,56
518,champions,518
519,national,519
519,original-unova,25
519,updated-unova,14
519,galar,26
520,national,520
520,original-unova,26
520,updated-unova,15
520,galar,27
521,national,521
521,original-unova,27
521,updated-unova,16
521,galar,28
522,national,522
522,original-unova,28
522,updated-unova,147
522,conquest-gallery,74
522,blueberry,23
523,national,523
523,original-unova,29
523,updated-unova,148
523,conquest-gallery,75
523,blueberry,24
524,national,524
524,original-unova,30
524,updated-unova,68
524,conquest-gallery,40
524,kalos-coastal,120
524,original-alola,98
524,original-melemele,98
524,original-poni,48
524,updated-alola,120
524,updated-melemele,120
524,updated-poni,60
524,galar,168
524,isle-of-armor,154
525,national,525
525,original-unova,31
525,updated-unova,69
525,conquest-gallery,41
525,kalos-coastal,121
525,original-alola,99
525,original-melemele,99
525,original-poni,49
525,updated-alola,121
525,updated-melemele,121
525,updated-poni,61
525,galar,169
525,isle-of-armor,155
526,national,526
526,original-unova,32
526,updated-unova,70
526,conquest-gallery,42
526,kalos-coastal,122
526,original-alola,100
526,original-melemele,100
526,original-poni,50
526,updated-alola,122
526,updated-melemele,122
526,updated-poni,62
526,galar,170
526,isle-of-armor,156
527,national,527
527,original-unova,33
527,updated-unova,66
527,kalos-coastal,55
527,galar,174
527,isle-of-armor,151
528,national,528
528,original-unova,34
528,updated-unova,67
528,kalos-coastal,56
528,galar,175
528,isle-of-armor,152
529,national,529
529,original-unova,35
529,updated-unova,76
529,conquest-gallery,152
529,galar,166
529,blueberry,99
529,lumiose-city,120
530,national,530
530,original-unova,36
530,updated-unova,77
530,conquest-gallery,153
530,galar,167
530,blueberry,100
530,lumiose-city,121
530,champions,530
531,national,531
531,original-unova,37
531,updated-unova,36
531,conquest-gallery,185
531,kalos-central,123
531,crown-tundra,21
531,lumiose-city,95
531,champions,531
532,national,532
532,original-unova,38
532,updated-unova,73
532,conquest-gallery,101
532,kalos-mountain,93
532,galar,171
532,crown-tundra,57
532,kitakami,85
533,national,533
533,original-unova,39
533,updated-unova,74
533,conquest-gallery,102
533,kalos-mountain,94
533,galar,172
533,crown-tundra,58
533,kitakami,86
534,national,534
534,original-unova,40
534,updated-unova,75
534,conquest-gallery,103
534,kalos-mountain,95
534,galar,173
534,crown-tundra,59
534,kitakami,87
534,champions,534
535,national,535
535,original-unova,41
535,updated-unova,228
535,galar,132
536,national,536
536,original-unova,42
536,updated-unova,229
536,galar,133
537,national,537
537,original-unova,43
537,updated-unova,230
537,galar,134
538,national,538
538,original-unova,44
538,updated-unova,267
538,kalos-coastal,97
538,galar,248
538,hyperspace,57
539,national,539
539,original-unova,45
539,updated-unova,268
539,kalos-coastal,98
539,galar,249
539,hyperspace,58
540,national,540
540,original-unova,46
540,updated-unova,17
540,conquest-gallery,124
540,kitakami,13
541,national,541
541,original-unova,47
541,updated-unova,18
541,conquest-gallery,125
541,kitakami,14
542,national,542
542,original-unova,48
542,updated-unova,19
542,conquest-gallery,126
542,kitakami,15
543,national,543
543,original-unova,49
543,updated-unova,43
543,conquest-gallery,31
543,kalos-central,120
543,isle-of-armor,74
543,lumiose-city,68
544,national,544
544,original-unova,50
544,updated-unova,44
544,conquest-gallery,32
544,kalos-central,121
544,isle-of-armor,75
544,lumiose-city,69
545,national,545
545,original-unova,51
545,updated-unova,45
545,conquest-gallery,33
545,kalos-central,122
545,isle-of-armor,76
545,lumiose-city,70
545,champions,545
546,national,546
546,original-unova,52
546,updated-unova,82
546,conquest-gallery,48
546,original-alola,87
546,original-melemele,87
546,original-ulaula,47
546,original-poni,37
546,updated-alola,105
546,updated-melemele,105
546,updated-ulaula,50
546,updated-poni,49
546,galar,262
546,crown-tundra,168
546,blueberry,56
547,national,547
547,original-unova,53
547,updated-unova,83
547,conquest-gallery,49
547,original-alola,88
547,original-melemele,88
547,original-ulaula,48
547,original-poni,38
547,updated-alola,106
547,updated-melemele,106
547,updated-ulaula,51
547,updated-poni,50
547,galar,263
547,crown-tundra,169
547,blueberry,57
547,champions,547
548,national,548
548,original-unova,54
548,updated-unova,84
548,conquest-gallery,43
548,original-alola,85
548,original-melemele,85
548,original-ulaula,45
548,original-poni,35
548,updated-alola,103
548,updated-melemele,103
548,updated-ulaula,48
548,updated-poni,47
548,isle-of-armor,201
548,hisui,93
548,paldea,104
548,kitakami,66
549,national,549
549,original-unova,55
549,updated-unova,85
549,conquest-gallery,44
549,original-alola,86
549,original-melemele,86
549,original-ulaula,46
549,original-poni,36
549,updated-alola,104
549,updated-melemele,104
549,updated-ulaula,49
549,updated-poni,48
549,isle-of-armor,202
549,hisui,94
549,paldea,105
549,kitakami,67
550,national,550
550,original-unova,56
550,updated-unova,104
550,kalos-mountain,60
550,updated-alola,188
550,updated-akala,89
550,updated-ulaula,80
550,updated-poni,75
550,galar,154
550,crown-tundra,64
550,hisui,166
550,paldea,138
550,kitakami,194
551,national,551
551,original-unova,57
551,updated-unova,99
551,conquest-gallery,66
551,kalos-coastal,43
551,original-alola,232
551,original-ulaula,104
551,updated-alola,301
551,updated-ulaula,122
551,isle-of-armor,176
551,paldea,267
551,blueberry,27
551,lumiose-city,122
552,national,552
552,original-unova,58
552,updated-unova,100
552,conquest-gallery,67
552,kalos-coastal,44
552,original-alola,233
552,original-ulaula,105
552,updated-alola,302
552,updated-ulaula,123
552,isle-of-armor,177
552,paldea,268
552,blueberry,28
552,lumiose-city,123
553,national,553
553,original-unova,59
553,updated-unova,101
553,conquest-gallery,68
553,kalos-coastal,45
553,original-alola,234
553,original-ulaula,106
553,updated-alola,303
553,updated-ulaula,124
553,isle-of-armor,178
553,paldea,269
553,blueberry,29
553,lumiose-city,124
553,champions,553
554,national,554
554,original-unova,60
554,updated-unova,102
554,conquest-gallery,142
554,galar,367
554,crown-tundra,103
555,national,555
555,original-unova,61
555,updated-unova,103
555,conquest-gallery,143
555,galar,368
555,crown-tundra,104
556,national,556
556,original-unova,62
556,updated-unova,119
556,galar,296
557,national,557
557,original-unova,63
557,updated-unova,115
557,kalos-coastal,23
557,galar,86
557,isle-of-armor,122
558,national,558
558,original-unova,64
558,updated-unova,116
558,kalos-coastal,24
558,galar,87
558,isle-of-armor,123
559,national,559
559,original-unova,65
559,updated-unova,117
559,conquest-gallery,165
559,kalos-central,100
559,updated-alola,335
559,updated-ulaula,156
559,galar,224
559,isle-of-armor,161
559,blueberry,121
559,lumiose-city,184
560,national,560
560,original-unova,66
560,updated-unova,118
560,conquest-gallery,166
560,kalos-central,101
560,updated-alola,336
560,updated-ulaula,157
560,galar,225
560,isle-of-armor,162
560,blueberry,122
560,lumiose-city,185
560,champions,560
561,national,561
561,original-unova,67
561,updated-unova,120
561,kalos-coastal,90
561,galar,297
562,national,562
562,original-unova,68
562,updated-unova,124
562,galar,327
562,hyperspace,59
563,national,563
563,original-unova,69
563,updated-unova,125
563,galar,329
563,hyperspace,60
563,champions,563
564,national,564
564,original-unova,70
564,updated-unova,126
564,original-alola,194
564,original-akala,121
564,updated-alola,241
564,updated-akala,142
564,crown-tundra,147
565,national,565
565,original-unova,71
565,updated-unova,127
565,original-alola,195
565,original-akala,122
565,updated-alola,242
565,updated-akala,143
565,crown-tundra,148
566,national,566
566,original-unova,72
566,updated-unova,128
566,original-alola,192
566,original-akala,119
566,updated-alola,239
566,updated-akala,140
566,crown-tundra,149
567,national,567
567,original-unova,73
567,updated-unova,129
567,original-alola,193
567,original-akala,120
567,updated-alola,240
567,updated-akala,141
567,crown-tundra,150
568,national,568
568,original-unova,74
568,updated-unova,105
568,kalos-mountain,74
568,original-alola,206
568,original-ulaula,78
568,updated-alola,264
568,updated-ulaula,85
568,galar,157
568,lumiose-city,49
569,national,569
569,original-unova,75
569,updated-unova,106
569,kalos-mountain,75
569,original-alola,207
569,original-ulaula,79
569,updated-alola,265
569,updated-ulaula,86
569,galar,158
569,lumiose-city,50
569,champions,569
570,national,570
570,original-unova,76
570,updated-unova,151
570,conquest-gallery,154
570,kalos-mountain,124
570,updated-alola,28
570,updated-melemele,28
570,updated-poni,12
570,isle-of-armor,87
570,hisui,219
570,paldea,228
571,national,571
571,original-unova,77
571,updated-unova,152
571,conquest-gallery,155
571,kalos-mountain,125
571,updated-alola,29
571,updated-melemele,29
571,updated-poni,13
571,isle-of-armor,88
571,hisui,220
571,paldea,229
571,champions,571
572,national,572
572,original-unova,78
572,updated-unova,107
572,conquest-gallery,96
572,updated-alola,266
572,updated-ulaula,87
572,galar,50
572,blueberry,111
573,national,573
573,original-unova,79
573,updated-unova,108
573,conquest-gallery,97
573,updated-alola,267
573,updated-ulaula,88
573,galar,51
573,blueberry,112
574,national,574
574,original-unova,80
574,updated-unova,136
574,conquest-gallery,63
574,kalos-mountain,126
574,galar,267
574,crown-tundra,51
574,paldea,234
574,blueberry,101
575,national,575
575,original-unova,81
575,updated-unova,137
575,conquest-gallery,64
575,kalos-mountain,127
575,galar,268
575,crown-tundra,52
575,paldea,235
575,blueberry,102
576,national,576
576,original-unova,82
576,updated-unova,138
576,conquest-gallery,65
576,kalos-mountain,128
576,galar,269
576,crown-tundra,53
576,paldea,236
576,blueberry,103
577,national,577
577,original-unova,83
577,updated-unova,139
577,kalos-coastal,115
577,galar,270
577,crown-tundra,54
577,blueberry,148
578,national,578
578,original-unova,84
578,updated-unova,140
578,kalos-coastal,116
578,galar,271
578,crown-tundra,55
578,blueberry,149
579,national,579
579,original-unova,85
579,updated-unova,141
579,kalos-coastal,117
579,galar,272
579,crown-tundra,56
579,blueberry,150
579,champions,579
580,national,580
580,original-unova,86
580,updated-unova,153
580,kalos-central,127
580,kitakami,181
581,national,581
581,original-unova,87
581,updated-unova,154
581,kalos-central,128
581,kitakami,182
582,national,582
582,original-unova,88
582,updated-unova,255
582,kalos-mountain,85
582,original-alola,255
582,original-ulaula,127
582,updated-alola,332
582,updated-ulaula,153
582,galar,72
582,crown-tundra,22
582,lumiose-city,113
583,national,583
583,original-unova,89
583,updated-unova,256
583,kalos-mountain,86
583,original-alola,256
583,original-ulaula,128
583,updated-alola,333
583,updated-ulaula,154
583,galar,73
583,crown-tundra,23
583,lumiose-city,114
584,national,584
584,original-unova,90
584,updated-unova,257
584,kalos-mountain,87
584,original-alola,257
584,original-ulaula,129
584,updated-alola,334
584,updated-ulaula,155
584,galar,74
584,crown-tundra,24
584,lumiose-city,115
584,champions,584
585,national,585
585,original-unova,91
585,updated-unova,159
585,paldea,190
585,blueberry,38
586,national,586
586,original-unova,92
586,updated-unova,160
586,paldea,191
586,blueberry,39
587,national,587
587,original-unova,93
587,updated-unova,144
587,conquest-gallery,180
587,kalos-coastal,86
587,original-alola,274
587,original-poni,89
587,updated-alola,364
587,updated-poni,111
587,isle-of-armor,102
587,lumiose-city,180
587,champions,587
588,national,588
588,original-unova,94
588,updated-unova,155
588,kalos-mountain,22
588,galar,273
588,isle-of-armor,66
588,crown-tundra,95
589,national,589
589,original-unova,95
589,updated-unova,156
589,kalos-mountain,23
589,galar,274
589,isle-of-armor,67
589,crown-tundra,96
590,national,590
590,original-unova,96
590,updated-unova,161
590,kalos-mountain,53
590,isle-of-armor,77
590,paldea,205
590,hyperspace,111
591,national,591
591,original-unova,97
591,updated-unova,162
591,kalos-mountain,54
591,isle-of-armor,78
591,paldea,206
591,hyperspace,112
592,national,592
592,original-unova,98
592,updated-unova,180
592,updated-alola,318
592,updated-ulaula,139
592,galar,305
592,isle-of-armor,192
593,national,593
593,original-unova,99
593,updated-unova,181
593,updated-alola,319
593,updated-ulaula,140
593,galar,306
593,isle-of-armor,193
594,national,594
594,original-unova,100
594,updated-unova,182
594,kalos-coastal,149
594,original-alola,157
594,original-akala,84
594,updated-alola,191
594,updated-akala,92
594,paldea,336
594,blueberry,85
595,national,595
595,original-unova,101
595,updated-unova,173
595,conquest-gallery,147
595,galar,64
595,crown-tundra,93
595,blueberry,132
596,national,596
596,original-unova,102
596,updated-unova,174
