identifier,id,region,name_fr,subtitle_fr,name_de,subtitle_de,name_en,subtitle_en,name_ja_hrkt,subtitle_ja_hrkt,name_ko,subtitle_ko,name_es,subtitle_es,name_it,subtitle_it,name_ja,subtitle_ja,name_es_419,subtitle_es_419,name_zh_hant,subtitle_zh_hant,name_zh_hans,subtitle_zh_hans
winding-woods,651,kalos,Bois du Dédale,,Irrwald,,Winding Woods,,まよいのもり,,미혹의 숲,,Bosque Errantes,,Bosco Passoperso,,迷いの森,,Bosque Errantes,,,,,
pokemon-village,652,kalos,Village Pokémon,,Pokémon-Dorf,,Pokémon Village,,ポケモンのむら,,포켓몬마을,,Villa Pokémon,,Valle dei Pokémon,,ポケモンの村,,Villa Pokémon,,,,,
kalos-route-21,653,kalos,Route 21,,Route 21,,Route 21,,２１ばんどうろ,,21번도로,,Ruta 21,,Percorso 21,,２１番道路,,Ruta 21,,,,,
derniere-way,654,kalos,Chemin Final,,Dernier-Weg,,Dernière Way,,デルニエどおり,,데르니에 도로,,Vía Ultimia,,Via Ultima,,デルニエ通り,,Vía Ultimia,,,,,
kalos-route-22,655,kalos,Route 22,,Route 22,,Route 22,,２２ばんどうろ,,22번도로,,Ruta 22,,Percorso 22,,２２番道路,,Ruta 22,,,,,
detourner-way,656,kalos,Chemin Détour,,Détourné-Weg,,Détourner Way,,デトルネどおり,,데뚜르네 도로,,Vía Desvío,,Via Detour,,デトルネ通り,,Vía Desvío,,,,,
kalos-victory-road,657,kalos,Route Victoire,,Siegesstraße,,Victory Road,,チャンピオンロード,,챔피언로드,,Calle Victoria,,Via Vittoria,,チャンピオンロード,,Calle Victoria,,,,,
kalos-pokemon-league,658,kalos,Ligue Pokémon,,Pokémon Liga,,Pokémon League,,ポケモンリーグ,,포켓몬리그,,Liga Pokémon,,Lega Pokémon,,ポケモンリーグ,,Liga Pokémon,,,,,
kiloude-city,659,kalos,Batisques,,Batika City,,Kiloude City,,キナンシティ,,기남시티,,Ciudad Batik,,Batikopoli,,キナンシティ,,Ciudad Batik,,,,,
battle-maison,660,kalos,Maison de Combat,,Kampfhaus,,Battle Maison,,バトルハウス,,배틀하우스,,Mansión Batalla,,Villa Lotta,,バトルハウス,,Mansión Batalla,,,,,
azure-bay,661,kalos,Baie Azur,,Azurbucht,,Azure Bay,,アズールわん,,아쥐르만,,Bahía Azul,,Baia Azzurra,,アズール湾,,Bahía Azul,,,,,
dendemille-gate,662,kalos,Porte de La Frescale,,Frescora-Tor,,Dendemille Gate,,フウジョゲート,,버들비게이트,,Acceso a Fresco,,Varco Frescovilla,,フウジョゲート,,Acceso a Fresco,,,,,
couriway-gate,663,kalos,Porte de Mozheim,,Mosaia-Tor,,Couriway Gate,,レンリゲート,,배롱게이트,,Acceso a Mosaico,,Varco Ponte Mosaico,,レンリゲート,,Acceso a Mosaico,,,,,
ambrette-gate,664,kalos,Porte de R. s/Gliffe,,Petrophia-Tor,,Ambrette Gate,,コウジンゲート,,가라게이트,,Acceso a Petroglifo,,Varco Petroglifari,,コウジンゲート,,Acceso a Petroglifo,,,,,
lumiose-gate,665,kalos,Porte d’Illumis,,Illumina-Tor,,Lumiose Gate,,ミアレゲート,,미르게이트,,Acceso a Luminalia,,Varco Luminopoli,,ミアレゲート,,Acceso a Luminalia,,,,,
shalour-gate,666,kalos,Porte de Yantreizh,,Yantara-Tor,,Shalour Gate,,シャラゲート,,사라게이트,,Acceso a Yantra,,Varco Yantaropoli,,シャラゲート,,Acceso a Yantra,,,,,
coumarine-gate,667,kalos,Porte de P. Tempères,,Tempera-Tor,,Coumarine Gate,,ヒヨクゲート,,비익게이트,,Acceso a Témpera,,Varco Temperopoli,,ヒヨクゲート,,Acceso a Témpera,,,,,
laverre-gate,668,kalos,Porte de Romant,,Romantia-Tor,,Laverre Gate,,クノエゲート,,후늬게이트,,Acceso a Romantis,,Varco Romantopoli,,クノエゲート,,Acceso a Romantis,,,,,
anistar-gate,669,kalos,Porte de Flusselles,,Fluxia-Tor,,Anistar Gate,,ヒャッコクゲート,,향전게이트,,Acceso a Fluxus,,Varco Fluxopoli,,ヒャッコクゲート,,Acceso a Fluxus,,,,,
snowbelle-gate,670,kalos,Porte d’Auffrac,,Fractalia-Tor,,Snowbelle Gate,,エイセツゲート,,이설게이트,,Acceso a Fractal,,Varco Fractalopoli,,エイセツゲート,,Acceso a Fractal,,,,,
glittering-cave,671,kalos,Grotte Étincelante,,Leuchthöhle,,Glittering Cave,,かがやきのどうくつ,,반짝임의 동굴,,Cueva Brillante,,Grotta dei Bagliori,,輝きの洞窟,,Cueva Brillante,,,,,
connecting-cave,672,kalos,Cave Connecterre,,Geolinkhöhle,,Connecting Cave,,じつなぎのどうけつ,,땅이음의 동굴,,Gruta Tierraunida,,Grotta Trait d’Union,,地つなぎの洞穴,,Gruta Tierraunida,,,,,
zubat-roost,673,kalos,Antre Nosferapti,,Zubat-Nest,,Zubat Roost,,ズバットたちのすみか,,주뱃들의 소굴,,Escondrijo Zubat,,Tana degli Zubat,,ズバットたちのすみか,,Escondrijo Zubat,,,,,
kalos-power-plant,674,kalos,Centrale de Kalos,,Kalos-Kraftwerk,,Kalos Power Plant,,カロスはつでんしょ,,칼로스발전소,,Central de Kalos,,Centrale di Kalos,,カロス発電所,,Central de Kalos,,,,,
team-flare-secret-hq,675,kalos,Repaire Team Flare,,Flare-Geheimbasis,,Team Flare Secret HQ,,フレアだんひみつきち,,플레어단 비밀기지,,Guarida Team Flare,,Covo del Team Flare,,フレア団秘密基地,,Guarida Team Flare,,,,,
terminus-cave,676,kalos,Grotte Coda,,Omega-Höhle,,Terminus Cave,,ついのどうくつ,,끝의 동굴,,Cueva Desenlace,,Grotta Climax,,終の洞窟,,Cueva Desenlace,,,,,
lost-hotel,677,kalos,Hôtel Désolation,,Hotelruine,,Lost Hotel,,あれはてホテル,,황폐해진 호텔,,Hotel Desolación,,Albergo Diroccato,,荒れ果てホテル,,Hotel Desolación,,,,,
chamber-of-emptiness,678,kalos,Chambre Néant,,Kammer der Leere,,Chamber of Emptiness,,うつろのま,,공허의 방,,Estancia Vacua,,Stanza Vacua,,空ろの間,,Estancia Vacua,,,,,
sea-spirits-den,679,kalos,Antre Néréen,,Meerestitanenhöhle,,Sea Spirit’s Den,,わだつみのあな,,해신의 굴,,Cueva Talasia,,Antro Talassico,,海神の穴,,Cueva Talasia,,,,,
friend-safari,680,kalos,Safari des Amis,,Kontaktsafari,,Friend Safari,,フレンドサファリ,,프렌드사파리,,Safari Amistad,,Safari Amici,,フレンドサファリ,,Safari Amistad,,,,,
blazing-chamber,681,kalos,Chambre du Brasier,,Flammen-Saal,,Blazing Chamber,,かえんのま,,화염의 방,,Sala de las Llamas,,Sala delle Fiamme,,火炎の間,,Sala de las Llamas,,,,,
flood-chamber,682,kalos,Chambre du Barrage,,Schleusen-Saal,,Flood Chamber,,すいもんのま,,수문의 방,,Sala de la Esclusa,,Sala delle Chiuse,,水門の間,,Sala de la Esclusa,,,,,
ironworks-chamber,683,kalos,Chambre de l’Alliage,,Rüstungs-Saal,,Ironworks Chamber,,こうてつのま,,무쇠의 방,,Sala del Metal,,Sala del Metallo,,鋼鉄の間,,Sala del Metal,,,,,
dragonmark-chamber,684,kalos,Chambre de la Guivre,,Draco-Saal,,Dragonmark Chamber,,りゅうしょうのま,,용문양의 방,,Sala del Draco,,Sala del Dragone,,竜章の間,,Sala del Draco,,,,,
radiant-chamber,685,kalos,Chambre de l’Éclat,,Licht-Saal,,Radiant Chamber,,ひかりのま,,빛의 방,,Sala de la Luz,,Sala della Luce,,光の間,,Sala de la Luz,,,,,
pokemon-league-gate,686,kalos,Porte de la Ligue,,Tor zur Pokémon Liga,,Pokémon League Gate,,ポケモンリーグゲート,,포켓몬리그 게이트,,Acceso Liga Pokémon,,Varco Lega Pokémon,,ポケモンリーグゲート,,Acceso Liga Pokémon,,,,,
lumiose-station,687,kalos,Gare d’Illumis,,Bahnhof von Illumina,,Lumiose Station,,ミアレステーション,,미르 스테이션,,Estación Luminalia,,Stazione Luminopoli,,ミアレステーション,,Estación Luminalia,,,,,
kiloude-station,688,kalos,Gare de Batisques,,Bahnhof von Batika,,Kiloude Station,,キナンステーション,,기남 스테이션,,Estación Batik,,Stazione Batikopoli,,キナンステーション,,Estación Batik,,,,,
ambrette-aquarium,689,kalos,Aquarium R. s/Gliffe,,Petrophia-Aquarium,,Ambrette Aquarium,,コウジンすいぞくかん,,가라 수족관,,Acuario Petroglifo,,Acquario,,コウジン水族館,,Acuario Petroglifo,,,,,
unknown-dungeon,690,kalos,Grotte Inconnue,,Geheimdungeon,,Unknown Dungeon,,ななしのどうくつ,,이름없는 동굴,,Mazmorra Rara,,Grotta Ignota,,ななしの洞窟,,Mazmorra Rara,,,,,
hoenn-pokemon-league,691,hoenn,Ligue Pokémon,,Pokémon Liga,,Pokémon League,,ポケモンリーグ,,포켓몬리그,,Liga Pokémon,,Lega Pokémon,,ポケモンリーグ,,Liga Pokémon,,,,,
team-aqua-hideout,692,hoenn,Planque Aqua,,Team Aquas Versteck,,Team Aqua Hideout,,アクアだんアジト,,아쿠아단아지트,,Guarida Aqua,,Rifugio Idro,,アクア団アジト,,Guarida Aqua,,,,,
sea-mauville,693,hoenn,Lavandia Sea,,Seewoge Malvenfroh,,Sea Mauville,,シーキンセツ,,씨보라,,Malvamar,,Ciclamare,,シーキンセツ,,Malvamar,,,,,
team-magma-hideout,694,hoenn,Planque Magma,,Team Magmas Versteck,,Team Magma Hideout,,マグマだんアジト,,마그마단아지트,,Guarida Magma,,Rifugio Magma,,マグマ団アジト,,Guarida Magma,,,,,
battle-resort,695,hoenn,Atoll de Combat,,Kampfresort,,Battle Resort,,バトルリゾート,,배틀리조트,,Resort Batalla,,Resort Lotta,,バトルリゾート,,Resort Batalla,,,,,
ss-tidal,696,hoenn,Le Marina,,MS Tide,,S.S. Tidal,,タイドリップごう,,타이드립호,,S.S. Marea,,Motonave Marea,,タイドリップ号,,S.S. Marea,,,,,
mirage-spot-forest,697,hoenn,Forêt Mirage,,Wunderwald,,Mirage Forest,,マボロシもり,,환상숲,,Bosque Espejismo,,Selva Miraggio,,マボロシ森,,Bosque Espejismo,,,,,
mirage-spot-cave,698,hoenn,Grotte Mirage,,Wunderhöhle,,Mirage Cave,,マボロシどうくつ,,환상동굴,,Cueva Espejismo,,Grotta Miraggio,,マボロシ洞窟,,Cueva Espejismo,,,,,
mirage-spot-mountain,699,hoenn,Mont Mirage,,Wunderberg,,Mirage Mountain,,マボロシやま,,환상산,,Monte Espejismo,,Monte Miraggio,,マボロシ山,,Monte Espejismo,,,,,
trackless-forest,700,hoenn,Forêt Impénétrable,,Wilder Wald,,Trackless Forest,,みかいのもり,,미개척의 숲,,Bosque Virgen,,Foresta Vergine,,未開の森,,Bosque Virgen,,,,,
pathless-plain,701,hoenn,Plaine Sans Nom,,Namenlose Ebene,,Pathless Plain,,なもなきへいげん,,이름없는 평원,,Llanura Sinnombre,,Piana Senza Nome,,名もなき平原,,Llanura Sinnombre,,,,,
nameless-cavern,702,hoenn,Grotte Oubliée,,Unerforschte Höhle,,Nameless Cavern,,みちのどうくつ,,미지의 동굴,,Cueva Ignota,,Caverna Ignota,,未知の洞窟,,Cueva Ignota,,,,,
fabled-cave,703,hoenn,Grotte Évanescente,,Rätselhafte Höhle,,Fabled Cave,,おぼろのどうくつ,,희미한 동굴,,Cueva Incierta,,Grotta Sfuggente,,おぼろの洞窟,,Cueva Incierta,,,,,
gnarled-den,704,hoenn,Gouffre Informe,,Höhle der Spaltung,,Gnarled Den,,いびつなあな,,비틀린 굴,,Boquete Irregular,,Fossa Informe,,いびつな穴,,Boquete Irregular,,,,,
crescent-isle,705,hoenn,Île de l’Arc,,Sichelinsel,,Crescent Isle,,ゆみなりのしま,,궁형의 섬,,Isla Creciente,,Isola Arcodiluna,,弓形の島,,Isla Creciente,,,,,
secret-islet,706,hoenn,Îlot Secret,,Geheiminsel,,Secret Islet,,ひみつのこじま,,비밀의 작은 섬,,Islote Secreto,,Isolotto Segreto,,ひみつの小島,,Islote Secreto,,,,,
soaring-in-the-sky,707,hoenn,Grand Ciel,,Luftraum,,Soaring in the sky,,おおぞら,,창공,,Firmamento,,Ipersfera,,大空,,Firmamento,,,,,
secret-shore,708,hoenn,Plage Secrète,,Geheime Küste,,Secret Shore,,ひみつのいそべ,,비밀의 바위해변,,Costa Secreta,,Baia Segreta,,ひみつのいそべ,,Costa Secreta,,,,,
secret-meadow,709,hoenn,Champ Fleuri Secret,,Geheime Blumenwiese,,Secret Meadow,,ひみつのはなばたけ,,비밀의 꽃밭,,Prado Secreto,,Valle Segreta,,ひみつの花畑,,Prado Secreto,,,,,
alola-route-1--hauoli-outskirts,710,alola,Route 1,Abords d’Ekaeka,Route 1,Hauholi-Stadtrand,Route 1,Hau’oli Outskirts,１ばんどうろ,ハウオリシティはずれ,1번도로,하우올리시티 변두리,Ruta 1,Afueras de Hauoli,Percorso 1,Periferia di Hau’oli,１番道路,ハウオリシティはずれ,Ruta 1,Afueras de Hauoli,１號道路,好奧樂市郊,１号道路,好奥乐市郊
alola-route-1,711,alola,Route 1,,Route 1,,Route 1,,１ばんどうろ,,1번도로,,Ruta 1,,Percorso 1,,１番道路,,Ruta 1,,１號道路,,１号道路,
alola-route-3,712,alola,Route 3,,Route 3,,Route 3,,３ばんどうろ,,3번도로,,Ruta 3,,Percorso 3,,３番道路,,Ruta 3,,３號道路,,３号道路,
alola-route-2,713,alola,Route 2,,Route 2,,Route 2,,２ばんどうろ,,2번도로,,Ruta 2,,Percorso 2,,２番道路,,Ruta 2,,２號道路,,２号道路,
kalae-bay,714,alola,Baie de Kala’e,,Kala’e-Bucht,,Kala’e Bay,,カーラエわん,,칼라에만,,Bahía Kalae,,Baia Kala’e,,カーラエ湾,,Bahía Kalae,,卡拉蔚灣,,卡拉蔚湾,
melemele-sea,715,alola,Mer de Mele-Mele,,Meer von Mele-Mele,,Melemele Sea,,メレメレかい,,멜레멜레해,,Mar de Melemele,,Mare di Mele Mele,,メレメレ海,,Mar de Melemele,,美樂美樂海,,美乐美乐海,
hauoli-city--beachfront,716,alola,Ekaeka,Plage,Hauholi City,Strandpromenade,Hau’oli City,Beachfront,ハウオリシティ,ビーチサイドエリア,하우올리시티,비치사이드에리어,Ciudad Hauoli,Paseo Marítimo,Hau’oli,Lungomare,ハウオリシティ,ビーチサイドエリア,Ciudad Hauoli,Paseo Marítimo,好奧樂市,海灘區,好奥乐市,海滩区
hauoli-city--shopping-district,717,alola,Ekaeka,Zone commerciale,Hauholi City,Einkaufsviertel,Hau’oli City,Shopping District,ハウオリシティ,ショッピングエリア,하우올리시티,쇼핑에리어,Ciudad Hauoli,Zona Comercial,Hau’oli,Zona Commerciale,ハウオリシティ,ショッピングエリア,Ciudad Hauoli,Zona Comercial,好奧樂市,商業區,好奥乐市,商业区
hauoli-city--marina,718,alola,Ekaeka,Port,Hauholi City,Hafen,Hau’oli City,Marina,ハウオリシティ,ポートエリア,하우올리시티,포트에리어,Ciudad Hauoli,Puerto,Hau’oli,Porto,ハウオリシティ,ポートエリア,Ciudad Hauoli,Puerto,好奧樂市,港口區,好奥乐市,港口区
iki-town,719,alola,Lili’i,,Lili’i,,Iki Town,,リリィタウン,,릴리마을,,Pueblo Lilii,,Lili,,リリィタウン,,Pueblo Lilii,,利利小鎮,,利利小镇,
mahalo-trail,720,alola,Sentier de Mahalo,,Mahalo-Bergpfad,,Mahalo Trail,,マハロさんどう,,마할로 산길,,Senda Mahalo,,Sentiero Mahalo,,マハロ山道,,Senda Mahalo,,馬哈羅山路,,马哈罗山路,
mahalo-trail--plank-bridge,721,alola,Sentier de Mahalo,Pont suspendu,Mahalo-Bergpfad,Hängebrücke,Mahalo Trail,Plank Bridge,マハロさんどう,つりばし,마할로 산길,현수교,Senda Mahalo,Puente Colgante,Sentiero Mahalo,Ponte Sospeso,マハロ山道,吊り橋,Senda Mahalo,Puente Colgante,馬哈羅山路,吊橋,马哈罗山路,吊桥
ruins-of-conflict,722,alola,Ruines du Conflit,,Ruinen des Krieges,,Ruins of Conflict,,いくさのいせき,,전쟁의 유적,,Ruinas de la Guerra,,Tempio del Conflitto,,戦の遺跡,,Ruinas de la Guerra,,戰爭遺跡,,战争遗迹,
ten-carat-hill,723,alola,Colline Dicarat,,Tenkarat-Hügel,,Ten Carat Hill,,テンカラットヒル,,텐캐럿힐,,Colina Dequilate,,Collina Diecicarati,,テンカラットヒル,,Colina Dequilate,,十克拉山丘,,十克拉山丘,
ten-carat-hill--farthest-hollow,724,alola,Colline Dicarat,Caldeira Toutofon,Tenkarat-Hügel,Zentraler Felskessel,Ten Carat Hill,Farthest Hollow,テンカラットヒル,さいおうくうどう,텐캐럿힐,가장 깊은 공동,Colina Dequilate,Caldera Remota,Collina Diecicarati,Caldera Recondita,テンカラットヒル,最奥空洞,Colina Dequilate,Caldera Remota,十克拉山丘,最深處的空洞,十克拉山丘,最深处的空洞
hauoli-cemetery,725,alola,Cimetière d’Ekaeka,,Hauholi-Friedhof,,Hau’oli Cemetery,,ハウオリれいえん,,하우올리 묘원,,Cementerio de Hauoli,,Cimitero di Hau’oli,,ハウオリ霊園,,Cementerio de Hauoli,,好奧樂墓園,,好奥乐墓园,
melemele-meadow,726,alola,Jardin de Mele-Mele,,Mele-Mele-Blumenmeer,,Melemele Meadow,,メレメレのはなぞの,,멜레멜레 화원,,Jardines de Melemele,,Prato Mele Mele,,メレメレの花園,,Jardines de Melemele,,美樂美樂花園,,美乐美乐花园,
seaward-cave,727,alola,Grotte Verlamer,,Meereshöhle,,Seaward Cave,,うみつなぎのどうけつ,,바다연결동굴,,Gruta Unemar,,Grotta Pratomare,,海繋ぎの洞穴,,Gruta Unemar,,通海洞穴,,通海洞穴,
alola-berry-fields,728,alola,Champ de Baies d'Alola,,Alola-Beerenfelder,,Alola Berry Fields,,きのみばたけ,,나무열매 밭,,Huerto de Bayas de Alola,,Orto delle Bacche di Alola,,きのみ畑,,Huerto de Bayas,,樹果園,,树果园,
verdant-cavern--trial-site,729,alola,Grotte Verdoyante,Zone de l’Épreuve,Vegetationshöhle,Prüfungsbereich,Verdant Cavern,Trial Site,しげみのどうくつ,しれんのま,우거진 동굴,시련의 방,Cueva Sotobosque,Sala de la Prueba,Grotta Sottobosco,Luogo della Prova,茂みの洞窟,試練の間,Cueva Sotobosque,Sala de la Prueba,蔥鬱洞窟,考驗之地,葱郁洞窟,考验之地
verdant-cavern--totems-den,730,alola,Grotte Verdoyante,Repaire du Dominant,Vegetationshöhle,Herrscherbereich,Verdant Cavern,Totem’s Den,しげみのどうくつ,ぬしのま,우거진 동굴,주인의 방,Cueva Sotobosque,Sala del Dominante,Grotta Sottobosco,Arena del Dominante,茂みの洞窟,ぬしの間,Cueva Sotobosque,Sala del Dominante,蔥鬱洞窟,霸主居處,葱郁洞窟,霸主居处
alola-route-4,731,alola,Route 4,,Route 4,,Route 4,,４ばんどうろ,,4번도로,,Ruta 4,,Percorso 4,,４番道路,,Ruta 4,,４號道路,,４号道路,
alola-route-5,732,alola,Route 5,,Route 5,,Route 5,,５ばんどうろ,,5번도로,,Ruta 5,,Percorso 5,,５番道路,,Ruta 5,,５號道路,,５号道路,
alola-route-6,733,alola,Route 6,,Route 6,,Route 6,,６ばんどうろ,,6번도로,,Ruta 6,,Percorso 6,,６番道路,,Ruta 6,,６號道路,,６号道路,
alola-route-7,734,alola,Route 7,,Route 7,,Route 7,,７ばんどうろ,,7번도로,,Ruta 7,,Percorso 7,,７番道路,,Ruta 7,,７號道路,,７号道路,
alola-route-8,735,alola,Route 8,,Route 8,,Route 8,,８ばんどうろ,,8번도로,,Ruta 8,,Percorso 8,,８番道路,,Ruta 8,,８號道路,,８号道路,
alola-route-9,736,alola,Route 9,,Route 9,,Route 9,,９ばんどうろ,,9번도로,,Ruta 9,,Percorso 9,,９番道路,,Ruta 9,,９號道路,,９号道路,
hano-grand-resort,737,alola,Club Hano-Hano,,Hanohano-Resort,,Hano Grand Resort,,ハノハノリゾート,,하노하노리조트,,Resort Hanohano,,Resort Hanu Hanu,,ハノハノリゾート,,Resort Hanohano,,豪諾豪諾度假地,,豪诺豪诺度假地,
hano-beach,738,alola,Plage Hano-Hano,,Hanohano-Strand,,Hano Beach,,ハノハノビーチ,,하노하노비치,,Playa de Hanohano,,Spiaggia Hanu Hanu,,ハノハノビーチ,,Playa de Hanohano,,豪諾豪諾海灘,,豪诺豪诺海滩,
akala-meadow,739,alola,Jardin d’Akala,,Akala-Blumenmeer,,Akala Meadow,,アーカラのはなぞの,,아칼라 화원,,Jardines de Akala,,Prato Akala,,アーカラの花園,,Jardines de Akala,,阿卡拉花園,,阿卡拉花园,
paniola-town,740,alola,Ohana,,Ohana,,Paniola Town,,オハナタウン,,오하나마을,,Pueblo Ohana,,Ohana,,オハナタウン,,Pueblo Ohana,,歐哈納鎮,,欧哈纳镇,
heahea-city,741,alola,Ho’ohale,,Kantai City,,Heahea City,,カンタイシティ,,환대시티,,Ciudad Kantai,,Kantai,,カンタイシティ,,Ciudad Kantai,,慷待市,,慷待市,
konikoni-city,742,alola,Konikoni,,Konikoni City,,Konikoni City,,コニコシティ,,코니코니시티,,Ciudad Konikoni,,Konikoni,,コニコシティ,,Ciudad Konikoni,,可霓可市,,可霓可市,
royal-avenue,743,alola,Rue du Dôme Royal,,Avenue Royale,,Royal Avenue,,ロイヤルアベニュー,,로열 애버뉴,,Avenida Royale,,Viale Royale,,ロイヤルアベニュー,,Avenida Royale,,皇家大道,,皇家大道,
memorial-hill,744,alola,Colline Memento,,Hügel des Gedenkens,,Memorial Hill,,メモリアルヒル,,메모리얼힐,,Colina del Recuerdo,,Colle della Memoria,,メモリアルヒル,,Colina del Recuerdo,,回憶之丘,,回忆之丘,
paniola-ranch,745,alola,Ranch Ohana,,Ohana-Farm,,Paniola Ranch,,オハナぼくじょう,,오하나목장,,Rancho Ohana,,Fattoria Ohana,,オハナ牧場,,Rancho Ohana,,歐哈納牧場,,欧哈纳牧场,
wela-volcano-park,746,alola,Parc Volcanique,,Wela-Vulkanpark,,Wela Volcano Park,,ヴェラかざんこうえん,,벨라화산공원,,Área Volcánica Wela,,Parco Vulcano Wela,,ヴェラ火山公園,,Área Volcánica Wela,,維拉火山公園,,维拉火山公园,
wela-volcano-park--totems-den,747,alola,Parc Volcanique,Repaire du Dominant,Wela-Vulkanpark,Herrscherbereich,Wela Volcano Park,Totem’s Den,ヴェラかざんこうえん,ぬしのま,벨라화산공원,주인의 방,Área Volcánica Wela,Sala del Dominante,Parco Vulcano Wela,Arena del Dominante,ヴェラ火山公園,ぬしの間,Área Volcánica Wela,Sala del Dominante,維拉火山公園,霸主居處,维拉火山公园,霸主居处
brooklet-hill,748,alola,Colline Clapotis,,Plätscherhügel,,Brooklet Hill,,せせらぎのおか,,잔잔한물가언덕,,Colina Saltagua,,Collina Scrosciante,,せせらぎの丘,,Colina Saltagua,,潺潺之丘,,潺潺之丘,
brooklet-hill--totems-den,749,alola,Colline Clapotis,Repaire du Dominant,Plätscherhügel,Herrscherbereich,Brooklet Hill,Totem’s Den,せせらぎのおか,ぬしのま,잔잔한물가언덕,주인의 방,Colina Saltagua,Sala del Dominante,Collina Scrosciante,Arena del Dominante,せせらぎの丘,ぬしの間,Colina Saltagua,Sala del Dominante,潺潺之丘,霸主居處,潺潺之丘,霸主居处
lush-jungle,750,alola,Jungle Sombrefeuille,,Schattendschungel,,Lush Jungle,,シェードジャングル,,셰이드정글,,Jungla Umbría,,Giungla Ombrosa,,シェードジャングル,,Jungla Umbría,,樹蔭叢林,,树荫丛林,
ruins-of-life,751,alola,Ruines de l’Éveil,,Ruinen des Lebens,,Ruins of Life,,いのちのいせき,,생명의 유적,,Ruinas de la Vida,,Tempio della Vita,,命の遺跡,,Ruinas de la Vida,,生命遺跡,,生命遗迹,
akala-outskirts,752,alola,Côte Reculée d’Akala,,Akala-Küstenstreifen,,Akala Outskirts,,アーカラじまはずれ,,아칼라외곽,,Afueras de Akala,,Punta Akala,,アーカラ島はずれ,,Afueras de Akala,,阿卡拉島郊外,,阿卡拉岛郊外,
digletts-tunnel,753,alola,Tunnel Taupiqueur,,Digda-Tunnel,,Diglett’s Tunnel,,ディグダトンネル,,디그다터널,,Túnel Diglett,,Tunnel Diglett,,ディグダトンネル,,Túnel Diglett,,地鼠隧道,,地鼠隧道,
battle-royal-dome,754,alola,Dôme Royal,,Dome Royale,,Battle Royal Dome,,ロイヤルドーム,,로열돔,,Estadio Royale,,Stadio Royale,,ロイヤルドーム,,Estadio Royale,,皇家巨蛋,,皇家巨蛋,
alola-route-10,755,alola,Route 10,,Route 10,,Route 10,,１０ばんどうろ,,10번도로,,Ruta 10,,Percorso 10,,１０番道路,,Ruta 10,,１０號道路,,１０号道路,
alola-route-11,756,alola,Route 11,,Route 11,,Route 11,,１１ばんどうろ,,11번도로,,Ruta 11,,Percorso 11,,１１番道路,,Ruta 11,,１１號道路,,１１号道路,
secluded-shore,757,alola,Côte Sauvage,,Küste von Ula-Ula,,Secluded Shore,,ウラウラうらかいがん,,울라울라 뒤쪽 해안,,Playa Menor,,Lido di Ula Ula,,ウラウラ裏海岸,,Playa Menor,,烏拉烏拉後海岸,,乌拉乌拉后海岸,
alola-route-13,758,alola,Route 13,,Route 13,,Route 13,,１３ばんどうろ,,13번도로,,Ruta 13,,Percorso 13,,１３番道路,,Ruta 13,,１３號道路,,１３号道路,
tapu-village,759,alola,Village Toko,,Dorf der Kapu,,Tapu Village,,カプのむら,,카푸마을,,Aldea Tapu,,Villaggio Tapu,,カプの村,,Aldea Tapu,,卡璞村,,卡璞村,
alola-route-15,760,alola,Route 15,,Route 15 (Wasserweg),,Route 15,,１５ばんすいどう,,15번수로,,Ruta 15,,Percorso 15,,１５番水道,,Ruta 15,,１５號水路,,１５号水路,
alola-route-16,761,alola,Route 16,,Route 16,,Route 16,,１６ばんどうろ,,16번도로,,Ruta 16,,Percorso 16,,１６番道路,,Ruta 16,,１６號道路,,１６号道路,
alola-route-17,762,alola,Route 17,,Route 17,,Route 17,,１７ばんどうろ,,17번도로,,Ruta 17,,Percorso 17,,１７番道路,,Ruta 17,,１７號道路,,１７号道路,
alola-route-12,763,alola,Route 12,,Route 12,,Route 12,,１２ばんどうろ,,12번도로,,Ruta 12,,Percorso 12,,１２番道路,,Ruta 12,,１２號道路,,１２号道路,
haina-desert,764,alola,Désert Haina,,Haina-Wüste,,Haina Desert,,ハイナさばく,,하이나사막,,Desierto de Haina,,Deserto Haina,,ハイナ砂漠,,Desierto de Haina,,哈伊納沙漠,,哈伊纳沙漠,
alola-route-14,765,alola,Route 14,,Route 14,,Route 14,,１４ばんどうろ,,14번도로,,Ruta 14,,Percorso 14,,１４番道路,,Ruta 14,,１４號道路,,１４号道路,
ulaula-meadow,766,alola,Jardin d’Ula-Ula,,Ula-Ula-Blumenmeer,,Ula’ula Meadow,,ウラウラのはなぞの,,울라울라 화원,,Jardines de Ula-Ula,,Prato Ula Ula,,ウラウラの花園,,Jardines de Ula-Ula,,烏拉烏拉花園,,乌拉乌拉花园,
po-town,767,alola,Kokohio,,Po’u,,Po Town,,ポータウン,,포마을,,Pueblo Po,,Poh,,ポータウン,,Pueblo Po,,魄鎮,,魄镇,
malie-city-proper,768,alola,Malié,,Malihe City,,Malie City,,マリエシティ,,말리에시티,,Ciudad Malíe,,Malie,,マリエシティ,,Ciudad Malíe,,馬利埃靜市,,马利埃静市,
malie-garden,769,alola,Parc de Malié,,Malihe-Ziergarten,,Malie Garden,,マリエていえん,,말리에 정원,,Parque de Malíe,,Giardino di Malie,,マリエ庭園,,Parque de Malíe,,馬利埃庭園,,马利埃庭园,
