species,identifier,generation,evolves_from_species,evolution_chain_id,color,shape,habitat,gender_rate,percent_male,capture_rate,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,is_baby,is_ultra_beast,is_paradox,is_fossil,is_first_partner,origin_region,order,conquest_order
698,amaura,6,,358,blue,quadruped,,1,87.5,45,30,0,medium,0,0,0,0,0,0,1,0,kalos,699,
699,aurorus,6,698,358,blue,quadruped,,1,87.5,45,30,0,medium,0,0,0,0,0,0,1,0,kalos,700,
700,sylveon,6,133,67,pink,quadruped,,1,87.5,45,35,0,medium,0,0,0,0,0,0,0,0,kalos,165,
701,hawlucha,6,,359,green,humanoid,,4,50,100,20,0,medium,0,0,0,0,0,0,0,0,kalos,701,
702,dedenne,6,,360,yellow,upright,,4,50,180,20,0,medium,0,0,0,0,0,0,0,0,kalos,702,
703,carbink,6,,361,gray,ball,,-1,,60,25,0,slow,0,0,0,0,0,0,0,0,kalos,703,
704,goomy,6,,362,purple,squiggle,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,kalos,704,
705,sliggoo,6,704,362,purple,squiggle,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,kalos,705,
706,goodra,6,705,362,purple,upright,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,kalos,706,
707,klefki,6,,363,gray,ball,,4,50,75,20,0,fast,0,0,0,0,0,0,0,0,kalos,707,
708,phantump,6,,364,brown,arms,,4,50,120,20,0,medium,0,0,0,0,0,0,0,0,kalos,708,
709,trevenant,6,708,364,brown,tentacles,,4,50,60,20,0,medium,0,0,0,0,0,0,0,0,kalos,709,
710,pumpkaboo,6,,365,brown,ball,,4,50,120,20,0,medium,0,0,0,0,0,0,0,0,kalos,710,
711,gourgeist,6,710,365,brown,blob,,4,50,60,20,0,medium,0,0,0,0,0,0,0,0,kalos,711,
712,bergmite,6,,366,blue,quadruped,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,kalos,712,
713,avalugg,6,712,366,blue,quadruped,,4,50,55,20,0,medium,0,0,0,0,0,0,0,0,kalos,713,
714,noibat,6,,367,purple,wings,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,kalos,714,
715,noivern,6,714,367,purple,wings,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,kalos,715,
716,xerneas,6,,368,blue,quadruped,,-1,,45,120,0,slow,1,1,0,0,0,0,0,0,kalos,716,
717,yveltal,6,,369,red,wings,,-1,,45,120,0,slow,0,1,0,0,0,0,0,0,kalos,717,
718,zygarde,6,,370,green,squiggle,,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,kalos,718,
719,diancie,6,,371,pink,arms,,-1,,3,25,0,slow,1,0,1,0,0,0,0,0,kalos,719,
720,hoopa,6,,372,purple,arms,,-1,,3,120,0,slow,0,0,1,0,0,0,0,0,kalos,720,
721,volcanion,6,,373,brown,quadruped,,-1,,3,120,0,slow,0,0,1,0,0,0,0,0,kalos,721,
722,rowlet,7,,374,brown,wings,,1,87.5,45,15,0,medium-slow,0,0,0,0,0,0,0,1,alola,722,
723,dartrix,7,722,374,brown,wings,,1,87.5,45,15,0,medium-slow,0,0,0,0,0,0,0,0,alola,723,
724,decidueye,7,723,374,brown,wings,,1,87.5,45,15,0,medium-slow,0,0,0,0,0,0,0,0,alola,724,
725,litten,7,,375,red,quadruped,,1,87.5,45,15,0,medium-slow,0,0,0,0,0,0,0,1,alola,725,
726,torracat,7,725,375,red,quadruped,,1,87.5,45,15,0,medium-slow,0,0,0,0,0,0,0,0,alola,726,
727,incineroar,7,726,375,red,upright,,1,87.5,45,15,0,medium-slow,0,0,0,0,0,0,0,0,alola,727,
728,popplio,7,,376,blue,fish,,1,87.5,45,15,0,medium-slow,0,0,0,0,0,0,0,1,alola,728,
729,brionne,7,728,376,blue,fish,,1,87.5,45,15,0,medium-slow,0,0,0,0,0,0,0,0,alola,729,
730,primarina,7,729,376,blue,fish,,1,87.5,45,15,0,medium-slow,0,0,0,0,0,0,0,0,alola,730,
731,pikipek,7,,377,black,wings,,4,50,255,15,0,medium,0,0,0,0,0,0,0,0,alola,731,
732,trumbeak,7,731,377,black,wings,,4,50,120,15,0,medium,0,0,0,0,0,0,0,0,alola,732,
733,toucannon,7,732,377,black,wings,,4,50,45,15,0,medium,0,0,0,0,0,0,0,0,alola,733,
734,yungoos,7,,378,brown,quadruped,,4,50,255,15,0,medium,0,0,0,0,0,0,0,0,alola,734,
735,gumshoos,7,734,378,brown,quadruped,,4,50,127,15,0,medium,0,0,0,0,0,0,0,0,alola,735,
736,grubbin,7,,379,gray,armor,,4,50,255,15,0,medium,0,0,0,0,0,0,0,0,alola,736,
737,charjabug,7,736,379,green,squiggle,,4,50,120,15,0,medium,0,0,0,0,0,0,0,0,alola,737,
738,vikavolt,7,737,379,blue,armor,,4,50,45,15,0,medium,0,0,0,0,0,0,0,0,alola,738,
739,crabrawler,7,,380,purple,armor,,4,50,225,20,0,medium,0,0,0,0,0,0,0,0,alola,739,
740,crabominable,7,739,380,white,armor,,4,50,60,20,0,medium,0,0,0,0,0,0,0,0,alola,740,
741,oricorio,7,,381,red,wings,,6,25,45,20,0,medium,0,0,0,0,0,0,0,0,alola,741,
742,cutiefly,7,,382,yellow,armor,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,alola,742,
743,ribombee,7,742,382,yellow,bug-wings,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,alola,743,
744,rockruff,7,,383,brown,quadruped,,4,50,190,15,0,medium,0,0,0,0,0,0,0,0,alola,744,
745,lycanroc,7,744,383,brown,quadruped,,4,50,90,15,0,medium,0,0,0,0,0,0,0,0,alola,745,
746,wishiwashi,7,,384,blue,fish,,4,50,60,15,0,fast,0,0,0,0,0,0,0,0,alola,746,
747,mareanie,7,,385,blue,blob,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,alola,747,
748,toxapex,7,747,385,blue,tentacles,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,alola,748,
749,mudbray,7,,386,brown,quadruped,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,alola,749,
750,mudsdale,7,749,386,brown,quadruped,,4,50,60,20,0,medium,0,0,0,0,0,0,0,0,alola,750,
751,dewpider,7,,387,green,legs,,4,50,200,15,0,medium,0,0,0,0,0,0,0,0,alola,751,
752,araquanid,7,751,387,green,armor,,4,50,100,15,0,medium,0,0,0,0,0,0,0,0,alola,752,
753,fomantis,7,,388,pink,upright,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,alola,753,
754,lurantis,7,753,388,pink,humanoid,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,alola,754,
755,morelull,7,,389,purple,blob,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,alola,755,
756,shiinotic,7,755,389,purple,humanoid,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,alola,756,
757,salandit,7,,390,black,quadruped,,1,87.5,120,20,0,medium,0,0,0,0,0,0,0,0,alola,757,
758,salazzle,7,757,390,black,quadruped,,8,0,45,20,0,medium,0,0,0,0,0,0,0,0,alola,758,
759,stufful,7,,391,pink,quadruped,,4,50,140,15,0,medium,0,0,0,0,0,0,0,0,alola,759,
760,bewear,7,759,391,pink,upright,,4,50,70,15,0,medium,0,0,0,0,0,0,0,0,alola,760,
761,bounsweet,7,,392,purple,legs,,8,0,235,20,0,medium-slow,0,0,0,0,0,0,0,0,alola,761,
762,steenee,7,761,392,purple,humanoid,,8,0,120,20,0,medium-slow,0,0,0,0,0,0,0,0,alola,762,
763,tsareena,7,762,392,purple,humanoid,,8,0,45,20,0,medium-slow,0,0,0,0,0,0,0,0,alola,763,
764,comfey,7,,393,green,ball,,6,25,60,20,0,fast,0,0,0,0,0,0,0,0,alola,764,
765,oranguru,7,,394,white,humanoid,,4,50,45,20,0,slow,0,0,0,0,0,0,0,0,alola,765,
766,passimian,7,,395,white,upright,,4,50,45,20,0,slow,0,0,0,0,0,0,0,0,alola,766,
767,wimpod,7,,396,gray,tentacles,,4,50,90,20,0,medium,0,0,0,0,0,0,0,0,alola,767,
768,golisopod,7,767,396,gray,humanoid,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,alola,768,
769,sandygast,7,,397,brown,squiggle,,4,50,140,15,0,medium,0,0,0,0,0,0,0,0,alola,769,
770,palossand,7,769,397,brown,squiggle,,4,50,60,15,0,medium,0,0,0,0,0,0,0,0,alola,770,
771,pyukumuku,7,,398,black,squiggle,,4,50,60,15,0,fast,0,0,0,0,0,0,0,0,alola,771,
772,type-null,7,,399,gray,quadruped,,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,alola,772,
773,silvally,7,772,399,gray,quadruped,,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,alola,773,
774,minior,7,,400,brown,ball,,-1,,30,25,0,medium-slow,0,0,0,0,0,0,0,0,alola,774,
775,komala,7,,401,blue,humanoid,,4,50,45,20,0,slow,0,0,0,0,0,0,0,0,alola,775,
776,turtonator,7,,402,red,upright,,4,50,70,20,0,medium,0,0,0,0,0,0,0,0,alola,776,
777,togedemaru,7,,403,gray,upright,,4,50,180,10,0,medium,0,0,0,0,0,0,0,0,alola,777,
778,mimikyu,7,,404,yellow,squiggle,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,alola,778,
779,bruxish,7,,405,pink,fish,,4,50,80,15,0,medium,0,0,0,0,0,0,0,0,alola,779,
780,drampa,7,,406,white,squiggle,,4,50,70,20,0,medium,0,0,0,0,0,0,0,0,alola,780,
781,dhelmise,7,,407,green,blob,,-1,,25,25,0,medium,0,0,0,0,0,0,0,0,alola,781,
782,jangmo-o,7,,408,gray,quadruped,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,alola,782,
783,hakamo-o,7,782,408,gray,upright,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,alola,783,
784,kommo-o,7,783,408,gray,upright,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,alola,784,
785,tapu-koko,7,,409,yellow,arms,,-1,,3,15,0,slow,0,1,0,0,0,0,0,0,alola,785,
786,tapu-lele,7,,410,pink,arms,,-1,,3,15,0,slow,0,1,0,0,0,0,0,0,alola,786,
787,tapu-bulu,7,,411,red,arms,,-1,,3,15,0,slow,0,1,0,0,0,0,0,0,alola,787,
788,tapu-fini,7,,412,purple,arms,,-1,,3,15,0,slow,0,1,0,0,0,0,0,0,alola,788,
789,cosmog,7,,413,blue,ball,,-1,,45,120,0,slow,0,1,0,0,0,0,0,0,alola,789,
790,cosmoem,7,789,413,blue,ball,,-1,,45,120,0,slow,0,1,0,0,0,0,0,0,alola,790,
791,solgaleo,7,790,413,white,quadruped,,-1,,45,120,0,slow,0,1,0,0,0,0,0,0,alola,791,
792,lunala,7,790,413,purple,wings,,-1,,45,120,0,slow,0,1,0,0,0,0,0,0,alola,792,
793,nihilego,7,,414,white,tentacles,,-1,,45,120,0,slow,0,0,0,0,1,0,0,0,alola,793,
794,buzzwole,7,,415,red,tentacles,,-1,,45,120,0,slow,0,0,0,0,1,0,0,0,alola,794,
795,pheromosa,7,,416,white,humanoid,,-1,,45,120,0,slow,0,0,0,0,1,0,0,0,alola,795,
796,xurkitree,7,,417,black,upright,,-1,,45,120,0,slow,0,0,0,0,1,0,0,0,alola,796,
797,celesteela,7,,418,green,humanoid,,-1,,45,120,0,slow,0,0,0,0,1,0,0,0,alola,797,
798,kartana,7,,419,white,humanoid,,-1,,45,120,0,slow,0,0,0,0,1,0,0,0,alola,798,
799,guzzlord,7,,420,black,upright,,-1,,45,120,0,slow,0,0,0,0,1,0,0,0,alola,799,
800,necrozma,7,,421,black,arms,,-1,,255,120,0,slow,0,1,0,0,0,0,0,0,alola,800,
801,magearna,7,,422,gray,humanoid,,-1,,3,120,0,slow,0,0,1,0,0,0,0,0,alola,801,
802,marshadow,7,,423,gray,humanoid,,-1,,3,120,0,slow,0,0,1,0,0,0,0,0,alola,802,
803,poipole,7,,424,purple,upright,,-1,,45,120,0,slow,0,0,0,0,1,0,0,1,alola,803,
804,naganadel,7,803,424,purple,wings,,-1,,45,120,0,slow,0,0,0,0,1,0,0,0,alola,804,
805,stakataka,7,,425,gray,quadruped,,-1,,30,120,0,slow,0,0,0,0,1,0,0,0,alola,805,
806,blacephalon,7,,426,white,humanoid,,-1,,30,120,0,slow,0,0,0,0,1,0,0,0,alola,806,
807,zeraora,7,,427,yellow,humanoid,,-1,,3,120,0,slow,0,0,1,0,0,0,0,0,alola,807,
808,meltan,7,,428,gray,ball,,-1,,3,120,0,slow,0,0,1,0,0,0,0,0,alola,808,
809,melmetal,7,808,428,gray,humanoid,,-1,,3,120,0,slow,0,0,1,0,0,0,0,0,alola,809,
810,grookey,8,,430,green,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,galar,810,
811,thwackey,8,810,430,green,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,galar,811,
812,rillaboom,8,811,430,green,humanoid,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,galar,812,
813,scorbunny,8,,431,white,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,galar,813,
814,raboot,8,813,431,gray,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,galar,814,
815,cinderace,8,814,431,white,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,galar,815,
816,sobble,8,,432,blue,quadruped,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,galar,816,
817,drizzile,8,816,432,blue,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,galar,817,
818,inteleon,8,817,432,blue,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,galar,818,
819,skwovet,8,,433,brown,upright,,4,50,255,20,0,medium,0,0,0,0,0,0,0,0,galar,819,
820,greedent,8,819,433,brown,upright,,4,50,90,20,0,medium,0,0,0,0,0,0,0,0,galar,820,
821,rookidee,8,,434,blue,wings,,4,50,255,15,0,medium-slow,0,0,0,0,0,0,0,0,galar,821,
822,corvisquire,8,821,434,blue,wings,,4,50,120,15,0,medium-slow,0,0,0,0,0,0,0,0,galar,822,
823,corviknight,8,822,434,purple,wings,,4,50,45,15,0,medium-slow,0,0,0,0,0,0,0,0,galar,823,
824,blipbug,8,,435,blue,armor,,4,50,255,15,0,medium,0,0,0,0,0,0,0,0,galar,824,
825,dottler,8,824,435,yellow,armor,,4,50,120,15,0,medium,0,0,0,0,0,0,0,0,galar,825,
826,orbeetle,8,825,435,red,wings,,4,50,45,15,0,medium,0,0,0,0,0,0,0,0,galar,826,
827,nickit,8,,436,brown,quadruped,,4,50,255,15,0,fast,0,0,0,0,0,0,0,0,galar,827,
828,thievul,8,827,436,brown,quadruped,,4,50,127,15,0,fast,0,0,0,0,0,0,0,0,galar,828,
829,gossifleur,8,,437,green,blob,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,galar,829,
830,eldegoss,8,829,437,green,blob,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,galar,830,
831,wooloo,8,,438,white,quadruped,,4,50,255,15,0,medium,0,0,0,0,0,0,0,0,galar,831,
832,dubwool,8,831,438,white,quadruped,,4,50,127,15,0,medium,0,0,0,0,0,0,0,0,galar,832,
833,chewtle,8,,439,green,quadruped,,4,50,255,20,0,medium,0,0,0,0,0,0,0,0,galar,833,
834,drednaw,8,833,439,green,quadruped,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,galar,834,
835,yamper,8,,440,yellow,quadruped,,4,50,255,20,0,fast,0,0,0,0,0,0,0,0,galar,835,
836,boltund,8,835,440,yellow,quadruped,,4,50,45,20,0,fast,0,0,0,0,0,0,0,0,galar,836,
837,rolycoly,8,,441,black,ball,,4,50,255,15,0,medium-slow,0,0,0,0,0,0,0,0,galar,837,
838,carkol,8,837,441,black,legs,,4,50,120,15,0,medium-slow,0,0,0,0,0,0,0,0,galar,838,
839,coalossal,8,838,441,black,humanoid,,4,50,45,15,0,medium-slow,0,0,0,0,0,0,0,0,galar,839,
840,applin,8,,442,green,squiggle,,4,50,255,20,0,slow-then-very-fast,0,0,0,0,0,0,0,0,galar,840,
841,flapple,8,840,442,green,wings,,4,50,45,20,0,slow-then-very-fast,0,0,0,0,0,0,0,0,galar,841,
842,appletun,8,840,442,green,quadruped,,4,50,45,20,0,slow-then-very-fast,0,0,0,0,0,0,0,0,galar,842,
843,silicobra,8,,443,green,squiggle,,4,50,255,20,0,medium,0,0,0,0,0,0,0,0,galar,843,
844,sandaconda,8,843,443,green,squiggle,,4,50,120,20,0,medium,0,0,0,0,0,0,0,0,galar,844,
845,cramorant,8,,444,blue,wings,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,galar,845,
846,arrokuda,8,,445,brown,fish,,4,50,255,20,0,slow,0,0,0,0,0,0,0,0,galar,846,
847,barraskewda,8,846,445,brown,fish,,4,50,60,20,0,slow,0,0,0,0,0,0,0,0,galar,847,
848,toxel,8,,446,purple,upright,,4,50,75,25,0,medium-slow,0,0,0,1,0,0,0,0,galar,848,
849,toxtricity,8,848,446,purple,upright,,4,50,45,25,0,medium-slow,0,0,0,0,0,0,0,0,galar,849,
850,sizzlipede,8,,447,red,tentacles,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,galar,850,
851,centiskorch,8,850,447,red,tentacles,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,galar,851,
852,clobbopus,8,,448,brown,tentacles,,4,50,180,25,0,medium-slow,0,0,0,0,0,0,0,0,galar,852,
853,grapploct,8,852,448,blue,tentacles,,4,50,45,25,0,medium-slow,0,0,0,0,0,0,0,0,galar,853,
854,sinistea,8,,449,purple,ball,,-1,,120,20,0,medium,0,0,0,0,0,0,0,0,galar,854,
855,polteageist,8,854,449,purple,ball,,-1,,60,20,0,medium,0,0,0,0,0,0,0,0,galar,855,
856,hatenna,8,,450,pink,legs,,8,0,235,20,0,slow,0,0,0,0,0,0,0,0,galar,856,
857,hattrem,8,856,450,pink,humanoid,,8,0,120,20,0,slow,0,0,0,0,0,0,0,0,galar,857,
858,hatterene,8,857,450,pink,blob,,8,0,45,20,0,slow,0,0,0,0,0,0,0,0,galar,858,
859,impidimp,8,,451,pink,humanoid,,0,100,255,20,0,medium,0,0,0,0,0,0,0,0,galar,859,
860,morgrem,8,859,451,pink,humanoid,,0,100,120,20,0,medium,0,0,0,0,0,0,0,0,galar,860,
861,grimmsnarl,8,860,451,purple,humanoid,,0,100,45,20,0,medium,0,0,0,0,0,0,0,0,galar,861,
862,obstagoon,8,264,134,gray,upright,,4,50,45,15,0,medium,0,0,0,0,0,0,0,0,galar,862,
863,perrserker,8,52,22,brown,upright,,4,50,90,20,0,medium,0,0,0,0,0,0,0,0,galar,863,
864,cursola,8,222,113,white,arms,,6,25,30,20,0,fast,0,0,0,0,0,0,0,0,galar,864,
865,sirfetchd,8,83,35,white,wings,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,galar,865,
866,mr-rime,8,122,57,purple,humanoid,,4,50,45,25,0,medium,0,0,0,0,0,0,0,0,galar,866,
867,runerigus,8,562,287,gray,blob,,4,50,90,25,0,medium,0,0,0,0,0,0,0,0,galar,867,
868,milcery,8,,452,white,ball,,8,0,200,20,0,medium,0,0,0,0,0,0,0,0,galar,868,
869,alcremie,8,868,452,white,blob,,8,0,100,20,0,medium,0,0,0,0,0,0,0,0,galar,869,
870,falinks,8,,453,yellow,heads,,-1,,45,25,0,medium,0,0,0,0,0,0,0,0,galar,870,
871,pincurchin,8,,454,purple,tentacles,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,galar,871,
872,snom,8,,455,white,squiggle,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,galar,872,
873,frosmoth,8,872,455,white,bug-wings,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,galar,873,
874,stonjourner,8,,456,gray,legs,,4,50,60,25,0,slow,0,0,0,0,0,0,0,0,galar,874,
875,eiscue,8,,457,blue,upright,,4,50,60,25,0,slow,0,0,0,0,0,0,0,0,galar,875,
876,indeedee,8,,458,purple,upright,,4,50,30,40,1,fast,0,0,0,0,0,0,0,0,galar,876,
877,morpeko,8,,459,yellow,humanoid,,4,50,180,10,0,medium,0,0,0,0,0,0,0,0,galar,877,
878,cufant,8,,460,yellow,quadruped,,4,50,190,25,0,medium,0,0,0,0,0,0,0,0,galar,878,
879,copperajah,8,878,460,green,quadruped,,4,50,90,25,0,medium,0,0,0,0,0,0,0,0,galar,879,
880,dracozolt,8,,461,green,upright,,-1,,45,35,0,slow,0,0,0,0,0,0,1,0,galar,880,
881,arctozolt,8,,462,blue,upright,,-1,,45,35,0,slow,0,0,0,0,0,0,1,0,galar,881,
882,dracovish,8,,463,green,legs,,-1,,45,35,0,slow,0,0,0,0,0,0,1,0,galar,882,
883,arctovish,8,,464,blue,fish,,-1,,45,35,0,slow,0,0,0,0,0,0,1,0,galar,883,
884,duraludon,8,,465,white,upright,,4,50,45,30,0,medium,0,0,0,0,0,0,0,0,galar,884,
885,dreepy,8,,466,green,squiggle,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,galar,885,
886,drakloak,8,885,466,green,arms,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,galar,886,
887,dragapult,8,886,466,green,upright,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,galar,887,
888,zacian,8,,467,blue,quadruped,,-1,,10,120,0,slow,0,1,0,0,0,0,0,0,galar,888,
889,zamazenta,8,,468,red,quadruped,,-1,,10,120,0,slow,0,1,0,0,0,0,0,0,galar,889,
890,eternatus,8,,469,purple,wings,,-1,,255,120,0,slow,0,1,0,0,0,0,0,0,galar,890,
891,kubfu,8,,470,gray,upright,,1,87.5,3,120,0,slow,0,1,0,0,0,0,0,0,galar,891,
892,urshifu,8,891,470,gray,humanoid,,1,87.5,3,120,0,slow,0,1,0,0,0,0,0,0,galar,892,
893,zarude,8,,471,green,upright,,-1,,3,120,0,slow,0,0,1,0,0,0,0,0,galar,893,
894,regieleki,8,,472,yellow,humanoid,,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,galar,894,
895,regidrago,8,,473,green,humanoid,,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,galar,895,
896,glastrier,8,,474,white,quadruped,,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,galar,896,
897,spectrier,8,,475,black,quadruped,,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,galar,897,
898,calyrex,8,,476,green,humanoid,,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,galar,898,
899,wyrdeer,8,234,120,white,quadruped,,4,50,45,20,0,slow,0,0,0,0,0,0,0,0,hisui,899,
900,kleavor,8,123,58,brown,bug-wings,,4,50,15,20,0,medium,0,0,0,0,0,0,0,0,hisui,900,
901,ursaluna,8,217,110,brown,quadruped,,4,50,20,20,0,medium,0,0,0,0,0,0,0,0,hisui,901,
902,basculegion,8,550,280,green,fish,,4,50,45,20,1,medium,1,0,0,0,0,0,0,0,hisui,902,
903,sneasler,8,215,109,blue,upright,,4,50,20,20,0,medium-slow,0,0,0,0,0,0,0,0,hisui,903,
904,overqwil,8,211,106,black,fish,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,hisui,904,
905,enamorus,8,,477,pink,arms,,8,0,3,20,0,slow,1,1,0,0,0,0,0,0,hisui,905,
906,sprigatito,9,,478,green,quadruped,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,paldea,906,
907,floragato,9,906,478,green,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,907,
908,meowscarada,9,907,478,green,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,908,
909,fuecoco,9,,479,red,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,paldea,909,
910,crocalor,9,909,479,red,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,910,
911,skeledirge,9,910,479,red,quadruped,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,911,
912,quaxly,9,,480,blue,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,paldea,912,
913,quaxwell,9,912,480,blue,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,913,
914,quaquaval,9,913,480,blue,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,914,
915,lechonk,9,,481,gray,quadruped,,4,50,255,15,0,medium,0,0,0,0,0,0,0,0,paldea,915,
916,oinkologne,9,915,481,gray,quadruped,,4,50,100,15,1,medium,0,0,0,0,0,0,0,0,paldea,916,
917,tarountula,9,,482,white,armor,,4,50,255,15,0,slow-then-very-fast,0,0,0,0,0,0,0,0,paldea,918,
918,spidops,9,917,482,green,armor,,4,50,120,15,0,slow-then-very-fast,0,0,0,0,0,0,0,0,paldea,919,
919,nymble,9,,483,gray,armor,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,paldea,920,
920,lokix,9,919,483,gray,humanoid,,4,50,30,20,0,medium,0,0,0,0,0,0,0,0,paldea,921,
921,pawmi,9,,484,yellow,quadruped,,4,50,190,15,0,medium,0,0,0,0,0,0,0,0,paldea,954,
922,pawmo,9,921,484,yellow,upright,,4,50,80,15,0,medium,0,0,0,0,0,0,0,0,paldea,955,
923,pawmot,9,922,484,yellow,upright,,4,50,45,15,0,medium,0,0,0,0,0,0,0,0,paldea,956,
924,tandemaus,9,,485,white,heads,,-1,,150,10,0,fast,0,0,0,0,0,0,0,0,paldea,945,
925,maushold,9,924,485,white,heads,,-1,,75,10,0,fast,0,0,0,0,0,0,0,0,paldea,946,
926,fidough,9,,486,yellow,quadruped,,4,50,190,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,970,
927,dachsbun,9,926,486,brown,quadruped,,4,50,90,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,971,
928,smoliv,9,,487,green,legs,,4,50,255,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,935,
929,dolliv,9,928,487,green,humanoid,,4,50,120,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,936,
930,arboliva,9,929,487,green,humanoid,,4,50,45,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,937,
931,squawkabilly,9,,488,green,wings,,4,50,190,15,0,slow-then-very-fast,0,0,0,0,0,0,0,0,paldea,960,
932,nacli,9,,489,brown,ball,,4,50,255,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,963,
933,naclstack,9,932,489,brown,quadruped,,4,50,120,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,964,
934,garganacl,9,933,489,brown,humanoid,,4,50,45,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,965,
935,charcadet,9,,490,red,humanoid,,4,50,90,35,0,slow,0,0,0,0,0,0,0,0,paldea,1003,
936,armarouge,9,935,490,red,humanoid,,4,50,25,35,0,slow,0,0,0,0,0,0,0,0,paldea,1004,
937,ceruledge,9,935,490,purple,humanoid,,4,50,25,35,0,slow,0,0,0,0,0,0,0,0,paldea,1005,
938,tadbulb,9,,491,yellow,ball,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,paldea,940,
939,bellibolt,9,938,491,green,humanoid,,4,50,50,20,0,medium,0,0,0,0,0,0,0,0,paldea,941,
940,wattrel,9,,492,black,wings,,4,50,180,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,957,
941,kilowattrel,9,940,492,yellow,wings,,4,50,90,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,958,
942,maschiff,9,,493,brown,quadruped,,4,50,150,20,0,medium-slow,0,0,0,0,0,0,0,0,paldea,972,
