item,generation,game_index
assault-vest,8,640
assault-vest,9,640
pixie-plate,6,644
pixie-plate,7,644
pixie-plate,8,644
pixie-plate,9,644
ability-capsule,6,645
ability-capsule,7,645
ability-capsule,8,645
ability-capsule,9,645
whipped-dream,6,646
whipped-dream,7,646
whipped-dream,8,646
whipped-dream,9,646
sachet,6,647
sachet,7,647
sachet,8,647
sachet,9,647
luminous-moss,6,648
luminous-moss,7,648
luminous-moss,8,648
luminous-moss,9,648
snowball,6,649
snowball,7,649
snowball,8,649
snowball,9,649
safety-goggles,6,650
safety-goggles,7,650
safety-goggles,8,650
safety-goggles,9,650
rich-mulch,6,652
rich-mulch,7,652
rich-mulch,8,652
rich-mulch,9,652
surprise-mulch,6,653
surprise-mulch,7,653
surprise-mulch,8,653
surprise-mulch,9,653
boost-mulch,6,654
boost-mulch,7,654
boost-mulch,8,654
boost-mulch,9,654
amaze-mulch,6,655
amaze-mulch,7,655
amaze-mulch,8,655
amaze-mulch,9,655
gengarite,6,656
gengarite,7,656
gengarite,8,656
gengarite,9,656
gardevoirite,6,657
gardevoirite,7,657
gardevoirite,8,657
gardevoirite,9,657
ampharosite,6,658
ampharosite,7,658
ampharosite,8,658
ampharosite,9,658
venusaurite,6,659
venusaurite,7,659
venusaurite,8,659
venusaurite,9,659
charizardite-x,6,660
charizardite-x,7,660
charizardite-x,8,660
charizardite-x,9,660
blastoisinite,6,661
blastoisinite,7,661
blastoisinite,8,661
blastoisinite,9,661
mewtwonite-x,6,662
mewtwonite-x,7,662
mewtwonite-x,8,662
mewtwonite-x,9,662
mewtwonite-y,6,663
mewtwonite-y,7,663
mewtwonite-y,8,663
mewtwonite-y,9,663
blazikenite,6,664
blazikenite,7,664
blazikenite,8,664
blazikenite,9,664
medichamite,6,665
medichamite,7,665
medichamite,8,665
medichamite,9,665
houndoominite,6,666
houndoominite,7,666
houndoominite,8,666
houndoominite,9,666
aggronite,6,667
aggronite,7,667
aggronite,8,667
aggronite,9,667
banettite,6,668
banettite,7,668
banettite,8,668
banettite,9,668
tyranitarite,6,669
tyranitarite,7,669
tyranitarite,8,669
tyranitarite,9,669
scizorite,6,670
scizorite,7,670
scizorite,8,670
scizorite,9,670
pinsirite,6,671
pinsirite,7,671
pinsirite,8,671
pinsirite,9,671
aerodactylite,6,672
aerodactylite,7,672
aerodactylite,8,672
aerodactylite,9,672
lucarionite,6,673
lucarionite,7,673
lucarionite,8,673
lucarionite,9,673
abomasite,6,674
abomasite,7,674
abomasite,8,674
abomasite,9,674
kangaskhanite,6,675
kangaskhanite,7,675
kangaskhanite,8,675
kangaskhanite,9,675
gyaradosite,6,676
gyaradosite,7,676
gyaradosite,8,676
gyaradosite,9,676
absolite,6,677
absolite,7,677
absolite,8,677
absolite,9,677
charizardite-y,6,678
charizardite-y,7,678
charizardite-y,8,678
charizardite-y,9,678
alakazite,6,679
alakazite,7,679
alakazite,8,679
alakazite,9,679
heracronite,6,680
heracronite,7,680
heracronite,8,680
heracronite,9,680
mawilite,6,681
mawilite,7,681
mawilite,8,681
mawilite,9,681
manectite,6,682
manectite,7,682
manectite,8,682
manectite,9,682
garchompite,6,683
garchompite,7,683
garchompite,8,683
garchompite,9,683
roseli-berry,6,686
roseli-berry,7,686
roseli-berry,8,686
roseli-berry,9,686
kee-berry,6,687
kee-berry,7,687
kee-berry,8,687
kee-berry,9,687
maranga-berry,6,688
maranga-berry,7,688
maranga-berry,8,688
maranga-berry,9,688
discount-coupon,6,699
discount-coupon,7,699
discount-coupon,8,699
discount-coupon,9,699
strange-souvenir,6,704
strange-souvenir,7,704
strange-souvenir,8,704
strange-souvenir,9,704
lumiose-galette,6,708
lumiose-galette,7,708
lumiose-galette,8,708
lumiose-galette,9,708
jaw-fossil,6,710
jaw-fossil,7,710
jaw-fossil,8,710
jaw-fossil,9,710
sail-fossil,6,711
sail-fossil,7,711
sail-fossil,8,711
sail-fossil,9,711
fairy-gem,6,715
fairy-gem,7,715
fairy-gem,8,715
fairy-gem,9,715
adventure-rules,6,703
adventure-rules,7,703
adventure-rules,8,703
adventure-rules,9,703
elevator-key,6,700
elevator-key,7,700
elevator-key,8,700
elevator-key,9,700
holo-caster,6,641
holo-caster,7,641
holo-caster,8,641
holo-caster,9,641
honor-of-kalos,6,702
honor-of-kalos,7,702
honor-of-kalos,8,702
honor-of-kalos,9,702
intriguing-stone,6,697
intriguing-stone,7,697
intriguing-stone,8,697
intriguing-stone,9,697
lens-case,6,705
lens-case,7,705
lens-case,8,705
lens-case,9,705
looker-ticket,6,712
looker-ticket,7,712
looker-ticket,8,712
looker-ticket,9,712
mega-ring,6,696
mega-ring,7,696
mega-ring,8,696
mega-ring,9,696
power-plant-pass,6,695
power-plant-pass,7,695
power-plant-pass,8,695
power-plant-pass,9,695
profs-letter,6,642
profs-letter,7,642
profs-letter,8,642
profs-letter,9,642
roller-skates,6,643
roller-skates,7,643
roller-skates,8,643
roller-skates,9,643
sprinklotad,6,689
sprinklotad,7,689
sprinklotad,8,689
sprinklotad,9,689
tmv-pass,6,701
tmv-pass,7,701
tmv-pass,8,701
tmv-pass,9,701
tm96,6,690
tm96,7,690
tm96,8,690
tm96,9,690
tm97,6,691
tm97,7,691
tm97,8,691
tm97,9,691
tm98,6,692
tm98,7,692
tm98,8,692
tm98,9,692
tm99,6,693
tm99,7,693
tm99,8,693
tm99,9,693
tm100,6,694
tm100,7,694
tm100,8,694
tm100,9,694
latiasite,6,684
latiasite,7,684
latiasite,8,684
latiasite,9,684
latiosite,6,685
latiosite,7,685
latiosite,8,685
latiosite,9,685
common-stone,6,698
common-stone,7,698
common-stone,8,698
common-stone,9,698
makeup-bag,7,706
makeup-bag,8,706
makeup-bag,9,706
travel-trunk,6,707
travel-trunk,7,707
travel-trunk,8,707
travel-trunk,9,707
shalour-sable,6,709
shalour-sable,7,709
shalour-sable,8,709
shalour-sable,9,709
mega-charm,6,716
mega-charm,7,716
mega-charm,8,716
mega-charm,9,716
mega-glove,6,717
mega-glove,7,717
mega-glove,8,717
mega-glove,9,717
devon-parts,6,721
devon-parts,7,721
devon-parts,8,721
devon-parts,9,721
pokeblock-kit,6,724
pokeblock-kit,7,724
pokeblock-kit,8,724
pokeblock-kit,9,724
key-to-room-1,6,730
key-to-room-1,7,730
key-to-room-1,8,730
key-to-room-1,9,730
key-to-room-2,6,731
key-to-room-2,7,731
key-to-room-2,8,731
key-to-room-2,9,731
key-to-room-4,6,732
key-to-room-4,7,732
key-to-room-4,8,732
key-to-room-4,9,732
key-to-room-6,6,733
key-to-room-6,7,733
key-to-room-6,8,733
key-to-room-6,9,733
devon-scuba-gear,6,738
devon-scuba-gear,7,738
devon-scuba-gear,8,738
devon-scuba-gear,9,738
contest-costume--jacket,6,739
contest-costume--jacket,7,739
contest-costume--jacket,8,739
contest-costume--jacket,9,739
magma-suit,6,741
magma-suit,7,741
magma-suit,8,741
magma-suit,9,741
aqua-suit,6,742
aqua-suit,7,742
aqua-suit,8,742
aqua-suit,9,742
pair-of-tickets,6,743
pair-of-tickets,7,743
pair-of-tickets,8,743
pair-of-tickets,9,743
mega-bracelet,6,744
mega-bracelet,7,744
mega-bracelet,8,744
mega-bracelet,9,744
mega-pendant,6,745
mega-pendant,7,745
mega-pendant,8,745
mega-pendant,9,745
mega-glasses,6,746
mega-glasses,7,746
mega-glasses,8,746
mega-glasses,9,746
mega-anchor,6,747
mega-anchor,7,747
mega-anchor,8,747
mega-anchor,9,747
mega-stickpin,6,748
mega-stickpin,7,748
mega-stickpin,8,748
mega-stickpin,9,748
mega-tiara,6,749
mega-tiara,7,749
mega-tiara,8,749
mega-tiara,9,749
mega-anklet,6,750
mega-anklet,7,750
mega-anklet,8,750
mega-anklet,9,750
swampertite,6,752
swampertite,7,752
swampertite,8,752
swampertite,9,752
sceptilite,6,753
sceptilite,7,753
sceptilite,8,753
sceptilite,9,753
sablenite,6,754
sablenite,7,754
sablenite,8,754
sablenite,9,754
altarianite,6,755
altarianite,7,755
altarianite,8,755
altarianite,9,755
galladite,6,756
galladite,7,756
galladite,8,756
galladite,9,756
audinite,6,757
audinite,7,757
audinite,8,757
audinite,9,757
metagrossite,6,758
metagrossite,7,758
metagrossite,8,758
metagrossite,9,758
sharpedonite,6,759
sharpedonite,7,759
sharpedonite,8,759
sharpedonite,9,759
slowbronite,6,760
slowbronite,7,760
slowbronite,8,760
slowbronite,9,760
steelixite,6,761
steelixite,7,761
steelixite,8,761
steelixite,9,761
pidgeotite,6,762
pidgeotite,7,762
pidgeotite,8,762
pidgeotite,9,762
glalitite,6,763
glalitite,7,763
glalitite,8,763
glalitite,9,763
diancite,6,764
diancite,7,764
diancite,8,764
diancite,9,764
prison-bottle,6,765
prison-bottle,7,765
prison-bottle,8,765
prison-bottle,9,765
mega-cuff,6,766
mega-cuff,7,766
mega-cuff,8,766
mega-cuff,9,766
cameruptite,6,767
cameruptite,7,767
cameruptite,8,767
cameruptite,9,767
lopunnite,6,768
lopunnite,7,768
lopunnite,8,768
lopunnite,9,768
salamencite,6,769
salamencite,7,769
salamencite,8,769
salamencite,9,769
beedrillite,6,770
beedrillite,7,770
beedrillite,8,770
beedrillite,9,770
key-stone,6,773
key-stone,7,773
key-stone,8,773
key-stone,9,773
meteorite-shard,6,774
meteorite-shard,7,774
meteorite-shard,8,774
meteorite-shard,9,774
eon-flute,6,775
eon-flute,7,775
eon-flute,8,775
eon-flute,9,775
normalium-z--held,7,776
normalium-z--held,8,776
normalium-z--held,9,776
firium-z--held,7,777
firium-z--held,8,777
firium-z--held,9,777
waterium-z--held,7,778
waterium-z--held,8,778
waterium-z--held,9,778
electrium-z--held,7,779
electrium-z--held,8,779
electrium-z--held,9,779
grassium-z--held,7,780
grassium-z--held,8,780
grassium-z--held,9,780
icium-z--held,7,781
icium-z--held,8,781
icium-z--held,9,781
fightinium-z--held,7,782
fightinium-z--held,8,782
fightinium-z--held,9,782
poisonium-z--held,7,783
poisonium-z--held,8,783
poisonium-z--held,9,783
groundium-z--held,7,784
groundium-z--held,8,784
groundium-z--held,9,784
flyinium-z--held,7,785
flyinium-z--held,8,785
flyinium-z--held,9,785
psychium-z--held,7,786
psychium-z--held,8,786
psychium-z--held,9,786
buginium-z--held,7,787
buginium-z--held,8,787
buginium-z--held,9,787
rockium-z--held,7,788
rockium-z--held,8,788
rockium-z--held,9,788
ghostium-z--held,7,789
ghostium-z--held,8,789
ghostium-z--held,9,789
dragonium-z--held,7,790
dragonium-z--held,8,790
dragonium-z--held,9,790
darkinium-z--held,7,791
darkinium-z--held,8,791
darkinium-z--held,9,791
steelium-z--held,7,792
steelium-z--held,8,792
steelium-z--held,9,792
fairium-z--held,7,793
fairium-z--held,8,793
fairium-z--held,9,793
pikanium-z--held,7,794
pikanium-z--held,8,794
pikanium-z--held,9,794
bottle-cap,7,795
bottle-cap,8,795
bottle-cap,9,795
gold-bottle-cap,7,796
gold-bottle-cap,8,796
gold-bottle-cap,9,796
z-ring,7,797
z-ring,8,797
z-ring,9,797
decidium-z--held,7,798
decidium-z--held,8,798
decidium-z--held,9,798
incinium-z--held,7,799
incinium-z--held,8,799
incinium-z--held,9,799
primarium-z--held,7,800
primarium-z--held,8,800
primarium-z--held,9,800
tapunium-z--held,7,801
tapunium-z--held,8,801
tapunium-z--held,9,801
marshadium-z--held,7,802
marshadium-z--held,8,802
marshadium-z--held,9,802
aloraichium-z--held,7,803
aloraichium-z--held,7,803
aloraichium-z--held,8,803
aloraichium-z--held,9,803
snorlium-z--held,7,804
snorlium-z--held,8,804
snorlium-z--held,9,804
eevium-z--held,7,805
eevium-z--held,8,805
eevium-z--held,9,805
mewnium-z--held,7,806
mewnium-z--held,8,806
mewnium-z--held,9,806
pikashunium-z--held,7,836
pikashunium-z--held,8,836
pikashunium-z--held,9,836
forage-bag,7,841
forage-bag,8,841
forage-bag,9,841
fishing-rod,7,842
fishing-rod,8,842
fishing-rod,9,842
professors-mask,7,843
professors-mask,8,843
professors-mask,9,843
festival-ticket,7,844
festival-ticket,8,844
festival-ticket,9,844
sparkling-stone,7,845
sparkling-stone,8,845
sparkling-stone,9,845
adrenaline-orb,7,846
adrenaline-orb,8,846
adrenaline-orb,9,846
zygarde-cube,7,847
zygarde-cube,8,847
zygarde-cube,9,847
ice-stone,7,849
ice-stone,8,849
ice-stone,9,849
ride-pager,7,850
ride-pager,8,850
ride-pager,9,850
beast-ball,7,851
beast-ball,8,851
beast-ball,9,851
big-malasada,7,852
big-malasada,8,852
big-malasada,9,852
red-nectar,7,853
red-nectar,8,853
red-nectar,9,853
yellow-nectar,7,854
yellow-nectar,8,854
yellow-nectar,9,854
pink-nectar,7,855
pink-nectar,8,855
pink-nectar,9,855
purple-nectar,7,856
purple-nectar,8,856
purple-nectar,9,856
sun-flute,7,857
sun-flute,8,857
sun-flute,9,857
moon-flute,7,858
moon-flute,8,858
moon-flute,9,858
enigmatic-card,7,860
enigmatic-card,8,860
enigmatic-card,9,860
terrain-extender,7,879
terrain-extender,8,879
terrain-extender,9,879
protective-pads,7,880
protective-pads,8,880
protective-pads,9,880
electric-seed,7,881
electric-seed,8,881
electric-seed,9,881
psychic-seed,7,882
psychic-seed,8,882
psychic-seed,9,882
misty-seed,7,883
misty-seed,8,883
misty-seed,9,883
grassy-seed,7,884
grassy-seed,8,884
grassy-seed,9,884
fighting-memory,7,904
fighting-memory,8,904
fighting-memory,9,904
flying-memory,7,905
flying-memory,8,905
flying-memory,9,905
poison-memory,7,906
poison-memory,8,906
poison-memory,9,906
ground-memory,7,907
ground-memory,8,907
ground-memory,9,907
rock-memory,7,908
rock-memory,8,908
rock-memory,9,908
bug-memory,7,909
bug-memory,8,909
bug-memory,9,909
ghost-memory,7,910
ghost-memory,8,910
ghost-memory,9,910
steel-memory,7,911
steel-memory,8,911
steel-memory,9,911
fire-memory,7,912
fire-memory,8,912
fire-memory,9,912
water-memory,7,913
water-memory,8,913
water-memory,9,913
grass-memory,7,914
grass-memory,8,914
grass-memory,9,914
electric-memory,7,915
electric-memory,8,915
electric-memory,9,915
psychic-memory,7,916
psychic-memory,8,916
psychic-memory,9,916
ice-memory,7,917
ice-memory,8,917
ice-memory,9,917
dragon-memory,7,918
dragon-memory,8,918
dragon-memory,9,918
dark-memory,7,919
dark-memory,8,919
dark-memory,9,919
fairy-memory,7,920
fairy-memory,8,920
fairy-memory,9,920
bike--green,6,450
bike--green,7,450
bike--green,8,450
bike--green,9,450
storage-key--galactic-warehouse,6,734
storage-key--galactic-warehouse,7,734
storage-key--galactic-warehouse,8,734
storage-key--galactic-warehouse,9,734
basement-key--goldenrod,6,723
basement-key--goldenrod,7,723
basement-key--goldenrod,8,723
basement-key--goldenrod,9,723
xtransceiver--red,5,626
xtransceiver--red,6,621
xtransceiver--red,7,621
xtransceiver--red,8,621
xtransceiver--red,9,621
xtransceiver--yellow,5,626
xtransceiver--yellow,6,626
xtransceiver--yellow,7,626
xtransceiver--yellow,8,626
xtransceiver--yellow,9,626
dna-splicers--merge,5,628
dna-splicers--merge,6,628
dna-splicers--merge,7,628
dna-splicers--merge,8,628
dna-splicers--merge,9,628
dna-splicers--split,5,629
dna-splicers--split,6,629
dna-splicers--split,7,629
dna-splicers--split,8,629
dna-splicers--split,9,629
dropped-item--red,5,636
dropped-item--red,6,636
dropped-item--red,7,636
dropped-item--red,8,636
dropped-item--red,9,636
dropped-item--yellow,5,637
dropped-item--yellow,6,637
dropped-item--yellow,7,637
dropped-item--yellow,8,637
dropped-item--yellow,9,637
holo-caster--green,6,641
holo-caster--green,7,641
holo-caster--green,8,641
holo-caster--green,9,641
bike--yellow,6,713
bike--yellow,7,713
bike--yellow,8,713
bike--yellow,9,713
holo-caster--red,6,714
holo-caster--red,7,714
holo-caster--red,8,714
holo-caster--red,8,714
basement-key--new-mauville,6,723
basement-key--new-mauville,7,723
basement-key--new-mauville,8,723
basement-key--new-mauville,9,723
storage-key--sea-mauville,6,734
storage-key--sea-mauville,7,734
storage-key--sea-mauville,8,734
storage-key--sea-mauville,9,734
ss-ticket--hoenn,6,736
ss-ticket--hoenn,7,736
ss-ticket--hoenn,8,736
ss-ticket--hoenn,9,736
contest-costume--dress,6,740
contest-costume--dress,7,740
contest-costume--dress,8,740
contest-costume--dress,9,740
meteorite--2,6,751
meteorite--2,7,751
meteorite--2,8,751
meteorite--2,9,751
meteorite--3,6,771
meteorite--3,7,771
meteorite--3,8,771
meteorite--3,9,771
meteorite--4,6,772
meteorite--4,7,772
meteorite--4,8,772
meteorite--4,9,772
normalium-z--bag,7,807
normalium-z--bag,8,807
normalium-z--bag,9,807
firium-z--bag,7,808
firium-z--bag,8,808
firium-z--bag,9,808
waterium-z--bag,7,809
waterium-z--bag,8,809
waterium-z--bag,9,809
electrium-z--bag,7,810
electrium-z--bag,8,810
electrium-z--bag,9,810
grassium-z--bag,7,811
grassium-z--bag,8,811
grassium-z--bag,9,811
icium-z--bag,7,812
icium-z--bag,8,812
icium-z--bag,9,812
fightinium-z--bag,7,813
fightinium-z--bag,8,813
fightinium-z--bag,9,813
poisonium-z--bag,7,814
poisonium-z--bag,8,814
poisonium-z--bag,9,814
groundium-z--bag,7,815
groundium-z--bag,8,815
groundium-z--bag,9,815
flyinium-z--bag,7,816
flyinium-z--bag,8,816
flyinium-z--bag,9,816
psychium-z--bag,7,817
psychium-z--bag,8,817
psychium-z--bag,9,817
buginium-z--bag,7,818
buginium-z--bag,8,818
buginium-z--bag,9,818
rockium-z--bag,7,819
rockium-z--bag,8,819
rockium-z--bag,9,819
ghostium-z--bag,7,820
ghostium-z--bag,8,820
ghostium-z--bag,9,820
dragonium-z--bag,7,821
dragonium-z--bag,8,821
dragonium-z--bag,9,821
darkinium-z--bag,7,822
darkinium-z--bag,8,822
darkinium-z--bag,9,822
steelium-z--bag,7,823
steelium-z--bag,8,823
steelium-z--bag,9,823
fairium-z--bag,7,824
fairium-z--bag,8,824
fairium-z--bag,9,824
pikanium-z--bag,7,825
pikanium-z--bag,8,825
pikanium-z--bag,9,825
decidium-z--bag,7,826
decidium-z--bag,8,826
decidium-z--bag,9,826
incinium-z--bag,7,827
incinium-z--bag,8,827
incinium-z--bag,9,827
primarium-z--bag,7,828
primarium-z--bag,8,828
primarium-z--bag,9,828
tapunium-z--bag,7,829
tapunium-z--bag,8,829
tapunium-z--bag,9,829
marshadium-z--bag,7,830
marshadium-z--bag,8,830
marshadium-z--bag,9,830
aloraichium-z--bag,7,831
aloraichium-z--bag,8,831
aloraichium-z--bag,9,831
snorlium-z--bag,7,832
snorlium-z--bag,8,832
snorlium-z--bag,9,832
eevium-z--bag,7,833
eevium-z--bag,8,833
eevium-z--bag,9,833
mewnium-z--bag,7,834
mewnium-z--bag,8,834
mewnium-z--bag,9,834
pikashunium-z--bag,7,835
pikashunium-z--bag,8,835
pikashunium-z--bag,9,835
solganium-z--held,7,921
solganium-z--held,8,921
solganium-z--held,9,921
lunalium-z--held,7,922
lunalium-z--held,8,922
lunalium-z--held,9,922
ultranecrozium-z--held,7,923
ultranecrozium-z--held,8,923
ultranecrozium-z--held,9,923
mimikium-z--held,7,924
mimikium-z--held,8,924
mimikium-z--held,9,924
lycanium-z--held,7,925
lycanium-z--held,8,925
lycanium-z--held,9,925
kommonium-z--held,7,926
kommonium-z--held,8,926
kommonium-z--held,9,926
solganium-z--bag,7,927
solganium-z--bag,8,927
solganium-z--bag,9,927
lunalium-z--bag,7,928
lunalium-z--bag,8,928
lunalium-z--bag,9,928
ultranecrozium-z--bag,7,929
ultranecrozium-z--bag,8,929
ultranecrozium-z--bag,9,929
mimikium-z--bag,7,930
mimikium-z--bag,8,930
mimikium-z--bag,9,930
lycanium-z--bag,7,931
lycanium-z--bag,8,931
lycanium-z--bag,9,931
kommonium-z--bag,7,932
kommonium-z--bag,8,932
kommonium-z--bag,9,932
z-power-ring,7,933
z-power-ring,8,933
z-power-ring,9,933
pink-petal,7,934
pink-petal,8,934
pink-petal,9,934
orange-petal,7,935
orange-petal,8,935
orange-petal,9,935
blue-petal,7,936
blue-petal,8,936
blue-petal,9,936
red-petal,7,937
red-petal,8,937
red-petal,9,937
green-petal,7,938
green-petal,8,938
green-petal,9,938
yellow-petal,7,939
yellow-petal,8,939
yellow-petal,9,939
purple-petal,7,940
purple-petal,8,940
purple-petal,9,940
rainbow-flower,7,941
rainbow-flower,8,941
rainbow-flower,9,941
surge-badge,7,942
surge-badge,8,942
surge-badge,9,942
n-solarizer--merge,7,943
n-solarizer--merge,8,943
n-solarizer--merge,9,943
n-lunarizer--merge,7,944
n-lunarizer--merge,8,944
n-lunarizer--merge,9,944
n-solarizer--split,7,945
n-solarizer--split,8,945
n-solarizer--split,9,945
n-lunarizer--split,7,946
n-lunarizer--split,8,946
n-lunarizer--split,9,946
ilimas-normalium-z,7,947
ilimas-normalium-z,8,947
ilimas-normalium-z,9,947
left-poke-ball,7,948
left-poke-ball,8,948
left-poke-ball,9,948
roto-hatch,7,949
roto-hatch,8,949
roto-hatch,9,949
roto-bargain,7,950
roto-bargain,8,950
roto-bargain,9,950
roto-prize-money,7,951
roto-prize-money,8,951
roto-prize-money,9,951
roto-exp-points,7,952
roto-exp-points,8,952
roto-exp-points,9,952
roto-friendship,7,953
roto-friendship,8,953
roto-friendship,9,953
roto-encounter,7,954
roto-encounter,8,954
roto-encounter,9,954
roto-stealth,7,955
roto-stealth,8,955
roto-stealth,9,955
roto-hp-restore,7,956
roto-hp-restore,8,956
roto-hp-restore,9,956
roto-pp-restore,7,957
roto-pp-restore,8,957
roto-pp-restore,9,957
roto-boost,7,958
roto-boost,8,958
roto-boost,9,958
roto-catch,7,959
roto-catch,8,959
roto-catch,9,959
autograph,7,115
autograph,8,115
autograph,9,115
pokemon-box,7,121
pokemon-box,8,121
pokemon-box,9,121
medicine-pocket,7,122
medicine-pocket,8,122
medicine-pocket,9,122
candy-jar,7,124
candy-jar,8,124
candy-jar,9,124
power-up-pocket,7,125
power-up-pocket,8,125
power-up-pocket,9,125
clothing-trunk,7,126
clothing-trunk,8,126
clothing-trunk,9,126
catching-pocket,7,127
catching-pocket,8,127
catching-pocket,9,127
battle-pocket,7,128
battle-pocket,8,128
battle-pocket,9,128
silver-razz-berry,7,861
silver-razz-berry,8,861
silver-razz-berry,9,861
golden-razz-berry,7,862
golden-razz-berry,8,862
golden-razz-berry,9,862
silver-nanab-berry,7,863
silver-nanab-berry,8,863
silver-nanab-berry,9,863
golden-nanab-berry,7,864
golden-nanab-berry,8,864
golden-nanab-berry,9,864
silver-pinap-berry,7,865
silver-pinap-berry,8,865
silver-pinap-berry,9,865
golden-pinap-berry,7,866
golden-pinap-berry,8,866
golden-pinap-berry,9,866
secret-key--letsgo,7,872
secret-key--letsgo,8,872
secret-key--letsgo,9,872
ss-ticket--letsgo,7,873
ss-ticket--letsgo,8,873
ss-ticket--letsgo,9,873
parcel--letsgo,7,875
parcel--letsgo,8,875
parcel--letsgo,9,875
card-key--letsgo,7,876
card-key--letsgo,8,876
card-key--letsgo,9,876
stretchy-spring,7,885
stretchy-spring,8,885
stretchy-spring,9,885
chalky-stone,7,886
chalky-stone,8,886
chalky-stone,9,886
marble,7,887
marble,8,887
marble,9,887
lone-earring,7,888
lone-earring,8,888
lone-earring,9,888
beach-glass,7,889
beach-glass,8,889
beach-glass,9,889
gold-leaf,2,75
gold-leaf,7,890
gold-leaf,8,890
gold-leaf,9,890
silver-leaf,2,60
silver-leaf,7,891
silver-leaf,8,891
silver-leaf,9,891
polished-mud-ball,7,892
polished-mud-ball,8,892
polished-mud-ball,9,892
tropical-shell,7,893
tropical-shell,8,893
tropical-shell,9,893
leaf-letter--pikachu,7,894
leaf-letter--pikachu,8,894
leaf-letter--pikachu,9,894
leaf-letter--eevee,7,895
leaf-letter--eevee,8,895
leaf-letter--eevee,9,895
small-bouquet,7,896
small-bouquet,8,896
small-bouquet,9,896
lure,7,900
lure,8,900
lure,9,900
super-lure,7,901
super-lure,8,901
super-lure,9,901
max-lure,7,902
max-lure,8,902
max-lure,9,902
pewter-crunchies,7,903
pewter-crunchies,8,903
pewter-crunchies,9,903
health-candy,7,960
health-candy,8,960
health-candy,9,960
mighty-candy,7,961
mighty-candy,8,961
mighty-candy,9,961
tough-candy,7,962
tough-candy,8,962
tough-candy,9,962
smart-candy,7,963
smart-candy,8,963
smart-candy,9,963
courage-candy,7,964
courage-candy,8,964
courage-candy,9,964
quick-candy,7,965
quick-candy,8,965
quick-candy,9,965
health-candy-l,7,966
health-candy-l,8,966
health-candy-l,9,966
mighty-candy-l,7,967
mighty-candy-l,8,967
mighty-candy-l,9,967
tough-candy-l,7,968
tough-candy-l,8,968
tough-candy-l,9,968
smart-candy-l,7,969
smart-candy-l,8,969
smart-candy-l,9,969
courage-candy-l,7,970
courage-candy-l,8,970
courage-candy-l,9,970
quick-candy-l,7,971
quick-candy-l,8,971
quick-candy-l,9,971
health-candy-xl,7,972
health-candy-xl,8,972
health-candy-xl,9,972
mighty-candy-xl,7,973
mighty-candy-xl,8,973
mighty-candy-xl,9,973
tough-candy-xl,7,974
tough-candy-xl,8,974
tough-candy-xl,9,974
smart-candy-xl,7,975
smart-candy-xl,8,975
smart-candy-xl,9,975
courage-candy-xl,7,976
courage-candy-xl,8,976
courage-candy-xl,9,976
quick-candy-xl,7,977
quick-candy-xl,8,977
quick-candy-xl,9,977
bulbasaur-candy,7,978
bulbasaur-candy,8,978
bulbasaur-candy,9,978
charmander-candy,7,979
charmander-candy,8,979
charmander-candy,9,979
squirtle-candy,7,980
squirtle-candy,8,980
squirtle-candy,9,980
caterpie-candy,7,981
caterpie-candy,8,981
caterpie-candy,9,981
weedle-candy,7,982
weedle-candy,8,982
weedle-candy,9,982
pidgey-candy,7,983
pidgey-candy,8,983
pidgey-candy,9,983
rattata-candy,7,984
rattata-candy,8,984
rattata-candy,9,984
spearow-candy,7,985
spearow-candy,8,985
spearow-candy,9,985
ekans-candy,7,986
ekans-candy,8,986
ekans-candy,9,986
pikachu-candy,7,987
pikachu-candy,8,987
pikachu-candy,9,987
sandshrew-candy,7,988
sandshrew-candy,8,988
sandshrew-candy,9,988
nidoran-f-candy,7,989
nidoran-f-candy,8,989
nidoran-f-candy,9,989
nidoran-m-candy,7,990
nidoran-m-candy,8,990
nidoran-m-candy,9,990
clefairy-candy,7,991
clefairy-candy,8,991
clefairy-candy,9,991
vulpix-candy,7,992
vulpix-candy,8,992
vulpix-candy,9,992
jigglypuff-candy,7,993
jigglypuff-candy,8,993
jigglypuff-candy,9,993
zubat-candy,7,994
zubat-candy,8,994
zubat-candy,9,994
oddish-candy,7,995
oddish-candy,8,995
oddish-candy,9,995
paras-candy,7,996
paras-candy,8,996
paras-candy,9,996
venonat-candy,7,997
venonat-candy,8,997
venonat-candy,9,997
diglett-candy,7,998
diglett-candy,8,998
diglett-candy,9,998
meowth-candy,7,999
meowth-candy,8,999
meowth-candy,9,999
psyduck-candy,7,1000
psyduck-candy,8,1000
psyduck-candy,9,1000
mankey-candy,7,1001
mankey-candy,8,1001
mankey-candy,9,1001
growlithe-candy,7,1002
growlithe-candy,8,1002
growlithe-candy,9,1002
poliwag-candy,7,1003
poliwag-candy,8,1003
poliwag-candy,9,1003
abra-candy,7,1004
abra-candy,8,1004
abra-candy,9,1004
machop-candy,7,1005
machop-candy,8,1005
machop-candy,9,1005
bellsprout-candy,7,1006
bellsprout-candy,8,1006
bellsprout-candy,9,1006
tentacool-candy,7,1007
tentacool-candy,8,1007
tentacool-candy,9,1007
geodude-candy,7,1008
geodude-candy,8,1008
geodude-candy,9,1008
ponyta-candy,7,1009
ponyta-candy,8,1009
ponyta-candy,9,1009
slowpoke-candy,7,1010
slowpoke-candy,8,1010
slowpoke-candy,9,1010
magnemite-candy,7,1011
