species,name_en,name_ja,name_ja_hrkt,name_ja_roma,name_fr,name_de,name_es,name_es_419,name_it,name_ko,name_ko_latn,name_zh_hant,name_zh_hans,name_zh_latn
464,Rhyperior,ドサイドン,ドサイドン,Dosidon,Rhinastoc,Rihornior,Rhyperior,Rhyperior,Rhyperior,거대코뿌리,Geodaekoppuri,超甲狂犀,超甲狂犀,Chāojiǎkuángxī
465,Tangrowth,モジャンボ,モジャンボ,Mojumbo,Bouldeneu,Tangoloss,Tangrowth,Tangrowth,Tangrowth,덩쿠림보,Deongkurimbo,巨蔓藤,巨蔓藤,Jùmànténg
466,Electivire,エレキブル,エレキブル,Elekible,Élekable,Elevoltek,Electivire,Electivire,Electivire,에레키블,Erekibeul,電擊魔獸,电击魔兽,Diànjímóshòu
467,Magmortar,ブーバーン,ブーバーン,Booburn,Maganon,Magbrant,Magmortar,Magmortar,Magmortar,마그마번,Mageumabeon,鴨嘴炎獸,鸭嘴炎兽,Yāzuǐyánshòu
468,Togekiss,トゲキッス,トゲキッス,Togekiss,Togekiss,Togekiss,Togekiss,Togekiss,Togekiss,토게키스,Togekiseu,波克基斯,波克基斯,Bōkèjīsī
469,Yanmega,メガヤンマ,メガヤンマ,Megayanma,Yanméga,Yanmega,Yanmega,Yanmega,Yanmega,메가자리,Megajari,遠古巨蜓,远古巨蜓,Yuǎngǔjùtíng
470,Leafeon,リーフィア,リーフィア,Leafia,Phyllali,Folipurba,Leafeon,Leafeon,Leafeon,리피아,Ripia,葉伊布,叶伊布,Yèyībù
471,Glaceon,グレイシア,グレイシア,Glacia,Givrali,Glaziola,Glaceon,Glaceon,Glaceon,글레이시아,Geulleisia,冰伊布,冰伊布,Bīngyībù
472,Gliscor,グライオン,グライオン,Glion,Scorvol,Skorgro,Gliscor,Gliscor,Gliscor,글라이온,Geullaion,天蠍王,天蝎王,Tiānxiēwáng
473,Mamoswine,マンムー,マンムー,Mammoo,Mammochon,Mamutel,Mamoswine,Mamoswine,Mamoswine,맘모꾸리,Mammokkuri,象牙豬,象牙猪,Xiàngyázhū
474,Porygon-Z,ポリゴンＺ,ポリゴンＺ,Porygon-Z,Porygon-Z,Porygon-Z,Porygon-Z,Porygon-Z,Porygon-Z,폴리곤Z,Polligonjeteu,多邊獸Ｚ,多边兽乙型,Duōbiānshòu-Z
475,Gallade,エルレイド,エルレイド,Erureido,Gallame,Galagladi,Gallade,Gallade,Gallade,엘레이드,Elleideu,艾路雷朵,艾路雷朵,Àilùléiduǒ
476,Probopass,ダイノーズ,ダイノーズ,Dainose,Tarinorme,Voluminas,Probopass,Probopass,Probopass,대코파스,Daekopaseu,大朝北鼻,大朝北鼻,Dàcháoběibí
477,Dusknoir,ヨノワール,ヨノワール,Yonoir,Noctunoir,Zwirrfinst,Dusknoir,Dusknoir,Dusknoir,야느와르몽,Yaneuwareumong,黑夜魔靈,黑夜魔灵,Hēiyèmólíng
478,Froslass,ユキメノコ,ユキメノコ,Yukimenoko,Momartik,Frosdedje,Froslass,Froslass,Froslass,눈여아,Nunnyeoa,雪妖女,雪妖女,Xuěyāonǚ
479,Rotom,ロトム,ロトム,Rotom,Motisma,Rotom,Rotom,Rotom,Rotom,로토무,Rotomu,洛托姆,洛托姆,Luòtuōmǔ
480,Uxie,ユクシー,ユクシー,Yuxie,Créhelf,Selfe,Uxie,Uxie,Uxie,유크시,Yukeusi,由克希,由克希,Yóukèxī
481,Mesprit,エムリット,エムリット,Emrit,Créfollet,Vesprit,Mesprit,Mesprit,Mesprit,엠라이트,Emnaiteu,艾姆利多,艾姆利多,Àimǔlìduō
482,Azelf,アグノム,アグノム,Agnome,Créfadet,Tobutz,Azelf,Azelf,Azelf,아그놈,Ageunom,亞克諾姆,亚克诺姆,Yǎkènuòmǔ
483,Dialga,ディアルガ,ディアルガ,Dialga,Dialga,Dialga,Dialga,Dialga,Dialga,디아루가,Diaruga,帝牙盧卡,帝牙卢卡,Dìyálúkǎ
484,Palkia,パルキア,パルキア,Palkia,Palkia,Palkia,Palkia,Palkia,Palkia,펄기아,Peolgia,帕路奇亞,帕路奇亚,Pàlùqíyǎ
485,Heatran,ヒードラン,ヒードラン,Heatran,Heatran,Heatran,Heatran,Heatran,Heatran,히드런,Hideureon,席多藍恩,席多蓝恩,Xíduōlán'ēn
486,Regigigas,レジギガス,レジギガス,Regigigas,Regigigas,Regigigas,Regigigas,Regigigas,Regigigas,레지기가스,Rejigigaseu,雷吉奇卡斯,雷吉奇卡斯,Léijíqíkǎsī
487,Giratina,ギラティナ,ギラティナ,Giratina,Giratina,Giratina,Giratina,Giratina,Giratina,기라티나,Giratina,騎拉帝納,骑拉帝纳,Qílādìnà
488,Cresselia,クレセリア,クレセリア,Cresselia,Cresselia,Cresselia,Cresselia,Cresselia,Cresselia,크레세리아,Keureseria,克雷色利亞,克雷色利亚,Kèléisèlìyǎ
489,Phione,フィオネ,フィオネ,Phione,Phione,Phione,Phione,Phione,Phione,피오네,Pione,霏歐納,霏欧纳,Fēi'ōunà
490,Manaphy,マナフィ,マナフィ,Manaphy,Manaphy,Manaphy,Manaphy,Manaphy,Manaphy,마나피,Manapi,瑪納霏,玛纳霏,Mǎnàfēi
491,Darkrai,ダークライ,ダークライ,Darkrai,Darkrai,Darkrai,Darkrai,Darkrai,Darkrai,다크라이,Dakeurai,達克萊伊,达克莱伊,Dákèláiyī
492,Shaymin,シェイミ,シェイミ,Shaymin,Shaymin,Shaymin,Shaymin,Shaymin,Shaymin,쉐이미,Sweimi,謝米,谢米,Xièmǐ
493,Arceus,アルセウス,アルセウス,Arceus,Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,Areuseuseu,阿爾宙斯,阿尔宙斯,Ā'ěrzhòusī
494,Victini,ビクティニ,ビクティニ,Victini,Victini,Victini,Victini,Victini,Victini,비크티니,Bikeutini,比克提尼,比克提尼,Bǐkètíní
495,Snivy,ツタージャ,ツタージャ,Tsutarja,Vipélierre,Serpifeu,Snivy,Snivy,Snivy,주리비얀,Juribiyan,藤藤蛇,藤藤蛇,Téngténgshé
496,Servine,ジャノビー,ジャノビー,Janovy,Lianaja,Efoserp,Servine,Servine,Servine,샤비,Syabi,青藤蛇,青藤蛇,Qīngténgshé
497,Serperior,ジャローダ,ジャローダ,Jalorda,Majaspic,Serpiroyal,Serperior,Serperior,Serperior,샤로다,Syaroda,君主蛇,君主蛇,Jūnzhǔshé
498,Tepig,ポカブ,ポカブ,Pokabu,Gruikui,Floink,Tepig,Tepig,Tepig,뚜꾸리,Ttukkuri,暖暖豬,暖暖猪,Nuǎnnuǎnzhū
499,Pignite,チャオブー,チャオブー,Chaoboo,Grotichon,Ferkokel,Pignite,Pignite,Pignite,차오꿀,Chyaokkul,炒炒豬,炒炒猪,Chǎochǎozhū
500,Emboar,エンブオー,エンブオー,Enbuoh,Roitiflam,Flambirex,Emboar,Emboar,Emboar,염무왕,Yeommuwang,炎武王,炎武王,Yánwǔwáng
501,Oshawott,ミジュマル,ミジュマル,Mijumaru,Moustillon,Ottaro,Oshawott,Oshawott,Oshawott,수댕이,Sudaengi,水水獺,水水獭,Shuǐshuǐtà
502,Dewott,フタチマル,フタチマル,Futachimaru,Mateloutre,Zwottronin,Dewott,Dewott,Dewott,쌍검자비,Ssanggeomjabi,雙刃丸,双刃丸,Shuāngrènwán
503,Samurott,ダイケンキ,ダイケンキ,Daikenki,Clamiral,Admurai,Samurott,Samurott,Samurott,대검귀,Daegeomgwi,大劍鬼,大剑鬼,Dàjiànguǐ
504,Patrat,ミネズミ,ミネズミ,Minezumi,Ratentif,Nagelotz,Patrat,Patrat,Patrat,보르쥐,Boreujwi,探探鼠,探探鼠,Tàntànshǔ
505,Watchog,ミルホッグ,ミルホッグ,Miruhog,Miradar,Kukmarda,Watchog,Watchog,Watchog,보르그,Boreugeu,步哨鼠,步哨鼠,Bùshàoshǔ
506,Lillipup,ヨーテリー,ヨーテリー,Yorterrie,Ponchiot,Yorkleff,Lillipup,Lillipup,Lillipup,요테리,Yoteri,小約克,小约克,Xiǎoyuēkè
507,Herdier,ハーデリア,ハーデリア,Herderrie,Ponchien,Terribark,Herdier,Herdier,Herdier,하데리어,Haderieo,哈約克,哈约克,Hāyuēkè
508,Stoutland,ムーランド,ムーランド,Mooland,Mastouffe,Bissbark,Stoutland,Stoutland,Stoutland,바랜드,Baraendeu,長毛狗,长毛狗,Chángmáogǒu
509,Purrloin,チョロネコ,チョロネコ,Choroneko,Chacripan,Felilou,Purrloin,Purrloin,Purrloin,쌔비냥,Ssaebinyang,扒手貓,扒手猫,Páshǒumāo
510,Liepard,レパルダス,レパルダス,Lepardas,Léopardus,Kleoparda,Liepard,Liepard,Liepard,레파르다스,Repareudaseu,酷豹,酷豹,Kùbào
511,Pansage,ヤナップ,ヤナップ,Yanappu,Feuillajou,Vegimak,Pansage,Pansage,Pansage,야나프,Yanapeu,花椰猴,花椰猴,Huāyéhóu
512,Simisage,ヤナッキー,ヤナッキー,Yanakkie,Feuiloutan,Vegichita,Simisage,Simisage,Simisage,야나키,Yanaki,花椰猿,花椰猿,Huāyéyuán
513,Pansear,バオップ,バオップ,Baoppu,Flamajou,Grillmak,Pansear,Pansear,Pansear,바오프,Baopeu,爆香猴,爆香猴,Bàoxiānghóu
514,Simisear,バオッキー,バオッキー,Baokkie,Flamoutan,Grillchita,Simisear,Simisear,Simisear,바오키,Baoki,爆香猿,爆香猿,Bàoxiāngyuán
515,Panpour,ヒヤップ,ヒヤップ,Hiyappu,Flotajou,Sodamak,Panpour,Panpour,Panpour,앗차프,Atchapeu,冷水猴,冷水猴,Lěngshuǐhóu
516,Simipour,ヒヤッキー,ヒヤッキー,Hiyakkie,Flotoutan,Sodachita,Simipour,Simipour,Simipour,앗차키,Atchaki,冷水猿,冷水猿,Lěngshuǐyuán
517,Munna,ムンナ,ムンナ,Munna,Munna,Somniam,Munna,Munna,Munna,몽나,Mongna,食夢夢,食梦梦,Shímèngmèng
518,Musharna,ムシャーナ,ムシャーナ,Musharna,Mushana,Somnivora,Musharna,Musharna,Musharna,몽얌나,Mongyamna,夢夢蝕,梦梦蚀,Mèngmèngshí
519,Pidove,マメパト,マメパト,Mamepato,Poichigeon,Dusselgurr,Pidove,Pidove,Pidove,콩둘기,Kongdulgi,豆豆鴿,豆豆鸽,Dòudòugē
520,Tranquill,ハトーボー,ハトーボー,Hatoboh,Colombeau,Navitaub,Tranquill,Tranquill,Tranquill,유토브,Yutobeu,咕咕鴿,咕咕鸽,Gūgūgē
521,Unfezant,ケンホロウ,ケンホロウ,Kenhallow,Déflaisan,Fasasnob,Unfezant,Unfezant,Unfezant,켄호로우,Kenhorou,高傲雉雞,高傲雉鸡,Gāo'àozhìjī
522,Blitzle,シママ,シママ,Shimama,Zébibron,Elezeba,Blitzle,Blitzle,Blitzle,줄뮤마,Julmyuma,斑斑馬,斑斑马,Bānbānmǎ
523,Zebstrika,ゼブライカ,ゼブライカ,Zebraika,Zéblitz,Zebritz,Zebstrika,Zebstrika,Zebstrika,제브라이카,Jebeuraika,雷電斑馬,雷电斑马,Léidiànbānmǎ
524,Roggenrola,ダンゴロ,ダンゴロ,Dangoro,Nodulithe,Kiesling,Roggenrola,Roggenrola,Roggenrola,단굴,Dangul,石丸子,石丸子,Shíwánzi
525,Boldore,ガントル,ガントル,Gantle,Géolithe,Sedimantur,Boldore,Boldore,Boldore,암트르,Amteureu,地幔岩,地幔岩,Dìmànyán
526,Gigalith,ギガイアス,ギガイアス,Gigaiath,Gigalithe,Brockoloss,Gigalith,Gigalith,Gigalith,기가이어스,Gigaieoseu,龐岩怪,庞岩怪,Pángyánguài
527,Woobat,コロモリ,コロモリ,Koromori,Chovsourir,Fleknoil,Woobat,Woobat,Woobat,또르박쥐,Ttoreubakjwi,滾滾蝙蝠,滚滚蝙蝠,Gǔngǔnbiānfú
528,Swoobat,ココロモリ,ココロモリ,Kokoromori,Rhinolove,Fletiamo,Swoobat,Swoobat,Swoobat,맘박쥐,Mambakjwi,心蝙蝠,心蝙蝠,Xīnbiānfú
529,Drilbur,モグリュー,モグリュー,Mogurew,Rototaupe,Rotomurf,Drilbur,Drilbur,Drilbur,두더류,Dudeoryu,螺釘地鼠,螺钉地鼠,Luódīngdìshǔ
530,Excadrill,ドリュウズ,ドリュウズ,Doryuzu,Minotaupe,Stalobor,Excadrill,Excadrill,Excadrill,몰드류,Moldeuryu,龍頭地鼠,龙头地鼠,Lóngtóudìshǔ
531,Audino,タブンネ,タブンネ,Tabunne,Nanméouïe,Ohrdoch,Audino,Audino,Audino,다부니,Dabuni,差不多娃娃,差不多娃娃,Chàbùduōwáwá
532,Timburr,ドッコラー,ドッコラー,Dokkorer,Charpenti,Praktibalk,Timburr,Timburr,Timburr,으랏차,Euratcha,搬運小匠,搬运小匠,Bānyùnxiǎojiàng
533,Gurdurr,ドテッコツ,ドテッコツ,Dotekkotsu,Ouvrifier,Strepoli,Gurdurr,Gurdurr,Gurdurr,토쇠골,Tosoegol,鐵骨土人,铁骨土人,Tiěgǔtǔrén
534,Conkeldurr,ローブシン,ローブシン,Roubushin,Bétochef,Meistagrif,Conkeldurr,Conkeldurr,Conkeldurr,노보청,Nobocheong,修建老匠,修建老匠,Xiūjiànlǎojiàng
535,Tympole,オタマロ,オタマロ,Otamaro,Tritonde,Schallquap,Tympole,Tympole,Tympole,동챙이,Dongchaengi,圓蝌蚪,圆蝌蚪,Yuánkēdǒu
536,Palpitoad,ガマガル,ガマガル,Gamagaru,Batracné,Mebrana,Palpitoad,Palpitoad,Palpitoad,두까비,Dukkabi,藍蟾蜍,蓝蟾蜍,Lánchánchú
537,Seismitoad,ガマゲロゲ,ガマゲロゲ,Gamageroge,Crapustule,Branawarz,Seismitoad,Seismitoad,Seismitoad,두빅굴,Dubikgul,蟾蜍王,蟾蜍王,Chánchúwáng
538,Throh,ナゲキ,ナゲキ,Nageki,Judokrak,Jiutesto,Throh,Throh,Throh,던지미,Deonjimi,投摔鬼,投摔鬼,Tóushuāiguǐ
539,Sawk,ダゲキ,ダゲキ,Dageki,Karaclée,Karadonis,Sawk,Sawk,Sawk,타격귀,Tagyeokgwi,打擊鬼,打击鬼,Dǎjíguǐ
540,Sewaddle,クルミル,クルミル,Kurumiru,Larveyette,Strawickl,Sewaddle,Sewaddle,Sewaddle,두르보,Dureubo,蟲寶包,虫宝包,Chóngbǎobāo
541,Swadloon,クルマユ,クルマユ,Kurumayu,Couverdure,Folikon,Swadloon,Swadloon,Swadloon,두르쿤,Dureukun,寶包繭,宝包茧,Bǎobāojiǎn
542,Leavanny,ハハコモリ,ハハコモリ,Hahakomori,Manternel,Matrifol,Leavanny,Leavanny,Leavanny,모아머,Moameo,保母蟲,保姆虫,Bǎomǔchóng
543,Venipede,フシデ,フシデ,Fushide,Venipatte,Toxiped,Venipede,Venipede,Venipede,마디네,Madine,百足蜈蚣,百足蜈蚣,Bǎizúwúgōng
544,Whirlipede,ホイーガ,ホイーガ,Wheega,Scobolide,Rollum,Whirlipede,Whirlipede,Whirlipede,휠구,Hwilgu,車輪毬,车轮球,Chēlúnqiú
545,Scolipede,ペンドラー,ペンドラー,Pendror,Brutapode,Cerapendra,Scolipede,Scolipede,Scolipede,펜드라,Pendeura,蜈蚣王,蜈蚣王,Wúgōngwáng
546,Cottonee,モンメン,モンメン,Monmen,Doudouvet,Waumboll,Cottonee,Cottonee,Cottonee,소미안,Somian,木棉球,木棉球,Mùmiánqiú
547,Whimsicott,エルフーン,エルフーン,Elfuun,Farfaduvet,Elfun,Whimsicott,Whimsicott,Whimsicott,엘풍,Elpung,風妖精,风妖精,Fēngyāojing
548,Petilil,チュリネ,チュリネ,Churine,Chlorobule,Lilminip,Petilil,Petilil,Petilil,치릴리,Chirilli,百合根娃娃,百合根娃娃,Bǎihégēnwáwá
549,Lilligant,ドレディア,ドレディア,Dredear,Fragilady,Dressella,Lilligant,Lilligant,Lilligant,드레디어,Deuredieo,裙兒小姐,裙儿小姐,Qún'érxiǎojiě
550,Basculin,バスラオ,バスラオ,Bassrao,Bargantua,Barschuft,Basculin,Basculin,Basculin,배쓰나이,Baesseunai,野蠻鱸魚,野蛮鲈鱼,Yěmánlúyú
551,Sandile,メグロコ,メグロコ,Meguroco,Mascaïman,Ganovil,Sandile,Sandile,Sandile,깜눈크,Kkamnunkeu,黑眼鱷,黑眼鳄,Hēiyǎn'è
552,Krokorok,ワルビル,ワルビル,Waruvile,Escroco,Rokkaiman,Krokorok,Krokorok,Krokorok,악비르,Akbireu,混混鱷,混混鳄,Hùnhun'è
553,Krookodile,ワルビアル,ワルビアル,Waruvial,Crocorible,Rabigator,Krookodile,Krookodile,Krookodile,악비아르,Akbiareu,流氓鱷,流氓鳄,Liúmáng'è
554,Darumaka,ダルマッカ,ダルマッカ,Darumakka,Darumarond,Flampion,Darumaka,Darumaka,Darumaka,달막화,Dalmakhwa,火紅不倒翁,火红不倒翁,Huǒhóngbùdǎowēng
555,Darmanitan,ヒヒダルマ,ヒヒダルマ,Hihidaruma,Darumacho,Flampivian,Darmanitan,Darmanitan,Darmanitan,불비달마,Bulbidalma,達摩狒狒,达摩狒狒,Dámófèifèi
556,Maractus,マラカッチ,マラカッチ,Maracacchi,Maracachi,Maracamba,Maractus,Maractus,Maractus,마라카치,Marakachi,沙鈴仙人掌,沙铃仙人掌,Shālíngxiānrénzhǎng
557,Dwebble,イシズマイ,イシズマイ,Ishizumai,Crabicoque,Lithomith,Dwebble,Dwebble,Dwebble,돌살이,Dolsari,石居蟹,石居蟹,Shíjūxiè
558,Crustle,イワパレス,イワパレス,Iwapalace,Crabaraque,Castellith,Crustle,Crustle,Crustle,암팰리스,Ampaelliseu,岩殿居蟹,岩殿居蟹,Yándiànjūxiè
559,Scraggy,ズルッグ,ズルッグ,Zuruggu,Baggiguane,Zurrokex,Scraggy,Scraggy,Scraggy,곤율랭,Gonyullaeng,滑滑小子,滑滑小子,Huáhuáxiǎozi
560,Scrafty,ズルズキン,ズルズキン,Zuruzukin,Baggaïd,Irokex,Scrafty,Scrafty,Scrafty,곤율거니,Gonyulgeoni,頭巾混混,头巾混混,Tóujīnhùnhun
561,Sigilyph,シンボラー,シンボラー,Symboler,Cryptéro,Symvolara,Sigilyph,Sigilyph,Sigilyph,심보러,Simboreo,象徵鳥,象征鸟,Xiàngzhēngniǎo
562,Yamask,デスマス,デスマス,Desumasu,Tutafeh,Makabaja,Yamask,Yamask,Yamask,데스마스,Deseumaseu,哭哭面具,哭哭面具,Kūkūmiànjù
563,Cofagrigus,デスカーン,デスカーン,Desukarn,Tutankafer,Echnatoll,Cofagrigus,Cofagrigus,Cofagrigus,데스니칸,Deseunikan,死神棺,迭失棺,Sǐshénguān
564,Tirtouga,プロトーガ,プロトーガ,Protoga,Carapagos,Galapaflos,Tirtouga,Tirtouga,Tirtouga,프로토가,Peurotoga,原蓋海龜,原盖海龟,Yuángàihǎiguī
565,Carracosta,アバゴーラ,アバゴーラ,Abagoura,Mégapagos,Karippas,Carracosta,Carracosta,Carracosta,늑골라,Neukgolla,肋骨海龜,肋骨海龟,Lèigǔhǎiguī
566,Archen,アーケン,アーケン,Archen,Arkéapti,Flapteryx,Archen,Archen,Archen,아켄,Aken,始祖小鳥,始祖小鸟,Shǐzǔxiǎoniǎo
567,Archeops,アーケオス,アーケオス,Archeos,Aéroptéryx,Aeropteryx,Archeops,Archeops,Archeops,아케오스,Akeoseu,始祖大鳥,始祖大鸟,Shǐzǔdàniǎo
568,Trubbish,ヤブクロン,ヤブクロン,Yabukuron,Miamiasme,Unratütox,Trubbish,Trubbish,Trubbish,깨봉이,Kkaebongi,破破袋,破破袋,Pòpòdài
569,Garbodor,ダストダス,ダストダス,Dustdas,Miasmax,Deponitox,Garbodor,Garbodor,Garbodor,더스트나,Deoseuteuna,灰塵山,灰尘山,Huīchénshān
570,Zorua,ゾロア,ゾロア,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,조로아,Joroa,索羅亞,索罗亚,Suǒluóyǎ
571,Zoroark,ゾロアーク,ゾロアーク,Zoroark,Zoroark,Zoroark,Zoroark,Zoroark,Zoroark,조로아크,Joroakeu,索羅亞克,索罗亚克,Suǒluóyǎkè
572,Minccino,チラーミィ,チラーミィ,Chillarmy,Chinchidou,Picochilla,Minccino,Minccino,Minccino,치라미,Chirami,泡沫栗鼠,泡沫栗鼠,Pàomòlìshǔ
573,Cinccino,チラチーノ,チラチーノ,Chillaccino,Pashmilla,Chillabell,Cinccino,Cinccino,Cinccino,치라치노,Chirachino,奇諾栗鼠,奇诺栗鼠,Qínuòlìshǔ
574,Gothita,ゴチム,ゴチム,Gothimu,Scrutella,Mollimorba,Gothita,Gothita,Gothita,고디탱,Goditaeng,哥德寶寶,哥德宝宝,Gēdébǎobao
575,Gothorita,ゴチミル,ゴチミル,Gothimiru,Mesmérella,Hypnomorba,Gothorita,Gothorita,Gothorita,고디보미,Godibomi,哥德小童,哥德小童,Gēdéxiǎotóng
576,Gothitelle,ゴチルゼル,ゴチルゼル,Gothiruselle,Sidérella,Morbitesse,Gothitelle,Gothitelle,Gothitelle,고디모아젤,Godimoajel,哥德小姐,哥德小姐,Gēdéxiǎojiě
577,Solosis,ユニラン,ユニラン,Uniran,Nucléos,Monozyto,Solosis,Solosis,Solosis,유니란,Yuniran,單卵細胞球,单卵细胞球,Dānluǎnxìbāoqiú
578,Duosion,ダブラン,ダブラン,Doublan,Méios,Mitodos,Duosion,Duosion,Duosion,듀란,Dyuran,雙卵細胞球,双卵细胞球,Shuāngluǎnxìbāoqiú
579,Reuniclus,ランクルス,ランクルス,Lanculus,Symbios,Zytomega,Reuniclus,Reuniclus,Reuniclus,란쿨루스,Rankulluseu,人造細胞卵,人造细胞卵,Rénzàoxìbāoluǎn
580,Ducklett,コアルヒー,コアルヒー,Koaruhie,Couaneton,Piccolente,Ducklett,Ducklett,Ducklett,꼬지보리,Kkojibori,鴨寶寶,鸭宝宝,Yābǎobao
581,Swanna,スワンナ,スワンナ,Swanna,Lakmécygne,Swaroness,Swanna,Swanna,Swanna,스완나,Seuwanna,舞天鵝,舞天鹅,Wǔtiān'é
582,Vanillite,バニプッチ,バニプッチ,Vanipeti,Sorbébé,Gelatini,Vanillite,Vanillite,Vanillite,바닐프티,Banilpeuti,迷你冰,迷你冰,Mínǐbīng
583,Vanillish,バニリッチ,バニリッチ,Vanirich,Sorboul,Gelatroppo,Vanillish,Vanillish,Vanillish,바닐리치,Banillichi,多多冰,多多冰,Duōduōbīng
584,Vanilluxe,バイバニラ,バイバニラ,Baivanilla,Sorbouboul,Gelatwino,Vanilluxe,Vanilluxe,Vanilluxe,배바닐라,Baebanilla,雙倍多多冰,双倍多多冰,Shuāngbèiduōduōbīng
585,Deerling,シキジカ,シキジカ,Shikijika,Vivaldaim,Sesokitz,Deerling,Deerling,Deerling,사철록,Sacheollok,四季鹿,四季鹿,Sìjìlù
586,Sawsbuck,メブキジカ,メブキジカ,Mebukijika,Haydaim,Kronjuwild,Sawsbuck,Sawsbuck,Sawsbuck,바라철록,Baracheollok,萌芽鹿,萌芽鹿,Méngyálù
587,Emolga,エモンガ,エモンガ,Emolga,Emolga,Emolga,Emolga,Emolga,Emolga,에몽가,Emongga,電飛鼠,电飞鼠,Diànfēishǔ
588,Karrablast,カブルモ,カブルモ,Kaburumo,Carabing,Laukaps,Karrablast,Karrablast,Karrablast,딱정곤,Ttakjeonggon,蓋蓋蟲,盖盖虫,Gàigàichóng
589,Escavalier,シュバルゴ,シュバルゴ,Chevargo,Lançargot,Cavalanzas,Escavalier,Escavalier,Escavalier,슈바르고,Syubareugo,騎士蝸牛,骑士蜗牛,Qíshìguāniú
590,Foongus,タマゲタケ,タマゲタケ,Tamagetake,Trompignon,Tarnpignon,Foongus,Foongus,Foongus,깜놀버슬,Kkamnolbeoseul,哎呀球菇,哎呀球菇,Āiyāqiúgū
591,Amoonguss,モロバレル,モロバレル,Morobareru,Gaulet,Hutsassa,Amoonguss,Amoonguss,Amoonguss,뽀록나,Pporongna,敗露球菇,败露球菇,Bàilùqiúgū
592,Frillish,プルリル,プルリル,Pururill,Viskuse,Quabbel,Frillish,Frillish,Frillish,탱그릴,Taenggeuril,輕飄飄,轻飘飘,Qīngpiāopiāo
593,Jellicent,ブルンゲル,ブルンゲル,Burungel,Moyade,Apoquallyp,Jellicent,Jellicent,Jellicent,탱탱겔,Taengtaenggel,胖嘟嘟,胖嘟嘟,Pàngdūdū
594,Alomomola,ママンボウ,ママンボウ,Mamanbou,Mamanbo,Mamolida,Alomomola,Alomomola,Alomomola,맘복치,Mambokchi,保母曼波,保姆曼波,Bǎomǔmànbō
595,Joltik,バチュル,バチュル,Bachuru,Statitik,Wattzapf,Joltik,Joltik,Joltik,파쪼옥,Pajjook,電電蟲,电电虫,Diàndiànchóng
596,Galvantula,デンチュラ,デンチュラ,Dentula,Mygavolt,Voltula,Galvantula,Galvantula,Galvantula,전툴라,Jeontulla,電蜘蛛,电蜘蛛,Diànzhīzhū
597,Ferroseed,テッシード,テッシード,Tesseed,Grindur,Kastadur,Ferroseed,Ferroseed,Ferroseed,철시드,Cheolsideu,種子鐵球,种子铁球,Zhǒngzǐtiěqiú
598,Ferrothorn,ナットレイ,ナットレイ,Nutrey,Noacier,Tentantel,Ferrothorn,Ferrothorn,Ferrothorn,너트령,Neoteuryeong,堅果啞鈴,坚果哑铃,Jiānguǒyǎlíng
599,Klink,ギアル,ギアル,Giaru,Tic,Klikk,Klink,Klink,Klink,기어르,Gieoreu,齒輪兒,齿轮儿,Chǐlún'ér
600,Klang,ギギアル,ギギアル,Gigiaru,Clic,Kliklak,Klang,Klang,Klang,기기어르,Gigieoreu,齒輪組,齿轮组,Chǐlúnzǔ
601,Klinklang,ギギギアル,ギギギアル,Gigigiaru,Cliticlic,Klikdiklak,Klinklang,Klinklang,Klinklang,기기기어르,Gigigieoreu,齒輪怪,齿轮怪,Chǐlúnguài
602,Tynamo,シビシラス,シビシラス,Shibishirasu,Anchwatt,Zapplardin,Tynamo,Tynamo,Tynamo,저리어,Jeorieo,麻麻小魚,麻麻小鱼,Mámáxiǎoyú
603,Eelektrik,シビビール,シビビール,Shibibeel,Lampéroie,Zapplalek,Eelektrik,Eelektrik,Eelektrik,저리릴,Jeoriril,麻麻鰻,麻麻鳗,Mámámán
604,Eelektross,シビルドン,シビルドン,Shibirudon,Ohmassacre,Zapplarang,Eelektross,Eelektross,Eelektross,저리더프,Jeorideopeu,麻麻鰻魚王,麻麻鳗鱼王,Mámámányúwáng
605,Elgyem,リグレー,リグレー,Ligray,Lewsor,Pygraulon,Elgyem,Elgyem,Elgyem,리그레,Rigeure,小灰怪,小灰怪,Xiǎohuīguài
606,Beheeyem,オーベム,オーベム,Ohbem,Neitram,Megalon,Beheeyem,Beheeyem,Beheeyem,벰크,Bemkeu,大宇怪,大宇怪,Dàyǔguài
607,Litwick,ヒトモシ,ヒトモシ,Hitomoshi,Funécire,Lichtel,Litwick,Litwick,Litwick,불켜미,Bulkyeomi,燭光靈,烛光灵,Zhúguānglíng
608,Lampent,ランプラー,ランプラー,Lampler,Mélancolux,Laternecto,Lampent,Lampent,Lampent,램프라,Raempeura,燈火幽靈,灯火幽灵,Dēnghuǒyōulíng
609,Chandelure,シャンデラ,シャンデラ,Chandela,Lugulabre,Skelabra,Chandelure,Chandelure,Chandelure,샹델라,Syangdella,水晶燈火靈,水晶灯火灵,Shuǐjīngdēnghuǒlíng
610,Axew,キバゴ,キバゴ,Kibago,Coupenotte,Milza,Axew,Axew,Axew,터검니,Teogeomni,牙牙,牙牙,Yáyá
