pokemon,version_group,version,item,rarity
scolipede,sun-moon,sun,poison-barb,5
scolipede,sun-moon,moon,poison-barb,5
scolipede,ultra-sun-ultra-moon,ultra-sun,poison-barb,5
scolipede,ultra-sun-ultra-moon,ultra-moon,poison-barb,5
cottonee,sun-moon,sun,absorb-bulb,5
cottonee,sun-moon,moon,absorb-bulb,5
cottonee,ultra-sun-ultra-moon,ultra-sun,absorb-bulb,5
cottonee,ultra-sun-ultra-moon,ultra-moon,absorb-bulb,5
whimsicott,sun-moon,sun,absorb-bulb,5
whimsicott,sun-moon,moon,absorb-bulb,5
whimsicott,ultra-sun-ultra-moon,ultra-sun,absorb-bulb,5
whimsicott,ultra-sun-ultra-moon,ultra-moon,absorb-bulb,5
petilil,sun-moon,sun,absorb-bulb,5
petilil,sun-moon,moon,absorb-bulb,5
petilil,ultra-sun-ultra-moon,ultra-sun,absorb-bulb,5
petilil,ultra-sun-ultra-moon,ultra-moon,absorb-bulb,5
lilligant,sun-moon,sun,absorb-bulb,5
lilligant,sun-moon,moon,absorb-bulb,5
lilligant,ultra-sun-ultra-moon,ultra-sun,absorb-bulb,5
lilligant,ultra-sun-ultra-moon,ultra-moon,absorb-bulb,5
basculin-red-striped,black-white,black,deep-sea-tooth,5
basculin-red-striped,black-white,white,deep-sea-tooth,5
basculin-red-striped,black-2-white-2,black-2,deep-sea-tooth,5
basculin-red-striped,black-2-white-2,white-2,deep-sea-tooth,5
basculin-red-striped,x-y,x,deep-sea-tooth,5
basculin-red-striped,x-y,y,deep-sea-tooth,5
basculin-red-striped,omega-ruby-alpha-sapphire,omega-ruby,deep-sea-tooth,5
basculin-red-striped,omega-ruby-alpha-sapphire,alpha-sapphire,deep-sea-tooth,5
basculin-red-striped,sun-moon,sun,deep-sea-tooth,5
basculin-red-striped,sun-moon,moon,deep-sea-tooth,5
basculin-red-striped,ultra-sun-ultra-moon,ultra-sun,deep-sea-tooth,5
basculin-red-striped,ultra-sun-ultra-moon,ultra-moon,deep-sea-tooth,5
sandile,sun-moon,sun,black-glasses,5
sandile,sun-moon,moon,black-glasses,5
sandile,ultra-sun-ultra-moon,ultra-sun,black-glasses,5
sandile,ultra-sun-ultra-moon,ultra-moon,black-glasses,5
krokorok,sun-moon,sun,black-glasses,5
krokorok,sun-moon,moon,black-glasses,5
krokorok,ultra-sun-ultra-moon,ultra-sun,black-glasses,5
krokorok,ultra-sun-ultra-moon,ultra-moon,black-glasses,5
krookodile,sun-moon,sun,black-glasses,50
krookodile,sun-moon,moon,black-glasses,50
krookodile,ultra-sun-ultra-moon,ultra-sun,black-glasses,50
krookodile,ultra-sun-ultra-moon,ultra-moon,black-glasses,50
darumaka,black-white,black,rawst-berry,50
darumaka,black-white,white,rawst-berry,50
darumaka,black-2-white-2,black-2,rawst-berry,50
darumaka,black-2-white-2,white-2,rawst-berry,50
darmanitan-standard,black-white,black,rawst-berry,50
darmanitan-standard,black-white,white,rawst-berry,50
darmanitan-standard,black-2-white-2,black-2,rawst-berry,50
darmanitan-standard,black-2-white-2,white-2,rawst-berry,50
maractus,black-white,black,miracle-seed,5
maractus,black-white,white,miracle-seed,5
maractus,black-2-white-2,black-2,miracle-seed,5
maractus,black-2-white-2,white-2,miracle-seed,5
maractus,x-y,x,miracle-seed,5
maractus,x-y,y,miracle-seed,5
maractus,omega-ruby-alpha-sapphire,omega-ruby,miracle-seed,5
maractus,omega-ruby-alpha-sapphire,alpha-sapphire,miracle-seed,5
maractus,sun-moon,sun,miracle-seed,5
maractus,sun-moon,moon,miracle-seed,5
maractus,ultra-sun-ultra-moon,ultra-sun,miracle-seed,5
maractus,ultra-sun-ultra-moon,ultra-moon,miracle-seed,5
dwebble,black-white,black,rare-bone,1
dwebble,black-white,black,hard-stone,5
dwebble,black-white,white,rare-bone,1
dwebble,black-white,white,hard-stone,5
dwebble,black-2-white-2,black-2,rare-bone,1
dwebble,black-2-white-2,black-2,hard-stone,5
dwebble,black-2-white-2,white-2,rare-bone,1
dwebble,black-2-white-2,white-2,hard-stone,5
dwebble,x-y,x,hard-stone,5
dwebble,x-y,y,hard-stone,5
dwebble,omega-ruby-alpha-sapphire,omega-ruby,hard-stone,5
dwebble,omega-ruby-alpha-sapphire,alpha-sapphire,hard-stone,5
dwebble,sun-moon,sun,hard-stone,5
dwebble,sun-moon,moon,hard-stone,5
dwebble,ultra-sun-ultra-moon,ultra-sun,hard-stone,5
dwebble,ultra-sun-ultra-moon,ultra-moon,hard-stone,5
crustle,black-white,black,rare-bone,1
crustle,black-white,black,hard-stone,5
crustle,black-white,white,rare-bone,1
crustle,black-white,white,hard-stone,5
crustle,black-2-white-2,black-2,rare-bone,1
crustle,black-2-white-2,black-2,hard-stone,5
crustle,black-2-white-2,white-2,rare-bone,1
crustle,black-2-white-2,white-2,hard-stone,5
crustle,x-y,x,hard-stone,5
crustle,x-y,y,hard-stone,5
crustle,omega-ruby-alpha-sapphire,omega-ruby,hard-stone,5
crustle,omega-ruby-alpha-sapphire,alpha-sapphire,hard-stone,5
crustle,sun-moon,sun,hard-stone,5
crustle,sun-moon,moon,hard-stone,5
crustle,ultra-sun-ultra-moon,ultra-sun,hard-stone,5
crustle,ultra-sun-ultra-moon,ultra-moon,hard-stone,5
scraggy,black-white,black,shed-shell,5
scraggy,black-white,white,shed-shell,5
scraggy,black-2-white-2,black-2,shed-shell,5
scraggy,black-2-white-2,white-2,shed-shell,5
scraggy,x-y,x,shed-shell,5
scraggy,x-y,y,shed-shell,5
scraggy,omega-ruby-alpha-sapphire,omega-ruby,shed-shell,5
scraggy,omega-ruby-alpha-sapphire,alpha-sapphire,shed-shell,5
scraggy,sun-moon,sun,shed-shell,5
scraggy,sun-moon,moon,shed-shell,5
scraggy,ultra-sun-ultra-moon,ultra-sun,shed-shell,5
scraggy,ultra-sun-ultra-moon,ultra-moon,shed-shell,5
scrafty,black-white,black,shed-shell,5
scrafty,black-white,white,shed-shell,5
scrafty,black-2-white-2,black-2,shed-shell,5
scrafty,black-2-white-2,white-2,shed-shell,5
scrafty,x-y,x,shed-shell,5
scrafty,x-y,y,shed-shell,5
scrafty,omega-ruby-alpha-sapphire,omega-ruby,shed-shell,5
scrafty,omega-ruby-alpha-sapphire,alpha-sapphire,shed-shell,5
scrafty,sun-moon,sun,shed-shell,5
scrafty,sun-moon,moon,shed-shell,5
scrafty,ultra-sun-ultra-moon,ultra-sun,shed-shell,5
scrafty,ultra-sun-ultra-moon,ultra-moon,shed-shell,5
yamask,black-white,black,spell-tag,5
yamask,black-white,white,spell-tag,5
yamask,black-2-white-2,black-2,spell-tag,5
yamask,black-2-white-2,white-2,spell-tag,5
yamask,x-y,x,spell-tag,5
yamask,x-y,y,spell-tag,5
yamask,omega-ruby-alpha-sapphire,omega-ruby,spell-tag,5
yamask,omega-ruby-alpha-sapphire,alpha-sapphire,spell-tag,5
yamask,sun-moon,sun,spell-tag,5
yamask,sun-moon,moon,spell-tag,5
yamask,ultra-sun-ultra-moon,ultra-sun,spell-tag,5
yamask,ultra-sun-ultra-moon,ultra-moon,spell-tag,5
cofagrigus,black-white,black,spell-tag,5
cofagrigus,black-white,white,spell-tag,5
cofagrigus,black-2-white-2,black-2,spell-tag,5
cofagrigus,black-2-white-2,white-2,spell-tag,5
cofagrigus,x-y,x,spell-tag,5
cofagrigus,x-y,y,spell-tag,5
cofagrigus,omega-ruby-alpha-sapphire,omega-ruby,spell-tag,5
cofagrigus,omega-ruby-alpha-sapphire,alpha-sapphire,spell-tag,5
cofagrigus,sun-moon,sun,spell-tag,5
cofagrigus,sun-moon,moon,spell-tag,5
cofagrigus,ultra-sun-ultra-moon,ultra-sun,spell-tag,5
cofagrigus,ultra-sun-ultra-moon,ultra-moon,spell-tag,5
trubbish,black-white,black,nugget,1
trubbish,black-white,black,black-sludge,5
trubbish,black-white,white,nugget,1
trubbish,black-white,white,black-sludge,5
trubbish,black-2-white-2,black-2,nugget,1
trubbish,black-2-white-2,black-2,black-sludge,5
trubbish,black-2-white-2,white-2,nugget,1
trubbish,black-2-white-2,white-2,black-sludge,5
trubbish,x-y,x,black-sludge,5
trubbish,x-y,y,black-sludge,5
trubbish,omega-ruby-alpha-sapphire,omega-ruby,black-sludge,5
trubbish,omega-ruby-alpha-sapphire,alpha-sapphire,black-sludge,5
trubbish,sun-moon,sun,silk-scarf,5
trubbish,sun-moon,moon,silk-scarf,5
trubbish,ultra-sun-ultra-moon,ultra-sun,silk-scarf,5
trubbish,ultra-sun-ultra-moon,ultra-moon,silk-scarf,5
garbodor,black-white,black,nugget,5
garbodor,black-white,black,black-sludge,50
garbodor,black-white,black,big-nugget,1
garbodor,black-white,white,nugget,5
garbodor,black-white,white,black-sludge,50
garbodor,black-white,white,big-nugget,1
garbodor,black-2-white-2,black-2,nugget,5
garbodor,black-2-white-2,black-2,black-sludge,50
garbodor,black-2-white-2,black-2,big-nugget,1
garbodor,black-2-white-2,white-2,nugget,5
garbodor,black-2-white-2,white-2,black-sludge,50
garbodor,black-2-white-2,white-2,big-nugget,1
garbodor,x-y,x,nugget,5
garbodor,x-y,x,black-sludge,50
garbodor,x-y,y,nugget,5
garbodor,x-y,y,black-sludge,50
garbodor,omega-ruby-alpha-sapphire,omega-ruby,nugget,5
garbodor,omega-ruby-alpha-sapphire,omega-ruby,black-sludge,50
garbodor,omega-ruby-alpha-sapphire,alpha-sapphire,nugget,5
garbodor,omega-ruby-alpha-sapphire,alpha-sapphire,black-sludge,50
garbodor,sun-moon,sun,silk-scarf,50
garbodor,sun-moon,sun,black-sludge,5
garbodor,sun-moon,moon,silk-scarf,50
garbodor,sun-moon,moon,black-sludge,5
garbodor,ultra-sun-ultra-moon,ultra-sun,silk-scarf,50
garbodor,ultra-sun-ultra-moon,ultra-sun,black-sludge,5
garbodor,ultra-sun-ultra-moon,ultra-moon,silk-scarf,50
garbodor,ultra-sun-ultra-moon,ultra-moon,black-sludge,5
minccino,black-white,black,chesto-berry,50
minccino,black-white,white,chesto-berry,50
minccino,black-2-white-2,black-2,chesto-berry,50
minccino,black-2-white-2,white-2,chesto-berry,50
cinccino,black-white,black,chesto-berry,50
cinccino,black-white,white,chesto-berry,50
cinccino,black-2-white-2,black-2,chesto-berry,50
cinccino,black-2-white-2,white-2,chesto-berry,50
gothita,black-2-white-2,black-2,persim-berry,50
gothita,black-2-white-2,white-2,persim-berry,50
gothorita,black-2-white-2,black-2,persim-berry,50
gothorita,black-2-white-2,white-2,persim-berry,50
gothitelle,black-2-white-2,black-2,persim-berry,50
gothitelle,black-2-white-2,white-2,persim-berry,50
solosis,black-2-white-2,black-2,persim-berry,50
solosis,black-2-white-2,white-2,persim-berry,50
duosion,black-2-white-2,black-2,persim-berry,50
duosion,black-2-white-2,white-2,persim-berry,50
reuniclus,black-2-white-2,black-2,persim-berry,50
reuniclus,black-2-white-2,white-2,persim-berry,50
vanillite,sun-moon,sun,never-melt-ice,5
vanillite,sun-moon,moon,never-melt-ice,5
vanillite,ultra-sun-ultra-moon,ultra-sun,never-melt-ice,5
vanillite,ultra-sun-ultra-moon,ultra-moon,never-melt-ice,5
vanillish,sun-moon,sun,never-melt-ice,5
vanillish,sun-moon,moon,never-melt-ice,5
vanillish,ultra-sun-ultra-moon,ultra-sun,never-melt-ice,5
vanillish,ultra-sun-ultra-moon,ultra-moon,never-melt-ice,5
vanilluxe,sun-moon,sun,never-melt-ice,50
vanilluxe,sun-moon,moon,never-melt-ice,50
vanilluxe,ultra-sun-ultra-moon,ultra-sun,never-melt-ice,50
vanilluxe,ultra-sun-ultra-moon,ultra-moon,never-melt-ice,50
emolga,black-white,black,cheri-berry,100
emolga,black-white,white,cheri-berry,100
emolga,black-2-white-2,black-2,cheri-berry,100
emolga,black-2-white-2,white-2,cheri-berry,100
foongus,black-white,black,tiny-mushroom,50
foongus,black-white,black,big-mushroom,5
foongus,black-white,black,balm-mushroom,1
foongus,black-white,white,tiny-mushroom,50
foongus,black-white,white,big-mushroom,5
foongus,black-white,white,balm-mushroom,1
foongus,black-2-white-2,black-2,tiny-mushroom,50
foongus,black-2-white-2,black-2,big-mushroom,5
foongus,black-2-white-2,black-2,balm-mushroom,1
foongus,black-2-white-2,white-2,tiny-mushroom,50
foongus,black-2-white-2,white-2,big-mushroom,5
foongus,black-2-white-2,white-2,balm-mushroom,1
foongus,x-y,x,tiny-mushroom,50
foongus,x-y,x,big-mushroom,5
foongus,x-y,y,tiny-mushroom,50
foongus,x-y,y,big-mushroom,5
foongus,omega-ruby-alpha-sapphire,omega-ruby,tiny-mushroom,50
foongus,omega-ruby-alpha-sapphire,omega-ruby,big-mushroom,5
foongus,omega-ruby-alpha-sapphire,alpha-sapphire,tiny-mushroom,50
foongus,omega-ruby-alpha-sapphire,alpha-sapphire,big-mushroom,5
foongus,sun-moon,sun,tiny-mushroom,50
foongus,sun-moon,sun,big-mushroom,5
foongus,sun-moon,moon,tiny-mushroom,50
foongus,sun-moon,moon,big-mushroom,5
foongus,ultra-sun-ultra-moon,ultra-sun,tiny-mushroom,50
foongus,ultra-sun-ultra-moon,ultra-sun,big-mushroom,5
foongus,ultra-sun-ultra-moon,ultra-moon,tiny-mushroom,50
foongus,ultra-sun-ultra-moon,ultra-moon,big-mushroom,5
amoonguss,black-white,black,tiny-mushroom,50
amoonguss,black-white,black,big-mushroom,5
amoonguss,black-white,black,balm-mushroom,1
amoonguss,black-white,white,tiny-mushroom,50
amoonguss,black-white,white,big-mushroom,5
amoonguss,black-white,white,balm-mushroom,1
amoonguss,black-2-white-2,black-2,tiny-mushroom,50
amoonguss,black-2-white-2,black-2,big-mushroom,5
amoonguss,black-2-white-2,black-2,balm-mushroom,1
amoonguss,black-2-white-2,white-2,tiny-mushroom,50
amoonguss,black-2-white-2,white-2,big-mushroom,5
amoonguss,black-2-white-2,white-2,balm-mushroom,1
amoonguss,x-y,x,tiny-mushroom,50
amoonguss,x-y,x,big-mushroom,5
amoonguss,x-y,y,tiny-mushroom,50
amoonguss,x-y,y,big-mushroom,5
amoonguss,omega-ruby-alpha-sapphire,omega-ruby,tiny-mushroom,50
amoonguss,omega-ruby-alpha-sapphire,omega-ruby,big-mushroom,5
amoonguss,omega-ruby-alpha-sapphire,alpha-sapphire,tiny-mushroom,50
amoonguss,omega-ruby-alpha-sapphire,alpha-sapphire,big-mushroom,5
amoonguss,sun-moon,sun,tiny-mushroom,50
amoonguss,sun-moon,sun,big-mushroom,5
amoonguss,sun-moon,moon,tiny-mushroom,50
amoonguss,sun-moon,moon,big-mushroom,5
amoonguss,ultra-sun-ultra-moon,ultra-sun,tiny-mushroom,50
amoonguss,ultra-sun-ultra-moon,ultra-sun,big-mushroom,5
amoonguss,ultra-sun-ultra-moon,ultra-moon,tiny-mushroom,50
amoonguss,ultra-sun-ultra-moon,ultra-moon,big-mushroom,5
ferroseed,black-white,black,sticky-barb,5
ferroseed,black-white,white,sticky-barb,5
ferroseed,black-2-white-2,black-2,sticky-barb,5
ferroseed,black-2-white-2,white-2,sticky-barb,5
ferroseed,x-y,x,sticky-barb,5
ferroseed,x-y,y,sticky-barb,5
ferroseed,omega-ruby-alpha-sapphire,omega-ruby,sticky-barb,5
ferroseed,omega-ruby-alpha-sapphire,alpha-sapphire,sticky-barb,5
ferroseed,sun-moon,sun,sticky-barb,5
ferroseed,sun-moon,moon,sticky-barb,5
ferroseed,ultra-sun-ultra-moon,ultra-sun,sticky-barb,5
ferroseed,ultra-sun-ultra-moon,ultra-moon,sticky-barb,5
ferrothorn,black-white,black,sticky-barb,5
ferrothorn,black-white,white,sticky-barb,5
ferrothorn,black-2-white-2,black-2,sticky-barb,5
ferrothorn,black-2-white-2,white-2,sticky-barb,5
ferrothorn,x-y,x,sticky-barb,5
ferrothorn,x-y,y,sticky-barb,5
ferrothorn,omega-ruby-alpha-sapphire,omega-ruby,sticky-barb,5
ferrothorn,omega-ruby-alpha-sapphire,alpha-sapphire,sticky-barb,5
ferrothorn,sun-moon,sun,sticky-barb,5
ferrothorn,sun-moon,moon,sticky-barb,5
ferrothorn,ultra-sun-ultra-moon,ultra-sun,sticky-barb,5
ferrothorn,ultra-sun-ultra-moon,ultra-moon,sticky-barb,5
cubchoo,black-white,black,aspear-berry,50
cubchoo,black-white,white,aspear-berry,50
cubchoo,black-2-white-2,black-2,aspear-berry,50
cubchoo,black-2-white-2,white-2,aspear-berry,50
beartic,black-white,black,aspear-berry,50
beartic,black-white,white,aspear-berry,50
beartic,black-2-white-2,black-2,aspear-berry,50
beartic,black-2-white-2,white-2,aspear-berry,50
cryogonal,black-white,black,never-melt-ice,5
cryogonal,black-white,white,never-melt-ice,5
cryogonal,black-2-white-2,black-2,never-melt-ice,5
cryogonal,black-2-white-2,white-2,never-melt-ice,5
cryogonal,x-y,x,never-melt-ice,5
cryogonal,x-y,y,never-melt-ice,5
cryogonal,omega-ruby-alpha-sapphire,omega-ruby,never-melt-ice,5
cryogonal,omega-ruby-alpha-sapphire,alpha-sapphire,never-melt-ice,5
cryogonal,sun-moon,sun,never-melt-ice,5
cryogonal,sun-moon,moon,never-melt-ice,5
cryogonal,ultra-sun-ultra-moon,ultra-sun,never-melt-ice,5
cryogonal,ultra-sun-ultra-moon,ultra-moon,never-melt-ice,5
stunfisk,black-white,black,soft-sand,5
stunfisk,black-white,white,soft-sand,5
stunfisk,black-2-white-2,black-2,soft-sand,5
stunfisk,black-2-white-2,white-2,soft-sand,5
stunfisk,x-y,x,soft-sand,5
stunfisk,x-y,y,soft-sand,5
stunfisk,omega-ruby-alpha-sapphire,omega-ruby,soft-sand,5
stunfisk,omega-ruby-alpha-sapphire,alpha-sapphire,soft-sand,5
stunfisk,sun-moon,sun,soft-sand,5
stunfisk,sun-moon,moon,soft-sand,5
stunfisk,ultra-sun-ultra-moon,ultra-sun,soft-sand,5
stunfisk,ultra-sun-ultra-moon,ultra-moon,soft-sand,5
druddigon,black-white,black,dragon-fang,5
druddigon,black-white,white,dragon-fang,5
druddigon,black-2-white-2,black-2,dragon-fang,5
druddigon,black-2-white-2,white-2,dragon-fang,5
druddigon,x-y,x,dragon-fang,5
druddigon,x-y,y,dragon-fang,5
druddigon,omega-ruby-alpha-sapphire,omega-ruby,dragon-fang,5
druddigon,omega-ruby-alpha-sapphire,alpha-sapphire,dragon-fang,5
druddigon,sun-moon,sun,dragon-fang,5
druddigon,sun-moon,moon,dragon-fang,5
druddigon,ultra-sun-ultra-moon,ultra-sun,dragon-fang,5
druddigon,ultra-sun-ultra-moon,ultra-moon,dragon-fang,5
golett,black-white,black,light-clay,5
golett,black-white,white,light-clay,5
golett,black-2-white-2,black-2,light-clay,5
golett,black-2-white-2,white-2,light-clay,5
golett,x-y,x,light-clay,5
golett,x-y,y,light-clay,5
golett,omega-ruby-alpha-sapphire,omega-ruby,light-clay,5
golett,omega-ruby-alpha-sapphire,alpha-sapphire,light-clay,5
golett,sun-moon,sun,light-clay,5
golett,sun-moon,moon,light-clay,5
golett,ultra-sun-ultra-moon,ultra-sun,light-clay,5
golett,ultra-sun-ultra-moon,ultra-moon,light-clay,5
golurk,black-white,black,light-clay,5
golurk,black-white,white,light-clay,5
golurk,black-2-white-2,black-2,light-clay,5
golurk,black-2-white-2,white-2,light-clay,5
golurk,x-y,x,light-clay,5
golurk,x-y,y,light-clay,5
golurk,omega-ruby-alpha-sapphire,omega-ruby,light-clay,5
golurk,omega-ruby-alpha-sapphire,alpha-sapphire,light-clay,5
golurk,sun-moon,sun,light-clay,5
golurk,sun-moon,moon,light-clay,5
golurk,ultra-sun-ultra-moon,ultra-sun,light-clay,5
golurk,ultra-sun-ultra-moon,ultra-moon,light-clay,5
heatmor,black-2-white-2,black-2,flame-orb,1
heatmor,black-2-white-2,white-2,flame-orb,1
volcarona,black-white,black,silver-powder,100
volcarona,black-white,white,silver-powder,100
volcarona,black-2-white-2,black-2,silver-powder,100
volcarona,black-2-white-2,white-2,silver-powder,100
volcarona,x-y,x,silver-powder,100
volcarona,x-y,y,silver-powder,100
volcarona,omega-ruby-alpha-sapphire,omega-ruby,silver-powder,100
volcarona,omega-ruby-alpha-sapphire,alpha-sapphire,silver-powder,100
volcarona,sun-moon,sun,silver-powder,5
volcarona,sun-moon,moon,silver-powder,5
volcarona,ultra-sun-ultra-moon,ultra-sun,silver-powder,5
volcarona,ultra-sun-ultra-moon,ultra-moon,silver-powder,5
meloetta-aria,black-white,black,star-piece,100
meloetta-aria,black-white,white,star-piece,100
meloetta-aria,black-2-white-2,black-2,star-piece,100
meloetta-aria,black-2-white-2,white-2,star-piece,100
meloetta-aria,x-y,x,star-piece,100
meloetta-aria,x-y,y,star-piece,100
meloetta-aria,omega-ruby-alpha-sapphire,omega-ruby,star-piece,100
meloetta-aria,omega-ruby-alpha-sapphire,alpha-sapphire,star-piece,100
meloetta-aria,sun-moon,sun,star-piece,5
meloetta-aria,sun-moon,moon,star-piece,5
meloetta-aria,ultra-sun-ultra-moon,ultra-sun,star-piece,5
meloetta-aria,ultra-sun-ultra-moon,ultra-moon,star-piece,5
pancham,x-y,x,mental-herb,5
pancham,x-y,y,mental-herb,5
pancham,omega-ruby-alpha-sapphire,omega-ruby,mental-herb,5
pancham,omega-ruby-alpha-sapphire,alpha-sapphire,mental-herb,5
pancham,sun-moon,sun,mental-herb,5
pancham,sun-moon,moon,mental-herb,5
pancham,ultra-sun-ultra-moon,ultra-sun,mental-herb,5
pancham,ultra-sun-ultra-moon,ultra-moon,mental-herb,5
pangoro,x-y,x,mental-herb,5
pangoro,x-y,y,mental-herb,5
pangoro,omega-ruby-alpha-sapphire,omega-ruby,mental-herb,5
pangoro,omega-ruby-alpha-sapphire,alpha-sapphire,mental-herb,5
pangoro,sun-moon,sun,mental-herb,5
pangoro,sun-moon,moon,mental-herb,5
pangoro,ultra-sun-ultra-moon,ultra-sun,mental-herb,5
pangoro,ultra-sun-ultra-moon,ultra-moon,mental-herb,5
hawlucha,x-y,x,kings-rock,5
hawlucha,x-y,y,kings-rock,5
hawlucha,omega-ruby-alpha-sapphire,omega-ruby,kings-rock,5
hawlucha,omega-ruby-alpha-sapphire,alpha-sapphire,kings-rock,5
hawlucha,sun-moon,sun,kings-rock,5
hawlucha,sun-moon,moon,kings-rock,5
hawlucha,ultra-sun-ultra-moon,ultra-sun,kings-rock,5
hawlucha,ultra-sun-ultra-moon,ultra-moon,kings-rock,5
goomy,sun-moon,sun,shed-shell,5
goomy,sun-moon,moon,shed-shell,5
goomy,ultra-sun-ultra-moon,ultra-sun,shed-shell,5
goomy,ultra-sun-ultra-moon,ultra-moon,shed-shell,5
sliggoo,sun-moon,sun,shed-shell,5
sliggoo,sun-moon,moon,shed-shell,5
sliggoo,ultra-sun-ultra-moon,ultra-sun,shed-shell,5
sliggoo,ultra-sun-ultra-moon,ultra-moon,shed-shell,5
pikipek,sun-moon,sun,oran-berry,5
pikipek,sun-moon,moon,oran-berry,5
pikipek,ultra-sun-ultra-moon,ultra-sun,oran-berry,5
pikipek,ultra-sun-ultra-moon,ultra-moon,oran-berry,5
trumbeak,sun-moon,sun,sitrus-berry,5
trumbeak,sun-moon,moon,sitrus-berry,5
trumbeak,ultra-sun-ultra-moon,ultra-sun,sitrus-berry,5
trumbeak,ultra-sun-ultra-moon,ultra-moon,sitrus-berry,5
toucannon,sun-moon,sun,rawst-berry,5
toucannon,sun-moon,moon,rawst-berry,5
toucannon,ultra-sun-ultra-moon,ultra-sun,rawst-berry,5
toucannon,ultra-sun-ultra-moon,ultra-moon,rawst-berry,5
yungoos,sun-moon,sun,pecha-berry,5
yungoos,sun-moon,moon,pecha-berry,5
yungoos,ultra-sun-ultra-moon,ultra-sun,pecha-berry,5
yungoos,ultra-sun-ultra-moon,ultra-moon,pecha-berry,5
gumshoos,sun-moon,sun,pecha-berry,5
gumshoos,sun-moon,moon,pecha-berry,5
gumshoos,ultra-sun-ultra-moon,ultra-sun,pecha-berry,5
gumshoos,ultra-sun-ultra-moon,ultra-moon,pecha-berry,5
charjabug,sun-moon,sun,cell-battery,5
charjabug,sun-moon,moon,cell-battery,5
charjabug,ultra-sun-ultra-moon,ultra-sun,cell-battery,5
charjabug,ultra-sun-ultra-moon,ultra-moon,cell-battery,5
crabrawler,sun-moon,sun,aspear-berry,5
crabrawler,sun-moon,moon,aspear-berry,5
crabrawler,ultra-sun-ultra-moon,ultra-sun,aspear-berry,5
crabrawler,ultra-sun-ultra-moon,ultra-moon,aspear-berry,5
crabominable,sun-moon,sun,cheri-berry,5
crabominable,sun-moon,moon,cheri-berry,5
crabominable,ultra-sun-ultra-moon,ultra-sun,cheri-berry,5
crabominable,ultra-sun-ultra-moon,ultra-moon,cheri-berry,5
oricorio-baile,sun-moon,sun,honey,5
oricorio-baile,sun-moon,moon,honey,5
oricorio-baile,ultra-sun-ultra-moon,ultra-sun,honey,5
oricorio-baile,ultra-sun-ultra-moon,ultra-moon,honey,5
cutiefly,sun-moon,sun,honey,5
cutiefly,sun-moon,moon,honey,5
cutiefly,ultra-sun-ultra-moon,ultra-sun,honey,5
cutiefly,ultra-sun-ultra-moon,ultra-moon,honey,5
ribombee,sun-moon,sun,honey,5
ribombee,sun-moon,moon,honey,5
ribombee,ultra-sun-ultra-moon,ultra-sun,honey,5
ribombee,ultra-sun-ultra-moon,ultra-moon,honey,5
mareanie,sun-moon,sun,poison-barb,5
mareanie,sun-moon,moon,poison-barb,5
mareanie,ultra-sun-ultra-moon,ultra-sun,poison-barb,5
mareanie,ultra-sun-ultra-moon,ultra-moon,poison-barb,5
toxapex,sun-moon,sun,poison-barb,5
toxapex,sun-moon,moon,poison-barb,5
toxapex,ultra-sun-ultra-moon,ultra-sun,poison-barb,5
toxapex,ultra-sun-ultra-moon,ultra-moon,poison-barb,5
mudbray,sun-moon,sun,light-clay,5
mudbray,sun-moon,moon,light-clay,5
mudbray,ultra-sun-ultra-moon,ultra-sun,light-clay,5
mudbray,ultra-sun-ultra-moon,ultra-moon,light-clay,5
mudsdale,sun-moon,sun,light-clay,5
mudsdale,sun-moon,moon,light-clay,5
mudsdale,ultra-sun-ultra-moon,ultra-sun,light-clay,5
mudsdale,ultra-sun-ultra-moon,ultra-moon,light-clay,5
dewpider,sun-moon,sun,mystic-water,5
dewpider,sun-moon,moon,mystic-water,5
dewpider,ultra-sun-ultra-moon,ultra-sun,mystic-water,5
dewpider,ultra-sun-ultra-moon,ultra-moon,mystic-water,5
araquanid,sun-moon,sun,mystic-water,5
araquanid,sun-moon,moon,mystic-water,5
araquanid,ultra-sun-ultra-moon,ultra-sun,mystic-water,5
araquanid,ultra-sun-ultra-moon,ultra-moon,mystic-water,5
fomantis,sun-moon,sun,miracle-seed,5
fomantis,sun-moon,moon,miracle-seed,5
fomantis,ultra-sun-ultra-moon,ultra-sun,miracle-seed,5
fomantis,ultra-sun-ultra-moon,ultra-moon,miracle-seed,5
lurantis,sun-moon,sun,miracle-seed,5
lurantis,sun-moon,moon,miracle-seed,5
lurantis,ultra-sun-ultra-moon,ultra-sun,miracle-seed,5
lurantis,ultra-sun-ultra-moon,ultra-moon,miracle-seed,5
morelull,sun-moon,sun,tiny-mushroom,50
morelull,sun-moon,sun,big-mushroom,5
morelull,sun-moon,moon,tiny-mushroom,50
morelull,sun-moon,moon,big-mushroom,5
morelull,ultra-sun-ultra-moon,ultra-sun,tiny-mushroom,50
morelull,ultra-sun-ultra-moon,ultra-sun,big-mushroom,5
morelull,ultra-sun-ultra-moon,ultra-moon,tiny-mushroom,50
morelull,ultra-sun-ultra-moon,ultra-moon,big-mushroom,5
shiinotic,sun-moon,sun,tiny-mushroom,50
shiinotic,sun-moon,sun,big-mushroom,5
shiinotic,sun-moon,moon,tiny-mushroom,50
shiinotic,sun-moon,moon,big-mushroom,5
