id,location,area,game_index,name_en,name_fr,name_de
1135,ten-carat-hill,farthest-hollow,0,,,
1136,ten-carat-hill,inside,0,,,
1137,thrifty-megamart,abandoned-site,0,,,
1138,ulaula-beach,,0,,,
1139,ulaula-meadow,,0,,,
1140,ultra-space,ultra-crater,0,,,
1141,ultra-space,ultra-deep-sea,0,,,
1142,ultra-space,ultra-desert,0,,,
1143,ultra-space,ultra-forest,0,,,
1144,ultra-space,ultra-jungle,0,,,
1145,ultra-space,ultra-plant,0,,,
1146,ultra-space,ultra-ruin,0,,,
1147,ultra-space-wilds,cave,0,,,
1148,ultra-space-wilds,cliff,0,,,
1149,ultra-space-wilds,crag,0,,,
1150,ultra-space-wilds,waterfall,0,,,
1151,vast-poni-canyon,inside,0,,,
1152,vast-poni-canyon,northwest,0,,,
1153,vast-poni-canyon,outside,0,,,
1154,verdant-cavern,trial-site,0,,,
1155,verdant-cavern,totems-den,0,,,
1156,wela-volcano-park,,0,,,
1157,wela-volcano-park,totems-den,0,,,
1158,poke-pelago,poni-island-reached,0,,,
1159,poke-pelago,ulaula-island-reached,0,,,
1160,poke-pelago,elite-four-defeated,0,,,
1161,team-rockets-castle,,0,,,
1162,ultra-megalopolis,,0,,,
1163,lush-jungle,all-areas,0,,,
1164,alola-route-17,all-areas,0,,,
1165,team-aqua-hideout,,0,,,
1166,team-magma-hideout,,0,,,
1167,liberty-garden,lighthouse-basement,0,Lighthouse Basement,Phare de la Liberté,Leuchtturm Keller
1168,pinwheel-forest,rumination-field,0,,,
1169,roaming-unova,,0,Roaming Unova,Erre dans Unys,Feld der Besinnung
1170,ns-castle,throne-room,0,,,
1171,dragonspiral-tower,7f,0,,,
1172,reversal-mountain,b1f,0,,,
1173,twist-mountain,b4f,0,,,
1174,sea-spirits-den,,0,,,
1175,unknown-dungeon,,0,,,
1176,team-flare-secret-hq,,0,,,
1177,trackless-forest,,0,,,
1178,sea-mauville,,0,,,
1179,sea-mauville,outside,0,Sea Mauville (Outside),Lavandia Sea (Surface),Seewoge Malvenfroh (außen)
1180,sea-mauville,inside,0,Sea Mauville (Inside),Lavandia Sea (Intérieur),Seewoge Malvenfroh (innen)
1181,mossdeep-space-center,,0,Mossdeep Space Center,Centre Spatial d’Algatia,Moosbach City Raumfahrtzentrum
1182,roaming-kalos,,0,Roaming Kalos,Erre dans Kalos,Wandert durch Kalos
1183,nameless-cavern,,0,Nameless Cavern,Grotte Oubliée,Unerforschte Höhle
1184,soaring-in-the-sky,,0,Soaring in the Sky,Grand Envol,Luftraum
1185,scorched-slab,1f,0,Scorched Slab (1F),Grotte Zénith (RdC),Sonnengrotte (EG)
1186,scorched-slab,b1f,0,Scorched Slab (B1F),Grotte Zénith (-1),Sonnengrotte (1.UG)
1187,scorched-slab,b2f,0,Scorched Slab (B2F),Grotte Zénith (-2),Sonnengrotte (2.UG)
1188,scorched-slab,b3f,0,Scorched Slab (B3F),Grotte Zénith (-3),Sonnengrotte (3.UG)
1189,crescent-isle,,0,Crescent Isle,Île de l’Arc,Sichelinsel
1190,pathless-plain,,0,Pathless Plain,Plaine Sans Nom,Namenlose Ebene
1191,fabled-cave,,0,Fabled Cave,Grotte Évanescente,Rätselhafte Höhle
1192,gnarled-den,,0,Gnarled Den,Gouffre Informe,Höhle der Spaltung
1193,verdant-cavern--trial-site,,0,,,
1194,trainers-school,,0,Trainers' School,École des Dresseurs,Trainerschule
1195,ultra-space,ultra-space-wilds-cliff,0,Ultra Space Wilds Cliff World,Ultra-Dimension Zéro Monde Falaise,Ultradimension Klippenwelt
1196,ultra-space,ultra-space-wilds-water,0,Ultra Space Wilds Water World,Ultra-Dimension Zéro Monde Eau,Ultradimension Wasserwelt
1197,ultra-space,ultra-space-wilds-rocky,0,Ultra Space Wilds Rocky World,Ultra-Dimension Zéro Monde Rocheux,Ultradimension Felsenwelt
1198,ultra-space,ultra-space-wilds-cave,0,Ultra Space Wilds Cave World,Ultra-Dimension Zéro Monde Grotte,Ultradimension Höhlenwelt
1199,mount-lanakila,crater,0,Mount Lanakila Crater,Mont Lanakila Cratère,Mount Lanakila Krater
1200,pewter-city,,0,,,
1201,lavender-town,,0,,,
1202,indigo-plateau,,0,,,
1203,saffron-city,,0,,,
1204,shoal-cave,low-tide,0,,,
1205,shoal-cave,b2f,0,,,
1206,shoal-cave,b3f,0,,,
1207,hoenn-route-104,north-oras,0,,,
1208,hoenn-route-104,south-oras,0,,,
1209,hoenn-pokemart,,0,,,
1210,hoenn-pokecenter,,0,,,
1211,kanto-pokemart,,0,,,
1212,kanto-pokecenter,,0,,,
1213,sinnoh-pokemart,,0,,,
1214,johto-pokemart,,0,,,
1215,mirage-spot-island,west-of-dewford-town,0,Mirage Island (West Of Dewford Town),Île Mirage (Ouest de Myokara,
1216,mirage-spot-island,west-of-route-104,0,Mirage Island (West Of Route 104),Île Mirage (Ouest de la Route 104),
1217,mirage-spot-island,route-114,0,Mirage Island (Route 114),Île Mirage (Route 114),
1218,mirage-spot-island,route-124,0,Mirage Island (Route 124),Île Mirage (Route 124),
1219,mirage-spot-island,route-132,0,Mirage Island (Route 132),Île Mirage (Route 132),
1220,mirage-spot-island,south-of-route-134,0,Mirage Island (South of Route 134),Île Mirage (Sud de la Route 134),
1221,mirage-spot-island,south-of-pacifidlog,0,Mirage Island (South of Pacifidlog),Île Mirage (Sud de Pacifiville),
1222,mirage-spot-island,east-of-shoal-cave,0,Mirage Island (East of Shoal Cave),Île Mirage (Est de la Grotte Tréfonds),
1223,mirage-island,,0,Mirage Island,Île Mirage,
1224,mirage-spot-forest,north-of-lilycove,0,Mirage Forest (North of Lilycove),Forêt Mirage (Nord de Nénucrique),
1225,mirage-spot-forest,south-of-route-132,0,Mirage Forest (South of Route 132),Forêt Mirage (Sud de la Route 132,
1226,mirage-spot-forest,east-of-mossdeep,0,Mirage Forest (East of Mossdeep),Forêt Mirage (Est d'Algatia),
1227,mirage-spot-forest,south-of-route-109,0,Mirage Forest (South of Route 109),Forêt Mirage (Sud de la Route 109),
1228,mirage-spot-forest,north-of-route-124,0,Mirage Forest (North of Route 124),Forêt Mirage (Nord de la Route 124),
1229,mirage-spot-forest,west-of-route-114,0,Mirage Forest (West of Route 114),Forêt Mirage (Ouest de la Route 114),
1230,mirage-spot-forest,west-of-route-105,0,Mirage Forest (West of Route 105),Forêt Mirage (Ouest de la Route 105),
1231,mirage-spot-forest,south-of-route-111,0,Mirage Forest (South of Route 111),Forêt Mirage (Sud de la Route 111),
1232,outskirt-stand,outside,0,Outskirt Stand (Outside),Station Service,
1233,phenac-city,mayors-house,0,Phenac City (Mayor's House),Phénacit (Maison du Maire),
1234,snagem-hideout,1f,0,Snagem Hideout 1F,Repaire Team Snatch (RdC),
1235,shadow-pokemon-lab,bf2,0,Shadow Pokémon Lab B2F,Laboratoire de Pokémon Obscurs (2e sous-sol),
1236,phenac-city,west-exit,0,Phenac City (West Exit),Phénacit (Sortie Ouest),
1237,phenac-city,east-exit,0,Phenac City (East Exit),Phénacit (Sortie Est),
1238,phenac-city,south-exit,0,Phenac City (South Exit),Phénacit (Sortie Sud),
1239,pyrite-town,duel-square,0,Pyrite Town (Duel Square),Pyrite (Place des Duels),
1240,pyrite-town,entrance,0,Pyrite Town (Entrance),Pyrite (Entrée),
1241,pyrite-bldg,1f,0,Pyrite Bldg 1F,Immeuble de Pyrite (RdC),
1242,pyrite-cave,mirors-hideout,0,Pyrite Cave (Miror's Hideout),Cavernes de Pyrite (Salle de Bouledisco),
1243,pyrite-bldg,4f,0,Pyrite Bldg 4F,Immeuble de Pyrite (3e ét.),
1244,pyrite-cave,outside,0,Pyrite Cave (Outside),Cavernes de Pyrite (Extérieur),
1245,pyrite-cave,south-sewers,0,Pyrite Cave (South Sewers),Cavernes de Pyrite (Égouts sud),
1246,pyrite-cave,bf1,0,Pyrite Cave B1F,Cavernes de Pyrite (1e sous-sol),
1247,pyrite-cave,bf1-post-sewers,0,Pyrite Cave B1F (Post Sewers),Cavernes de Pyrite (1e sous-sol - après les égouts),
1248,realgam-tower,,0,Realgam Tower,Tour Titanite,
1249,phenac-city,stadium,0,Phenac City Stadium,Colisée de Phénacit,
1250,pyrite-town,dukings-house,0,Pyrite Town (Duking's House),Pyrite (Maison de Doking),
1251,shadow-pokemon-lab,bf1,0,Shadow Pokémon Lab B1F,Laboratoire de Pokémon Obscurs (1e sous-sol),
1252,agate-village,relic-forest,0,Agate Village (Relic Forest),Samaragd (Forêt Sacrée),
1253,the-under,colosseum,0,The Under Colosseum,Colosseum de Suerebe,
1254,mt-battle,10f,0,Mt. Battle 10F,Mont Bataille (10e ét.),
1255,the-under,,0,The Under,Suerebe,
1256,the-under,tv-studio,0,The Under (TV Studio),Suerebe (Studio TV),
1257,the-under,subway,0,The Under (Subway),Suerebe (Métro),
1258,snagem-hideout,2f,0,Snagem Hideout 2F,Repaire Team Snatch (1e ét.),
1259,realgam-tower,colosseum,0,Realgam Tower Colosseum,Colosseum de la Tour Titanite,
1260,the-under,deep-colosseum,0,The Under (Deep Colosseum),Suerebe (Colosseum de Targare),
1261,mt-battle,100f,0,Mt. Battle 100F,Mont Bataille (100e ét.),
1262,phenac-city,card-e-room,0,Phenac City (Card E Room),Phénacit (Salle Carte E),
1263,pokemon-hq-lab,,0,Pokemon HQ Lab,Laboratoire Pokémon,
1264,pokemon-hq-lab,outside,0,Pokemon HQ Lab (Outside),Laboratoire Pokémon (Extérieur),
1265,gateon-port,across-bridge,0,Gateon Port (Across Bridge),Port Amarrée (Après le pont),
1266,gateon-port,lighthouse-top,0,Gateon Port (Lighthouse Top),Port Amarrée (Sommet du Phare),
1267,cipher-lab,outside,0,Cipher Lab (Outside),Laboratoire de Pokémon Obscurs (Extérieur),
1268,cipher-lab,bf2,0,Cipher Lab B2F,Laboratoire de Pokémon Obscurs (2e sous-sol),
1269,cipher-lab,bf1,0,Cipher Lab B1F,Laboratoire de Pokémon Obscurs (1e sous-sol),
1270,pokespot,cave,0,Cave Pokespot,Poké Place Grotte,
1271,onbs,2f,0,ONBS 2F,ONBS (1e ét.),
1272,onbs,3f,0,ONBS 3F,ONBS (2e ét.),
1273,onbs,roof,0,ONBS Roof,ONBS (Toit),
1274,onbs,4f,0,ONBS 4F,ONBS (3e ét.),
1275,phenac-city,prestige-precept-center,0,Phenac City Prestige Precept Center,Centre de Formation Pokémon de Phénacité,
1276,cipher-key-lair,outside,0,Cipher Key Lair (Outside),Repaire Ombre (Extérieur),
1277,cipher-key-lair,1f,0,Cipher Key Lair 1F,Repaire Ombre (RdC),
1278,cipher-key-lair,2f,0,Cipher Key Lair 2F,Repaire Ombre (1e ét.),
1279,cipher-key-lair,3f,0,Cipher Key Lair 3F,Repaire Ombre (2e ét.),
1280,cipher-key-lair,4f,0,Cipher Key Lair 4F,Reapire Ombre (3e ét.),
1281,cipher-key-lair,roof,0,Cipher Key Lair Roof,Repaire Ombre (Toit),
1282,cipher-key-lair,5f,0,Cipher Key Lair 5F,Repaire Ombre (5e ét.),
1283,citadark-isle,outside,0,Citadark Isle (Outside),Île Ténébra (Extérieur),
1284,citadark-isle,1f,0,Citadark Isle 1F,Île Ténébra (RdC),
1285,citadark-isle,bf1,0,Citadark Isle B1F,Île Ténébra (1e sous-sol),
1286,citadark-isle,2f,0,Citadark Isle 2F,Île Ténébra (1e ét.),
1287,citadark-isle,3f,0,Citadark Isle 3F,Île Ténébra (2e ét.),
1288,citadark-isle,6f,0,Citadark Isle 6F,Île Ténébra (5e ét.),
1289,citadark-isle,dome-exterior,0,Citadark Isle Dome Exterior,Île Ténébra (Extérieur du Dôme),
1290,citadark-isle,dome-bf1,0,Citadark Isle Dome B1F,Île Ténébra (Dôme - 1e sous-sol),
1291,citadark-isle,dome-1f,0,Citadark Isle Dome 1F,Île Ténébra (Dôme - RdC),
1292,citadark-isle,dome-2f,0,Citadark Isle Dome 2F,Île Ténébra (Dôme - 1e ét.),
1293,gateon-port,,0,Gateon Port,Port Amarrée,
1294,pokespot,rock,0,Rock Pokespot,Poké Place Roche,
1295,pokespot,oasis,0,Oasis Pokespot,Poké Place Oasis,
1296,mt-battle,lobby,0,Mt. Battle Lobby,Mont Bataille (Hall),
1297,outskirt-stand,inside,0,Outskirt Stand (Inside),Station Service (Intérieur),
1298,pyrite-town,colosseum,0,Pyrite Town Colosseum,Colosseum de Pyrite,
1299,phenac-city,stadium-outside,0,Phenac City Stadium (Outside),Colosseum de Phénacit (Extérieur),
1300,celadon-city,prize-corner,0,Celadon City Prize Corner,Casino de Céladopole,
1301,goldenrod-city,game-corner,0,Goldenrod City Game Corner,Casino de Doublonville,
1302,kanto-underground-path,,0,Kanto Underground Path,Souterrain de Kanto,
1303,violet-city,southwest-house,0,Violet City (Southwest House),Mauville (Maison au Sud-Ouest),
1304,goldenrod-city,department-store-5f,0,Goldenrod City Department Store 5F,Centre Commercial de Doublonville (4e ét.),
1305,mirage-spot-cave,south-of-pacifidlog,0,Mirage Cave (South of Pacifidlog),Grotte Mirage (Sud de Pacifiville),
1306,mirage-spot-cave,north-of-route-132,0,Mirage Cave (North of Route 132),Grotte Mirage (Nord de la Route 132),
1307,mirage-spot-cave,north-of-fallarbor,0,Mirage Cave (North of Fallarbor),Grotte Mirage (Nord d'Autéquia),
1308,mirage-spot-cave,north-of-fortree,0,Mirage Cave (North of Fortree),Grotte Mirage (Nord de Cimetronelle),
1309,mirage-spot-cave,south-east-of-route-129,0,Mirage Cave (South East of Route 129),Grotte Mirage (Sud-Est de la Route 129),
1310,mirage-spot-cave,south-of-route-107,0,Mirage Cave (South of Route 107),Grotte Mirage (Sud de la Route 107),
1311,mirage-spot-cave,north-of-route-124,0,Mirage Cave (North of Route 124),Grotte Mirage (Nord de la Route 124),
1312,mirage-spot-cave,west-of-rustburo,0,Mirage Cave (West of Rustboro),Grotte Mirage (Ouest de Mérouville),
1313,mirage-spot-mountain,east-of-mossdeep,0,Mirage Mountain (East of Mossdeep),Mont Mirage (Est d'Algatia),
1314,mirage-spot-mountain,north-of-mossdeep,0,Mirage Mountain (North of Mossdeep),Mont Mirage (Nord d'Algatia),
1315,mirage-spot-mountain,south-east-of-route-129,0,Mirage Mountain (South East of Route 129),Mont Mirage (Sud-Est de la Route 129,
1316,mirage-spot-mountain,north-of-lilycove,0,Mirage Mountain (North of Lilycove),Mont Mirage (Nord de Nénucrique),
1317,mirage-spot-mountain,west-of-route-104,0,Mirage Mountain (West of Route 104),Mont Mirage (Ouest de la Route 104),
1318,mirage-spot-mountain,south-of-route-129,0,Mirage Mountain (South of Route 129),Mont Mirage (Sud de la Route 129),
1319,mirage-spot-mountain,south-of-route-131,0,Mirage Mountain (South of Route 131),Mont Mirage (Sud de la Route 131),
1320,mirage-spot-mountain,north-east-of-route-125,0,Mirage Mountain (North East of Route 125),Mont Mirage (Nord-Est de la Route 125),
1321,fortree-city,,0,Fortree City,Cimetronelle,
1322,friend-safari,normal,0,Friend Safari (Normal),Safari des Amis (Normal),
1323,friend-safari,fire,0,Friend Safari (Fire),Safari des Amis (Feu),
1324,friend-safari,fighting,0,Friend Safari (Fighting),Safari des Amis (Combat),
1325,friend-safari,water,0,Friend Safari (Water),Safari des Amis (Eau),
1326,friend-safari,flying,0,Friend Safari (Flying),Safari des Amis (Vol),
1327,friend-safari,grass,0,Friend Safari (Grass),Safari des Amis (Plante),
1328,friend-safari,poison,0,Friend Safari (Poison),Safari des Amis (Poison),
1329,friend-safari,electric,0,Friend Safari (Electric),Safari des Amis (Électrik),
1330,friend-safari,ground,0,Friend Safari (Ground),Safari des Amis (Sol),
1331,friend-safari,psychic,0,Friend Safari (Psychic),Safari des Amis (Psy),
1332,friend-safari,rock,0,Friend Safari (Rock),Safari des Amis (Roche),
1333,friend-safari,ice,0,Friend Safari (Ice),Safari des Amis (Glace),
1334,friend-safari,bug,0,Friend Safari (Bug),Safari des Amis (Insecte),
1335,friend-safari,dragon,0,Friend Safari (Dragon),Safari des Amis (Dragon),
1336,friend-safari,ghost,0,Friend Safari (Ghost),Safari des Amis (Spectre),
1337,friend-safari,dark,0,Friend Safari (Dark),Safari des Amis (Ténèbres),
1338,friend-safari,steel,0,Friend Safari (Steel),Safari des Amis (Acier),
1339,friend-safari,fairy,0,Friend Safari (Fairy),Safari des Amis (Fée),
1340,unova-route-2,hidden-grotto,15,Route 2 (Hidden Grotto),Route 2 (Trouée Cachée),
1341,unova-route-3,hidden-grotto-dark-grass,16,Route 3 (Hidden Grotto – Dark Grass),Route 3 (Trouée Cachée - Herbe sombre),
1342,unova-route-3,hidden-grotto-pond,16,Route 3 (Hidden Grotto – Pond),Route 3 (Trouée Cachée - Étang),
1343,unova-route-5,hidden-grotto,93,Route 5 (Hidden Grotto),Route 5 (Trouée Cachée),
1344,unova-route-6,hidden-grotto-near-pokemon-breeder,94,Route 6 (Hidden Grotto – Near Pokemon Breeder),Route 6 (Trouée Cachée - Proche de l'Éleveuse),
1345,unova-route-6,hidden-grotto-mistralton-cave,94,Route 6 (Hidden Grotto – Mistralton Cave),Route 6 (Trouée Cachée - Grotte Parsemille),
1346,unova-route-7,hidden-grotto,95,Route 7 (Hidden Grotto),Route 7 (Trouée Cachée),
1347,unova-route-9,hidden-grotto,97,Route 9 (Hidden Grotto),Route 9 (Trouée Cachée),
1348,unova-route-13,hidden-grotto-giant-chasm,100,Route 13 (Hidden Grotto – Giant Chasm),Route 13 (Trouée Cachée - Grotte Cyclopéenne),
1349,unova-route-13,hidden-grotto-stairs,100,Route 13 (Hidden Grotto – Stairs),Route 13 (Trouée Cachée - Escaliers),
1350,unova-route-18,hidden-grotto,31,Route 18 (Hidden Grotto),Route 18 (Trouée Cachée),
1351,unova-route-22,hidden-grotto,127,Route 22 (Hidden Grotto),Route 22 (Trouée Cachée),
1352,unova-route-23,hidden-grotto,128,Route 23 (Hidden Grotto),Route 23 (Trouée Cachée),
1353,floccesy-ranch,hidden-grotto,130,Floccesy Ranch (Hidden Grotto),Ranch d'Amaillide (Trouée Cachée),
1354,lostlorn-forest,hidden-grotto,72,Lostlorn Forest (Hidden Grotto),Bois des Illusions (Trouée Cachée),
1355,giant-chasm,hidden-grotto,88,Giant Chasm (Hidden Grotto),Grotte Cyclopéenne (Trouée Cachée),
1356,abundant-shrine,hidden-grotto-near-youngster,70,Abundant Shrine (Hidden Grotto – Near Youngster),Autel Abondance (Trouée Cachée - Proche du Gamin),
1357,abundant-shrine,hidden-grotto-shrine,70,Abundant Shrine (Hidden Grotto – Shrine),Autel Abondance (Trouée Cachée - Temple),
1358,pinwheel-forest,hidden-grotto-outer-area,33,Pinwheel Forest (Hidden Grotto – Outer area),Forêt d'Empoigne (Trouée Cachée - Extérieur),
1359,pinwheel-forest,hidden-grotto-inner-area,33,Pinwheel Forest (Hidden Grotto – Inner area),Forêt d'Empoigne (Trouée Cachée - Intérieur),
1360,oreburgh-city,oreburgh-mining-museum,0,Oreburgh Mining Museum,Musée Minier de Charbourg,
1361,pewter-city,pewter-museum-of-science,0,Pewter Museum of Science,Musée des Sciences d'Argenta,
1362,floaroma-meadow,,0,Floaroma Meadow,Pré de Floraville,
1363,safari-zone-gate,,0,Safari Zone Gate,Porte du Parc Safari,
1364,accumula-town,,0,Accumula Town,Arabelle,
1365,galar-route-2,lake,0,Route 2 (Lake),Route 2 (Lac),
1366,galar-route-2,lakeside,0,Route 2 (Lakeside),Route 2 (Chemin au Nord-Ouest du Lac),
1367,motostoke,gym,0,Motostoke (Gym),Motorby (Arène),
1368,galar-route-3,west,0,Route 3 (West),Route 3 (Ouest),
1369,slumbering-weald,deep,0,Slumbering Weald (Deep),Forêt de Sleepwood (Deuxime partie),
1370,energy-plant,tower-summit,0,Energy Plant Tower Summit,Sommet de la Tour,
1371,meetup-spot,,0,Meetup Spot,Sentier de la Gare,
1372,postwick,leons-room,0,Postwick (Leon's Room),Paddoxton (Chambre de Tarak),
1373,motostoke,pokemon-center,0,Motostoke Pokémon Center,Motorby (Centre Pokémon),
1374,turffield,gym,0,Turffield (Gym),Greenbury (Arène),
1375,ballonlea,gym,0,Ballonlea (Gym),Corrifey (Arène),
1376,isle-of-armor-caves,,0,Random caves across the Isle of Armor,Grottes aléatoires d'Isolarmure,
1377,nacrene-city,nacrene-museum,0,Nacrene Museum,Musée de Maillard,
1378,giants-mirror,area-2,0,Giant's Mirror (Area 2),Miroir du Géant (Zone 2),
1379,distortion-world,,0,Distortion World,Monde Distorsion,
1380,roaming-galar-wild-area,,0,Galar Wild Areas,Terres Sauvages de Galar,
1381,roaming-isle-of-armor,,0,The Isle of Armor,Isolarmure,
1382,roaming-crown-tundra,,0,The Crown Tundra,Couronneige,
1383,galar-wild-area-max-dens,,0,All Max Dens in the Galar Wild Area,Tous les Antres Dynamax des Terres Sauvages,
1384,rolling-fields,max-den-a,0,Rolling Fields (Max Den A),Plaine Verdoyante (Antre D),
1385,rolling-fields,max-den-b,0,Rolling Fields (Max Den B),Plaine Verdoyante (Antre F),
1386,rolling-fields,max-den-c,0,Rolling Fields (Max Den C),Plaine Verdoyante (Antre A),
1387,rolling-fields,max-den-d,0,Rolling Fields (Max Den D),Plaine Verdoyante (Antre I),
1388,rolling-fields,max-den-e,0,Rolling Fields (Max Den E),Plaine Verdoyante (Antre C),
1389,rolling-fields,max-den-f,0,Rolling Fields (Max Den F),Plaine Verdoyante (Antre E),
1390,rolling-fields,max-den-g,0,Rolling Fields (Max Den G),Plaine Verdoyante (Antre B),
1391,rolling-fields,max-den-h,0,Rolling Fields (Max Den H),Plaine Verdoyante (Antre H),
1392,rolling-fields,max-den-i,0,Rolling Fields (Max Den I),Plaine Verdoyante (Antre G),
1393,dappled-grove,max-den-a,0,Dappled Grove (Max Den A),Bois de Clairjour (Antre E),
1394,dappled-grove,max-den-b,0,Dappled Grove (Max Den B),Bois de Clairjour (Antre D),
1395,dappled-grove,max-den-c,0,Dappled Grove (Max Den C),Bois de Clairjour (Antre C),
1396,dappled-grove,max-den-d,0,Dappled Grove (Max Den D),Bois de Clairjour (Antre B),
1397,dappled-grove,max-den-e,0,Dappled Grove (Max Den E),Bois de Clairjour (Antre A),
1398,west-lake-axewell,max-den-a,0,West Lake Axewell (Max Den A),Lac Coupenotte Ouest (Antre D),
1399,west-lake-axewell,max-den-b,0,West Lake Axewell (Max Den B),Lac Coupenotte Ouest (Antre C),
1400,west-lake-axewell,max-den-c,0,West Lake Axewell (Max Den C),Lac Coupenotte Ouest (Antre B),
1401,west-lake-axewell,max-den-d,0,West Lake Axewell (Max Den D),Lac Coupenotte Ouest (Antre A),
1402,west-lake-axewell,max-den-e,0,West Lake Axewell (Max Den E),Lac Coupenotte Ouest (Antre F),
1403,west-lake-axewell,max-den-f,0,West Lake Axewell (Max Den F),Lac Coupenotte Ouest (Antre E),
1404,watchtower-ruins,max-den-a,0,Watchtower Ruins (Max Den A),Tour en ruines (Antre B),
1405,watchtower-ruins,max-den-c,0,Watchtower Ruins (Max Den C),Lande Boldair (Antre E),
1406,east-lake-axewell,max-den-a,0,East Lake Axewell (Max Den A),Lac Coupenotte Est (Antre D),
1407,east-lake-axewell,max-den-b,0,East Lake Axewell (Max Den B),Lac Coupenotte Est (Antre C),
1408,east-lake-axewell,max-den-c,0,East Lake Axewell (Max Den C),Lac Coupenotte Est (Antre B),
1409,east-lake-axewell,max-den-d,0,East Lake Axewell (Max Den D),Lac Coupenotte Est (Antre A),
1410,east-lake-axewell,max-den-e,0,East Lake Axewell (Max Den E),Lac Coupenotte Est (Antre E),
1411,axews-eye,max-den-a,0,Axew's Eye (Max Den A),Œil du Lac (Antre A),
1412,north-lake-miloch,max-den-a,0,North Lake Miloch (Max Den A),Lac Milobellus Nord (Antre D),
1413,north-lake-miloch,max-den-b,0,North Lake Miloch (Max Den B),Lac Milobellus Nord (Antre E),
1414,north-lake-miloch,max-den-c,0,North Lake Miloch (Max Den C),Lac Milobellus Nord (Antre A),
1415,north-lake-miloch,max-den-d,0,North Lake Miloch (Max Den D),Lac Milobellus Nord (Antre B),
1416,north-lake-miloch,max-den-e,0,North Lake Miloch (Max Den E),Lac Milobellus Nord (Antre F),
1417,north-lake-miloch,max-den-f,0,North Lake Miloch (Max Den F),Lac Milobellus Nord (Antre C),
1418,giants-seat,max-den-a,0,Giant's Seat (Max Den A),Siège du Géant (Antre E),
1419,giants-seat,max-den-b,0,Giant's Seat (Max Den B),Siège du Géant (Antre D),
1420,giants-seat,max-den-c,0,Giant's Seat (Max Den C),Siège du Géant (Antre C),
1421,giants-seat,max-den-d,0,Giant's Seat (Max Den D),Siège du Géant (Antre B),
1422,giants-seat,max-den-e,0,Giant's Seat (Max Den E),Siège du Géant (Antre A),
1423,south-lake-miloch,max-den-a,0,South Lake Miloch (Max Den A),Lac Milobellus Sud (Antre B),
1424,south-lake-miloch,max-den-b,0,South Lake Miloch (Max Den B),Lac Milobellus Sud (Antre A),
1425,south-lake-miloch,max-den-c,0,South Lake Miloch (Max Den C),Lac Milobellus Sud (Antre C),
1426,south-lake-miloch,max-den-d,0,South Lake Miloch (Max Den D),Lac Milobellus Sud (Antre D),
1427,south-lake-miloch,max-den-e,0,South Lake Miloch (Max Den E),Lac Milobellus Sud (Antre E),
1428,motostoke-riverbank,max-den-a,0,Motostoke Riverbank (Max Den A),Berges de Motorby (Antre D),
1429,motostoke-riverbank,max-den-b,0,Motostoke Riverbank (Max Den B),Berges de Motorby (Antre C),
1430,motostoke-riverbank,max-den-c,0,Motostoke Riverbank (Max Den C),Berges de Motorby (Antre B),
1431,motostoke-riverbank,max-den-d,0,Motostoke Riverbank (Max Den D),Berges de Motorby (Antre A),
1432,bridge-field,max-den-a,0,Bridge Field (Max Den A),Prairie Entre-Ponts (Antre I),
1433,bridge-field,max-den-b,0,Bridge Field (Max Den B),Prairie Entre-Ponts (Antre H),
1434,bridge-field,max-den-c,0,Bridge Field (Max Den C),Prairie Entre-Ponts (Antre G),
1435,bridge-field,max-den-d,0,Bridge Field (Max Den D),Prairie Entre-Ponts (Antre C),
1436,bridge-field,max-den-e,0,Bridge Field (Max Den E),Prairie Entre-Ponts (Antre B),
1437,bridge-field,max-den-f,0,Bridge Field (Max Den F),Prairie Entre-Ponts (Antre E),
1438,bridge-field,max-den-g,0,Bridge Field (Max Den G),Prairie Entre-Ponts (Antre F),
1439,bridge-field,max-den-h,0,Bridge Field (Max Den H),Prairie Entre-Ponts (Antre D),
1440,bridge-field,max-den-i,0,Bridge Field (Max Den I),Prairie Entre-Ponts (Antre A),
1441,stony-wilderness,max-den-a,0,Stony Wilderness (Max Den A),Plaine Rocheuse (Antre J),
1442,stony-wilderness,max-den-b,0,Stony Wilderness (Max Den B),Plaine Rocheuse (Antre I),
1443,stony-wilderness,max-den-c,0,Stony Wilderness (Max Den C),Plaine Rocheuse (Antre G),
1444,stony-wilderness,max-den-d,0,Stony Wilderness (Max Den D),Plaine Rocheuse (Antre F),
1445,stony-wilderness,max-den-e,0,Stony Wilderness (Max Den E),Plaine Rocheuse (Antre C),
1446,stony-wilderness,max-den-f,0,Stony Wilderness (Max Den F),Plaine Rocheuse (Antre A),
1447,stony-wilderness,max-den-g,0,Stony Wilderness (Max Den G),Plaine Rocheuse (Antre B),
1448,stony-wilderness,max-den-h,0,Stony Wilderness (Max Den H),Plaine Rocheuse (Antre K),
1449,stony-wilderness,max-den-i,0,Stony Wilderness (Max Den I),Plaine Rocheuse (Antre D),
1450,stony-wilderness,max-den-j,0,Stony Wilderness (Max Den J),Plaine Rocheuse (Antre E),
1451,stony-wilderness,max-den-k,0,Stony Wilderness (Max Den K),Plaine Rocheuse (Antre H),
1452,stony-wilderness,max-den-l,0,Stony Wilderness (Max Den L),Plaine Rocheuse (Antre L),
