pokemon,form,version_group,versions,location_area,method,levels,rate_overall,trade_for,note,rate_night,rate_morning,rate_day
staryu,staryu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,icy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
staryu,staryu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
staryu,staryu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
staryu,staryu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunyshore-city,fishing-super-rod,20 - 40,15%,,Added after obtaining the National PokéDex,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,iron-island-b2f-left,walking-around,33 - 34,10%,,,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,iron-island-b3f,walking-around,33 - 34,10%,,,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,snowpoint-temple-1f,walking-around,52,5%,,,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,snowpoint-temple-b1f,walking-around,53 - 54,15%,,,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,snowpoint-temple-b2f,walking-around,53 - 54,15%,,,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,snowpoint-temple-b3f,walking-around,53 - 54,15%,,,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,snowpoint-temple-b4f,walking-around,54 - 56,20%,,,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,snowpoint-temple-b5f,walking-around,54 - 56,20%,,,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,victory-road-sinnoh-1f,walking-around,46,10%,,,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,victory-road-sinnoh-2f,walking-around,47,10%,,,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,victory-road-sinnoh-b1f,walking-around,46,10%,,,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,victory-road-sinnoh-1f-back-1,walking-around,52,10%,,Area is only accessible after entering the Hall of Fame and obtaining the National Pokédex,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,victory-road-sinnoh-1f-back-2,walking-around,52,10%,,Area is only accessible after entering the Hall of Fame and obtaining the National Pokédex,,,
steelix,steelix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,victory-road-sinnoh-1f-back-2,walking-around,52,10%,,Area is only accessible after entering the Hall of Fame and obtaining the National Pokédex,,,
stunky,stunky,brilliant-diamond-shining-pearl,brilliant-diamond,grassland-cave,walking-around,25 - 63,varies,,Added after obtaining TM96 (Strength),,,
stunky,stunky,brilliant-diamond-shining-pearl,brilliant-diamond,riverbank-cave,walking-around,25 - 63,varies,,Added after obtaining TM96 (Strength),,,
stunky,stunky,brilliant-diamond-shining-pearl,brilliant-diamond,route-206-sinnoh,walking-tall-grass,14 - 16,25%,,,,,
stunky,stunky,brilliant-diamond-shining-pearl,brilliant-diamond,route-214-sinnoh,walking-tall-grass,23 - 24,15%,,,,,
stunky,stunky,brilliant-diamond-shining-pearl,brilliant-diamond,route-221-sinnoh,walking-tall-grass,28,20%,,,,,
stunky,stunky,brilliant-diamond-shining-pearl,brilliant-diamond,spacious-cave,walking-around,25 - 63,varies,,Added after obtaining TM96 (Strength),,,
stunky,stunky,brilliant-diamond-shining-pearl,brilliant-diamond,still-water-cavern,walking-around,25 - 63,varies,,Added after obtaining TM96 (Strength),,,
stunky,stunky,brilliant-diamond-shining-pearl,brilliant-diamond,sunlit-cavern,walking-around,25 - 63,varies,,Added after obtaining TM96 (Strength),,,
sudowoodo,sudowoodo,brilliant-diamond-shining-pearl,shining-pearl,route-214-sinnoh,walking-tall-grass,23 - 24,15%,,,,,
sudowoodo,sudowoodo,brilliant-diamond-shining-pearl,shining-pearl,route-221-sinnoh,walking-tall-grass,29 - 30,15%,,,,,
suicune,suicune,brilliant-diamond-shining-pearl,brilliant-diamond,ramanas-park-johto-room,special-encounter,70,one,,Inser the {Johto Slate;ITEM;johto-slate} to battle.,,,
sunkern,sunkern,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,5%,,Added after obtaining the National PokéDex,,,
sunkern,sunkern,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-204-sinnoh-north,poke-radar,"6, 8",22%,,,,,
sunkern,sunkern,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
surskit,surskit,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
surskit,surskit,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,lake-verity-sinnoh,swarm,2,40%,,,,,
surskit,surskit,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
surskit,surskit,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
swablu,swablu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,16 - 63,30%,,,,,
swablu,swablu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,glacial-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
swablu,swablu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,glacial-cavern,walking-around,16 - 63,20%,,,,,
swablu,swablu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,icy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
swablu,swablu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,icy-cave,walking-around,16 - 63,19%,,,,,
swablu,swablu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-211-sinnoh-eastern-part,poke-radar,27 - 28,22%,,,,,
swablu,swablu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,16 - 63,19%,,Added after obtaining the National PokéDex,,,
swablu,swablu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,whiteout-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
swablu,swablu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,whiteout-cave,walking-around,16 - 63,19%,,,,,
swellow,swellow,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-213-sinnoh,poke-radar,20 - 22,22%,,,,,
swinub,swinub,brilliant-diamond-shining-pearl,brilliant-diamond,bogsunk-cavern,walking-around,16 - 63,40%,,,,,
swinub,swinub,brilliant-diamond-shining-pearl,shining-pearl,bogsunk-cavern,walking-around,16 - 63,50%,,,,,
swinub,swinub,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,glacial-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
swinub,swinub,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,glacial-cavern,walking-around,16 - 63,20%,,,,,
swinub,swinub,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,icy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
swinub,swinub,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,icy-cave,walking-around,16 - 63,19%,,,,,
swinub,swinub,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-217-sinnoh,swarm,34,40%,,,,,
swinub,swinub,brilliant-diamond-shining-pearl,brilliant-diamond,swampy-cave,walking-around,16 - 63,40%,,Added after obtaining the National PokéDex,,,
swinub,swinub,brilliant-diamond-shining-pearl,shining-pearl,swampy-cave,walking-around,16 - 63,50%,,Added after obtaining the National PokéDex,,,
swinub,swinub,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,whiteout-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
swinub,swinub,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,whiteout-cave,walking-around,16 - 63,19%,,,,,
tangela,tangela,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tangela,tangela,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tangrowth,tangrowth,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tangrowth,tangrowth,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tauros,tauros,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,big-bluff-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tauros,tauros,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tauros,tauros,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,glacial-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tauros,tauros,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tauros,tauros,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,icy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tauros,tauros,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tauros,tauros,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,rocky-cave,walking-around,16 - 63,varies,,Sandshrew,,,
tauros,tauros,brilliant-diamond-shining-pearl,brilliant-diamond,route-209-sinnoh,poke-radar,17,20%,,,,,
tauros,tauros,brilliant-diamond-shining-pearl,shining-pearl,route-209-sinnoh,poke-radar,16,2%,,,,,
tauros,tauros,brilliant-diamond-shining-pearl,brilliant-diamond,route-210-sinnoh-southern-part,poke-radar,19,20%,,,,,
tauros,tauros,brilliant-diamond-shining-pearl,shining-pearl,route-210-sinnoh-southern-part,poke-radar,20,2%,,,,,
tauros,tauros,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tauros,tauros,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tauros,tauros,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tauros,tauros,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,whiteout-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
teddiursa,teddiursa,brilliant-diamond-shining-pearl,shining-pearl,glacial-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
teddiursa,teddiursa,brilliant-diamond-shining-pearl,shining-pearl,glacial-cavern,walking-around,16 - 63,10%,,,,,
teddiursa,teddiursa,brilliant-diamond-shining-pearl,shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
teddiursa,teddiursa,brilliant-diamond-shining-pearl,shining-pearl,icy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
teddiursa,teddiursa,brilliant-diamond-shining-pearl,shining-pearl,rocky-cave,walking-around,16 - 63,30%,,,,,
teddiursa,teddiursa,brilliant-diamond-shining-pearl,shining-pearl,spacious-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
teddiursa,teddiursa,brilliant-diamond-shining-pearl,shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
teddiursa,teddiursa,brilliant-diamond-shining-pearl,shining-pearl,sunlit-cavern,walking-around,16 - 63,30%,,Added after obtaining the National PokéDex,,,
teddiursa,teddiursa,brilliant-diamond-shining-pearl,shining-pearl,whiteout-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
teddiursa,teddiursa,brilliant-diamond-shining-pearl,shining-pearl,whiteout-cave,walking-around,16 - 63,14.3%,,,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,canalave-city,surfing,20 - 30,60%,,,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fuego-ironworks,surfing,20 - 30,60%,,,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,iron-island-outside,surfing,20 - 30,60%,,,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,pastoria-city,surfing,20 - 30,60%,,,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-205-sinnoh-southern-part,surfing,20 - 30,60%,,,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-213-sinnoh,surfing,20 - 30,60%,,,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-218-sinnoh,surfing,20 - 30,60%,,,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-219-sinnoh,surfing,20 - 30,60%,,,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-220-sinnoh,surfing,20 - 30,60%,,,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-221-sinnoh,surfing,20 - 30,60%,,,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-222-sinnoh,surfing,20 - 30,60%,,,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
tentacool,tentacool,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,valley-windworks,surfing,20 - 30,60%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,canalave-city,surfing,20 - 40,5%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fuego-ironworks,surfing,20 - 40,5%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,iron-island-outside,surfing,20 - 40,5%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,pastoria-city,surfing,20 - 40,5%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,pokemon-league-sinnoh,surfing,35 - 45,65%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-205-sinnoh-southern-part,surfing,20 - 40,5%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-213-sinnoh,surfing,20 - 40,5%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-218-sinnoh,surfing,20 - 40,5%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-219-sinnoh,surfing,20 - 40,5%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-220-sinnoh,surfing,20 - 40,5%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-221-sinnoh,surfing,20 - 40,5%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-222-sinnoh,surfing,20 - 40,5%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-223-sinnoh,surfing,35 - 45,60%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-224-sinnoh,surfing,40 - 55,35%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-226-sinnoh,surfing,40 - 55,5%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-230-sinnoh,surfing,40 - 55,5%,,,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunyshore-city,surfing,35 - 45,60%,,Added after obtaining the National PokéDex,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
tentacruel,tentacruel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,valley-windworks,surfing,20 - 40,5%,,,,,
togepi,togepi,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,dazzling-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
togepi,togepi,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,dazzling-cave,walking-around,16 - 63,5%,,,,,
togepi,togepi,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,16 - 63,10%,,,,,
togepi,togepi,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-230-sinnoh,poke-radar,"18, 23",22%,,,,,
togepi,togepi,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stargleam-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
togepi,togepi,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stargleam-cavern,walking-around,16 - 63,5%,,Added after obtaining the National PokéDex,,,
torchic,torchic,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sandsear-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
torchic,torchic,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,typhlo-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
torchic,torchic,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,volcanic-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
torkoal,torkoal,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sandsear-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
torkoal,torkoal,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-227-sinnoh,poke-radar,"24, 55",22%,,,,,
torkoal,torkoal,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stark-mountain-outside,poke-radar,"24, 55",22%,,,,,
torkoal,torkoal,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,typhlo-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
torkoal,torkoal,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,volcanic-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
totodile,totodile,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
totodile,totodile,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
totodile,totodile,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
toxicroak,toxicroak,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,great-marsh,walking-tall-grass,"22, 24, 26",10%,,"Post-National PokéDex, 1/32 selection chance",,,
trapinch,trapinch,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,big-bluff-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
trapinch,trapinch,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,rocky-cave,walking-around,16 - 63,varies,,Sandshrew,,,
trapinch,trapinch,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-228-sinnoh,poke-radar,25,2%,,,,,
treecko,treecko,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
treecko,treecko,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
treecko,treecko,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
treecko,treecko,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tropius,tropius,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tropius,tropius,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tropius,tropius,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tropius,tropius,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
turtwig,turtwig,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,5%,,Added after obtaining the National PokéDex,,,
turtwig,turtwig,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,lake-verity-sinnoh,npc-gift,5,one,,,,,
turtwig,turtwig,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
turtwig,turtwig,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
turtwig,turtwig,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tyrogue,tyrogue,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tyrogue,tyrogue,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tyrogue,tyrogue,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-208-sinnoh,poke-radar,17 - 18,22%,,,,,
tyrogue,tyrogue,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-211-sinnoh-western-part,poke-radar,12 - 14,22%,,,,,
tyrogue,tyrogue,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tyrogue,tyrogue,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tyrogue,tyrogue,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
tyrogue,tyrogue,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,whiteout-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
unown,unown-a,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-b,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-c,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-d,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-seventh-big-room,walking-around,14 - 25,100%,,,,,
unown,unown-e,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-fifth-big-room,walking-around,14 - 25,100%,,,,,
unown,unown-exclamation,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-room-through-maniac-tunnel,walking-around,14 - 25,50%,,,,,
unown,unown-f,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-second-big-room,walking-around,14 - 25,100%,,,,,
unown,unown-g,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-h,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-i,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-fourth-big-room,walking-around,14 - 25,100%,,,,,
unown,unown-j,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-k,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-l,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-m,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
