item,generation,pocket,version_group,version
premier-ball,9,poke-balls,,
pretty-wing,5,items,,
pretty-wing,6,items,,
pretty-wing,7,items,,
pretty-wing,8,treasures,sword-shield,
pretty-wing,9,treasures,scarlet-violet,
primarium-z--held,7,z-crystals,,
prism-scale,5,items,black-2-white-2,
prism-scale,6,items,,
prism-scale,7,items,,
prism-scale,8,items,sword-shield,
prism-scale,9,items,scarlet-violet,
prison-bottle,6,key-items,omega-ruby-alpha-sapphire,
prison-bottle,7,key-items,,
prison-bottle,9,key-items,,
professors-mask,7,key-items,,
profs-letter,6,key-items,,
profs-letter,7,key-items,,
prop-case,5,key-items,,
prop-case,6,key-items,,
prop-case,7,key-items,,
prosciutto,9,picnic-items,scarlet-violet,
protective-pads,7,items,,
protective-pads,8,items,,
protective-pads,9,items,,
protector,4,items,,
protector,5,items,,
protector,6,items,,
protector,7,items,,
protector,8,items,sword-shield,
protein,1,items,,
protein,2,items,,
protein,3,items,,
protein,4,medicine,,
protein,5,medicine,,
protein,6,medicine,,
protein,7,medicine,,
protein,8,items,,
protein,9,items,,
przcureberry,2,items,,
psn-cure-berry,2,items,,
psychic-gem,5,items,,
psychic-gem,6,items,,
psychic-gem,7,items,,
psychic-memory,7,items,,
psychic-memory,8,items,,
psychic-seed,7,items,,
psychic-seed,8,items,,
psychic-seed,9,items,,
psychic-tera-shard,9,items,scarlet-violet,
psychium-z--held,7,z-crystals,sun-moon,
psyduck-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
pumkin-berry,3,berries,ruby-sapphire,
punching-glove,9,items,scarlet-violet,
pungent-root,8,ingredients,sword-shield,
pure-incense,4,items,,
pure-incense,5,items,,
pure-incense,6,items,,
pure-incense,7,items,,
pure-incense,8,items,sword-shield,
purple-nectar,7,items,,
purple-nectar,9,items,,
purple-petal,7,key-items,ultra-sun-ultra-moon,
qualot-berry,3,berries,ruby-sapphire,
qualot-berry,3,berries,emerald,emerald
qualot-berry,4,berries,,
qualot-berry,5,berries,,
qualot-berry,6,berries,,
qualot-berry,7,berries,,
qualot-berry,8,berries,,
qualot-berry,9,berries,,
question-marks,1,key-items,,
quick-ball,4,poke-balls,,
quick-ball,5,poke-balls,,
quick-ball,6,items,,
quick-ball,7,items,,
quick-ball,8,poke-balls,,
quick-ball,9,poke-balls,,
quick-candy,7,candy-jar,,
quick-candy-l,7,candy-jar,lets-go-pikachu-lets-go-eevee,
quick-candy-xl,7,candy-jar,,
quick-claw,2,items,,
quick-claw,3,items,,
quick-claw,4,items,,
quick-claw,5,held-items,,
quick-claw,6,items,,
quick-claw,7,items,,
quick-claw,8,items,,
quick-claw,9,items,,
quick-powder,4,items,,
quick-powder,5,items,,
quick-powder,6,items,,
quick-powder,7,items,,
quick-powder,8,items,sword-shield,
quiet-mint,8,items,sword-shield,
quiet-mint,9,items,scarlet-violet,
rabuta-berry,3,berries,ruby-sapphire,
rabuta-berry,3,berries,emerald,emerald
rabuta-berry,3,berry-pouch,firered-leafgreen,
rabuta-berry,4,berries,,
rabuta-berry,5,berries,,
rabuta-berry,6,berries,,
rabuta-berry,7,berries,,
rabuta-berry,8,berries,,
radiant-petal,8,key-items,,
rage-candy-bar,2,items,,
rage-candy-bar,4,key-items,heartgold-soulsilver,
rage-candy-bar,5,medicine,,
rage-candy-bar,6,medicine,,
rage-candy-bar,7,medicine,,
rage-candy-bar,8,medicine,,
raikou-treat,9,key-items,scarlet-violet,
rainbow-feather,2,key-items,,
rainbow-feather,4,key-items,heartgold-soulsilver,
rainbow-feather,5,key-items,,
rainbow-feather,6,key-items,,
rainbow-feather,7,key-items,,
rainbow-flower,7,key-items,ultra-sun-ultra-moon,
rainbow-pass,3,key-items,firered-leafgreen,
rainbow-pass,3,key-items,emerald,emerald
rainbow-slate,8,treasures,brilliant-diamond-shining-pearl,
rare-bone,4,items,,
rare-bone,5,items,,
rare-bone,6,items,,
rare-bone,7,items,,
rare-bone,8,treasures,sword-shield,
rare-bone,9,treasures,scarlet-violet,
rare-candy,1,items,,
rare-candy,2,items,,
rare-candy,3,items,,
rare-candy,4,medicine,,
rare-candy,5,medicine,,
rare-candy,6,medicine,,
rare-candy,7,medicine,lets-go-pikachu-lets-go-eevee,
rare-candy,8,items,,
rare-candy,9,items,,
rash-mint,8,items,,
rash-mint,9,items,,
rattata-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
rawst-berry,3,berries,ruby-sapphire,
rawst-berry,3,berries,emerald,emerald
rawst-berry,4,berries,,
rawst-berry,5,berries,,
rawst-berry,6,berries,,
rawst-berry,7,berries,,
rawst-berry,8,berries,sword-shield,
rawst-berry,9,berries,,
rayquaza-treat,9,key-items,scarlet-violet,
razor-claw,4,items,,
razor-claw,5,items,,
razor-claw,8,items,,
razor-claw,9,items,,
razor-fang,4,items,,
razor-fang,5,items,,
razor-fang,6,items,,
razor-fang,7,items,,
razor-fang,8,items,sword-shield,
razz-berry,3,berries,ruby-sapphire,
razz-berry,3,berries,emerald,emerald
razz-berry,3,berry-pouch,firered-leafgreen,
razz-berry,4,berries,,
razz-berry,5,berries,,
razz-berry,6,berries,,
razz-berry,7,berries,sun-moon,
razz-berry,7,berries,ultra-sun-ultra-moon,
razz-berry,7,catching-pocket,lets-go-pikachu-lets-go-eevee,
razz-berry,8,berries,sword-shield,
razz-berry,8,berries,brilliant-diamond-shining-pearl,
reaper-cloth,4,items,,
reaper-cloth,5,items,,
reaper-cloth,6,items,,
reaper-cloth,7,items,,
reaper-cloth,8,items,sword-shield,
red-apricorn,2,items,,
red-apricorn,4,items,heartgold-soulsilver,
red-apricorn,8,items,sword-shield,
red-apricorn,9,items,scarlet-violet,
red-bell-pepper,9,picnic-items,scarlet-violet,
red-card,5,items,,
red-card,6,items,,
red-card,7,items,,
red-card,8,items,,
red-card,9,items,,
red-chain,4,key-items,,
red-chain,5,key-items,,
red-chain,6,key-items,,
red-chain,7,key-items,,
red-dish,9,picnic-items,scarlet-violet,
red-flag-pick,9,picnic-items,scarlet-violet,
red-flute,3,items,,
red-flute,4,battle-items,,
red-flute,5,items,,
red-flute,6,items,x-y,
red-flute,6,medicine,omega-ruby-alpha-sapphire,
red-flute,7,medicine,,
red-nectar,7,items,,
red-nectar,9,items,,
red-onion,9,picnic-items,scarlet-violet,
red-orb,3,key-items,,
red-orb,4,key-items,heartgold-soulsilver,
red-orb,5,key-items,,
red-orb,6,items,,
red-orb,7,items,,
red-petal,7,key-items,ultra-sun-ultra-moon,
red-poke-ball-pick,9,picnic-items,,
red-scale,2,key-items,,
red-scale,4,key-items,heartgold-soulsilver,
red-scale,5,key-items,,
red-scale,6,key-items,,
red-scale,7,key-items,,
red-scarf,3,items,,
red-scarf,4,items,,
red-scarf,5,items,,
red-scarf,6,items,,
red-scarf,7,items,,
red-scarf,8,items,,
red-shard,3,items,,
red-shard,4,items,,
red-shard,5,items,,
red-shard,6,items,,
red-shard,7,items,,
red-shard,8,items,sword-shield,
reins-of-unity,8,key-items,,
reins-of-unity,9,key-items,,
relaxed-mint,8,items,sword-shield,
relaxed-mint,9,items,scarlet-violet,
relic-band,5,items,,
relic-band,6,items,,
relic-band,7,items,,
relic-copper,5,items,,
relic-copper,6,items,,
relic-copper,7,items,,
relic-crown,5,items,,
relic-crown,6,items,,
relic-crown,7,items,,
relic-gold,5,items,,
relic-gold,6,items,,
relic-gold,7,items,,
relic-silver,5,items,,
relic-silver,6,items,,
relic-silver,7,items,,
relic-statue,5,items,,
relic-statue,6,items,,
relic-statue,7,items,,
relic-vase,5,items,,
relic-vase,6,items,,
relic-vase,7,items,,
remedy,8,medicine,,
repeat-ball,3,poke-balls,,
repeat-ball,4,poke-balls,,
repeat-ball,5,items,,
repeat-ball,6,items,,
repeat-ball,7,items,,
repeat-ball,8,poke-balls,,
repeat-ball,9,poke-balls,,
repel,1,items,,
repel,2,items,,
repel,3,items,,
repel,4,items,,
repel,5,items,,
repel,6,items,,
repel,7,items,,
repel,8,items,sword-shield,
reply-mail,5,items,,
reset-urge,5,items,black-white,
reset-urge,5,items,black-2-white-2,
reshiram-treat,9,key-items,,
resist-wing,5,medicine,,
resist-wing,6,medicine,,
resist-wing,7,medicine,,
resist-wing,8,items,,
resist-wing,9,items,,
resist-mochi,9,items,,
retro-mail,3,items,,
reveal-glass,5,key-items,black-2-white-2,
reveal-glass,6,key-items,,
reveal-glass,7,key-items,,
reveal-glass,8,key-items,sword-shield,
reveal-glass,9,key-items,,
revival-herb,2,items,,
revival-herb,3,items,,
revival-herb,4,medicine,,
revival-herb,5,medicine,,
revival-herb,6,medicine,,
revival-herb,7,medicine,,
revival-herb,8,medicine,,
revival-herb,9,medicine,,
revive,1,items,,
revive,2,items,,
revive,3,items,,
revive,4,medicine,,
revive,5,medicine,,
revive,6,medicine,,
revive,7,medicine,,
revive,8,medicine,,
revive,9,medicine,,
rhyhorn-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
ribbon-sweet,8,items,sword-shield,
rice,9,picnic-items,scarlet-violet,
rich-mulch,6,items,,
rich-mulch,7,items,,
ride-pager,7,key-items,sun-moon,
riding-wear,7,key-items,sun-moon,
rindo-berry,4,berries,,
rindo-berry,5,berries,,
rindo-berry,6,berries,,
rindo-berry,7,berries,,
rindo-berry,8,berries,,
rindo-berry,9,berries,,
ring-target,5,items,,
ring-target,6,items,,
ring-target,7,items,,
ring-target,8,items,,
ring-target,9,items,,
rock-gem,5,items,,
rock-gem,6,items,,
rock-gem,7,items,,
rock-incense,4,items,,
rock-incense,5,items,,
rock-incense,6,items,,
rock-incense,7,items,,
rock-incense,8,items,sword-shield,
rock-memory,7,items,,
rock-memory,8,items,,
rock-tera-shard,9,items,scarlet-violet,
rockium-z--held,7,z-crystals,,
rocky-helmet,5,items,,
rocky-helmet,6,items,,
rocky-helmet,7,items,,
rocky-helmet,8,items,,
rocky-helmet,9,items,,
roller-skates,6,key-items,,
roller-skates,7,key-items,,
room-service,8,items,sword-shield,
room-service,9,items,scarlet-violet,
root-fossil,3,key-items,,
root-fossil,4,items,,
root-fossil,5,items,,
root-fossil,6,items,,
root-fossil,7,items,,
root-fossil,8,treasures,sword-shield,
rose-incense,4,items,,
rose-incense,5,items,,
rose-incense,6,items,,
rose-incense,7,items,,
rose-incense,8,items,sword-shield,
roseli-berry,6,berries,,
roseli-berry,7,berries,,
roseli-berry,8,berries,,
roseli-berry,9,berries,,
roto-stick,9,key-items,scarlet-violet,
rotom-bike,8,key-items,,
rotom-catalog,8,key-items,,
rotom-catalog,9,key-items,,
rotom-phone,9,key-items,,
rotom-pokedex,7,key-items,sun-moon,
rowap-berry,4,berries,,
rowap-berry,5,berries,,
rowap-berry,6,berries,,
rowap-berry,7,berries,,
rowap-berry,8,berries,,
rowap-berry,9,berries,,
rsvp-mail,5,items,,
ruby,3,key-items,firered-leafgreen,
ruby,3,key-items,emerald,emerald
rusted-shield,8,items,sword-shield,
rusted-shield,9,items,scarlet-violet,
rusted-sword,8,items,sword-shield,
rusted-sword,9,items,scarlet-violet,
sablenite,6,items,omega-ruby-alpha-sapphire,
sablenite,7,items,,
sachet,6,items,,
sachet,7,items,,
sachet,8,items,sword-shield,
sacred-ash,2,items,,
sacred-ash,3,items,,
sacred-ash,4,medicine,,
sacred-ash,5,medicine,,
sacred-ash,6,medicine,,
sacred-ash,7,medicine,,
sacred-ash,8,medicine,,
safari-ball,1,key-items,,
safari-ball,3,poke-balls,,
safari-ball,4,poke-balls,,
safari-ball,5,items,,
safari-ball,6,items,,
safari-ball,7,items,,
safari-ball,8,poke-balls,,
safari-ball,9,poke-balls,,
safety-goggles,6,items,,
safety-goggles,7,items,,
safety-goggles,8,items,,
safety-goggles,9,items,,
sail-fossil,6,items,,
sail-fossil,7,items,,
salac-berry,3,berries,ruby-sapphire,
salac-berry,3,berries,emerald,emerald
salac-berry,3,berry-pouch,firered-leafgreen,
salac-berry,4,berries,,
salac-berry,5,berries,,
salac-berry,6,berries,,
salac-berry,7,berries,,
salac-berry,8,berries,,
salac-berry,9,berries,,
salad-mix,8,ingredients,sword-shield,
salamencite,6,items,omega-ruby-alpha-sapphire,
salamencite,7,items,,
salt,9,picnic-items,scarlet-violet,
salty-herba-mystica,9,picnic-items,scarlet-violet,
sandshrew-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
sandwich,9,key-items,scarlet-violet,
sapphire,3,key-items,firered-leafgreen,
sapphire,3,key-items,emerald,emerald
sassy-mint,8,items,sword-shield,
sassy-mint,9,items,scarlet-violet,
sausages,8,ingredients,sword-shield,
scanner,3,key-items,,
scanner,6,key-items,omega-ruby-alpha-sapphire,
scanner,7,key-items,,
scarlet-book,9,key-items,scarlet-violet,
sceptilite,6,items,omega-ruby-alpha-sapphire,
sceptilite,7,items,,
scizorite,6,items,,
scizorite,7,items,,
scope-lens,2,items,,
scope-lens,3,items,,
scope-lens,4,items,,
scope-lens,5,items,,
scope-lens,6,items,,
scope-lens,7,items,,
scope-lens,8,items,,
scope-lens,9,items,,
scroll-of-darkness,9,key-items,scarlet-violet,
scroll-of-waters,9,key-items,scarlet-violet,
scyther-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
sea-incense,3,items,,
sea-incense,4,items,,
sea-incense,5,items,,
sea-incense,6,items,,
sea-incense,7,items,,
sea-incense,8,items,sword-shield,
secret-key,1,key-items,,
secret-key,3,key-items,firered-leafgreen,
secret-key,3,key-items,emerald,emerald
secret-key,7,items,lets-go-pikachu-lets-go-eevee,
secret-key-sinnoh,4,key-items,platinum,platinum
secret-key-sinnoh,5,key-items,,
secret-key-sinnoh,6,key-items,,
secret-key-sinnoh,7,key-items,,
secret-key-sinnoh,8,key-items,brilliant-diamond-shining-pearl,
secret-medicine,2,key-items,,
secret-medicine,4,key-items,,
secret-medicine,5,key-items,,
secret-medicine,6,key-items,,
secret-medicine,7,key-items,,
secret-medicine,8,key-items,brilliant-diamond-shining-pearl,
seel-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
serious-mint,8,items,sword-shield,
serious-mint,9,items,scarlet-violet,
shaderoot-carrot,8,key-items,,
shadow-mail,3,items,,
shalour-sable,6,medicine,,
shalour-sable,7,medicine,,
shalour-sable,8,medicine,,
shalour-sable,9,medicine,,
sharp-beak,2,items,,
sharp-beak,3,items,,
sharp-beak,4,items,,
sharp-beak,5,items,,
sharp-beak,6,items,,
sharp-beak,7,items,,
sharp-beak,8,items,,
sharp-beak,9,items,,
sharpedonite,6,items,omega-ruby-alpha-sapphire,
sharpedonite,7,items,,
shed-shell,4,items,,
shed-shell,5,items,,
shed-shell,6,items,,
shed-shell,7,items,,
shed-shell,8,items,,
shed-shell,9,items,,
shell-bell,3,items,,
shell-bell,4,items,,
shell-bell,5,items,,
shell-bell,6,items,,
shell-bell,7,items,,
shell-bell,8,items,,
shell-bell,9,items,,
shellder-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
shiny-charm,5,key-items,black-2-white-2,
shiny-charm,6,key-items,,
shiny-charm,7,key-items,,
shiny-charm,8,key-items,,
shiny-charm,9,key-items,,
shiny-stone,4,items,,
shiny-stone,8,items,,
shiny-stone,9,items,,
shoal-salt,3,items,,
shoal-salt,4,items,,
shoal-salt,5,items,,
shoal-salt,6,items,,
shoal-salt,7,items,,
shoal-shell,3,items,,
shoal-shell,4,items,,
shoal-shell,5,items,,
shoal-shell,6,items,,
shoal-shell,7,items,,
shock-drive,5,held-items,,
shock-drive,6,items,,
shock-drive,7,items,,
shuca-berry,4,berries,,
shuca-berry,5,berries,,
shuca-berry,6,berries,,
shuca-berry,7,berries,,
shuca-berry,8,berries,,
shuca-berry,9,berries,,
silk-scarf,3,items,,
silk-scarf,4,items,,
silk-scarf,5,items,,
silk-scarf,6,items,,
silk-scarf,7,items,,
silk-scarf,8,items,,
silk-scarf,9,items,,
silph-scope,1,key-items,,
silph-scope,3,key-items,firered-leafgreen,
silph-scope,7,items,lets-go-pikachu-lets-go-eevee,
silver-bottle,9,picnic-items,scarlet-violet,
silver-cup,9,picnic-items,scarlet-violet,
silver-feather,2,key-items,,
silver-feather,4,key-items,heartgold-soulsilver,
silver-feather,5,key-items,,
silver-feather,6,key-items,,
silver-feather,7,key-items,,
silver-leaf,2,items,,
silver-leaf,7,items,,
silver-nanab-berry,7,catching-pocket,,
silver-pick,9,picnic-items,,
silver-pinap-berry,7,catching-pocket,,
silver-powder,2,items,,
silver-powder,3,items,,
silver-powder,4,items,,
silver-powder,5,items,,
silver-powder,6,items,,
silver-powder,7,items,,
silver-powder,8,items,,
silver-powder,9,items,,
silver-razz-berry,7,catching-pocket,,
simple-chairs,9,picnic-items,scarlet-violet,
sitrus-berry,3,berries,ruby-sapphire,
sitrus-berry,3,berries,emerald,emerald
sitrus-berry,3,berry-pouch,firered-leafgreen,
sitrus-berry,4,berries,,
skull-fossil,4,items,,
skull-fossil,5,items,,
skull-fossil,6,items,,
skull-fossil,7,items,,
skull-fossil,8,treasures,brilliant-diamond-shining-pearl,
sky-plate,4,items,,
sky-plate,5,items,,
sky-plate,6,items,,
sky-plate,7,items,,
sky-plate,8,items,brilliant-diamond-shining-pearl,
sky-plate,9,items,,
slowbronite,6,items,omega-ruby-alpha-sapphire,
slowbronite,7,items,,
slowpoke-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
slowpoke-cup,9,picnic-items,scarlet-violet,
slowpoke-tail,2,items,,
slowpoke-tail,4,key-items,heartgold-soulsilver,
slowpoke-tail,5,key-items,,
slowpoke-tail,6,key-items,,
slowpoke-tail,7,key-items,,
small-bouquet,7,items,,
smart-candy,7,candy-jar,,
smart-candy-l,7,candy-jar,,
smart-candy-xl,7,candy-jar,,
smiling-vee-pick,9,picnic-items,,
smoke-ball,2,items,,
smoke-ball,3,items,,
smoke-ball,4,items,,
smoke-ball,5,items,,
smoke-ball,6,items,,
smoke-ball,7,items,,
smoke-ball,8,items,,
smoke-ball,9,items,,
smoke-poke-tail,8,ingredients,sword-shield,
smoked-fillet,9,picnic-items,scarlet-violet,
smooth-rock,4,items,,
smooth-rock,5,items,,
smooth-rock,6,items,,
smooth-rock,7,items,,
smooth-rock,8,items,,
smooth-rock,9,items,,
snorlax-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
snorlium-z--held,7,z-crystals,,
snow-mail,4,mail,,
snowball,6,items,,
snowball,7,items,,
snowball,8,items,sword-shield,
snowball,9,items,,
soda-pop,1,items,,
soda-pop,4,medicine,,
soft-sand,2,items,,
soft-sand,3,items,,
soft-sand,4,items,,
soft-sand,5,items,,
soft-sand,6,items,,
soft-sand,7,items,,
soft-sand,8,items,,
soft-sand,9,items,,
solgaleo-treat,9,key-items,scarlet-violet,
solganium-z--held,7,z-crystals,ultra-sun-ultra-moon,
sonias-book,8,key-items,sword-shield,
soot-sack,3,key-items,,
soot-sack,6,key-items,omega-ruby-alpha-sapphire,
soot-sack,7,key-items,,
soothe-bell,3,items,,
soothe-bell,4,items,,
soothe-bell,5,items,,
soothe-bell,6,items,,
soothe-bell,7,items,,
soothe-bell,8,items,,
soothe-bell,9,items,,
soul-dew,3,items,,
soul-dew,4,items,,
soul-dew,5,items,,
soul-dew,6,items,,
soul-dew,7,items,,
soul-dew,8,items,sword-shield,
soul-slate,8,treasures,brilliant-diamond-shining-pearl,
sour-herba-mystica,9,picnic-items,scarlet-violet,
space-mail,4,mail,,
sparkling-stone,7,key-items,,
spearow-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
spectrier-treat,9,key-items,scarlet-violet,
spell-tag,2,items,,
spell-tag,3,items,,
spell-tag,4,items,,
spell-tag,5,items,,
spell-tag,6,items,,
spell-tag,7,items,,
spell-tag,8,items,,
spell-tag,9,items,,
spelon-berry,3,berries,ruby-sapphire,
spelon-berry,3,berries,emerald,emerald
spelon-berry,3,berry-pouch,firered-leafgreen,
spelon-berry,4,berries,,
spelon-berry,5,berries,,
spelon-berry,6,berries,,
spelon-berry,7,berries,,
spelon-berry,8,berries,,
spice-mix,8,ingredients,sword-shield,
spicy-herba-mystica,9,picnic-items,scarlet-violet,
splash-plate,4,items,,
splash-plate,5,items,,
splash-plate,6,items,,
splash-plate,7,items,,
splash-plate,8,items,brilliant-diamond-shining-pearl,
splash-plate,9,items,,
spooky-chairs,9,picnic-items,scarlet-violet,
spooky-plate,4,items,,
spooky-plate,5,items,,
spooky-plate,6,items,,
spooky-plate,7,items,,
spooky-plate,8,items,brilliant-diamond-shining-pearl,
spooky-plate,9,items,,
spooky-tablecloth,9,picnic-items,scarlet-violet,
sport-ball,2,poke-balls,,
sport-ball,4,poke-balls,heartgold-soulsilver,
sport-ball,5,items,,
sport-ball,6,items,,
sport-ball,7,items,,
sport-ball,8,poke-balls,,
sport-ball,9,poke-balls,,
sprayduck,4,key-items,,
sprayduck,5,key-items,,
sprayduck,6,key-items,,
sprayduck,7,key-items,,
sprayduck,8,key-items,brilliant-diamond-shining-pearl,
sprinklotad,6,key-items,,
sprinklotad,7,key-items,,
squall-slate,8,treasures,,
squirt-bottle,2,key-items,,
squirt-bottle,4,key-items,heartgold-soulsilver,
squirt-bottle,5,key-items,,
squirt-bottle,6,key-items,,
squirt-bottle,7,key-items,,
squirtle-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
ss-ticket,1,key-items,,
ss-ticket,2,key-items,,
ss-ticket,3,key-items,,
ss-ticket,4,key-items,,
ss-ticket,5,key-items,,
ss-ticket,6,key-items,,
ss-ticket,7,items,,
stable-mulch,4,items,,
stable-mulch,5,items,,
stable-mulch,6,items,,
stable-mulch,7,items,,
star-piece,2,items,,
star-piece,3,items,,
star-piece,4,items,,
star-piece,5,items,,
star-piece,6,items,,
star-piece,7,items,,
star-piece,8,treasures,sword-shield,
star-piece,9,treasures,scarlet-violet,
star-sweet,8,items,sword-shield,
stardust,2,items,,
stardust,8,treasures,sword-shield,
stardust,9,treasures,scarlet-violet,
starf-berry,3,berries,ruby-sapphire,
starf-berry,3,berries,emerald,emerald
starf-berry,3,berry-pouch,firered-leafgreen,
starf-berry,4,berries,,
starf-berry,5,berries,,
starf-berry,6,berries,,
starf-berry,7,berries,,
starf-berry,8,berries,,
starf-berry,9,berries,,
staryu-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
steel-bottle-b,9,picnic-items,scarlet-violet,
steel-bottle-r,9,picnic-items,scarlet-violet,
steel-bottle-y,9,picnic-items,,
steel-gem,5,items,,
steel-gem,6,items,,
steel-gem,7,items,,
steel-mail,4,mail,,
steel-memory,7,items,,
steel-memory,8,items,,
steel-tera-shard,9,items,,
steelium-z--held,7,z-crystals,,
steelixite,6,items,omega-ruby-alpha-sapphire,
steelixite,7,items,,
stellar-tera-shard,9,items,,
sticker-case,4,key-items,,
sticker-case,5,key-items,,
sticker-case,6,key-items,,
sticker-case,7,key-items,,
sticky-barb,4,items,,
sticky-barb,5,items,,
sticky-barb,6,items,,
sticky-barb,7,items,,
sticky-barb,8,items,,
sticky-barb,9,items,,
sticky-glob,8,items,,
stone-plate,4,items,,
stone-plate,5,items,,
stone-plate,6,items,,
stone-plate,7,items,,
stone-plate,8,items,brilliant-diamond-shining-pearl,
stone-plate,9,items,,
storage-key,3,key-items,,
storage-key,6,key-items,omega-ruby-alpha-sapphire,
storage-key,7,key-items,,
storage-key--galactic-warehouse,4,key-items,,
storage-key--galactic-warehouse,5,key-items,,
storage-key--galactic-warehouse,6,key-items,,
storage-key--galactic-warehouse,7,key-items,,
storage-key--galactic-warehouse,8,key-items,brilliant-diamond-shining-pearl,
strange-ball,8,poke-balls,,
strange-ball,9,poke-balls,,
strange-souvenir,6,items,,
strange-souvenir,7,items,,
stratospheric-slate,8,treasures,,
strawberry,9,picnic-items,scarlet-violet,
strawberry-sweet,8,items,sword-shield,
stretchy-spring,7,items,,
striped-bottle,9,picnic-items,scarlet-violet,
striped-chairs,9,picnic-items,scarlet-violet,
striped-cup,9,picnic-items,scarlet-violet,
striped-tablecloth,9,picnic-items,scarlet-violet,
style-card,8,key-items,sword-shield,
suicune-treat,9,key-items,,
suite-key,4,key-items,,
suite-key,5,key-items,,
suite-key,6,key-items,,
suite-key,7,key-items,,
suite-key,8,key-items,brilliant-diamond-shining-pearl,
sun-flute,7,key-items,,
sun-stone,2,items,,
sun-stone,3,items,,
sun-stone,4,items,,
sun-stone,5,items,,
sun-stone,6,items,,
sun-stone,7,items,,
sun-stone,8,items,,
sun-stone,9,items,,
sunrise-flower-pick,9,picnic-items,scarlet-violet,
sunset-flower-pick,9,picnic-items,scarlet-violet,
super-lure,7,items,,
super-potion,1,items,,
super-potion,2,items,,
super-potion,3,items,,
super-potion,4,medicine,,
super-potion,5,medicine,,
super-potion,6,medicine,,
super-potion,7,medicine,,
super-potion,8,medicine,,
super-potion,9,medicine,,
super-repel,1,items,,
super-repel,2,items,,
super-repel,3,items,,
super-repel,4,items,,
super-repel,5,items,,
super-repel,6,items,,
super-repel,7,items,,
super-repel,8,items,sword-shield,
super-rod,1,key-items,,
super-rod,2,key-items,,
super-rod,3,key-items,,
super-rod,4,key-items,,
super-rod,5,key-items,,
super-rod,6,key-items,,
super-rod,7,key-items,,
super-rod,8,key-items,brilliant-diamond-shining-pearl,
superb-remedy,8,medicine,,
surf-mail,2,items,,
surge-badge,7,key-items,ultra-sun-ultra-moon,
surprise-mulch,6,items,,
surprise-mulch,7,items,,
swampertite,6,items,omega-ruby-alpha-sapphire,
swampertite,7,items,,
swap-snack,8,items,,
sweet-apple,8,items,sword-shield,
sweet-apple,9,items,scarlet-violet,
sweet-heart,5,medicine,,
sweet-heart,6,medicine,,
sweet-heart,7,medicine,,
sweet-heart,8,medicine,,
sweet-herba-mystica,9,picnic-items,scarlet-violet,
swift-wing,5,medicine,,
swift-wing,6,medicine,,
swift-wing,7,medicine,,
swift-wing,8,items,sword-shield,
swift-wing,9,items,scarlet-violet,
swift-mochi,9,items,scarlet-violet,
synchro-machine,9,key-items,scarlet-violet,
syrupy-apple,9,items,scarlet-violet,
tamato-berry,3,berries,ruby-sapphire,
tamato-berry,3,berries,emerald,emerald
tamato-berry,3,berry-pouch,firered-leafgreen,
tamato-berry,4,berries,,
tamato-berry,5,berries,,
tamato-berry,6,berries,,
tamato-berry,7,berries,,
tamato-berry,8,berries,,
tamato-berry,9,berries,,
tanga-berry,4,berries,,
tanga-berry,5,berries,,
tanga-berry,6,berries,,
tanga-berry,7,berries,,
tanga-berry,8,berries,,
tanga-berry,9,berries,,
tangela-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
tapunium-z--held,7,z-crystals,,
tart-apple,8,items,sword-shield,
tart-apple,9,items,scarlet-violet,
tauros-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
tea,3,key-items,firered-leafgreen,
tea,3,key-items,emerald,emerald
tea,7,items,lets-go-pikachu-lets-go-eevee,
teachy-tv,3,key-items,firered-leafgreen,
teachy-tv,3,key-items,emerald,emerald
teal-mask,9,key-items,scarlet-violet,
teal-style-card,9,key-items,,
tectonic-slate,8,treasures,brilliant-diamond-shining-pearl,
tempting-charm,8,items,,
tentacool-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
tera-orb,9,key-items,scarlet-violet,
terrain-extender,7,items,,
terrain-extender,8,items,,
terrain-extender,9,items,,
terrakion-treat,9,key-items,scarlet-violet,
teru-sama,2,items,,
thanks-mail,5,items,,
thick-club,2,items,,
thick-club,8,items,sword-shield,
throat-spray,8,items,sword-shield,
throat-spray,9,items,scarlet-violet,
thunder-stone,1,items,,
thunder-stone,8,items,sword-shield,
thunder-stone,9,items,scarlet-violet,
tidal-bell,4,key-items,heartgold-soulsilver,
tidal-bell,5,key-items,,
tidal-bell,6,key-items,,
tidal-bell,7,key-items,,
timer-ball,3,poke-balls,,
