identifier,id,category,category_pokedb,cost,fling_power,fling_effect,introduced_generation,flags,is_consumable,is_holdable,is_field_usable,is_battle_usable,description,source
steel-bottle-y,2051,picnic,picnic-items,1500,,,9,,0,0,0,0,A stainless steel bottle used as a decorative item during picnics.,both
steel-bottle-b,2052,picnic,picnic-items,1500,,,9,,0,0,0,0,A decorative stainless steel bottle used to decorate the player's picnic.,both
silver-bottle,2053,picnic,picnic-items,20000,,,9,,0,0,0,0,A titanium bottle used solely as a decorative item during picnics.,both
barred-cup,2054,picnic,picnic-items,800,,,9,,0,0,0,0,A decorative cup used to embellish the player's picnic setup.,both
diamond-pattern-cup,2055,picnic,picnic-items,800,,,9,,0,0,0,0,A decorative cup used to customize the player's picnic setup.,both
fire-pattern-cup,2056,picnic,picnic-items,800,,,9,,0,0,0,0,A decorative cup used to customize the appearance of the player's picnic setup.,both
pink-cup,2057,picnic,picnic-items,1500,,,9,,0,0,0,0,A decorative picnic cup with no practical use other than appearance.,both
blue-cup,2058,picnic,picnic-items,1500,,,9,,0,0,0,0,A decorative picnic item used to customize the appearance of the player's picnic.,both
yellow-cup,2059,picnic,picnic-items,1500,,,9,,0,0,0,0,A decorative picnic item used to decorate the player's picnic.,both
pikachu-cup,2060,picnic,picnic-items,2000,,,9,,0,0,0,0,A decorative picnic cup themed after Pikachu with no practical gameplay use.,both
eevee-cup,2061,picnic,picnic-items,2000,,,9,,,,0,0,"A decorative cup used during picnics, designed for fans of Eevee.",both
slowpoke-cup,2062,picnic,picnic-items,2000,,,9,,0,0,0,0,A decorative cup used to decorate the player's picnic.,both
silver-cup,2063,picnic,picnic-items,20000,,,9,,0,0,0,0,A titanium cup used purely as decoration during picnics.,both
exercise-ball,2064,picnic,picnic-items,2000,,,9,,0,0,0,0,A big ball designed for exercising that can be brought out during a picnic.,both
plaid-tablecloth-y,2065,picnic,picnic-items,3000,,,9,,0,0,0,0,A sturdy yellow plaid tablecloth used to decorate the player's picnic.,both
plaid-tablecloth-b,2066,picnic,picnic-items,3000,,,9,,0,0,1,0,A sturdy tablecloth made of thick fabric used to decorate the player's picnic.,both
plaid-tablecloth-r,2067,picnic,picnic-items,3000,,,9,,,,,,A red plaid picnic tablecloth used to decorate the player's picnic table.,both
bw-grass-tablecloth,2068,picnic,picnic-items,0,,,9,,0,0,0,0,A decorative picnic tablecloth with a black-and-white grass-themed design.,both
battle-tablecloth,2069,picnic,picnic-items,4000,,,9,,0,0,1,0,A decorative picnic tablecloth meant to inspire people and Pokémon during picnics.,both
monstrous-tablecloth,2070,picnic,picnic-items,2000,,,9,,0,0,0,0,A decorative tablecloth used during picnics with no practical effect.,both
striped-tablecloth,2071,picnic,picnic-items,1500,,,9,,0,0,0,0,A decorative picnic tablecloth with a fashionable striped pattern.,both
diamond-tablecloth,2072,picnic,picnic-items,1500,,,9,,0,0,1,0,A decorative picnic tablecloth with a fashionable diamond pattern.,both
polka-dot-tablecloth,2073,picnic,picnic-items,1500,,,9,,0,0,0,0,A tablecloth with a fashionable polka-dot pattern used to decorate the player's picnic.,both
lilac-tablecloth,2074,picnic,picnic-items,1000,,,9,,0,0,0,0,A light purple tablecloth used to decorate the player's picnic.,both
mint-tablecloth,2075,picnic,picnic-items,1000,,,9,,0,0,0,0,A light mint-colored tablecloth used to decorate the player's picnic.,both
peach-tablecloth,2076,picnic,picnic-items,1000,,,9,,0,0,0,0,A light peach-colored tablecloth used to decorate the player's picnic.,both
yellow-tablecloth,2077,picnic,picnic-items,5000,,,9,,0,0,1,0,A simple yellow tablecloth used to decorate the player's picnic.,both
blue-tablecloth,2078,picnic,picnic-items,5000,,,9,,0,0,0,0,A simple blue tablecloth used to decorate the player's picnic.,both
pink-tablecloth,2079,picnic,picnic-items,5000,,,9,,0,0,0,0,A simple pink tablecloth used to decorate the player's picnic.,both
gold-bottle,2080,picnic,picnic-items,30000,,,9,,0,0,0,0,"A decorative picnic item made of titanium that does not rust, even when holding high-sodium drinks.",both
bronze-bottle,2081,picnic,picnic-items,10000,,,9,,0,0,1,0,A decorative picnic item made of titanium that does not rust.,both
gold-cup,2082,picnic,picnic-items,15000,,,9,,0,0,0,0,"A decorative picnic item made of titanium that does not rust, even when used to hold drinks with high sodium content.",both
bronze-cup,2083,picnic,picnic-items,5000,,,9,,0,0,0,0,A decorative picnic item made of titanium that does not rust.,both
green-poke-ball-pick,2084,picnic,picnic-items,200,,,9,,,,,,A sandwich pick with a simple green Poké Ball design used to complete sandwiches during picnics.,both
red-poke-ball-pick,2085,picnic,picnic-items,200,,,9,,,,1,0,"A picnic pick used to complete sandwiches, featuring a simple red Poké Ball design.",both
party-sparkler-pick,2086,picnic,picnic-items,1600,,,9,,1,0,1,0,"A picnic pick with a small sparkler, used to complete sandwiches made during picnics.",both
heroic-sword-pick,2087,picnic,picnic-items,2000,,,9,,,0,1,0,A decorative pick used to complete a sandwich during a picnic.,both
magical-star-pick,2088,picnic,picnic-items,600,,,9,,1,0,1,0,A pick shaped after a magic wand used to complete a sandwich during a picnic.,both
magical-heart-pick,2089,picnic,picnic-items,600,,,9,,,0,1,0,A pick shaped after a magic wand that is used to complete a sandwich during a picnic.,both
parasol-pick,2090,picnic,picnic-items,800,,,9,,,,,,A picnic item used to complete a sandwich made during a picnic.,both
blue-sky-flower-pick,2091,picnic,picnic-items,1000,,,9,,,,,,A flower pick designed to evoke a blue sky that can be used to complete a sandwich during a picnic.,both
sunset-flower-pick,2092,picnic,picnic-items,1000,,,9,,,0,,0,A flower pick designed to evoke a blazing sunset that is used to complete sandwiches during picnics.,both
sunrise-flower-pick,2093,picnic,picnic-items,1000,,,9,,,,,,A picnic item used to help complete a sandwich during a picnic.,both
blue-dish,2094,picnic,picnic-items,0,,,9,,0,0,0,0,A decorative dish used during picnics with no practical effect.,both
green-dish,2095,picnic,picnic-items,0,,,9,,0,0,1,0,A dish for picnics used as the default plate during sandwich making.,both
orange-dish,2096,picnic,picnic-items,0,,,9,,0,0,0,0,"A decorative dish used during picnics, available in various colors.",both
red-dish,2097,picnic,picnic-items,0,,,9,,0,0,0,0,A decorative dish used during picnics.,both
white-dish,2098,picnic,picnic-items,0,,,9,,0,0,0,0,A decorative dish used during picnics that serves no practical purpose beyond decoration.,both
yellow-dish,2099,picnic,picnic-items,0,,,9,,0,0,0,0,A decorative dish used during picnics with no practical effect.,both
roto-stick,2100,gameplay,key-items,0,,,9,,0,0,1,0,A stick used to rest a Rotom Phone on that allows taking selfies from farther away.,both
teal-style-card,2101,gameplay,key-items,0,,,9,,0,0,1,0,A key card that expands the selection of clothing and hairstyles available at certain boutiques and hair salons.,both
teal-mask,2102,event-items,key-items,0,,,9,,0,1,0,0,"A teal mask patterned after the face of an ogre, dropped by Ogerpon during the Festival of Masks.",both
glimmering-charm,2103,gameplay,key-items,0,,,9,,0,0,0,0,A mysterious charm that increases the number of Tera Shards received from Tera Raid Battles.,both
crystal-cluster,2104,event-items,key-items,0,,,9,,0,0,0,0,A cluster of crystals from the Crystal Pool that sparkles brilliantly and is needed to repair a certain mask.,both
fairy-feather,2105,held-items,held-items,750,10,,9,,0,1,0,0,A held item that boosts the power of the holder’s Fairy-type moves.,both
wellspring-mask,2106,held-items,misc-items,0,60,,9,,0,1,0,0,A carved wooden mask held by Ogerpon that changes it to its Wellspring Mask form and grants it Water typing in battle.,both
hearthflame-mask,2107,held-items,held-items,0,60,,9,,0,1,0,1,A carved wooden mask that changes Ogerpon to its Hearthflame Mask form and boosts its power while held.,both
cornerstone-mask,2108,held-items,held-items,0,60,,9,,0,1,0,0,A carved wooden mask adorned with crystals that changes Ogerpon to its Cornerstone Mask form while held.,both
syrupy-apple,2109,evolution,evolution-items,500,30,,9,,1,0,1,0,A peculiar apple that can make a certain species of Pokémon evolve. It's exceptionally syrupy.,both
unremarkable-teacup,2110,evolution,evolution-items,400,80,,9,,1,0,1,0,A peculiar teacup that can make a certain species of Pokémon evolve.,both
masterpiece-teacup,2111,evolution,evolution-items,9500,80,,9,,1,0,1,0,A peculiar teacup that can make a certain species of Pokémon evolve.,both
health-mochi,2112,vitamins,misc-items,125,,,9,,1,0,1,0,A type of mochi that increases a Pokémon’s HP EVs.,both
muscle-mochi,2113,vitamins,misc-items,125,,,9,,1,0,1,0,A mochi cake item that increases a Pokémon’s Attack effort values.,both
resist-mochi,2114,vitamins,misc-items,125,,,9,,1,0,1,0,A mochi cake that increases a Pokémon's Defense base points.,both
genius-mochi,2115,vitamins,misc-items,125,,,9,,1,0,1,0,A mochi cake that increases a Pokémon’s Special Attack EVs when used.,both
clever-mochi,2116,vitamins,misc-items,125,,,9,,1,0,1,0,A type of mochi that increases a Pokémon's Special Defense EVs.,both
swift-mochi,2117,vitamins,misc-items,125,,,9,,1,0,1,0,A type of mochi that increases a Pokémon's Speed EVs when used.,both
fresh-start-mochi,2118,vitamins,medicine,75,,,9,,1,0,1,0,A type of mochi that completely resets all of a Pokémon’s base points.,both
ekans-fang,2119,tm-materials,tm-materials,15,,,9,,1,0,0,0,A material dropped by Ekans or Arbok that can be used to craft TMs at the TM Machine.,both
sandshrew-claw,2120,tm-materials,tm-materials,10,,,9,,1,0,0,0,A material dropped by Sandshrew or Sandslash that can be used to craft TMs at the TM Machine.,both
cleffa-fur,2121,tm-materials,tm-materials,25,,,9,,1,0,0,0,"A material dropped by Cleffa, Clefairy, or Clefable that can be used to craft TMs at the TM Machine.",both
vulpix-fur,2122,tm-materials,tm-materials,35,,,9,,1,0,0,0,A material dropped by Vulpix or Ninetales that can be used to craft TMs at the TM Machine.,both
poliwag-slime,2123,tm-materials,tm-materials,35,,,9,,1,0,0,0,A material dropped by the Poliwag evolutionary line that can be exchanged for LP or used with the Item Printer.,both
bellsprout-vine,2124,tm-materials,tm-materials,25,,,9,,1,0,0,0,A material dropped by the Bellsprout evolutionary line that can be used to craft TMs at the TM Machine.,both
geodude-fragment,2125,tm-materials,tm-materials,30,,,9,,1,0,0,0,A material dropped by the Geodude evolutionary line that can be used to craft TMs at the TM Machine.,both
koffing-gas,2126,tm-materials,tm-materials,25,,,9,,1,0,0,0,A material dropped by Koffing or Weezing that can be used to craft TMs at the TM Machine.,both
munchlax-fang,2127,tm-materials,tm-materials,40,,,9,,1,0,0,0,A material dropped by Munchlax or Snorlax that can be used to craft TMs at the TM Machine.,both
sentret-fur,2128,tm-materials,tm-materials,10,,,9,,1,0,0,0,A material dropped by Sentret or Furret that can be exchanged for LP or used with the Item Printer.,both
hoothoot-feather,2129,tm-materials,tm-materials,15,,,9,,1,0,0,0,A material dropped by Hoothoot or Noctowl that can be exchanged for LP or used with the Item Printer.,both
spinarak-thread,2130,tm-materials,tm-materials,10,,,9,,1,0,0,0,A material dropped by Spinarak or Ariados that can be exchanged for LP or used with the Item Printer.,both
aipom-hair,2131,tm-materials,tm-materials,30,,,9,,1,0,0,0,A material dropped by Aipom or Ambipom that can be exchanged for LP or used with the Item Printer.,both
yanma-spike,2132,tm-materials,tm-materials,35,,,9,,1,0,0,0,A material dropped by Yanma or Yanmega that can be used to craft TMs at the TM Machine.,both
gligar-fang,2133,tm-materials,tm-materials,40,,,9,,1,0,0,0,A material dropped by Gligar or Gliscor that can be exchanged for LP or used with the Item Printer.,both
slugma-lava,2134,tm-materials,tm-materials,20,,,9,,1,0,0,0,A material dropped by Slugma or Magcargo that can be used to craft TMs at the TM Machine.,both
swinub-hair,2135,tm-materials,tm-materials,35,,,9,,1,0,0,0,A material dropped by the Swinub evolutionary line that can be used to craft TMs at the TM Machine.,both
poochyena-fang,2136,tm-materials,tm-materials,15,,,9,,1,0,0,0,A material dropped by Poochyena or Mightyena that can be used to craft TMs at the TM Machine.,both
lotad-leaf,2137,tm-materials,tm-materials,20,,,9,,1,0,0,0,A material dropped by the Lotad evolutionary line that can be used to craft TMs at the TM Machine.,both
seedot-stem,2138,tm-materials,tm-materials,20,,,9,,1,0,0,0,A material dropped by the Seedot evolutionary line that can be used to craft TMs at the TM Machine.,both
nosepass-fragment,2139,tm-materials,tm-materials,40,,,9,,1,0,0,0,A material dropped by Nosepass or Probopass that can be used to craft TMs at the TM Machine.,both
volbeat-fluid,2140,tm-materials,tm-materials,10,,,9,,1,0,0,0,A material dropped by Volbeat that can be exchanged for LP or used with the Item Printer.,both
illumise-fluid,2141,tm-materials,tm-materials,10,,,9,,1,0,0,0,A material dropped by Illumise that can be exchanged for LP or used with the Item Printer.,both
corphish-shell,2142,tm-materials,tm-materials,10,,,9,,1,0,0,0,A material dropped by Corphish or Crawdaunt that can be used to craft TMs at the TM Machine.,both
feebas-scales,2143,tm-materials,tm-materials,35,,,9,,1,0,0,0,A material dropped by Feebas or Milotic that can be used to craft TMs at the TM Machine.,both
duskull-fragment,2144,tm-materials,tm-materials,40,,,9,,1,0,0,0,A material dropped by the Duskull evolutionary line that can be used to craft TMs at the TM Machine.,both
chingling-fragment,2145,tm-materials,tm-materials,20,,,9,,1,0,0,0,A material dropped by Chingling or Chimecho that can be used to craft TMs at the TM Machine.,both
timburr-sweat,2146,tm-materials,tm-materials,30,,,9,,1,0,0,0,A material dropped by the Timburr evolutionary line that can be used to craft TMs at the TM Machine.,both
sewaddle-leaf,2147,tm-materials,tm-materials,20,,,9,,1,0,0,0,A material dropped by the Sewaddle evolutionary line that can be used to craft TMs at the TM Machine.,both
ducklett-feather,2148,tm-materials,tm-materials,15,,,9,,1,0,0,0,A material dropped by Ducklett or Swanna that can be used to craft TMs at the TM Machine.,both
litwick-soot,2149,tm-materials,tm-materials,30,,,9,,1,0,0,0,A material dropped by the Litwick evolutionary line that can be used to craft TMs at the TM Machine.,both
mienfoo-claw,2150,tm-materials,tm-materials,40,,,9,,1,0,0,0,A material dropped by Mienfoo or Mienshao that can be exchanged for LP or used with the Item Printer.,both
vullaby-feather,2151,tm-materials,tm-materials,35,,,9,,1,0,0,0,A material dropped by Vullaby or Mandibuzz that can be used to craft TMs at the TM Machine.,both
carbink-jewel,2152,tm-materials,tm-materials,50,,,9,,1,0,0,0,A material dropped by Carbink that can be used to craft TMs at the TM Machine.,both
phantump-twig,2153,tm-materials,tm-materials,20,,,9,,1,0,0,0,A material dropped by Phantump or Trevenant that can be used to craft TMs at the TM Machine.,both
grubbin-thread,2154,tm-materials,tm-materials,25,,,9,,1,0,0,0,A material dropped by the Grubbin evolutionary line that can be exchanged for LP or used with the Item Printer.,both
cutiefly-powder,2155,tm-materials,tm-materials,25,,,9,,1,0,0,0,A material dropped by Cutiefly or Ribombee that can be exchanged for LP or used with the Item Printer.,both
jangmo-o-scales,2156,tm-materials,tm-materials,50,,,9,,1,0,0,0,A material dropped by the Jangmo-o evolutionary line that can be used to craft TMs at the TM Machine.,both
cramorant-down,2157,tm-materials,tm-materials,30,,,9,,1,0,0,0,A material dropped by Cramorant that can be exchanged for LP or used with the Item Printer.,both
morpeko-snack,2158,tm-materials,tm-materials,15,,,9,,1,0,0,0,A material dropped by Morpeko that can be exchanged for LP or used with the Item Printer.,both
poltchageist-powder,2159,tm-materials,tm-materials,30,,,9,,1,0,0,0,A material dropped by Poltchageist or Sinistcha that can be used to craft TMs at the TM Machine.,both
linking-cord,2160,evolution,evolution-items,8000,,,8,countable;consumable;usable-overworld;holdable,1,0,1,0,An Evolution item that triggers the evolution of certain Pokémon that normally evolve through trading.,both
tm172,2161,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move varies by game.,both
tm173,2162,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,both
tm174,2163,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm175,2164,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move. The move it teaches depends on the game.,both
tm176,2165,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move.,both
tm177,2166,all-machines,technical-machines,0,,,9,,1,0,0,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm178,2167,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught varies by game.,both
tm179,2168,all-machines,technical-machines,0,,,9,,1,0,,,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm180,2169,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm181,2170,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm182,2171,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm183,2172,all-machines,technical-machines,0,,,9,,1,0,0,0,"A Technical Machine that teaches a compatible Pokémon a move, depending on the game.",both
tm184,2173,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught varies by game.,both
tm185,2174,all-machines,technical-machines,0,,,9,,1,0,0,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm186,2175,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm187,2176,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,both
tm188,2177,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm189,2178,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm190,2179,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm191,2180,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move varies by game.,both
tm192,2181,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move depending on the game.,both
tm193,2182,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm194,2183,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm195,2184,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm196,2185,all-machines,technical-machines,0,,,9,,1,0,1,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm197,2186,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm198,2187,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,both
tm199,2188,all-machines,technical-machines,0,,,9,,1,0,0,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm200,2189,all-machines,technical-machines,0,,,9,,1,0,0,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm201,2190,all-machines,technical-machines,0,,,9,,1,0,1,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm202,2191,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the specific move depends on the game.,both
tm203,2192,all-machines,technical-machines,0,,,9,,1,0,1,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm204,2193,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move varies by game.,both
tm205,2194,all-machines,technical-machines,0,,,9,,1,0,0,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm206,2195,all-machines,technical-machines,0,,,9,,1,0,0,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm207,2196,all-machines,technical-machines,0,,,9,,1,0,1,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm208,2197,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm209,2198,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm210,2199,all-machines,technical-machines,0,,,9,,1,0,0,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm211,2200,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move. The move it teaches depends on the game.,both
tm212,2201,all-machines,technical-machines,0,,,9,,1,0,0,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm213,2202,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm214,2203,all-machines,technical-machines,0,,,9,,1,0,0,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm215,2204,all-machines,technical-machines,0,,,9,,1,0,1,0,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,both
tm216,2205,all-machines,technical-machines,0,,,9,,1,0,0,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm217,2206,all-machines,technical-machines,0,,,9,,1,0,0,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm218,2207,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm219,2208,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move varies by game.,both
tm220,2209,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm221,2210,all-machines,technical-machines,0,,,9,,1,0,0,0,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",both
tm222,2211,all-machines,technical-machines,0,,,9,,1,0,1,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm223,2212,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm224,2213,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm225,2214,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm226,2215,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm227,2216,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
tm228,2217,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,both
tm229,2218,all-machines,technical-machines,0,,,9,,1,0,0,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
lastrange-ball,2219,standard-balls,,0,,,8,,,,,,,pokeapi
lapoke-ball,2220,standard-balls,,0,,,8,,,,,,,pokeapi
lagreat-ball,2221,standard-balls,,0,,,8,,,,,,,pokeapi
laultra-ball,2222,standard-balls,,0,,,8,,,,,,,pokeapi
laheavy-ball,2223,standard-balls,,0,,,8,,,,,,,pokeapi
laleaden-ball,2224,standard-balls,poke-balls,0,,,8,,1,0,1,1,An upgraded Heavy Ball that is difficult to throw far but is highly effective when used on unsuspecting Pokémon.,both
lagigaton-ball,2225,standard-balls,poke-balls,0,,,8,,1,0,1,1,An extremely heavy Poké Ball that is highly effective when used on Pokémon that have not noticed the player.,both
lafeather-ball,2226,standard-balls,poke-balls,0,,,8,,1,0,1,1,"A Poké Ball that flies fast and straight, making it easier to catch faraway or flying Pokémon.",both
lawing-ball,2227,standard-balls,poke-balls,0,,,8,,1,0,1,1,An improved Feather Ball with greater range and effectiveness.,both
lajet-ball,2228,standard-balls,poke-balls,0,,,8,,1,0,1,1,"A Poké Ball that flies fast and straight, allowing long-range captures and improving catch rates against distant or flying Pokémon.",both
laorigin-ball,2229,standard-balls,key-items,0,,,8,,0,0,0,0,"A singular Poké Ball crafted from Origin Ore and the Red Chain, created to catch a frenzied Pokémon at the Temple of Sinnoh.",both
black-augurite,2230,evolution,evolution-items,0,,,8,,1,0,1,0,A black stone used to evolve Scyther into Kleavor.,both
peat-block,2231,evolution,evolution-items,0,,,8,,1,0,1,0,A block of muddy material used to evolve Ursaring into Ursaluna under specific conditions.,both
metal-alloy,2232,evolution,evolution-items,0,,,9,,1,0,1,0,A peculiar metal composed of many layers that can make certain species of Pokémon evolve.,both
clefablite,2233,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Clefable to Mega Evolve into Mega Clefable during battle.,both
victreebelite,2234,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Victreebel to Mega Evolve into Mega Victreebel during battle.,both
starminite,2235,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Starmie to Mega Evolve into Mega Starmie when held.,both
dragoninite,2236,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Dragonite to Mega Evolve into Mega Dragonite during battle.,both
meganiumite,2237,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Meganium to Mega Evolve during battle when held.,both
feraligite,2238,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Feraligatr to Mega Evolve during battle.,both
skarmorite,2239,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Skarmory to Mega Evolve during battle.,both
froslassite,2240,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Froslass to Mega Evolve into Mega Froslass during battle.,both
heatranite,2241,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Heatran to Mega Evolve into Mega Heatran when held.,both
darkranite,2242,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Darkrai to Mega Evolve during battle.,both
emboarite,2243,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Emboar to Mega Evolve during battle when held.,both
excadrite,2244,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Excadrill to Mega Evolve during battle when held.,both
scolipite,2245,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Scolipede to Mega Evolve during battle when held.,both
scraftinite,2246,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Scrafty to Mega Evolve during battle.,both
eelektrossite,2247,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Eelektross to Mega Evolve during battle.,both
chandelurite,2248,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Chandelure to Mega Evolve into Mega Chandelure during battle.,both
chesnaughtite,2249,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Chesnaught to Mega Evolve into Mega Chesnaught during battle.,both
delphoxite,2250,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Delphox to Mega Evolve into Mega Delphox during battle.,both
greninjite,2251,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Greninja to Mega Evolve into Mega Greninja when held.,both
pyroarite,2252,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Pyroar to Mega Evolve into Mega Pyroar during battle.,both
