identifier,id,pokemon,form_identifier,introduced_in_version_group,is_default,is_battle_only,is_mega,form_order,order,form_name_ja_hrkt,pokemon_name_ja_hrkt,form_name_ko,form_name_fr,pokemon_name_fr,form_name_de,pokemon_name_de,form_name_es,form_name_it,form_name_en,pokemon_name_en,form_name_ja,pokemon_name_ja,form_name_es_419,form_name_zh_hant,form_name_zh_hans
yamask-galar,10338,yamask-galar,galar,sword-shield,1,0,0,2,758,ガラルのすがた,,가라르의 모습,Forme de Galar,Tutafeh de Galar,Galar-Form,Galar Makabaja,Forma de Galar,Forma di Galar,Galarian Form,Galarian Yamask,ガラルのすがた,,Forma de Galar,伽勒爾的樣子,伽勒尔的样子
stunfisk-galar,10339,stunfisk-galar,galar,sword-shield,1,0,0,2,823,ガラルのすがた,,가라르의 모습,Forme de Galar,Limonde de Galar,Galar-Form,Galar Flunschlik,Forma de Galar,Forma di Galar,Galarian Form,Galarian Stunfisk,ガラルのすがた,,Forma de Galar,伽勒爾的樣子,伽勒尔的样子
zygarde-10,10340,zygarde-10,10,sun-moon,1,0,0,2,1036,１０％フォルム,,10%폼,Forme 10 %,Zygarde Forme 10 %,10%-Form,Zygarde (10%),Forma 10%,Forma 10%,10% Forme,10% Zygarde,１０％フォルム,,Forma 10%,１０％形態,１０％形态
cramorant-gulping,10341,cramorant-gulping,gulping,sword-shield,1,1,0,2,1228,うのみのすがた,,그대로 삼킨 모습,Forme Gobe-Tout,Nigosier Forme Gobe-Tout,Schlingform,Urgl (Schlingend),Forma Tragatodo,Forma Inghiottitutto,Gulping Form,Gulping Cramorant,うのみのすがた,,Forma Tragatodo,一口吞的樣子,一口吞的样子
cramorant-gorging,10342,cramorant-gorging,gorging,sword-shield,1,1,0,3,1229,まるのみのすがた,,통째로 삼킨 모습,Forme Gobe-Chu,Nigosier Forme Gobe-Chu,Stopfform,Urgl (Stopfend),Forma Engulletodo,Forma Inghiottintero,Gorging Form,Gorging Cramorant,まるのみのすがた,,Forma Engulletodo,大口吞的樣子,大口吞的样子
toxtricity-low-key,10343,toxtricity-low-key,low-key,sword-shield,1,0,0,2,1234,ローなすがた,,로우한 모습,Forme Grave,Salarsen Forme Grave,Tief-Form,Riffex (Tiefform),Forma Grave,Forma Basso,Low Key Form,Low Key Toxtricity,ローなすがた,,Forma Grave,低調的樣子,低调的样子
sinistea-antique,10344,sinistea,antique,sword-shield,0,0,0,2,1240,しんさくフォルム,,,Forme Authentique,Théffroi Authentique,Originalform,Fatalitee (Original),,,Antique Form,Antique Sinistea,しんさくフォルム,,,,
polteageist-antique,10345,polteageist,antique,sword-shield,0,0,0,2,1242,しんさくフォルム,,,Forme Authentique,Polthégeist Authentique,Originalform,Mortipot (Original),,,Antique Form,Antique Polteageist,しんさくフォルム,,,,
alcremie-ruby-cream-strawberry-sweet,10346,alcremie,ruby-cream-strawberry-sweet,sword-shield,0,0,0,2,1257,ミルキィルビー,,밀키루비,Lait Ruby Fraise en Sucre,Charmilly Lait Ruby Fraise en Sucre,Ruby-Creme,Pokusan (Ruby-Creme),Crema Rosa,Latterosa,Ruby Cream Strawberry Sweet,Ruby Cream Strawberry Sweet Alcremie,ミルキィルビー,,Crema Rosa,奶香紅鑽,奶香红钻
alcremie-matcha-cream-strawberry-sweet,10347,alcremie,matcha-cream-strawberry-sweet,sword-shield,0,0,0,3,1258,ミルキィまっちゃ,,밀키말차,Lait Matcha Fraise en Sucre,Charmilly Lait Matcha Fraise en Sucre,Matcha-Creme,Pokusan (Matcha-Creme),Crema de Té,Lattematcha,Matcha Cream Strawberry Sweet,Matcha Cream Strawberry Sweet Alcremie,ミルキィまっちゃ,,Crema de Té,奶香抹茶,奶香抹茶
alcremie-mint-cream-strawberry-sweet,10348,alcremie,mint-cream-strawberry-sweet,sword-shield,0,0,0,4,1259,ミルキィミント,,밀키민트,Lait Menthe Fraise en Sucre,Charmilly Lait Menthe Fraise en Sucre,Minz-Creme,Pokusan (Minz-Creme),Crema de Menta,Lattementa,Mint Cream Strawberry Sweet,Mint Cream Strawberry Sweet Alcremie,ミルキィミント,,Crema de Menta,奶香薄荷,奶香薄荷
alcremie-lemon-cream-strawberry-sweet,10349,alcremie,lemon-cream-strawberry-sweet,sword-shield,0,0,0,5,1260,ミルキィレモン,,밀키레몬,Lait Citron Fraise en Sucre,Charmilly Lait Citron Fraise en Sucre,Zitronen-Creme,Pokusan (Zitronen-Creme),Crema de Limón,Lattelimone,Lemon Cream Strawberry Sweet,Lemon Cream Strawberry Sweet Alcremie,ミルキィレモン,,Crema de Limón,奶香檸檬,奶香柠檬
alcremie-salted-cream-strawberry-sweet,10350,alcremie,salted-cream-strawberry-sweet,sword-shield,0,0,0,6,1261,ミルキィソルト,,밀키솔트,Lait Salé Fraise en Sucre,Charmilly Lait Salé Fraise en Sucre,Salz-Creme,Pokusan (Salz-Creme),Crema Salada,Lattesale,Salted Cream Strawberry Sweet,Salted Cream Strawberry Sweet Alcremie,ミルキィソルト,,Crema Salada,奶香雪鹽,奶香雪盐
alcremie-ruby-swirl-strawberry-sweet,10351,alcremie,ruby-swirl-strawberry-sweet,sword-shield,0,0,0,7,1262,ルビーミックス,,루비믹스,Mélange Ruby Fraise en Sucre,Charmilly Mélange Ruby Fraise en Sucre,Ruby-Mix,Pokusan (Ruby-Mix),Mezcla Rosa,Rosamix,Ruby Swirl Strawberry Sweet,Ruby Swirl Strawberry Sweet Alcremie,ルビーミックス,,Mezcla Rosa,紅鑽綜合,红钻综合
alcremie-caramel-swirl-strawberry-sweet,10352,alcremie,caramel-swirl-strawberry-sweet,sword-shield,0,0,0,8,1263,キャラメルミックス,,캐러멜믹스,Mélange Caramel Fraise en Sucre,Charmilly Mélange Caramel Fraise en Sucre,Karamell-Mix,Pokusan (Karamell-Mix),Mezcla Caramelo,Caramelmix,Caramel Swirl Strawberry Sweet,Caramel Swirl Strawberry Sweet Alcremie,キャラメルミックス,,Mezcla Caramelo,焦糖綜合,焦糖综合
alcremie-rainbow-swirl-strawberry-sweet,10353,alcremie,rainbow-swirl-strawberry-sweet,sword-shield,0,0,0,9,1264,トリプルミックス,,트리플믹스,Mélange Tricolore Fraise en Sucre,Charmilly Mélange Tricolore Fraise en Sucre,Trio-Mix,Pokusan (Trio-Mix),Tres Sabores,Triplomix,Rainbow Swirl Strawberry Sweet,Rainbow Swirl Strawberry Sweet Alcremie,トリプルミックス,,Tres Sabores,三色綜合,三色综合
eiscue-noice,10354,eiscue-noice,noice,sword-shield,1,1,0,2,1272,ナイスフェイス,,나이스페이스,Tête Dégel,Bekaglaçon Tête Dégel,Wohlfühlkopf,Kubuin (Wohlfühlkopf),Cara Deshielo,Liquefaccia,Noice Face,Noice Eiscue,ナイスフェイス,,Cara Deshielo,解凍頭,解冻头
indeedee-female,10355,indeedee-female,female,sword-shield,1,0,0,2,1274,メスのすがた,,암컷의 모습,Femelle,Wimessir Femelle,Weiblich,Servol ♀,Hembra,Femmina,Female,Female Indeedee,メスのすがた,,Hembra,雌性的樣子,雌性的样子
morpeko-hangry,10356,morpeko-hangry,hangry,sword-shield,1,1,0,2,1276,はらぺこもよう,,배고픈 모양,Mode Affamé,Morpeko Affamé,Kohldampfmuster,Morpeko (Kohldampf),Forma Voraz,Motivo Panciavuota,Hangry Mode,Hangry Morpeko,はらぺこもよう,,Forma Voraz,空腹花紋,空腹花纹
zacian-crowned,10357,zacian-crowned,crowned,sword-shield,1,1,0,2,1288,けんのおう,,검왕,Épée Suprême,Zacian Épée Suprême,König des Schwertes,König Zacian,Espada Suprema,Re delle Spade,Crowned Sword,Crowned Zacian,けんのおう,,Espada Suprema,劍之王,剑之王
zamazenta-crowned,10358,zamazenta-crowned,crowned,sword-shield,1,1,0,2,1290,たてのおう,,방패왕,Bouclier Suprême,Zamazenta Bouclier Suprême,König des Schildes,König Zamazenta,Escudo Supremo,Re degli Scudi,Crowned Shield,Crowned Zamazenta,たてのおう,,Escudo Supremo,盾之王,盾之王
eternatus-eternamax,10359,eternatus-eternamax,eternamax,sword-shield,1,0,0,2,1292,ムゲンダイマックス,,무한다이맥스,Infinimax,Éthernatos Infinimax,Unendynamax,Unendynamax-Endynalos,Dinamax Infinito,Dynamax Infinito,Eternamax,Eternamax Eternatus,ムゲンダイマックス,,Dinamax Infinito,無極巨化,无极巨化
urshifu-rapid-strike,10360,urshifu-rapid-strike,rapid-strike,sword-shield,1,0,0,2,1295,れんげきのかた,,연격의 태세,Style Mille Poings,Shifours Style Mille Poings,Fließender Stil,Wulaosu (Fließend),Estilo Fluido,Stile Pluricolpo,Rapid Strike Style,Rapid Strike Urshifu,れんげきのかた,,Estilo Fluido,連擊流,连击流
zarude-dada,10361,zarude-dada,dada,sword-shield,1,0,0,2,1297,とうちゃん,,아빠,Papa,Zarude Papa,Papa,Papa Zarude,Papá,Papà,Dada,Dada Zarude,とうちゃん,,Papá,阿爸,阿爸
calyrex-ice,10362,calyrex-ice,ice,sword-shield,1,0,0,2,1303,はくばじょうのすがた,,백마 탄 모습,Cavalier du Froid,Calyrex Cavalier du Froid,Schimmelreiter,Coronospa (Schimmelreiter),Jinete Glacial,Cavaliere Glaciale,Ice Rider,Ice Calyrex,はくばじょうのすがた,,Jinete Glacial,騎白馬的樣子,骑白马的样子
calyrex-shadow,10363,calyrex-shadow,shadow,sword-shield,1,0,0,3,1304,こくばじょうのすがた,,흑마 탄 모습,Cavalier d’Effroi,Calyrex Cavalier d’Effroi,Rappenreiter,Coronospa (Rappenreiter),Jinete Espectral,Cavaliere Spettrale,Shadow Rider,Shadow Calyrex,こくばじょうのすがた,,Jinete Espectral,騎黑馬的樣子,骑黑马的样子
venusaur-gmax,10364,venusaur-gmax,gmax,sword-shield,1,1,0,1,1292,キョダイマックスのすがた,,,Forme Gigamax,Florizarre Gigamax,Gigadynamax-Form,Gigadynamax-Bisaflor,,,Gigantamax Form,Gigantamax Venusaur,キョダイマックスのすがた,,,,
charizard-gmax,10365,charizard-gmax,gmax,sword-shield,1,1,0,1,1293,キョダイマックスのすがた,,,Forme Gigamax,Dracaufeu Gigamax,Gigadynamax-Form,Gigadynamax-Glurak,,,Gigantamax Form,Gigantamax Charizard,キョダイマックスのすがた,,,,
blastoise-gmax,10366,blastoise-gmax,gmax,sword-shield,1,1,0,1,1294,キョダイマックスのすがた,,,Forme Gigamax,Tortank Gigamax,Gigadynamax-Form,Gigadynamax-Turtok,,,Gigantamax Form,Gigantamax Blastoise,キョダイマックスのすがた,,,,
butterfree-gmax,10367,butterfree-gmax,gmax,sword-shield,1,1,0,1,1295,キョダイマックスのすがた,,,Forme Gigamax,Papilusion Gigamax,Gigadynamax-Form,Gigadynamax-Smettbo,,,Gigantamax Form,Gigantamax Butterfree,キョダイマックスのすがた,,,,
pikachu-gmax,10368,pikachu-gmax,gmax,sword-shield,1,1,0,1,1296,キョダイマックスのすがた,,,Forme Gigamax,Pikachu Gigamax,Gigadynamax-Form,Gigadynamax-Pikachu,,,Gigantamax Form,Gigantamax Pikachu,キョダイマックスのすがた,,,,
meowth-gmax,10369,meowth-gmax,gmax,sword-shield,1,1,0,1,1297,キョダイマックスのすがた,,,Forme Gigamax,Miaouss Gigamax,Gigadynamax-Form,Gigadynamax-Mauzi,,,Gigantamax Form,Gigantamax Meowth,キョダイマックスのすがた,,,,
machamp-gmax,10370,machamp-gmax,gmax,sword-shield,1,1,0,1,1298,キョダイマックスのすがた,,,Forme Gigamax,Mackogneur Gigamax,Gigadynamax-Form,Gigadynamax-Machomei,,,Gigantamax Form,Gigantamax Machamp,キョダイマックスのすがた,,,,
gengar-gmax,10371,gengar-gmax,gmax,sword-shield,1,1,0,1,1299,キョダイマックスのすがた,,,Forme Gigamax,Ectoplasma Gigamax,Gigadynamax-Form,Gigadynamax-Gengar,,,Gigantamax Form,Gigantamax Gengar,キョダイマックスのすがた,,,,
kingler-gmax,10372,kingler-gmax,gmax,sword-shield,1,1,0,1,1300,キョダイマックスのすがた,,,Forme Gigamax,Krabboss Gigamax,Gigadynamax-Form,Gigadynamax-Kingler,,,Gigantamax Form,Gigantamax Kingler,キョダイマックスのすがた,,,,
lapras-gmax,10373,lapras-gmax,gmax,sword-shield,1,1,0,1,1301,キョダイマックスのすがた,,,Forme Gigamax,Lokhlass Gigamax,Gigadynamax-Form,Gigadynamax-Lapras,,,Gigantamax Form,Gigantamax Lapras,キョダイマックスのすがた,,,,
eevee-gmax,10374,eevee-gmax,gmax,sword-shield,1,1,0,1,1302,キョダイマックスのすがた,,,Forme Gigamax,Évoli Gigamax,Gigadynamax-Form,Gigadynamax-Evoli,,,Gigantamax Form,Gigantamax Eevee,キョダイマックスのすがた,,,,
snorlax-gmax,10375,snorlax-gmax,gmax,sword-shield,1,1,0,1,1303,キョダイマックスのすがた,,,Forme Gigamax,Ronflex Gigamax,Gigadynamax-Form,Gigadynamax-Relaxo,,,Gigantamax Form,Gigantamax Snorlax,キョダイマックスのすがた,,,,
garbodor-gmax,10376,garbodor-gmax,gmax,sword-shield,1,1,0,1,1304,キョダイマックスのすがた,,,Forme Gigamax,Miasmax Gigamax,Gigadynamax-Form,Gigadynamax-Deponitox,,,Gigantamax Form,Gigantamax Garbodor,キョダイマックスのすがた,,,,
melmetal-gmax,10377,melmetal-gmax,gmax,sword-shield,1,1,0,1,1305,キョダイマックスのすがた,,,Forme Gigamax,Melmetal Gigamax,Gigadynamax-Form,Gigadynamax-Melmetal,,,Gigantamax Form,Gigantamax Melmetal,キョダイマックスのすがた,,,,
rillaboom-gmax,10378,rillaboom-gmax,gmax,sword-shield,1,1,0,1,1306,キョダイマックスのすがた,,,Forme Gigamax,Gorythmic Gigamax,Gigadynamax-Form,Gigadynamax-Gortrom,,,Gigantamax Form,Gigantamax Rillaboom,キョダイマックスのすがた,,,,
cinderace-gmax,10379,cinderace-gmax,gmax,sword-shield,1,1,0,1,1307,キョダイマックスのすがた,,,Forme Gigamax,Pyrobut Gigamax,Gigadynamax-Form,Gigadynamax-Liberlo,,,Gigantamax Form,Gigantamax Cinderace,キョダイマックスのすがた,,,,
inteleon-gmax,10380,inteleon-gmax,gmax,sword-shield,1,1,0,1,1308,キョダイマックスのすがた,,,Forme Gigamax,Lézargus Gigamax,Gigadynamax-Form,Gigadynamax-Intelleon,,,Gigantamax Form,Gigantamax Inteleon,キョダイマックスのすがた,,,,
corviknight-gmax,10381,corviknight-gmax,gmax,sword-shield,1,1,0,1,1309,キョダイマックスのすがた,,,Forme Gigamax,Corvaillus Gigamax,Gigadynamax-Form,Gigadynamax-Krarmor,,,Gigantamax Form,Gigantamax Corviknight,キョダイマックスのすがた,,,,
orbeetle-gmax,10382,orbeetle-gmax,gmax,sword-shield,1,1,0,1,1310,キョダイマックスのすがた,,,Forme Gigamax,Astronelle Gigamax,Gigadynamax-Form,Gigadynamax-Maritellit,,,Gigantamax Form,Gigantamax Orbeetle,キョダイマックスのすがた,,,,
drednaw-gmax,10383,drednaw-gmax,gmax,sword-shield,1,1,0,1,1311,キョダイマックスのすがた,,,Forme Gigamax,Torgamord Gigamax,Gigadynamax-Form,Gigadynamax-Kamalm,,,Gigantamax Form,Gigantamax Drednaw,キョダイマックスのすがた,,,,
coalossal-gmax,10384,coalossal-gmax,gmax,sword-shield,1,1,0,1,1312,キョダイマックスのすがた,,,Forme Gigamax,Monthracite Gigamax,Gigadynamax-Form,Gigadynamax-Montecarbo,,,Gigantamax Form,Gigantamax Coalossal,キョダイマックスのすがた,,,,
flapple-gmax,10385,flapple-gmax,gmax,sword-shield,1,1,0,1,1313,キョダイマックスのすがた,,,Forme Gigamax,Pomdrapi Gigamax,Gigadynamax-Form,Gigadynamax-Drapfel,,,Gigantamax Form,Gigantamax Flapple,キョダイマックスのすがた,,,,
appletun-gmax,10386,appletun-gmax,gmax,sword-shield,1,1,0,1,1314,キョダイマックスのすがた,,,Forme Gigamax,Dratatin Gigamax,Gigadynamax-Form,Gigadynamax-Schlapfel,,,Gigantamax Form,Gigantamax Appletun,キョダイマックスのすがた,,,,
sandaconda-gmax,10387,sandaconda-gmax,gmax,sword-shield,1,1,0,1,1315,キョダイマックスのすがた,,,Forme Gigamax,Dunaconda Gigamax,Gigadynamax-Form,Gigadynamax-Sanaconda,,,Gigantamax Form,Gigantamax Sandaconda,キョダイマックスのすがた,,,,
toxtricity-amped-gmax,10388,toxtricity-amped-gmax,gmax,sword-shield,1,1,0,1,1316,ハイなすがた・キョダイマックスのすがた,,,Forme Gigamax,Salarsen Forme Aigüe Gigamax,Gigadynamax-Form,Gigadynamax-Riffex (Hochform),,,Gigantamax Form,Gigantamax Amped Toxtricity,ハイなすがた・キョダイマックスのすがた,,,,
centiskorch-gmax,10389,centiskorch-gmax,gmax,sword-shield,1,1,0,1,1317,キョダイマックスのすがた,,,Forme Gigamax,Scolocendre Gigamax,Gigadynamax-Form,Gigadynamax-Infernopod,,,Gigantamax Form,Gigantamax Centiskorch,キョダイマックスのすがた,,,,
hatterene-gmax,10390,hatterene-gmax,gmax,sword-shield,1,1,0,1,1318,キョダイマックスのすがた,,,Forme Gigamax,Sorcilence Gigamax,Gigadynamax-Form,Gigadynamax-Silembrim,,,Gigantamax Form,Gigantamax Hatterene,キョダイマックスのすがた,,,,
grimmsnarl-gmax,10391,grimmsnarl-gmax,gmax,sword-shield,1,1,0,1,1319,キョダイマックスのすがた,,,Forme Gigamax,Angoliath Gigamax,Gigadynamax-Form,Gigadynamax-Olangaar,,,Gigantamax Form,Gigantamax Grimmsnarl,キョダイマックスのすがた,,,,
alcremie-gmax,10392,alcremie-gmax,gmax,sword-shield,1,1,0,1,1320,キョダイマックスのすがた,,,Forme Gigamax,Charmilly Gigamax,Gigadynamax-Form,Gigadynamax-Pokusan,,,Gigantamax Form,Gigantamax Alcremie,キョダイマックスのすがた,,,,
copperajah-gmax,10393,copperajah-gmax,gmax,sword-shield,1,1,0,1,1321,キョダイマックスのすがた,,,Forme Gigamax,Pachyradjah Gigamax,Gigadynamax-Form,Gigadynamax-Patinaraja,,,Gigantamax Form,Gigantamax Copperajah,キョダイマックスのすがた,,,,
duraludon-gmax,10394,duraludon-gmax,gmax,sword-shield,1,1,0,1,1322,キョダイマックスのすがた,,,Forme Gigamax,Duralugon Gigamax,Gigadynamax-Form,Gigadynamax-Duraludon,,,Gigantamax Form,Gigantamax Duraludon,キョダイマックスのすがた,,,,
urshifu-single-strike-gmax,10395,urshifu-single-strike-gmax,gmax,sword-shield,1,1,0,1,1324,いちげきのかた・キョダイマックスのすがた,,,Forme Gigamax,Shifours Style Poing Final Gigamax,Gigadynamax-Form,Gigadynamax-Wulaosu (Fokussiert),,,Gigantamax Form,Gigantamax Single Strike Urshifu,いちげきのかた・キョダイマックスのすがた,,,,
urshifu-rapid-strike-gmax,10396,urshifu-rapid-strike-gmax,gmax,sword-shield,1,1,0,1,1325,れんげきのかた・キョダイマックスのすがた,,,Forme Gigamax,Shifours Style Mille Poings Gigamax,Gigadynamax-Form,Gigadynamax-Wulaosu (Fließend),,,Gigantamax Form,Gigantamax Rapid Strike Urshifu,れんげきのかた・キョダイマックスのすがた,,,,
toxtricity-low-key-gmax,10397,toxtricity-low-key-gmax,gmax,sword-shield,1,1,0,1,1326,ローなすがた・キョダイマックスのすがた,,,Gigantamax Form,Salarsen Forme Grave Gigamax,Gigadynamax-Form,Gigadynamax-Riffex (Tiefform),,,Gigantamax Form,Gigantamax Low Key Toxtricity,ローなすがた・キョダイマックスのすがた,,,,
growlithe-hisui,10398,growlithe-hisui,hisui,legends-arceus,1,0,0,2,1327,ヒスイのすがた,,,Forme de Hisui,Caninos de Hisui,Hisui-Form,Hisui Fukano,,,Hisuian Form,Hisuian Growlithe,ヒスイのすがた,,,,
arcanine-hisui,10399,arcanine-hisui,hisui,legends-arceus,1,0,0,2,1328,ヒスイのすがた,,,Forme de Hisui,Arcanin de Hisui,Hisui-Form,Hisui Arkani,,,Hisuian Form,Hisuian Arcanine,ヒスイのすがた,,,,
voltorb-hisui,10400,voltorb-hisui,hisui,legends-arceus,1,0,0,2,1329,ヒスイのすがた,,,Forme de Hisui,Voltorbe de Hisui,Hisui-Form,Hisui Voltobal,,,Hisuian Form,Hisuian Voltorb,ヒスイのすがた,,,,
electrode-hisui,10401,electrode-hisui,hisui,legends-arceus,1,0,0,2,1330,ヒスイのすがた,,,Forme de Hisui,Électrode de Hisui,Hisui-Form,Hisui Lektrobal,,,Hisuian Form,Hisuian Electrode,ヒスイのすがた,,,,
typhlosion-hisui,10402,typhlosion-hisui,hisui,legends-arceus,1,0,0,2,1331,ヒスイのすがた,,,Forme de Hisui,Typhlosion de Hisui,Hisui-Form,Hisui Tornupto,,,Hisuian Form,Hisuian Typhlosion,ヒスイのすがた,,,,
qwilfish-hisui,10403,qwilfish-hisui,hisui,legends-arceus,1,0,0,2,1332,ヒスイのすがた,,,Forme de Hisui,Qwilfish de Hisui,Hisui-Form,Hisui Baldorfish,,,Hisuian Form,Hisuian Qwilfish,ヒスイのすがた,,,,
sneasel-hisui,10404,sneasel-hisui,hisui,legends-arceus,1,0,0,2,1333,ヒスイのすがた,,,Forme de Hisui,Farfuret de Hisui,Hisui-Form,Hisui Sniebel,,,Hisuian Form,Hisuian Sneasel,ヒスイのすがた,,,,
samurott-hisui,10405,samurott-hisui,hisui,legends-arceus,1,0,0,2,1334,ヒスイのすがた,,,Forme de Hisui,Clamiral de Hisui,Hisui-Form,Hisui Admurai,,,Hisuian Form,Hisuian Samurott,ヒスイのすがた,,,,
lilligant-hisui,10406,lilligant-hisui,hisui,legends-arceus,1,0,0,2,1335,ヒスイのすがた,,,Forme de Hisui,Fragilady de Hisui,Hisui-Form,Hisui Dressella,,,Hisuian Form,Hisuian Lilligant,ヒスイのすがた,,,,
zorua-hisui,10407,zorua-hisui,hisui,legends-arceus,1,0,0,2,1336,ヒスイのすがた,,,Forme de Hisui,Zorua de Hisui,Hisui-Form,Hisui Zorua,,,Hisuian Form,Hisuian Zorua,ヒスイのすがた,,,,
zoroark-hisui,10408,zoroark-hisui,hisui,legends-arceus,1,0,0,2,1337,ヒスイのすがた,,,Forme de Hisui,Zoroark de Hisui,Hisui-Form,Hisui Zoroark,,,Hisuian Form,Hisuian Zoroark,ヒスイのすがた,,,,
braviary-hisui,10409,braviary-hisui,hisui,legends-arceus,1,0,0,2,1338,ヒスイのすがた,,,Forme de Hisui,Gueriaigle de Hisui,Hisui-Form,Hisui Washakwil,,,Hisuian Form,Hisuian Braviary,ヒスイのすがた,,,,
sliggoo-hisui,10410,sliggoo-hisui,hisui,legends-arceus,1,0,0,2,1339,ヒスイのすがた,,,Forme de Hisui,Colimucus de Hisui,Hisui-Form,Hisui Viscargot,,,Hisuian Form,Hisuian Sliggoo,ヒスイのすがた,,,,
goodra-hisui,10411,goodra-hisui,hisui,legends-arceus,1,0,0,2,1340,ヒスイのすがた,,,Forme de Hisui,Muplodocus de Hisui,Hisui-Form,Hisui Viscogon,,,Hisuian Form,Hisuian Goodra,ヒスイのすがた,,,,
avalugg-hisui,10412,avalugg-hisui,hisui,legends-arceus,1,0,0,2,1341,ヒスイのすがた,,,Forme de Hisui,Séracrawl de Hisui,Hisui-Form,Hisui Arktilas,,,Hisuian Form,Hisuian Avalugg,ヒスイのすがた,,,,
decidueye-hisui,10413,decidueye-hisui,hisui,legends-arceus,1,0,0,2,1342,ヒスイのすがた,,,Forme de Hisui,Archéduc de Hisui,Hisui-Form,Hisui Silvarro,,,Hisuian Form,Hisuian Decidueye,ヒスイのすがた,,,,
dialga-origin,10414,dialga-origin,origin,legends-arceus,1,0,0,2,1343,オリジンフォルム,,,Forme Originelle,Diagla Originel,Urform,Ur-Dialga,,,Origin Forme,Origin Dialga,オリジンフォルム,,,,
palkia-origin,10415,palkia-origin,origin,legends-arceus,1,0,0,2,1345,オリジンフォルム,,,Forme Originelle,Palkia Originel,Urform,Ur-Palkia,,,Origin Forme,Origin Palkia,オリジンフォルム,,,,
basculin-white-striped,10416,basculin-white-striped,white-striped,legends-arceus,1,0,0,3,1346,しろすじのすがた,,,Motif Blanc,Bargantua Blanc,Weißlinienform,Weißliniges Barschuft,,,White-Striped Form,White-Striped Basculin,しろすじのすがた,,,,
basculegion-female,10417,basculegion-female,female,legends-arceus,1,0,0,2,1347,メスのすがた,,,Femelle,Paragruel Femelle,Weiblich,Barschuft ♀,,,Female,Female Basculegion,メスのすがた,,,,
enamorus-therian,10418,enamorus-therian,therian,legends-arceus,1,0,0,2,1348,れいじゅうフォルム,,,Forme Totémique,Amovénus Totémique,Tiergeistform,Enamorus (Tiergeist),,,Therian Forme,Therian Enamorus,れいじゅうフォルム,,,,
tauros-paldea-combat-breed,10419,tauros-paldea-combat-breed,paldea-combat-breed,scarlet-violet,1,0,0,2,1349,パルデアのすがた,,,Forme de Paldéa,Tauros de Paldéa Race Combative,,,,,Paldean Form (Combat Breed),Paldean Tauros (Combat Breed),パルデアのすがた,,,,
tauros-paldea-blaze-breed,10420,tauros-paldea-blaze-breed,paldea-blaze-breed,scarlet-violet,1,0,0,3,1350,パルデアのすがた,,,Forme de Paldéa,Tauros de Paldéa Race Flamboyante,,,,,Paldean Form (Blaze Breed),Paldean Tauros (Blaze Breed),パルデアのすがた,,,,
tauros-paldea-aqua-breed,10421,tauros-paldea-aqua-breed,paldea-aqua-breed,scarlet-violet,1,0,0,4,1351,パルデアのすがた,,,Forme de Paldéa,Tauros de Paldéa Race Aquatique,,,,,Paldean Form (Aqua Breed),Paldean Tauros (Aqua Breed),パルデアのすがた,,,,
wooper-paldea,10422,wooper-paldea,paldea,scarlet-violet,1,0,0,2,1352,パルデアのすがた,,,Forme de Paldéa,Axoloto de Paldéa,,,,,Paldean Form,Paldean Wooper,パルデアのすがた,,,,
oinkologne-female,10423,oinkologne-female,female,scarlet-violet,1,0,0,2,1353,メスのすがた,,,Femelle,Fragroin Femelle,,,,,Female,Female Oinkologne,メスのすがた,,,,
dudunsparce-three-segment,10424,dudunsparce-three-segment,three-segment,scarlet-violet,1,0,0,2,1354,みつふしフォルム,,,Forme Triple,Deusolourdo Forme Triple,,,,,Three-Segment Form,Three-Segment Form Dudunsparce,みつふしフォルム,,,,
palafin-hero,10425,palafin-hero,hero,scarlet-violet,1,1,0,2,1355,マイティフォルム,,,Forme Super,Superdofin Forme Super,,,,,Hero Form,Hero Form Palafin,マイティフォルム,,,,
maushold-family-of-three,10426,maushold-family-of-three,family-of-three,scarlet-violet,1,0,0,1,1356,３びきかぞく,,,Famille de Trois,Famignol Famille de Trois,,,,,Family of Three,Maushold (Family of Three),３びきかぞく,,,,
tatsugiri-droopy,10427,tatsugiri-droopy,droopy,scarlet-violet,1,0,0,2,1358,たれたすがた,,,Forme Affalée,Nigirigon Forme Affalée,,,,,Droopy Form,Droopy Form Tatsugiri,たれたすがた,,,,
tatsugiri-stretchy,10428,tatsugiri-stretchy,stretchy,scarlet-violet,1,0,0,3,1361,のびたすがた,,,Forme Raide,Nigirigon Forme Raide,,,,,Stretchy Form,Stretchy Form Tatsugiri,のびたすがた,,,,
squawkabilly-blue-plumage,10429,squawkabilly-blue-plumage,blue-plumage,scarlet-violet,1,0,0,2,1363,ブルーフェザー,,,Plumage Bleu,Tapatoès Plumage Bleu,,,,,Blue Plumage,Blue Plumage Squawkabilly,ブルーフェザー,,,,
squawkabilly-yellow-plumage,10430,squawkabilly-yellow-plumage,yellow-plumage,scarlet-violet,1,0,0,3,1364,イエローフェザー,,,Plumage Jaune,Tapatoès Plumage Jaune,,,,,Yellow Plumage,Yellow Plumage Squawkabilly,イエローフェザー,,,,
