species,genus_en,genus_ja,genus_ja_hrkt,genus_fr,genus_de,genus_es,genus_es_419,genus_it,genus_ko,genus_zh_hant,genus_zh_hans
747,Brutal Star Pokémon,ヒトデナシポケモン,ヒトデナシポケモン,Pokémon Cruel,Quäl-Stern-Pokémon,Pokémon Estrellatroz,Pokémon Estrellatroz,Pokémon Stellatroce,깨비사리포켓몬,非星寶可夢,非星宝可梦
748,Brutal Star Pokémon,ヒトデナシポケモン,ヒトデナシポケモン,Pokémon Cruel,Quäl-Stern-Pokémon,Pokémon Estrellatroz,Pokémon Estrellatroz,Pokémon Stellatroce,깨비사리포켓몬,非星寶可夢,非星宝可梦
749,Donkey Pokémon,うさぎうまポケモン,うさぎうまポケモン,Pokémon Âne,Packesel-Pokémon,Pokémon Asno,Pokémon Asno,Pokémon Ciuconiglio,당나귀포켓몬,驢寶可夢,驴宝可梦
750,Draft Horse Pokémon,ばんばポケモン,ばんばポケモン,Pokémon Cheval Trait,Zugpferd-Pokémon,Pokémon Caballo Tiro,Pokémon Caballo Tiro,Pokémon Fortequino,만마포켓몬,挽馬寶可夢,挽马宝可梦
751,Water Bubble Pokémon,すいほうポケモン,すいほうポケモン,Pokémon Aquabulle,Wasserblasen-Pokémon,Pokémon Pompa,Pokémon Pompa,Pokémon Bolladacqua,수포포켓몬,水泡寶可夢,水泡宝可梦
752,Water Bubble Pokémon,すいほうポケモン,すいほうポケモン,Pokémon Aquabulle,Wasserblasen-Pokémon,Pokémon Pompa,Pokémon Pompa,Pokémon Bolladacqua,수포포켓몬,水泡寶可夢,水泡宝可梦
753,Sickle Grass Pokémon,かまくさポケモン,かまくさポケモン,Pokémon Fauch’Herbe,Grassichel-Pokémon,Pokémon Filo Hoja,Pokémon Filo Hoja,Pokémon Mantiderba,풀사마귀포켓몬,鐮草寶可夢,镰草宝可梦
754,Bloom Sickle Pokémon,はなかまポケモン,はなかまポケモン,Pokémon Fauch’Fleur,Blumensichel-Pokémon,Pokémon Filo Flor,Pokémon Filo Flor,Pokémon Mantifiore,꽃사마귀포켓몬,花鐮寶可夢,花镰宝可梦
755,Illuminating Pokémon,はっこうポケモン,はっこうポケモン,Pokémon Luminescent,Lumineszenz-Pokémon,Pokémon Luminiscente,Pokémon Luminiscente,Pokémon Luminescenza,발광포켓몬,發光寶可夢,发光宝可梦
756,Illuminating Pokémon,はっこうポケモン,はっこうポケモン,Pokémon Luminescent,Lumineszenz-Pokémon,Pokémon Luminiscente,Pokémon Luminiscente,Pokémon Luminescenza,발광포켓몬,發光寶可夢,发光宝可梦
757,Toxic Lizard Pokémon,どくトカゲポケモン,どくトカゲポケモン,Pokémon Toxilézard,Giftechsen-Pokémon,Pokémon Lagartoxina,Pokémon Lagartoxina,Pokémon Lucertossina,독도마뱀포켓몬,毒蜥寶可夢,毒蜥宝可梦
758,Toxic Lizard Pokémon,どくトカゲポケモン,どくトカゲポケモン,Pokémon Toxilézard,Giftechsen-Pokémon,Pokémon Lagartoxina,Pokémon Lagartoxina,Pokémon Lucertossina,독도마뱀포켓몬,毒蜥寶可夢,毒蜥宝可梦
759,Flailing Pokémon,じたばたポケモン,じたばたポケモン,Pokémon Gigoteur,Wildfang-Pokémon,Pokémon Rabieta,Pokémon Rabieta,Pokémon Bizzoso,바둥바둥포켓몬,抓狂寶可夢,抓狂宝可梦
760,Strong Arm Pokémon,ごうわんポケモン,ごうわんポケモン,Pokémon Biscoteaux,Kraftarme-Pokémon,Pokémon Brazo Fuerte,Pokémon Brazo Fuerte,Pokémon Fortebraccio,강한완력포켓몬,強臂寶可夢,强臂宝可梦
761,Fruit Pokémon,フルーツポケモン,フルーツポケモン,Pokémon Fruit,Obst-Pokémon,Pokémon Fruto,Pokémon Fruto,Pokémon Frutto,후르츠포켓몬,水果寶可夢,水果宝可梦
762,Fruit Pokémon,フルーツポケモン,フルーツポケモン,Pokémon Fruit,Obst-Pokémon,Pokémon Fruto,Pokémon Fruto,Pokémon Frutto,후르츠포켓몬,水果寶可夢,水果宝可梦
763,Fruit Pokémon,フルーツポケモン,フルーツポケモン,Pokémon Fruit,Obst-Pokémon,Pokémon Fruto,Pokémon Fruto,Pokémon Frutto,후르츠포켓몬,水果寶可夢,水果宝可梦
764,Posy Picker Pokémon,はなつみポケモン,はなつみポケモン,Pokémon Tressefleur,Blumenkranz-Pokémon,Pokémon Recogeflores,Pokémon Recogeflores,Pokémon Ghirlanda,꽃따기포켓몬,摘花寶可夢,摘花宝可梦
765,Sage Pokémon,けんじゃポケモン,けんじゃポケモン,Pokémon Grand Sage,Weisheits-Pokémon,Pokémon Sabio,Pokémon Sabio,Pokémon Saggio,현자포켓몬,賢者寶可夢,贤者宝可梦
766,Teamwork Pokémon,れんけいポケモン,れんけいポケモン,Pokémon Coopération,Teamwork-Pokémon,Pokémon Cooperación,Pokémon Cooperación,Pokémon Giocosquadra,연계포켓몬,配合寶可夢,配合宝可梦
767,Turn Tail Pokémon,そうこうポケモン,そうこうポケモン,Pokémon Cavaleur,Laufschritt-Pokémon,Pokémon Huidizo,Pokémon Huidizo,Pokémon Lestopode,주행포켓몬,疾行寶可夢,疾行宝可梦
768,Hard Scale Pokémon,そうこうポケモン,そうこうポケモン,Pokémon Blindé,Rüstungs-Pokémon,Pokémon Blindaje,Pokémon Blindaje,Pokémon Blindato,장갑포켓몬,裝甲寶可夢,装甲宝可梦
769,Sand Heap Pokémon,すなやまポケモン,すなやまポケモン,Pokémon Pâtéd’Sable,Sandhaufen-Pokémon,Pokémon Montearena,Pokémon Montearena,Pokémon Montesabbia,모래산포켓몬,沙丘寶可夢,沙丘宝可梦
770,Sand Castle Pokémon,すなのしろポケモン,すなのしろポケモン,Pokémon Châtod’Sable,Sandschloss-Pokémon,Pokémon Castiarena,Pokémon Castiarena,Pokémon Castelsabbia,모래성포켓몬,沙堡寶可夢,沙堡宝可梦
771,Sea Cucumber Pokémon,なまこポケモン,なまこポケモン,Pokémon Holothurie,Seegurken-Pokémon,Pokémon Pepino Mar,Pokémon Pepino Mar,Pokémon Oloturia,해삼포켓몬,海參寶可夢,海参宝可梦
772,Synthetic Pokémon,じんこうポケモン,じんこうポケモン,Pokémon Multigénome,Modifikations-Pokémon,Pokémon Multigénico,Pokémon Multigénico,Pokémon Multigene,인공포켓몬,人工寶可夢,人工宝可梦
773,Synthetic Pokémon,じんこうポケモン,じんこうポケモン,Pokémon Multigénome,Modifikations-Pokémon,Pokémon Multigénico,Pokémon Multigénico,Pokémon Multigene,인공포켓몬,人工寶可夢,人工宝可梦
774,Meteor Pokémon,ながれぼしポケモン,ながれぼしポケモン,Pokémon Météore,Meteor,Pokémon Meteoro,Pokémon Meteoro,Pokémon Meteora,유성포켓몬,流星寶可夢,流星宝可梦
775,Drowsing Pokémon,ゆめうつつポケモン,ゆめうつつポケモン,Pokémon Rêveur,Halbschlaf,Pokémon Duermevela,Pokémon Duermevela,Pokémon Dormiveglia,꿈결포켓몬,半夢半醒寶可夢,半梦半醒宝可梦
776,Blast Turtle Pokémon,ばくはつがめポケモン,ばくはつがめポケモン,Pokémon Tortue Boum,Knallkröten-Pokémon,Pokémon Tortugabomba,Pokémon Tortugabomba,Pokémon Tartabomba,폭발거북포켓몬,爆炸龜寶可夢,爆炸龟宝可梦
777,Roly-Poly Pokémon,まるまりポケモン,まるまりポケモン,Pokémon Roulenboule,Einigler-Pokémon,Pokémon Bolita,Pokémon Bolita,Pokémon Ricciopalla,동글동글포켓몬,蜷縮寶可夢,蜷缩宝可梦
778,Disguise Pokémon,ばけのかわポケモン,ばけのかわポケモン,Pokémon Fantômasque,Kostümspuk-Pokémon,Pokémon Disfraz,Pokémon Disfraz,Pokémon Fantasmanto,탈포켓몬,畫皮寶可夢,画皮宝可梦
779,Gnash Teeth Pokémon,はぎしりポケモン,はぎしりポケモン,Pokémon Grincedent,Knirschzahn,Pokémon Rechinante,Pokémon Rechinante,Pokémon Sfregadenti,이갈기포켓몬,磨牙寶可夢,磨牙宝可梦
780,Placid Pokémon,ゆうゆうポケモン,ゆうゆうポケモン,Pokémon Nonchalant,Gelassenheits-Pokémon,Pokémon Sosiego,Pokémon Sosiego,Pokémon Tuttacalma,느긋누긋포켓몬,悠遊寶可夢,悠游宝可梦
781,Sea Creeper Pokémon,もくずポケモン,もくずポケモン,Pokémon Varech,Seetang-Pokémon,Pokémon Alga Ancla,Pokémon Alga Ancla,Pokémon Brandellalga,해초조각포켓몬,碎藻寶可夢,碎藻宝可梦
782,Scaly Pokémon,うろこポケモン,うろこポケモン,Pokémon Écailles,Schuppentier-Pokémon,Pokémon Escamas,Pokémon Escamas,Pokémon Squama,비늘포켓몬,鱗片寶可夢,鳞片宝可梦
783,Scaly Pokémon,うろこポケモン,うろこポケモン,Pokémon Écailles,Schuppentier-Pokémon,Pokémon Escamas,Pokémon Escamas,Pokémon Squama,비늘포켓몬,鱗片寶可夢,鳞片宝可梦
784,Scaly Pokémon,うろこポケモン,うろこポケモン,Pokémon Écailles,Schuppentier-Pokémon,Pokémon Escamas,Pokémon Escamas,Pokémon Squama,비늘포켓몬,鱗片寶可夢,鳞片宝可梦
785,Land Spirit Pokémon,とちがみポケモン,とちがみポケモン,Pokémon Tutélaire,Schutzpatron-Pokémon,Pokémon Dios Nativo,Pokémon Dios Nativo,Pokémon Nume Locale,토속신포켓몬,土地神寶可夢,土地神宝可梦
786,Land Spirit Pokémon,とちがみポケモン,とちがみポケモン,Pokémon Tutélaire,Schutzpatron-Pokémon,Pokémon Dios Nativo,Pokémon Dios Nativo,Pokémon Nume Locale,토속신포켓몬,土地神寶可夢,土地神宝可梦
787,Land Spirit Pokémon,とちがみポケモン,とちがみポケモン,Pokémon Tutélaire,Schutzpatron-Pokémon,Pokémon Dios Nativo,Pokémon Dios Nativo,Pokémon Nume Locale,토속신포켓몬,土地神寶可夢,土地神宝可梦
788,Land Spirit Pokémon,とちがみポケモン,とちがみポケモン,Pokémon Tutélaire,Schutzpatron-Pokémon,Pokémon Dios Nativo,Pokémon Dios Nativo,Pokémon Nume Locale,토속신포켓몬,土地神寶可夢,土地神宝可梦
789,Nebula Pokémon,せいうんポケモン,せいうんポケモン,Pokémon Nébuleuse,Nebula-Pokémon,Pokémon Nebulosa,Pokémon Nebulosa,Pokémon Nebulosa,성운포켓몬,星雲寶可夢,星云宝可梦
790,Protostar Pokémon,げんしせいポケモン,げんしせいポケモン,Pokémon Proto-Étoile,Urgestirns-Pokémon,Pokémon Protostrella,Pokémon Protostrella,Pokémon Protostella,원시성포켓몬,原始星寶可夢,原始星宝可梦
791,Sunne Pokémon,にちりんポケモン,にちりんポケモン,Pokémon Halo Solaire,Sonnenkreis-Pokémon,Pokémon Corona Solar,Pokémon Corona Solar,Pokémon Solare,일륜포켓몬,日輪寶可夢,日轮宝可梦
792,Moone Pokémon,がちりんポケモン,がちりんポケモン,Pokémon Halo Lunaire,Mondscheiben-Pokémon,Pokémon Corona Lunar,Pokémon Corona Lunar,Pokémon Lunare,월륜포켓몬,月輪寶可夢,月轮宝可梦
793,Parasite Pokémon,きせいポケモン,きせいポケモン,Pokémon Parasite,Parasiten-Pokémon,Pokémon Parásito,Pokémon Parásito,Pokémon Parassita,기생포켓몬,寄生寶可夢,寄生宝可梦
794,Swollen Pokémon,ぼうちょうポケモン,ぼうちょうポケモン,Pokémon Enflé,Ausdehnungs-Pokémon,Pokémon Hinchado,Pokémon Hinchado,Pokémon Gonfiacorpo,팽창포켓몬,膨脹寶可夢,膨胀宝可梦
795,Lissome Pokémon,えんびポケモン,えんびポケモン,Pokémon Gracile,Eleganz-Pokémon,Pokémon Elegancia,Pokémon Elegancia,Pokémon Leggiadria,염미포켓몬,美艷寶可夢,美艳宝可梦
796,Glowing Pokémon,でんしょくポケモン,でんしょくポケモン,Pokémon Luminaire,Illuminations-Pokémon,Pokémon Luminaria,Pokémon Luminaria,Pokémon Luminaria,전기장식포켓몬,燈飾寶可夢,灯饰宝可梦
797,Launch Pokémon,うちあげポケモン,うちあげポケモン,Pokémon Décollage,Raketenstart-Pokémon,Pokémon Lanzamiento,Pokémon Lanzamiento,Pokémon Decollo,쏴올리기포켓몬,發射寶可夢,发射宝可梦
798,Drawn Sword Pokémon,ばっとうポケモン,ばっとうポケモン,Pokémon Battô,Schwertkunst-Pokémon,Pokémon Desenvaine,Pokémon Desenvaine,Pokémon Spadatratta,발도포켓몬,拔刀寶可夢,拔刀宝可梦
799,Junkivore Pokémon,あくじきポケモン,あくじきポケモン,Pokémon Bizarrovore,Gaumenfolter-Pokémon,Pokémon Tragaldabas,Pokémon Tragaldabas,Pokémon Divoratutto,악식성포켓몬,異食寶可夢,异食宝可梦
800,Prism Pokémon,プリズムポケモン,プリズムポケモン,Pokémon Prisme,Prisma-Pokémon,Pokémon Prisma,Pokémon Prisma,Pokémon Prisma,프리즘포켓몬,稜鏡寶可夢,棱镜宝可梦
801,Artificial Pokémon,じんぞうポケモン,じんぞうポケモン,Pokémon Artificiel,Fabrikats-Pokémon,Pokémon Artificial,Pokémon Artificial,Pokémon Artificiale,인조포켓몬,人造寶可夢,人造宝可梦
802,Gloomdweller Pokémon,かげすみポケモン,かげすみポケモン,Pokémon Ombrefuge,Dunkelwesen-Pokémon,Pokémon Morasombra,Pokémon Morasombra,Pokémon Vivinombra,그림자살이포켓몬,棲影寶可夢,栖影宝可梦
803,Poison Pin Pokémon,どくばりポケモン,どくばりポケモン,Pokémon Vénépic,Giftdorn-Pokémon,Pokémon Pin Veneno,Pokémon Pin Veneno,Pokémon Velenago,독침포켓몬,毒針寶可夢,毒针宝可梦
804,Poison Pin Pokémon,どくばりポケモン,どくばりポケモン,Pokémon Vénépic,Giftdorn-Pokémon,Pokémon Pin Veneno,Pokémon Pin Veneno,Pokémon Velenago,독침포켓몬,毒針寶可夢,毒针宝可梦
805,Rampart Pokémon,いしがきポケモン,いしがきポケモン,Pokémon Muraille,Steinmauer-Pokémon,Pokémon Muro,Pokémon Muro,Pokémon Bastione,돌담포켓몬,石牆寶可夢,石墙宝可梦
806,Fireworks Pokémon,はなびポケモン,はなびポケモン,Pokémon Artificier,Feuerwerks-Pokémon,Pokémon Pirotecnia,Pokémon Pirotecnia,Pokémon Pirotecnico,불꽃놀이포켓몬,煙火寶可夢,烟火宝可梦
807,Thunderclap Pokémon,じんらいポケモン,じんらいポケモン,Pokémon Vif Éclair,Blitzsturm-Pokémon,Pokémon Fulgor,Pokémon Fulgor,Pokémon Fulmirapido,신뢰포켓몬,奔雷寶可夢,奔雷宝可梦
808,Hex Nut Pokémon,ナットポケモン,ナットポケモン,Pokémon Écrou,Mutter-Pokémon,Pokémon Tuerca,Pokémon Tuerca,Pokémon Bullone,너트포켓몬,螺帽寶可夢,螺帽宝可梦
809,Hex Nut Pokémon,ナットポケモン,ナットポケモン,Pokémon Écrou,Mutter-Pokémon,Pokémon Tuerca,Pokémon Tuerca,Pokémon Bullone,너트포켓몬,螺帽寶可夢,螺帽宝可梦
810,Chimp Pokémon,こざるポケモン,こざるポケモン,Pokémon Chimpanzé,Schimpansen-Pokémon,Pokémon Chimpancé,Pokémon Chimpancé,Pokémon Scimpanzé,꼬마원숭이포켓몬,小猴寶可夢,小猴宝可梦
811,Beat Pokémon,ビートポケモン,ビートポケモン,Pokémon Percussions,Beat-Pokémon,Pokémon Ritmo,Pokémon Ritmo,Pokémon Ritmo,비트포켓몬,節拍寶可夢,节拍宝可梦
812,Drummer Pokémon,ドラマーポケモン,ドラマーポケモン,Pokémon Batteur,Drummer-Pokémon,Pokémon Percusión,Pokémon Percusión,Pokémon Percussione,드러머포켓몬,鼓手寶可夢,鼓手宝可梦
813,Rabbit Pokémon,うさぎポケモン,うさぎポケモン,Pokémon Lapin,Hasen-Pokémon,Pokémon Conejo,Pokémon Conejo,Pokémon Coniglio,토끼포켓몬,兔子寶可夢,兔子宝可梦
814,Rabbit Pokémon,うさぎポケモン,うさぎポケモン,Pokémon Lapin,Hasen-Pokémon,Pokémon Conejo,Pokémon Conejo,Pokémon Coniglio,토끼포켓몬,兔子寶可夢,兔子宝可梦
815,Striker Pokémon,ストライカーポケモン,ストライカーポケモン,Pokémon Buteur,Torschützen-Pokémon,Pokémon Delantero,Pokémon Delantero,Pokémon Cannoniere,스트라이커포켓몬,前鋒寶可夢,前锋宝可梦
816,Water Lizard Pokémon,みずとかげポケモン,みずとかげポケモン,Pokémon Lézard’Eau,Wasserechsen-Pokémon,Pokémon Acuartija,Pokémon Acuartija,Pokémon Acquacertola,물도마뱀포켓몬,水蜥寶可夢,水蜥宝可梦
817,Water Lizard Pokémon,みずとかげポケモン,みずとかげポケモン,Pokémon Lézard’Eau,Wasserechsen-Pokémon,Pokémon Acuartija,Pokémon Acuartija,Pokémon Acquacertola,물도마뱀포켓몬,水蜥寶可夢,水蜥宝可梦
818,Secret Agent Pokémon,エージェントポケモン,エージェントポケモン,Pokémon Agent Secret,Geheimagenten-Pokémon,Pokémon Agente,Pokémon Agente,Pokémon Agente,에이전트포켓몬,特工寶可夢,特工宝可梦
819,Cheeky Pokémon,ほおばりポケモン,ほおばりポケモン,Pokémon Joufflu,Raffbacken-Pokémon,Pokémon Abazón,Pokémon Abazón,Pokémon Guancepiene,볼가득포켓몬,貪吃寶可夢,贪吃宝可梦
820,Greedy Pokémon,よくばりポケモン,よくばりポケモン,Pokémon Goulu,Gierschlund-Pokémon,Pokémon Avaricia,Pokémon Avaricia,Pokémon Ingordigia,욕심쟁이포켓몬,貪慾寶可夢,贪欲宝可梦
821,Tiny Bird Pokémon,ことりポケモン,ことりポケモン,Pokémon Minoiseau,Kleinvogel-Pokémon,Pokémon Pajarito,Pokémon Pajarito,Pokémon Uccellino,아기새포켓몬,小鳥寶可夢,小鸟宝可梦
822,Raven Pokémon,カラスポケモン,カラスポケモン,Pokémon Corbeau,Krähen-Pokémon,Pokémon Cuervo,Pokémon Cuervo,Pokémon Corvo,까마귀포켓몬,烏鴉寶可夢,乌鸦宝可梦
823,Raven Pokémon,カラスポケモン,カラスポケモン,Pokémon Corbeau,Krähen-Pokémon,Pokémon Cuervo,Pokémon Cuervo,Pokémon Corvo,까마귀포켓몬,烏鴉寶可夢,乌鸦宝可梦
824,Larva Pokémon,ようちゅうポケモン,ようちゅうポケモン,Pokémon Larve,Larven-Pokémon,Pokémon Pupa,Pokémon Pupa,Pokémon Coleolarva,유충포켓몬,幼蟲寶可夢,幼虫宝可梦
825,Radome Pokémon,レドームポケモン,レドームポケモン,Pokémon Radôme,Radarkuppel-Pokémon,Pokémon Radomo,Pokémon Radomo,Pokémon Radome,레이돔포켓몬,天線罩寶可夢,天线罩宝可梦
826,Seven Spot Pokémon,ななほしポケモン,ななほしポケモン,Pokémon Sept Points,Siebensterne-Pokémon,Pokémon Siete Puntos,Pokémon Siete Puntos,Pokémon Settepunti,칠성포켓몬,七星寶可夢,七星宝可梦
827,Fox Pokémon,きつねポケモン,きつねポケモン,Pokémon Renard,Fuchs-Pokémon,Pokémon Zorro,Pokémon Zorro,Pokémon Volpe,여우포켓몬,狐狸寶可夢,狐狸宝可梦
828,Fox Pokémon,きつねポケモン,きつねポケモン,Pokémon Renard,Fuchs-Pokémon,Pokémon Zorro,Pokémon Zorro,Pokémon Volpe,여우포켓몬,狐狸寶可夢,狐狸宝可梦
829,Flowering Pokémon,はなかざりポケモン,はなかざりポケモン,Pokémon Chef-Fleur,Blumenzier-Pokémon,Pokémon Adornofloral,Pokémon Adornofloral,Pokémon Fiorfronzolo,꽃장식포켓몬,花飾寶可夢,花饰宝可梦
830,Cotton Bloom Pokémon,わたかざりポケモン,わたかざりポケモン,Pokémon Chef-Coton,Baumwollzier-Pokémon,Pokémon Adornalgodón,Pokémon Adornalgodón,Pokémon Cotofronzolo,솜장식포켓몬,棉飾寶可夢,棉饰宝可梦
831,Sheep Pokémon,ひつじポケモン,ひつじポケモン,Pokémon Mouton,Schaf-Pokémon,Pokémon Oveja,Pokémon Oveja,Pokémon Pecora,양포켓몬,綿羊寶可夢,绵羊宝可梦
832,Sheep Pokémon,ひつじポケモン,ひつじポケモン,Pokémon Mouton,Schaf-Pokémon,Pokémon Oveja,Pokémon Oveja,Pokémon Pecora,양포켓몬,綿羊寶可夢,绵羊宝可梦
833,Snapping Pokémon,くいつきポケモン,くいつきポケモン,Pokémon Mordillage,Schnapp-Pokémon,Pokémon Mordedura,Pokémon Mordedura,Pokémon Mordace,물고늘어지기포켓몬,咬住寶可夢,咬住宝可梦
834,Bite Pokémon,かみつきポケモン,かみつきポケモン,Pokémon Morsure,Biss-Pokémon,Pokémon Mordisco,Pokémon Mordisco,Pokémon Morso,물어뜯기포켓몬,緊咬寶可夢,紧咬宝可梦
835,Puppy Pokémon,こいぬポケモン,こいぬポケモン,Pokémon Chiot,Welpen-Pokémon,Pokémon Perrito,Pokémon Perrito,Pokémon Cagnolino,강아지포켓몬,小狗寶可夢,小狗宝可梦
836,Dog Pokémon,いぬポケモン,いぬポケモン,Pokémon Chien,Hunde-Pokémon,Pokémon Perro,Pokémon Perro,Pokémon Cane,개포켓몬,狗寶可夢,狗宝可梦
837,Coal Pokémon,せきたんポケモン,せきたんポケモン,Pokémon Charbon,Kohle-Pokémon,Pokémon Carbón,Pokémon Carbón,Pokémon Carbone,석탄포켓몬,煤炭寶可夢,煤炭宝可梦
838,Coal Pokémon,せきたんポケモン,せきたんポケモン,Pokémon Charbon,Kohle-Pokémon,Pokémon Carbón,Pokémon Carbón,Pokémon Carbone,석탄포켓몬,煤炭寶可夢,煤炭宝可梦
839,Coal Pokémon,せきたんポケモン,せきたんポケモン,Pokémon Charbon,Kohle-Pokémon,Pokémon Carbón,Pokémon Carbón,Pokémon Carbone,석탄포켓몬,煤炭寶可夢,煤炭宝可梦
840,Apple Core Pokémon,りんごぐらしポケモン,りんごぐらしポケモン,Pokémon Nid Pomme,Apfelhaus-Pokémon,Pokémon Manzanido,Pokémon Manzanido,Pokémon Pomicolo,사과살이포켓몬,蘋果居寶可夢,苹果居宝可梦
841,Apple Wing Pokémon,りんごはねポケモン,りんごはねポケモン,Pokémon Ailes Pomme,Apfelflügel-Pokémon,Pokémon Manzanala,Pokémon Manzanala,Pokémon Pomivolo,사과날개포켓몬,蘋果翅寶可夢,苹果翅宝可梦
842,Apple Nectar Pokémon,りんごじるポケモン,りんごじるポケモン,Pokémon Jus Pomme,Apfelnektar-Pokémon,Pokémon Manzanéctar,Pokémon Manzanéctar,Pokémon Pomisucco,사과즙포켓몬,蘋果汁寶可夢,苹果汁宝可梦
843,Sand Snake Pokémon,すなへびポケモン,すなへびポケモン,Pokémon Serpensable,Sandschlangen-Pokémon,Pokémon Serp. Arena,Pokémon Serp. Arena,Pokémon Sabbiaserpe,모래뱀포켓몬,沙蛇寶可夢,沙蛇宝可梦
844,Sand Snake Pokémon,すなへびポケモン,すなへびポケモン,Pokémon Serpensable,Sandschlangen-Pokémon,Pokémon Serp. Arena,Pokémon Serp. Arena,Pokémon Sabbiaserpe,모래뱀포켓몬,沙蛇寶可夢,沙蛇宝可梦
845,Gulp Pokémon,うのみポケモン,うのみポケモン,Pokémon Avaltouron,Schling-Pokémon,Pokémon Tragón,Pokémon Tragón,Pokémon Inghiottone,그대로삼키기포켓몬,一口吞寶可夢,一口吞宝可梦
846,Rush Pokémon,とつげきポケモン,とつげきポケモン,Pokémon Fonceur,Rempler-Pokémon,Pokémon Arremetida,Pokémon Arremetida,Pokémon Carica,돌격포켓몬,突擊寶可夢,突击宝可梦
847,Skewer Pokémon,くしざしポケモン,くしざしポケモン,Pokémon Transperceur,Spieß-Pokémon,Pokémon Ensarta,Pokémon Ensarta,Pokémon Spiedo,꼬치포켓몬,穿刺寶可夢,穿刺宝可梦
848,Baby Pokémon,あかごポケモン,あかごポケモン,Pokémon Poupon,Baby-Pokémon,Pokémon Retoño,Pokémon Retoño,Pokémon Bebè,젖먹이포켓몬,嬰兒寶可夢,婴儿宝可梦
849,Punk Pokémon,パンクポケモン,パンクポケモン,Pokémon Punk,Punk-Pokémon,Pokémon Punki,Pokémon Punki,Pokémon Punk,펑크포켓몬,龐克寶可夢,庞克宝可梦
850,Radiator Pokémon,はつねつポケモン,はつねつポケモン,Pokémon Calorifère,Exotherm-Pokémon,Pokémon Radiador,Pokémon Radiador,Pokémon Termogeno,발열포켓몬,發熱寶可夢,发热宝可梦
851,Radiator Pokémon,はつねつポケモン,はつねつポケモン,Pokémon Calorifère,Exotherm-Pokémon,Pokémon Radiador,Pokémon Radiador,Pokémon Termogeno,발열포켓몬,發熱寶可夢,发热宝可梦
852,Tantrum Pokémon,だだっこポケモン,だだっこポケモン,Pokémon Caprice,Balg-Pokémon,Pokémon Malcriado,Pokémon Malcriado,Pokémon Bizze,떼쟁이포켓몬,纏人寶可夢,缠人宝可梦
853,Jujitsu Pokémon,じゅうじゅつポケモン,じゅうじゅつポケモン,Pokémon Jujitsu,Jiu-Jitsu-Pokémon,Pokémon Jiu-Jitsu,Pokémon Jiu-Jitsu,Pokémon Jujitsu,유술포켓몬,柔術寶可夢,柔术宝可梦
854,Black Tea Pokémon,こうちゃポケモン,こうちゃポケモン,Pokémon Thé Noir,Schwarztee-Pokémon,Pokémon Té,Pokémon Té,Pokémon Tè,홍차포켓몬,紅茶寶可夢,红茶宝可梦
855,Black Tea Pokémon,こうちゃポケモン,こうちゃポケモン,Pokémon Thé Noir,Schwarztee-Pokémon,Pokémon Té,Pokémon Té,Pokémon Tè,홍차포켓몬,紅茶寶可夢,红茶宝可梦
856,Calm Pokémon,おだやかポケモン,おだやかポケモン,Pokémon Calme,Geruhsam-Pokémon,Pokémon Calma,Pokémon Calma,Pokémon Calma,차분포켓몬,寧靜寶可夢,宁静宝可梦
857,Serene Pokémon,せいしゅくポケモン,せいしゅくポケモン,Pokémon Serein,Ruhe-Pokémon,Pokémon Serenidad,Pokémon Serenidad,Pokémon Quiete,정숙포켓몬,肅靜寶可夢,肃静宝可梦
858,Silent Pokémon,せいじゃくポケモン,せいじゃくポケモン,Pokémon Silencieux,Stille-Pokémon,Pokémon Silencio,Pokémon Silencio,Pokémon Silenzio,정적포켓몬,寂靜寶可夢,寂静宝可梦
859,Wily Pokémon,いじわるポケモン,いじわるポケモン,Pokémon Malin,Hinterlist-Pokémon,Pokémon Astuto,Pokémon Astuto,Pokémon Scaltro,꾀부리기포켓몬,捉弄寶可夢,捉弄宝可梦
860,Devious Pokémon,しょうわるポケモン,しょうわるポケモン,Pokémon Scélérat,Schelm-Pokémon,Pokémon Malicioso,Pokémon Malicioso,Pokémon Furbizia,성악포켓몬,壞心眼寶可夢,坏心眼宝可梦
861,Bulk Up Pokémon,ビルドアップポケモン,ビルドアップポケモン,Pokémon Gonflette,Muskelaufbau-Pokémon,Pokémon Voluminoso,Pokémon Voluminoso,Pokémon Granfisico,벌크업포켓몬,健美寶可夢,健美宝可梦
862,Blocking Pokémon,ていしポケモン,ていしポケモン,Pokémon Barrage,Barrikaden-Pokémon,Pokémon Bloqueador,Pokémon Bloqueador,Pokémon Bloccaggio,정지포켓몬,停止寶可夢,停止宝可梦
863,Viking Pokémon,バイキングポケモン,バイキングポケモン,Pokémon Viking,Wikinger-Pokémon,Pokémon Vikingo,Pokémon Vikingo,Pokémon Vichingo,바이킹포켓몬,維京寶可夢,维京宝可梦
864,Coral Pokémon,さんごポケモン,さんごポケモン,Pokémon Corail,Korallen-Pokémon,Pokémon Coral,Pokémon Coral,Pokémon Corallo,산호포켓몬,珊瑚寶可夢,珊瑚宝可梦
865,Wild Duck Pokémon,かるがもポケモン,かるがもポケモン,Pokémon Canard Fou,Wildenten-Pokémon,Pokémon Pato Salvaje,Pokémon Pato Salvaje,Pokémon Selvanatra,청둥오리포켓몬,黃嘴鴨寶可夢,黄嘴鸭宝可梦
