pokemon,form,version_group,versions,location_area,method,levels,during_any_time,while_weather_overall,boulder_required,alpha_levels,during_morning,during_day,during_evening,note,during_night,rate_overall,while_blizzard,while_clear,while_harsh_sunlight,while_cloudy
snorunt,snorunt,legends-arceus,legends-arceus,glacier-terrace,shaking-ore-deposits,38 - 41,true,true,,53 - 56,,,,,,,,,,
snorunt,snorunt,legends-arceus,legends-arceus,hearts-crag,shaking-ore-deposits,38 - 41,true,true,,53 - 56,,,,,,,,,,
snorunt,snorunt,legends-arceus,legends-arceus,icebound-falls,shaking-ore-deposits,39 - 41,true,true,,54 - 56,,,,,,,,,,
snorunt,snorunt,legends-arceus,legends-arceus,pearl-settlement,symbol-encounter,38 - 41,true,true,true,53 - 56,,,,,,,,,,
snorunt,snorunt,legends-arceus,legends-arceus,pearl-settlement,shaking-ore-deposits,38 - 41,true,true,,53 - 56,,,,,,,,,,
snorunt,snorunt,legends-arceus,legends-arceus,pearl-settlement,swarm,39 - 41,true,true,true,54 - 56,,,,,,,,,,
snorunt,snorunt,legends-arceus,legends-arceus,whiteout-valley,symbol-encounter,38 - 41,true,true,,53 - 56,,,,,,,,,,
snover,snover,legends-arceus,legends-arceus,arenas-approach,symbol-encounter,36 - 39,true,true,true,51 - 54,,,,,,,,,,
snover,snover,legends-arceus,legends-arceus,avaluggs-legacy,symbol-encounter,36 - 39,true,true,true,51 - 54,,,,,,,,,,
snover,snover,legends-arceus,legends-arceus,bonechill-wastes,symbol-encounter,36 - 39,true,true,,51 - 54,,,,,,,,,,
snover,snover,legends-arceus,legends-arceus,glacier-terrace,symbol-encounter,36 - 39,true,true,,51 - 54,,,,,,,,,,
snover,snover,legends-arceus,legends-arceus,glacier-terrace,swarm,37 - 39,true,true,,52 - 54,,,,,,,,,,
spheal,spheal,legends-arceus,legends-arceus,ginkgo-landing,symbol-encounter,27 - 30,true,true,,42 - 45,,,,,,,,,,
spheal,spheal,legends-arceus,legends-arceus,hideaway-bay,symbol-encounter,28 - 31,true,true,,43 - 46,,,,,,,,,,
spheal,spheal,legends-arceus,legends-arceus,hideaway-bay,swarm,29 - 31,true,true,,44 - 46,,,,,,,,,,
spiritomb,spiritomb,legends-arceus,legends-arceus,shrouded-ruins,symbol-encounter,60,,true,,80,,,,"After completing Request 22: ""Eerie Apparitions in the Night""",true,,,,,
spiritomb,spiritomb,legends-arceus,legends-arceus,shrouded-ruins,symbol-encounter,,,true,,80,,,,"After completing Request 22: ""Eerie Apparitions in the Night""",true,,,,,
spiritomb,spiritomb,legends-arceus,legends-arceus,shrouded-ruins,special-encounter,60,true,true,,,,,,"Can be caught during Request 22: ""Eerie Apparitions in the Night"" after all wisps around Hisui have been found and Lord Kleavor has been quelled. Never Shiny.",,,,,,
stantler,stantler,legends-arceus,legends-arceus,deertrack-heights,symbol-encounter,9 - 14,true,true,,24 - 29,,,,,,,,,,
stantler,stantler,legends-arceus,legends-arceus,deertrack-heights,symbol-encounter,,true,true,,42,,,,,,,,,,
stantler,stantler,legends-arceus,legends-arceus,deertrack-heights,swarm,12 - 14,true,true,true,27 - 29,,,,,,,,,,
stantler,stantler,legends-arceus,legends-arceus,glacier-terrace,symbol-encounter,49 - 52,true,true,true,64 - 67,,,,,,,,,,
stantler,stantler,legends-arceus,legends-arceus,glacier-terrace,swarm,55 - 57,true,true,true,70 - 72,,,,,,,,,,
stantler,stantler,legends-arceus,legends-arceus,wayward-wood,symbol-encounter,35 - 38,true,true,,50 - 53,,,,,,,,,,
stantler,stantler,legends-arceus,legends-arceus,windbreak-stand,symbol-encounter,"29 - 32, 41 - 44",true,true,,"44 - 47, 56 - 59",,,,,,,,,,
staraptor,staraptor,legends-arceus,legends-arceus,castaway-shore,flying,31 - 34,true,true,true,,,,,,,,,,,
staraptor,staraptor,legends-arceus,legends-arceus,deadwood-haunt,flying,34 - 37,,true,,49 - 52,true,true,true,,,,,,,
staraptor,staraptor,legends-arceus,legends-arceus,lake-verity-hisui,flying,41 - 44,,true,true,56 - 59,true,true,true,,,,,,,
staraptor,staraptor,legends-arceus,legends-arceus,lake-verity-hisui,swarm,34 - 36,true,true,,45 - 47,,,,,,,,,,
staraptor,staraptor,legends-arceus,legends-arceus,natures-pantry,flying,34 - 37,true,true,true,,,,,,,,,,,
staraptor,staraptor,legends-arceus,legends-arceus,spring-path-hisui,flying,41 - 44,,true,true,56 - 59,true,true,true,,,,,,,
staraptor,staraptor,legends-arceus,legends-arceus,tranquility-cove,symbol-encounter,33 - 37,,true,,48-52,true,true,true,,,,,,,
staraptor,staraptor,legends-arceus,legends-arceus,tranquility-cove,swarm,36 - 38,true,true,,51 - 53,,,,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,bathers-lagoon,symbol-encounter,29 - 32,,true,,44 - 47,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,bathers-lagoon,flying,29 - 32,,true,,44 - 47,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,castaway-shore,flying,27 - 30,,true,true,42 - 45,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,crossing-slope,flying,27 - 30,,true,,42 - 45,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,deadwood-haunt,flying,29 - 32,,true,,44 - 47,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,deadwood-haunt,swarm,31 - 33,true,true,true,46 - 48,,,,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,deertrack-heights,symbol-encounter,14 - 17,,true,,29 - 32,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,deertrack-heights,flying,14 - 17,,true,,29 - 32,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,natures-pantry,flying,14 - 17,,true,,29 - 32,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,obsidian-falls,flying,14 - 17,,true,true,29 - 32,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,ramanas-island,flying,30 - 33,,true,,45 - 48,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,sands-reach,flying,29 - 32,,true,,44 - 47,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,sandgem-flats,flying,15 - 18,,true,,30 - 33,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,sandgem-flats,swarm,14 - 16,true,true,true,29 - 31,,,,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,tidewater-dam,symbol-encounter,14 - 17,,true,true,29 - 32,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,tidewater-dam,flying,14 - 17,,true,,29 - 32,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,tranquility-cove,symbol-encounter,33 - 33,,true,,45 - 48,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,tranquility-cove,flying,29 - 32,,true,,44 - 47,true,true,true,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,windswept-run,symbol-encounter,,true,true,,32,,,,,,,,,,
staravia,staravia,legends-arceus,legends-arceus,windswept-run,flying,14 - 17,,true,,29 - 32,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,aspiration-hill,symbol-encounter,2 - 4,,true,,17 - 19,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,aspiration-hill,flying,2 - 4,,true,,17 - 19,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,bathers-lagoon,symbol-encounter,10 - 13,,true,,25 - 28,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,castaway-shore,flying,10 - 13,,true,true,25 - 28,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,crossing-slope,flying,10 - 13,,true,,25 - 28,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,deadwood-haunt,flying,10 - 13,,true,,25 - 28,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,deertrack-heights,symbol-encounter,10 - 13,,true,,25 - 28,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,deertrack-heights,flying,10 - 13,,true,,25 - 28,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,deertrack-path,flying,7 - 10,,true,,,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,deertrack-path,swarm,11 - 13,true,true,,26 - 28,,,,,,,,,,
starly,starly,legends-arceus,legends-arceus,horseshoe-plains,symbol-encounter,2 - 4,,true,true,17 - 19,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,horseshoe-plains,flying,2 - 4,,true,,,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,natures-pantry,flying,9 - 13,,true,,24 - 28,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,obsidian-falls,flying,10 - 13,,true,true,25 - 28,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,ramanas-island,flying,10 - 13,,true,,25 - 28,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,sands-reach,flying,10 - 13,,true,,25 - 28,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,tidewater-dam,symbol-encounter,10 - 13,,true,true,25 - 28,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,tidewater-dam,flying,9 - 13,,true,,24 - 28,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,tranquility-cove,flying,10 - 13,,true,,25 - 28,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,windswept-run,flying,9 - 12,,true,,24 - 27,true,true,true,,,,,,,
starly,starly,legends-arceus,legends-arceus,worn-bridge,flying,7 - 10,,true,true,,true,true,true,,,,,,,
steelix,steelix,legends-arceus,legends-arceus,celestica-trail,symbol-encounter,,true,true,,60,,,,,,,,,,
steelix,steelix,legends-arceus,legends-arceus,horseshoe-plains,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
steelix,steelix,legends-arceus,legends-arceus,natures-pantry,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
steelix,steelix,legends-arceus,legends-arceus,sandgem-flats,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
steelix,steelix,legends-arceus,legends-arceus,windswept-run,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
stunky,stunky,legends-arceus,legends-arceus,ancient-quarry,symbol-encounter,30 - 33,true,true,true,45 - 48,,,,,,,,,,
stunky,stunky,legends-arceus,legends-arceus,celestica-trail,symbol-encounter,30 - 33,true,true,true,45 - 48,,,,,,,,,,
stunky,stunky,legends-arceus,legends-arceus,celestica-trail,swarm,31 - 33,true,true,true,46 - 48,,,,,,,,,,
stunky,stunky,legends-arceus,legends-arceus,scarlet-bog,symbol-encounter,21 - 24,true,true,,36 - 39,,,,,,,,,,
stunky,stunky,legends-arceus,legends-arceus,scarlet-bog,swarm,24 - 26,true,true,true,39 - 41,,,,,,,,,,
sudowoodo,sudowoodo,legends-arceus,legends-arceus,celestica-ruins,symbol-encounter,39 - 42,true,true,,54 - 57,,,,,,,,,,
sudowoodo,sudowoodo,legends-arceus,legends-arceus,celestica-ruins,swarm,47 - 49,true,true,true,62 - 64,,,,,,,,,,
sudowoodo,sudowoodo,legends-arceus,legends-arceus,cloudpool-ridge,symbol-encounter,25 - 28,true,true,true,40 - 43,,,,,,,,,,
sudowoodo,sudowoodo,legends-arceus,legends-arceus,cloudpool-ridge,shaking-ore-deposits,27 - 29,true,true,,42 - 44,,,,,,,,,,
swinub,swinub,legends-arceus,legends-arceus,arenas-approach,symbol-encounter,29 - 32,true,true,true,44 - 47,,,,,,,,,,
swinub,swinub,legends-arceus,legends-arceus,avalanche-slopes,symbol-encounter,29 - 32,true,true,,44 - 47,,,,,,,,,,
swinub,swinub,legends-arceus,legends-arceus,avaluggs-legacy,symbol-encounter,29 - 32,true,true,,44 - 47,,,,,,,,,,
swinub,swinub,legends-arceus,legends-arceus,bonechill-wastes,symbol-encounter,29 - 32,true,true,,44 - 47,,,,,,,,,,
swinub,swinub,legends-arceus,legends-arceus,bonechill-wastes,symbol-encounter,,true,true,true,62,,,,,,,,,,
swinub,swinub,legends-arceus,legends-arceus,bonechill-wastes,swarm,30 - 32,true,true,,45 - 47,,,,,,,,,,
sylveon,sylveon,legends-arceus,legends-arceus,ancient-quarry,contact-space-time-distortion,40 - 58,true,true,true,60 - 78,,,,,,,,,,
sylveon,sylveon,legends-arceus,legends-arceus,bolderoll-ravine,contact-space-time-distortion,40 - 58,true,true,,60 - 78,,,,,,,,,,
sylveon,sylveon,legends-arceus,legends-arceus,celestica-ruins,contact-space-time-distortion,40 - 58,true,true,,60 - 78,,,,,,,,,,
sylveon,sylveon,legends-arceus,legends-arceus,celestica-trail,contact-space-time-distortion,40 - 58,true,true,,60 - 78,,,,,,,,,,
sylveon,sylveon,legends-arceus,legends-arceus,horseshoe-plains,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
sylveon,sylveon,legends-arceus,legends-arceus,natures-pantry,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
sylveon,sylveon,legends-arceus,legends-arceus,sacred-plaza,contact-space-time-distortion,40 - 58,true,true,,60 - 78,,,,,,,,,,
sylveon,sylveon,legends-arceus,legends-arceus,sandgem-flats,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
sylveon,sylveon,legends-arceus,legends-arceus,stonetooth-rows,contact-space-time-distortion,40 - 58,true,true,,60 - 78,,,,,,,,,,
sylveon,sylveon,legends-arceus,legends-arceus,windswept-run,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
tangela,tangela,legends-arceus,legends-arceus,cottonsedge-prairie,symbol-encounter,25 - 28,true,true,true,40 - 43,,,,,,,,,,
tangela,tangela,legends-arceus,legends-arceus,crossing-slope,symbol-encounter,27 - 30,true,true,true,42 - 45,,,,,,,,,,
tangela,tangela,legends-arceus,legends-arceus,crossing-slope,swarm,27 - 29,true,true,true,42 - 44,,,,,,,,,,
tangela,tangela,legends-arceus,legends-arceus,gapejaw-bog,symbol-encounter,19 - 24,true,true,,34 - 39,,,,,,,,,,
tangela,tangela,legends-arceus,legends-arceus,gapejaw-bog,swarm,21 - 23,true,true,true,36 - 38,,,,,,,,,,
tangrowth,tangrowth,legends-arceus,legends-arceus,arenas-approach,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
tangrowth,tangrowth,legends-arceus,legends-arceus,avalanche-slopes,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
tangrowth,tangrowth,legends-arceus,legends-arceus,bonechill-wastes,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
tangrowth,tangrowth,legends-arceus,legends-arceus,crossing-slope,swarm,30 - 32,true,true,true,45 - 47,,,,,,,,,,
tangrowth,tangrowth,legends-arceus,legends-arceus,gapejaw-bog,symbol-encounter,,true,true,,45,,,,,,,,,,
tangrowth,tangrowth,legends-arceus,legends-arceus,gapejaw-bog,swarm,32 - 32,true,true,true,45 - 47,,,,,,,,,,
tangrowth,tangrowth,legends-arceus,legends-arceus,glacier-terrace,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
tangrowth,tangrowth,legends-arceus,legends-arceus,hearts-crag,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
teddiursa,teddiursa,legends-arceus,legends-arceus,droning-meadow,symbol-encounter,26 - 29,,true,true,41 - 44,true,true,true,,,,,,,
teddiursa,teddiursa,legends-arceus,legends-arceus,golden-lowlands,swarm,27 - 29,true,true,true,42 - 44,,,,,,,,,,
teddiursa,teddiursa,legends-arceus,legends-arceus,sonorous-path,symbol-encounter,26 - 29,true,true,,41 - 44,,,,,,,,,,
teddiursa,teddiursa,legends-arceus,legends-arceus,sonorous-path,swarm,27 - 29,true,true,,42 - 44,,,,,,,,,,
teddiursa,teddiursa,legends-arceus,legends-arceus,ursas-ring,symbol-encounter,"20 - 22, 26 - 29",true,true,,41 - 44,,,,,,,,,,
tentacool,tentacool,legends-arceus,legends-arceus,islespy-shore,symbol-encounter,24 - 29,true,true,true,39 - 44,,,,,,,,,,
tentacool,tentacool,legends-arceus,legends-arceus,lunkers-lair,symbol-encounter,24 - 29,true,true,,39 - 44,,,,,,,,,,
tentacool,tentacool,legends-arceus,legends-arceus,lunkers-lair,swarm,27 - 29,true,true,true,42 - 44,,,,,,,,,,
tentacool,tentacool,legends-arceus,legends-arceus,seagrass-haven,symbol-encounter,24 - 29,true,true,,39 - 44,,,,,,,,,,
tentacruel,tentacruel,legends-arceus,legends-arceus,islespy-shore,symbol-encounter,41 - 44,true,true,true,56 - 59,,,,,,,,,,
tentacruel,tentacruel,legends-arceus,legends-arceus,lunkers-lair,symbol-encounter,,true,true,true,50,,,,,,,,,,
tentacruel,tentacruel,legends-arceus,legends-arceus,lunkers-lair,symbol-encounter,31 - 34,true,true,,46 - 49,,,,,,,,,,
tentacruel,tentacruel,legends-arceus,legends-arceus,lunkers-lair,swarm,42 - 44,true,true,true,57 - 59,,,,,,,,,,
tentacruel,tentacruel,legends-arceus,legends-arceus,seagrass-haven,symbol-encounter,31 - 34,true,true,,46 - 49,,,,,,,,,,
thundurus-incarnate,thundurus-incarnate,legends-arceus,legends-arceus,sands-reach,special-encounter,70,,,,,,,,"Can be caught during Request 94: ""Incarnate Forces of Hisui"". Available after completing Mission 26: ""Seeking the Remaining Plates"". Never Shiny",,one,,,,
togekiss,togekiss,legends-arceus,legends-arceus,lake-verity-hisui,flying,42 - 45,true,true,,35 - 38,,,,,,,,,,
togepi,togepi,legends-arceus,legends-arceus,bathers-lagoon,symbol-encounter,29 - 34,,true,,44 - 49,true,true,true,,,,,,,
togepi,togepi,legends-arceus,legends-arceus,bathers-lagoon,swarm,33 - 35,true,true,,48 - 50,,,,,,,,,,
togepi,togepi,legends-arceus,legends-arceus,cottonsedge-prairie,symbol-encounter,33 - 36,true,true,,48 - 51,,,,,,,,,,
togepi,togepi,legends-arceus,legends-arceus,cottonsedge-prairie,swarm,38 - 40,true,true,,53 - 55,,,,,,,,,,
togepi,togepi,legends-arceus,legends-arceus,tranquility-cove,symbol-encounter,31 - 34,,true,,46 - 49,true,true,true,,,,,,,
togetic,togetic,legends-arceus,legends-arceus,bolderoll-slope,flying,22 - 25,true,true,true,,,,,,,,,,,
togetic,togetic,legends-arceus,legends-arceus,cottonsedge-prairie,flying,32 - 35,true,true,true,,,,,,,,,,,
togetic,togetic,legends-arceus,legends-arceus,tranquility-cove,symbol-encounter,31 - 34,,true,,46 - 49,true,true,true,,,,,,,
tornadus-incarnate,tornadus-incarnate,legends-arceus,legends-arceus,bonechill-wastes,special-encounter,70,true,true,,,,,,"Can be caught during a snowstorm while completing Request 94: ""Icarnate Forces of Hisui"". Can not be shiny",,,,,,
torterra,torterra,legends-arceus,legends-arceus,holm-of-trials,symbol-encounter,,true,true,,65,,,,,,,,,,
toxicroak,toxicroak,legends-arceus,legends-arceus,ancient-quarry,symbol-encounter,43 - 46,true,true,true,58 - 61,,,,,,,,,,
toxicroak,toxicroak,legends-arceus,legends-arceus,ancient-quarry,swarm,62 - 64,true,true,true,77 - 79,,,,,,,,,,
toxicroak,toxicroak,legends-arceus,legends-arceus,holm-of-trials,symbol-encounter,37 - 40,true,true,,52 - 55,,,,,,,,,,
toxicroak,toxicroak,legends-arceus,legends-arceus,holm-of-trials,symbol-encounter,,true,true,,47,,,,,,,,,,
toxicroak,toxicroak,legends-arceus,legends-arceus,holm-of-trials,swarm,38 - 40,true,true,,53 - 55,,,,,,,,,,
toxicroak,toxicroak,legends-arceus,legends-arceus,horseshoe-plains,contact-space-time-distortion,37 - 72,true,true,,52 - 87,,,,,,,,,,
toxicroak,toxicroak,legends-arceus,legends-arceus,natures-pantry,contact-space-time-distortion,37 - 72,true,true,,52 - 87,,,,,,,,,,
toxicroak,toxicroak,legends-arceus,legends-arceus,sandgem-flats,contact-space-time-distortion,37 - 72,true,true,,52 - 87,,,,,,,,,,
toxicroak,toxicroak,legends-arceus,legends-arceus,spring-path-hisui,symbol-encounter,41 - 44,true,true,,56 - 59,,,,,,,,,,
toxicroak,toxicroak,legends-arceus,legends-arceus,windswept-run,contact-space-time-distortion,37 - 72,true,true,,52 - 87,,,,,,,,,,
turtwig,turtwig,legends-arceus,legends-arceus,droning-meadow,symbol-encounter,14 - 17,true,true,true,29 - 32,,,,,,,,,,
turtwig,turtwig,legends-arceus,legends-arceus,droning-meadow,swarm,11 - 13,true,true,true,26 - 28,,,,,,,,,,
typhlosion-hisui,typhlosion-hisui,legends-arceus,legends-arceus,cottonsedge-prairie,contact-space-time-distortion,68 - 71,true,true,,88 - 91,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
typhlosion-hisui,typhlosion-hisui,legends-arceus,legends-arceus,droning-meadow,contact-space-time-distortion,68 - 71,true,true,,88 - 91,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
typhlosion-hisui,typhlosion-hisui,legends-arceus,legends-arceus,gapejaw-bog,contact-space-time-distortion,68 - 71,true,true,,88 - 91,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
typhlosion-hisui,typhlosion-hisui,legends-arceus,legends-arceus,holm-of-trials,contact-space-time-distortion,68 - 71,true,true,,88 - 91,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
umbreon,umbreon,legends-arceus,legends-arceus,cottonsedge-prairie,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
umbreon,umbreon,legends-arceus,legends-arceus,droning-meadow,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
umbreon,umbreon,legends-arceus,legends-arceus,gapejaw-bog,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
umbreon,umbreon,legends-arceus,legends-arceus,holm-of-trials,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
unown,unown-a,legends-arceus,legends-arceus,diamond-settlement,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, atop the southernmost tent",,,,,,
unown,unown-a,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-b,legends-arceus,legends-arceus,firespit-island,contact-unown-reasearch-notes,25,true,true,,,,,,On the side of the central volcano,,,,,,
unown,unown-b,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-c,legends-arceus,legends-arceus,celestica-ruins,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, atop one of the ruined pillars",,,,,,
unown,unown-c,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-d,legends-arceus,legends-arceus,golden-lowlands,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, sitting on one of the stumps at the abandoned campsite",,,,,,
unown,unown-d,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-e,legends-arceus,legends-arceus,grueling-grove,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, nestled in the tree in the pond",,,,,,
unown,unown-e,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-exclamation,legends-arceus,legends-arceus,snowfall-hot-spring,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, on top of a tall, dead tree",,,,,,
unown,unown-exclamation,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-f,legends-arceus,legends-arceus,ancient-quarry,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, at the peak of the mountain above the quarry",,,,,,
unown,unown-f,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-g,legends-arceus,legends-arceus,obsidian-falls,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, on a rocky outcrop atop the waterfall",,,,,,
unown,unown-g,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-h,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-h,legends-arceus,legends-arceus,jubilife-village,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, on the sign above the gateway to Prelude Beach",,,,,,
unown,unown-i,legends-arceus,legends-arceus,lake-verity-hisui,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, on the island behind Verity Cavern",,,,,,
unown,unown-i,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-j,legends-arceus,legends-arceus,ancient-quarry,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, hidden within a crevice inside the quarry",,,,,,
unown,unown-j,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-k,legends-arceus,legends-arceus,shrouded-ruins,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, on top of a large pile of stacked stones south of the ruins",,,,,,
unown,unown-k,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-l,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-l,legends-arceus,legends-arceus,wayward-cave,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, in the southeastern portion of the cave, at a dead-end",,,,,,
unown,unown-m,legends-arceus,legends-arceus,sludge-mound,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, in the end of a fallen tree trunk",,,,,,
unown,unown-m,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-n,legends-arceus,legends-arceus,sands-reach,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, on the side of the easternmost stone pillar",,,,,,
unown,unown-n,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-o,legends-arceus,legends-arceus,ice-column-chamber,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, at the top of the second pillar encountered",,,,,,
