identifier,column,pokeapi,pokedb
bellsprout-vine,name_it,Viticcio di Bellsprout,
bellsprout-vine,name_ko,모다피의덩굴,
geodude-fragment,name_ja,イシツブテのかけら,
geodude-fragment,name_fr,Fragment de Racaillou,
geodude-fragment,name_de,Kleinstein-Splitter,
geodude-fragment,name_es,Fragmento de Geodude,
geodude-fragment,name_it,Frammento di Geodude,
geodude-fragment,name_ko,꼬마돌의조각,
koffing-gas,name_ja,ドガースのガス,
koffing-gas,name_fr,Gaz de Smogo,
koffing-gas,name_de,Smogon-Gas,
koffing-gas,name_es,Gas de Koffing,
koffing-gas,name_it,Gas di Koffing,
koffing-gas,name_ko,또가스의가스,
munchlax-fang,name_ja,ゴンベのキバ,
munchlax-fang,name_fr,Croc de Goinfrex,
munchlax-fang,name_de,Mampfaxo-Zahn,
munchlax-fang,name_es,Colmillo de Munchlax,
munchlax-fang,name_it,Zanna di Munchlax,
munchlax-fang,name_ko,먹고자의이빨,
sentret-fur,name_ja,オタチのけ,
sentret-fur,name_fr,Poils de Fouinette,
sentret-fur,name_de,Wiesor-Haar,
sentret-fur,name_es,Pelo de Sentret,
sentret-fur,name_it,Pelo di Sentret,
sentret-fur,name_ko,꼬리선의털,
hoothoot-feather,name_ja,ホーホーのはね,
hoothoot-feather,name_fr,Plume de Hoothoot,
hoothoot-feather,name_de,Hoothoot-Feder,
hoothoot-feather,name_es,Pluma de Hoothoot,
hoothoot-feather,name_it,Penna di Hoothoot,
hoothoot-feather,name_ko,부우부의깃털,
spinarak-thread,name_ja,イトマルのいと,
spinarak-thread,name_fr,Fil de Mimigal,
spinarak-thread,name_de,Webarak-Faden,
spinarak-thread,name_es,Hilo de Spinarak,
spinarak-thread,name_it,Filo di Spinarak,
spinarak-thread,name_ko,페이검의실,
aipom-hair,name_ja,エイパムのけ,
aipom-hair,name_fr,Poils de Capumain,
aipom-hair,name_de,Griffel-Haar,
aipom-hair,name_es,Pelo de Aipom,
aipom-hair,name_it,Pelo di Aipom,
aipom-hair,name_ko,에이팜의털,
yanma-spike,name_ja,ヤンヤンマのトゲ,
yanma-spike,name_fr,Dard de Yanma,
yanma-spike,name_de,Yanma-Stachel,
yanma-spike,name_es,Aguijón de Yanma,
yanma-spike,name_it,Aculeo di Yanma,
yanma-spike,name_ko,왕자리의가시,
gligar-fang,name_ja,グライガーのキバ,
gligar-fang,name_fr,Croc de Scorplane,
gligar-fang,name_de,Skorgla-Zahn,
gligar-fang,name_es,Colmillo de Gligar,
gligar-fang,name_it,Zanna di Gligar,
gligar-fang,name_ko,글라이거의이빨,
slugma-lava,name_ja,マグマッグのようがん,
slugma-lava,name_fr,Lave de Limagma,
slugma-lava,name_de,Schneckmag-Lava,
slugma-lava,name_es,Lava de Slugma,
slugma-lava,name_it,Lava di Slugma,
slugma-lava,name_ko,마그마그의용암,
swinub-hair,name_ja,ウリムーのけ,
swinub-hair,name_fr,Poils de Marcacrin,
swinub-hair,name_de,Quiekel-Haar,
swinub-hair,name_es,Pelo de Swinub,
swinub-hair,name_it,Pelo di Swinub,
swinub-hair,name_ko,꾸꾸리의털,
poochyena-fang,name_ja,ポチエナのキバ,
poochyena-fang,name_fr,Croc de Medhyèna,
poochyena-fang,name_de,Fiffyen-Zahn,
poochyena-fang,name_es,Colmillo de Poochyena,
poochyena-fang,name_it,Zanna di Poochyena,
poochyena-fang,name_ko,포챠나의이빨,
lotad-leaf,name_ja,ハスボーのはっぱ,
lotad-leaf,name_fr,Feuille de Nénupiot,
lotad-leaf,name_de,Loturzel-Blatt,
lotad-leaf,name_es,Hoja de Lotad,
lotad-leaf,name_it,Foglia di Lotad,
lotad-leaf,name_ko,연꽃몬의잎,
seedot-stem,name_ja,タネボーのえだ,
seedot-stem,name_fr,Tige de Grainipiot,
seedot-stem,name_de,Samurzel-Zweig,
seedot-stem,name_es,Tallo de Seedot,
seedot-stem,name_it,Picciolo di Seedot,
seedot-stem,name_ko,도토링의가지,
nosepass-fragment,name_ja,ノズパスのかけら,
nosepass-fragment,name_fr,Fragment de Tarinor,
nosepass-fragment,name_de,Nasgnet-Splitter,
nosepass-fragment,name_es,Fragmento de Nosepass,
nosepass-fragment,name_it,Frammento di Nosepass,
nosepass-fragment,name_ko,코코파스의조각,
volbeat-fluid,name_ja,バルビートのしる,
volbeat-fluid,name_fr,Fluide de Muciole,
volbeat-fluid,name_de,Volbeat-Sekret,
volbeat-fluid,name_es,Fluido de Volbeat,
volbeat-fluid,name_it,Fluido di Volbeat,
volbeat-fluid,name_ko,볼비트의체액,
illumise-fluid,name_ja,イルミーゼのしる,
illumise-fluid,name_fr,Fluide de Lumivole,
illumise-fluid,name_de,Illumise-Sekret,
illumise-fluid,name_es,Fluido de Illumise,
illumise-fluid,name_it,Fluido di Illumise,
illumise-fluid,name_ko,네오비트의체액,
corphish-shell,name_ja,ヘイガニのから,
corphish-shell,name_fr,Carapace d’Écrapince,
corphish-shell,name_de,Krebscorps-Schale,
corphish-shell,name_es,Cáscara de Corphish,
corphish-shell,name_it,Carapace di Corphish,
corphish-shell,name_ko,가재군의껍데기,
feebas-scales,name_ja,ヒンバスのうろこ,
feebas-scales,name_fr,Écaille de Barpau,
feebas-scales,name_de,Barschwa-Schuppe,
feebas-scales,name_es,Escama de Feebas,
feebas-scales,name_it,Squama di Feebas,
feebas-scales,name_ko,빈티나의비늘,
duskull-fragment,name_ja,ヨマワルのかけら,
duskull-fragment,name_fr,Fragment de Skelénox,
duskull-fragment,name_de,Zwirrlicht-Splitter,
duskull-fragment,name_es,Fragmento de Duskull,
duskull-fragment,name_it,Frammento di Duskull,
duskull-fragment,name_ko,해골몽의조각,
chingling-fragment,name_ja,リーシャンのかけら,
chingling-fragment,name_fr,Fragment de Korillon,
chingling-fragment,name_de,Klingplim-Splitter,
chingling-fragment,name_es,Fragmento de Chingling,
chingling-fragment,name_it,Frammento di Chingling,
chingling-fragment,name_ko,랑딸랑의조각,
timburr-sweat,name_ja,ドッコラーのあせ,
timburr-sweat,name_fr,Sueur de Charpenti,
timburr-sweat,name_de,Praktibalk-Schweiß,
timburr-sweat,name_es,Sudor de Timburr,
timburr-sweat,name_it,Sudore di Timburr,
timburr-sweat,name_ko,으랏차의땀,
sewaddle-leaf,name_ja,クルミルのはっぱ,
sewaddle-leaf,name_fr,Feuille de Larveyette,
sewaddle-leaf,name_de,Strawickl-Blatt,
sewaddle-leaf,name_es,Hoja de Sewaddle,
sewaddle-leaf,name_it,Foglia di Sewaddle,
sewaddle-leaf,name_ko,두르보의잎,
ducklett-feather,name_ja,コアルヒーのはね,
ducklett-feather,name_fr,Plume de Couaneton,
ducklett-feather,name_de,Piccolente-Feder,
ducklett-feather,name_es,Pluma de Ducklett,
ducklett-feather,name_it,Penna di Ducklett,
ducklett-feather,name_ko,꼬지보리의깃털,
litwick-soot,name_ja,ヒトモシのすす,
litwick-soot,name_fr,Suie de Funécire,
litwick-soot,name_de,Lichtel-Ruß,
litwick-soot,name_es,Hollín de Litwick,
litwick-soot,name_it,Fuliggine di Litwick,
litwick-soot,name_ko,불켜미의검댕,
mienfoo-claw,name_ja,コジョフーのツメ,
mienfoo-claw,name_fr,Griffe de Kungfouine,
mienfoo-claw,name_de,Lin-Fu-Kralle,
mienfoo-claw,name_es,Garra de Mienfoo,
mienfoo-claw,name_it,Artiglio di Mienfoo,
mienfoo-claw,name_ko,비조푸의손톱,
vullaby-feather,name_ja,バルチャイのはね,
vullaby-feather,name_fr,Plume de Vostourno,
vullaby-feather,name_de,Skallyk-Feder,
vullaby-feather,name_es,Pluma de Vullaby,
vullaby-feather,name_it,Penna di Vullaby,
vullaby-feather,name_ko,벌차이의깃털,
carbink-jewel,name_ja,メレシーのほうせき,
carbink-jewel,name_fr,Joyau de Strassie,
carbink-jewel,name_de,Rocara-Edelstein,
carbink-jewel,name_es,Gema de Carbink,
carbink-jewel,name_it,Gemma di Carbink,
carbink-jewel,name_ko,멜리시의보석,
phantump-twig,name_ja,ボクレーのえだ,
phantump-twig,name_fr,Branche de Brocélôme,
phantump-twig,name_de,Paragoni-Zweig,
phantump-twig,name_es,Rama de Phantump,
phantump-twig,name_it,Ramo di Phantump,
phantump-twig,name_ko,나목령의가지,
grubbin-thread,name_ja,アゴジムシのいと,
grubbin-thread,name_fr,Fil de Larvibule,
grubbin-thread,name_de,Mabula-Faden,
grubbin-thread,name_es,Hilo de Grubbin,
grubbin-thread,name_it,Filo di Grubbin,
grubbin-thread,name_ko,턱지충이의실,
cutiefly-powder,name_ja,アブリーのこな,
cutiefly-powder,name_fr,Poudre de Bombydou,
cutiefly-powder,name_de,Wommel-Puder,
cutiefly-powder,name_es,Polvo de Cutiefly,
cutiefly-powder,name_it,Polvere di Cutiefly,
cutiefly-powder,name_ko,에블리의가루,
jangmo-o-scales,name_ja,ジャラコのウロコ,
jangmo-o-scales,name_fr,Écaille de Bébécaille,
jangmo-o-scales,name_de,Miniras-Schuppe,
jangmo-o-scales,name_es,Escama de Jangmo-o,
jangmo-o-scales,name_it,Squama di Jangmo-o,
jangmo-o-scales,name_ko,짜랑꼬의비늘,
cramorant-down,name_ja,ウッウのうもう,
cramorant-down,name_fr,Duvet de Nigosier,
cramorant-down,name_de,Urgl-Daune,
cramorant-down,name_es,Plumón de Cramorant,
cramorant-down,name_it,Piuma di Cramorant,
cramorant-down,name_ko,윽우지의솜털,
morpeko-snack,name_ja,モルペコのたね,
morpeko-snack,name_fr,Graine de Morpeko,
morpeko-snack,name_de,Morpeko-Samen,
morpeko-snack,name_es,Semilla de Morpeko,
morpeko-snack,name_it,Seme di Morpeko,
morpeko-snack,name_ko,모르페코의씨앗,
poltchageist-powder,name_ja,チャデスのこな,
poltchageist-powder,name_fr,Poudre de Poltchageist,
poltchageist-powder,name_de,Mortcha-Puder,
poltchageist-powder,name_es,Polvo de Poltchageist,
poltchageist-powder,name_it,Polvere di Poltchageist,
poltchageist-powder,name_ko,차데스의가루,
tm172,name_fr,CT172,
tm172,name_de,TM172,
tm172,name_es,MT172,
tm172,name_it,MT172,
tm172,name_ko,기술머신172,
tm173,name_fr,CT173,
tm173,name_de,TM173,
tm173,name_es,MT173,
tm173,name_it,MT173,
tm173,name_ko,기술머신173,
tm174,name_fr,CT174,
tm174,name_de,TM174,
tm174,name_es,MT174,
tm174,name_it,MT174,
tm174,name_ko,기술머신174,
tm175,name_fr,CT175,
tm175,name_de,TM175,
tm175,name_es,MT175,
tm175,name_it,MT175,
tm175,name_ko,기술머신175,
tm176,name_fr,CT176,
tm176,name_de,TM176,
tm176,name_es,MT176,
tm176,name_it,MT176,
tm176,name_ko,기술머신176,
tm177,name_fr,CT177,
tm177,name_de,TM177,
tm177,name_es,MT177,
tm177,name_it,MT177,
tm177,name_ko,기술머신177,
tm178,name_fr,CT178,
tm178,name_de,TM178,
tm178,name_es,MT178,
tm178,name_it,MT178,
tm178,name_ko,기술머신178,
tm179,name_fr,CT179,
tm179,name_de,TM179,
tm179,name_es,MT179,
tm179,name_it,MT179,
tm179,name_ko,기술머신179,
tm180,name_fr,CT180,
tm180,name_de,TM180,
tm180,name_es,MT180,
tm180,name_it,MT180,
tm180,name_ko,기술머신180,
tm181,name_fr,CT181,
tm181,name_de,TM181,
tm181,name_es,MT181,
tm181,name_it,MT181,
tm181,name_ko,기술머신181,
tm182,name_fr,CT182,
tm182,name_de,TM182,
tm182,name_es,MT182,
tm182,name_it,MT182,
tm182,name_ko,기술머신182,
tm183,name_fr,CT183,
tm183,name_de,TM183,
tm183,name_es,MT183,
tm183,name_it,MT183,
tm183,name_ko,기술머신183,
tm184,name_fr,CT184,
tm184,name_de,TM184,
tm184,name_es,MT184,
tm184,name_it,MT184,
tm184,name_ko,기술머신184,
tm185,name_fr,CT185,
tm185,name_de,TM185,
tm185,name_es,MT185,
tm185,name_it,MT185,
tm185,name_ko,기술머신185,
tm186,name_fr,CT186,
tm186,name_de,TM186,
tm186,name_es,MT186,
tm186,name_it,MT186,
tm186,name_ko,기술머신186,
tm187,name_fr,CT187,
tm187,name_de,TM187,
tm187,name_es,MT187,
tm187,name_it,MT187,
tm187,name_ko,기술머신187,
tm188,name_fr,CT188,
tm188,name_de,TM188,
tm188,name_es,MT188,
tm188,name_it,MT188,
tm188,name_ko,기술머신188,
tm189,name_fr,CT189,
tm189,name_de,TM189,
tm189,name_es,MT189,
tm189,name_it,MT189,
tm189,name_ko,기술머신189,
tm190,name_fr,CT190,
tm190,name_de,TM190,
tm190,name_es,MT190,
tm190,name_it,MT190,
tm190,name_ko,기술머신190,
tm191,name_fr,CT191,
tm191,name_de,TM191,
tm191,name_es,MT191,
tm191,name_it,MT191,
tm191,name_ko,기술머신191,
tm192,name_fr,CT192,
tm192,name_de,TM192,
tm192,name_es,MT192,
tm192,name_it,MT192,
tm192,name_ko,기술머신192,
tm193,name_fr,CT193,
tm193,name_de,TM193,
tm193,name_es,MT193,
tm193,name_it,MT193,
tm193,name_ko,기술머신193,
tm194,name_fr,CT194,
tm194,name_de,TM194,
tm194,name_es,MT194,
tm194,name_it,MT194,
tm194,name_ko,기술머신194,
tm195,name_fr,CT195,
tm195,name_de,TM195,
tm195,name_es,MT195,
tm195,name_it,MT195,
tm195,name_ko,기술머신195,
tm196,name_fr,CT196,
tm196,name_de,TM196,
tm196,name_es,MT196,
tm196,name_it,MT196,
tm196,name_ko,기술머신196,
tm197,name_fr,CT197,
tm197,name_de,TM197,
tm197,name_es,MT197,
tm197,name_it,MT197,
tm197,name_ko,기술머신197,
tm198,name_fr,CT198,
tm198,name_de,TM198,
tm198,name_es,MT198,
tm198,name_it,MT198,
tm198,name_ko,기술머신198,
tm199,name_fr,CT199,
tm199,name_de,TM199,
tm199,name_es,MT199,
tm199,name_it,MT199,
tm199,name_ko,기술머신199,
tm200,name_fr,CT200,
tm200,name_de,TM200,
tm200,name_es,MT200,
tm200,name_it,MT200,
tm200,name_ko,기술머신200,
tm201,name_fr,CT201,
tm201,name_de,TM201,
tm201,name_es,MT201,
tm201,name_it,MT201,
tm201,name_ko,기술머신201,
tm202,name_fr,CT202,
tm202,name_de,TM202,
tm202,name_es,MT202,
tm202,name_it,MT202,
tm202,name_ko,기술머신202,
tm203,name_fr,CT203,
tm203,name_de,TM203,
tm203,name_es,MT203,
tm203,name_it,MT203,
tm203,name_ko,기술머신203,
tm204,name_fr,CT204,
tm204,name_de,TM204,
tm204,name_es,MT204,
tm204,name_it,MT204,
tm204,name_ko,기술머신204,
tm205,name_fr,CT205,
tm205,name_de,TM205,
tm205,name_es,MT205,
tm205,name_it,MT205,
tm205,name_ko,기술머신205,
tm206,name_fr,CT206,
tm206,name_de,TM206,
tm206,name_es,MT206,
tm206,name_it,MT206,
tm206,name_ko,기술머신206,
tm207,name_fr,CT207,
tm207,name_de,TM207,
tm207,name_es,MT207,
tm207,name_it,MT207,
tm207,name_ko,기술머신207,
tm208,name_fr,CT208,
tm208,name_de,TM208,
tm208,name_es,MT208,
tm208,name_it,MT208,
tm208,name_ko,기술머신208,
tm209,name_fr,CT209,
tm209,name_de,TM209,
tm209,name_es,MT209,
tm209,name_it,MT209,
tm209,name_ko,기술머신209,
tm210,name_fr,CT210,
tm210,name_de,TM210,
tm210,name_es,MT210,
tm210,name_it,MT210,
tm210,name_ko,기술머신210,
tm211,name_fr,CT211,
tm211,name_de,TM211,
tm211,name_es,MT211,
tm211,name_it,MT211,
tm211,name_ko,기술머신211,
tm212,name_fr,CT212,
tm212,name_de,TM212,
tm212,name_es,MT212,
tm212,name_it,MT212,
tm212,name_ko,기술머신212,
tm213,name_fr,CT213,
tm213,name_de,TM213,
tm213,name_es,MT213,
tm213,name_it,MT213,
tm213,name_ko,기술머신213,
tm214,name_fr,CT214,
tm214,name_de,TM214,
tm214,name_es,MT214,
tm214,name_it,MT214,
tm214,name_ko,기술머신214,
tm215,name_fr,CT215,
tm215,name_de,TM215,
tm215,name_es,MT215,
tm215,name_it,MT215,
tm215,name_ko,기술머신215,
tm216,name_fr,CT216,
tm216,name_de,TM216,
tm216,name_es,MT216,
tm216,name_it,MT216,
tm216,name_ko,기술머신216,
tm217,name_fr,CT217,
tm217,name_de,TM217,
tm217,name_es,MT217,
tm217,name_it,MT217,
tm217,name_ko,기술머신217,
tm218,name_fr,CT218,
tm218,name_de,TM218,
tm218,name_es,MT218,
tm218,name_it,MT218,
tm218,name_ko,기술머신218,
tm219,name_fr,CT219,
tm219,name_de,TM219,
tm219,name_es,MT219,
tm219,name_it,MT219,
tm219,name_ko,기술머신219,
tm220,name_fr,CT220,
tm220,name_de,TM220,
tm220,name_es,MT220,
tm220,name_it,MT220,
tm220,name_ko,기술머신220,
tm221,name_fr,CT221,
tm221,name_de,TM221,
tm221,name_es,MT221,
tm221,name_it,MT221,
tm221,name_ko,기술머신221,
tm222,name_fr,CT222,
tm222,name_de,TM222,
tm222,name_es,MT222,
tm222,name_it,MT222,
tm222,name_ko,기술머신222,
tm223,name_fr,CT223,
tm223,name_de,TM223,
tm223,name_es,MT223,
tm223,name_it,MT223,
tm223,name_ko,기술머신223,
tm224,name_fr,CT224,
tm224,name_de,TM224,
tm224,name_es,MT224,
tm224,name_it,MT224,
tm224,name_ko,기술머신224,
tm225,name_fr,CT225,
tm225,name_de,TM225,
tm225,name_es,MT225,
tm225,name_it,MT225,
tm225,name_ko,기술머신225,
tm226,name_fr,CT226,
tm226,name_de,TM226,
tm226,name_es,MT226,
tm226,name_it,MT226,
tm226,name_ko,기술머신226,
tm227,name_fr,CT227,
tm227,name_de,TM227,
tm227,name_es,MT227,
tm227,name_it,MT227,
tm227,name_ko,기술머신227,
tm228,name_fr,CT228,
tm228,name_de,TM228,
tm228,name_es,MT228,
tm228,name_it,MT228,
tm228,name_ko,기술머신228,
tm229,name_fr,CT229,
tm229,name_de,TM229,
tm229,name_es,MT229,
tm229,name_it,MT229,
tm229,name_ko,기술머신229,
lastrange-ball,_row_,present,missing
lapoke-ball,_row_,present,missing
lagreat-ball,_row_,present,missing
laultra-ball,_row_,present,missing
laheavy-ball,_row_,present,missing
laleaden-ball,_row_,present,missing
lagigaton-ball,_row_,present,missing
lafeather-ball,_row_,present,missing
lawing-ball,_row_,present,missing
lajet-ball,_row_,present,missing
laorigin-ball,_row_,present,missing
metal-alloy,introduced_generation,,9
clefablite,name_en,,Clefablite
clefablite,name_ja,,ピクシナイト
clefablite,name_fr,,Mélodelfite
clefablite,name_de,,Pixinit
clefablite,name_es,,Clefablita
clefablite,name_it,,Clefablite
clefablite,name_ko,,픽시나이트
clefablite,fling_power,80,
clefablite,introduced_generation,,9
victreebelite,name_en,,Victreebelite
victreebelite,name_ja,,ウツボットナイト
victreebelite,name_fr,,Empiflorite
victreebelite,name_de,,Sarzenianit
victreebelite,name_es,,Victreebelita
victreebelite,name_it,,Victreebelite
victreebelite,name_ko,,우츠보트나이트
victreebelite,fling_power,80,
victreebelite,introduced_generation,,9
starminite,name_en,,Starminite
starminite,name_ja,,スターミナイト
starminite,name_fr,,Starossite
starminite,name_de,,Starmienit
starminite,name_es,,Starmita
starminite,name_it,,Starmite
starminite,name_ko,,아쿠스타나이트
starminite,fling_power,80,
starminite,introduced_generation,,9
dragoninite,name_en,,Dragoninite
dragoninite,name_ja,,カイリュナイト
dragoninite,name_fr,,Dracolossite
dragoninite,name_de,,Dragoranit
dragoninite,name_es,,Dragonitita
dragoninite,name_it,,Dragonitite
dragoninite,name_ko,,망나뇽나이트
dragoninite,fling_power,80,
dragoninite,introduced_generation,,9
meganiumite,name_en,,Meganiumite
meganiumite,name_ja,,メガニウムナイト
meganiumite,name_fr,,Méganiumite
meganiumite,name_de,,Meganienit
meganiumite,name_es,,Meganiumita
meganiumite,name_it,,Meganiumite
meganiumite,name_ko,,메가니움나이트
meganiumite,fling_power,80,
meganiumite,introduced_generation,,9
feraligite,name_en,,Feraligite
feraligite,name_ja,,オーダイルナイト
feraligite,name_fr,,Aligatueurite
feraligite,name_de,,Impergatornit
feraligite,name_es,,Feraligatrita
feraligite,name_it,,Feraligatrite
feraligite,name_ko,,장크로다일나이트
feraligite,fling_power,80,
feraligite,introduced_generation,,9
skarmorite,name_en,,Skarmorite
skarmorite,name_ja,,エアームドナイト
skarmorite,name_fr,,Airmurite
skarmorite,name_de,,Panzaeronit
skarmorite,name_es,,Skarmorita
skarmorite,name_it,,Skarmorite
skarmorite,name_ko,,무장조나이트
skarmorite,fling_power,80,
skarmorite,introduced_generation,,9
froslassite,name_en,,Froslassite
froslassite,name_ja,,ユキメノコナイト
froslassite,name_fr,,Momartikite
froslassite,name_de,,Frosdedjenit
froslassite,name_es,,Froslassita
froslassite,name_it,,Froslassite
froslassite,name_ko,,눈여아나이트
froslassite,fling_power,80,
froslassite,introduced_generation,,9
heatranite,name_en,,Heatranite
heatranite,name_ja,,ヒードラナイト
heatranite,name_fr,,Heatranite
heatranite,name_de,,Heatranit
heatranite,name_es,,Heatranite
heatranite,name_it,,Heatranita
heatranite,name_ko,,히드런나이트
heatranite,fling_power,80,
heatranite,introduced_generation,,9
darkranite,name_en,,Darkranite
darkranite,name_ja,,ダークライナイト
darkranite,name_fr,,Darkraïte
darkranite,name_de,,Darkrainit
darkranite,name_es,,Darkrainita
darkranite,name_it,,Darkraite
darkranite,name_ko,,다크라이나이트
darkranite,fling_power,80,
darkranite,introduced_generation,,9
emboarite,name_en,,Emboarite
emboarite,name_ja,,エンブオナイト
emboarite,name_fr,,Roitiflamite
emboarite,name_de,,Flambirexonit
emboarite,name_es,,Emboarita
emboarite,name_it,,Emboarite
emboarite,name_ko,,염무왕나이트
emboarite,fling_power,80,
emboarite,introduced_generation,,9
excadrite,name_en,,Excadrite
excadrite,name_ja,,ドリュウズナイト
excadrite,name_fr,,Minotaupite
excadrite,name_de,,Stalobornit
excadrite,name_es,,Excadrillita
excadrite,name_it,,Excadrillite
excadrite,name_ko,,몰드류나이트
excadrite,fling_power,80,
excadrite,introduced_generation,,9
scolipite,name_en,,Scolipite
scolipite,name_ja,,ペンドラナイト
scolipite,name_fr,,Brutapodite
scolipite,name_de,,Cerapendranit
scolipite,name_es,,Scolipedita
scolipite,name_it,,Scolipedite
scolipite,name_ko,,펜드라나이트
scolipite,fling_power,80,
scolipite,introduced_generation,,9
scraftinite,name_en,,Scraftinite
scraftinite,name_ja,,ズルズキナイト
scraftinite,name_fr,,Baggaïdite
scraftinite,name_de,,Irokexonit
scraftinite,name_es,,Scraftita
scraftinite,name_it,,Scraftite
scraftinite,name_ko,,곤율거니나이트
scraftinite,fling_power,80,
scraftinite,introduced_generation,,9
eelektrossite,name_en,,Eelektrossite
eelektrossite,name_ja,,シビルドナイト
eelektrossite,name_fr,,Ohmassacrite
eelektrossite,name_de,,Zapplarangonit
eelektrossite,name_es,,Eelektrossita
eelektrossite,name_it,,Eelektrossite
eelektrossite,name_ko,,저리더프나이트
eelektrossite,fling_power,80,
eelektrossite,introduced_generation,,9
chandelurite,name_en,,Chandelurite
chandelurite,name_ja,,シャンデラナイト
chandelurite,name_fr,,Lugulabrite
chandelurite,name_de,,Skelabranit
chandelurite,name_es,,Chandelurita
chandelurite,name_it,,Chandelurite
chandelurite,name_ko,,샹델라나이트
chandelurite,fling_power,80,
chandelurite,introduced_generation,,9
chesnaughtite,name_en,,Chesnaughtite
chesnaughtite,name_ja,,ブリガロナイト
chesnaughtite,name_fr,,Blindépiquite
chesnaughtite,name_de,,Brigaronit
chesnaughtite,name_es,,Chesnaughtita
chesnaughtite,name_it,,Chesnaughtite
chesnaughtite,name_ko,,브리가론나이트
chesnaughtite,fling_power,80,
chesnaughtite,introduced_generation,,9
delphoxite,name_en,,Delphoxite
delphoxite,name_ja,,マフォクシナイト
delphoxite,name_fr,,Goupelinite
delphoxite,name_de,,Fennexisnit
delphoxite,name_es,,Delphoxita
delphoxite,name_it,,Delphoxite
delphoxite,name_ko,,마폭시나이트
delphoxite,fling_power,80,
delphoxite,introduced_generation,,9
greninjite,name_en,,Greninjite
greninjite,name_ja,,ゲッコウガナイト
greninjite,name_fr,,Amphinolite
greninjite,name_de,,Quajutsunit
greninjite,name_es,,Greninjanita
greninjite,name_it,,Greninjite
greninjite,name_ko,,개굴닌자나이트
greninjite,fling_power,80,
greninjite,introduced_generation,,9
pyroarite,name_en,,Pyroarite
pyroarite,name_ja,,カエンジシナイト
pyroarite,name_fr,,Néméliosite
pyroarite,name_de,,Pyroleonit
pyroarite,name_es,,Pyroarita
pyroarite,name_it,,Pyroarite
pyroarite,name_ko,,화염레오나이트
pyroarite,fling_power,80,
pyroarite,introduced_generation,,9
floettite,name_en,,Floettite
floettite,name_ja,,フラエッテナイト
floettite,name_fr,,Floettite
floettite,name_de,,Floetteonit
floettite,name_es,,Floettita
floettite,name_it,,Floettite
floettite,name_ko,,플라엣테나이트
floettite,fling_power,80,
floettite,introduced_generation,,9
malamarite,name_en,,Malamarite
malamarite,name_ja,,カラマネナイト
malamarite,name_fr,,Sepiatrocite
malamarite,name_de,,Calamaneronit
malamarite,name_es,,Malamarita
malamarite,name_it,,Malamarite
malamarite,name_ko,,칼라마네로나이트
malamarite,fling_power,80,
malamarite,introduced_generation,,9
barbaracite,name_en,,Barbaracite
barbaracite,name_ja,,ガメノデスナイト
barbaracite,name_fr,,Golgopathite
barbaracite,name_de,,Thanathoranit
barbaracite,name_es,,Barbaraclita
barbaracite,name_it,,Barbaraclite
barbaracite,name_ko,,거북손데스나이트
barbaracite,fling_power,80,
barbaracite,introduced_generation,,9
dragalgite,name_en,,Dragalgite
dragalgite,name_ja,,ドラミドナイト
dragalgite,name_fr,,Kravarekite
dragalgite,name_de,,Tandraknit
dragalgite,name_es,,Dragalgita
dragalgite,name_it,,Dragalgite
dragalgite,name_ko,,드래캄나이트
dragalgite,fling_power,80,
dragalgite,introduced_generation,,9
hawluchanite,name_en,,Hawluchanite
hawluchanite,name_ja,,ルチャブルナイト
hawluchanite,name_fr,,Brutalibrite
hawluchanite,name_de,,Resladeronit
hawluchanite,name_es,,Hawluchanita
hawluchanite,name_it,,Hawluchite
hawluchanite,name_ko,,루차불나이트
hawluchanite,fling_power,80,
hawluchanite,introduced_generation,,9
zygardite,name_en,,Zygardite
zygardite,name_ja,,ジガルデナイト
zygardite,name_fr,,Zygardite
zygardite,name_de,,Zygardenit
zygardite,name_es,,Zygardita
zygardite,name_it,,Zygardite
zygardite,name_ko,,지가르데나이트
zygardite,fling_power,80,
zygardite,introduced_generation,,9
drampanite,name_en,,Drampanite
drampanite,name_ja,,ジジーロナイト
drampanite,name_fr,,Draïeulite
drampanite,name_de,,Sen-Longnit
drampanite,name_es,,Drampanita
drampanite,name_it,,Drampite
drampanite,name_ko,,할비롱나이트
drampanite,fling_power,80,
drampanite,introduced_generation,,9
zeraorite,name_en,,Zeraorite
zeraorite,name_ja,,ゼラオラナイト
zeraorite,name_fr,,Zeraorite
zeraorite,name_de,,Zeraoranit
zeraorite,name_es,,Zeraoranita
zeraorite,name_it,,Zeraorite
zeraorite,name_ko,,제라오라나이트
zeraorite,fling_power,80,
zeraorite,introduced_generation,,9
falinksite,name_en,,Falinksite
falinksite,name_ja,,タイレーツナイト
falinksite,name_fr,,Hexadronite
falinksite,name_de,,Legiosnit
falinksite,name_es,,Falinksita
falinksite,name_it,,Falinksite
falinksite,name_ko,,대여르나이트
falinksite,fling_power,80,
falinksite,introduced_generation,,9
raichunite-x,name_en,,Raichunite X
raichunite-x,name_ja,,ライチュウナイトＸ
raichunite-x,name_fr,,Raichuïte X
raichunite-x,name_de,,Raichunit X
raichunite-x,name_es,,Raichunita X
raichunite-x,name_it,,Raichuite X
raichunite-x,name_ko,,라이츄나이트X
raichunite-x,fling_power,80,
raichunite-x,introduced_generation,,9
raichunite-y,name_en,,Raichunite Y
