form/version_group/method/move,column,pokeapi,pokedb
koraidon-sprinting-build/scarlet-violet/machine/ice-fang,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/fire-fang,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/zen-headbutt,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/draco-meteor,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/iron-head,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/heavy-slam,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/flame-charge,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/low-sweep,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/acrobatics,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/bulldoze,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/dragon-tail,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/wild-charge,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/snarl,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/stomping-tantrum,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/body-press,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/tera-blast,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/roar,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/heat-crash,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/uproar,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/focus-punch,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/dual-wingbeat,_row_,present,missing
koraidon-sprinting-build/scarlet-violet/machine/scale-shot,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/sunny-day,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/breaking-swipe,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/rock-smash,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/ancient-power,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/drain-punch,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/brick-break,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/agility,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/dragon-claw,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/flamethrower,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/collision-course,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/screech,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/counter,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/outrage,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/close-combat,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/flare-blitz,_row_,present,missing
koraidon-swimming-build/scarlet-violet/level-up/giga-impact,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/swords-dance,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/body-slam,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/take-down,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/flamethrower,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/hyper-beam,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/low-kick,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/solar-beam,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/fire-spin,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/dig,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/agility,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/fire-blast,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/rest,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/substitute,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/reversal,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/protect,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/scary-face,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/mud-slap,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/outrage,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/endure,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/sleep-talk,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/sunny-day,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/crunch,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/heat-wave,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/facade,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/taunt,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/helping-hand,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/brick-break,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/overheat,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/dragon-claw,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/bulk-up,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/mud-shot,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/u-turn,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/close-combat,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/flare-blitz,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/dragon-pulse,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/drain-punch,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/focus-blast,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/giga-impact,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/shadow-claw,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/thunder-fang,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/ice-fang,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/fire-fang,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/zen-headbutt,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/draco-meteor,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/iron-head,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/heavy-slam,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/flame-charge,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/low-sweep,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/acrobatics,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/bulldoze,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/dragon-tail,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/wild-charge,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/snarl,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/stomping-tantrum,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/body-press,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/tera-blast,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/roar,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/heat-crash,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/uproar,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/focus-punch,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/dual-wingbeat,_row_,present,missing
koraidon-swimming-build/scarlet-violet/machine/scale-shot,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/sunny-day,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/breaking-swipe,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/rock-smash,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/ancient-power,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/drain-punch,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/brick-break,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/agility,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/dragon-claw,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/flamethrower,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/collision-course,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/screech,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/counter,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/outrage,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/close-combat,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/flare-blitz,_row_,present,missing
koraidon-gliding-build/scarlet-violet/level-up/giga-impact,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/swords-dance,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/body-slam,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/take-down,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/flamethrower,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/hyper-beam,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/low-kick,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/solar-beam,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/fire-spin,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/dig,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/agility,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/fire-blast,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/rest,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/substitute,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/reversal,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/protect,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/scary-face,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/mud-slap,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/outrage,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/endure,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/sleep-talk,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/sunny-day,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/crunch,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/heat-wave,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/facade,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/taunt,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/helping-hand,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/brick-break,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/overheat,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/dragon-claw,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/bulk-up,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/mud-shot,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/u-turn,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/close-combat,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/flare-blitz,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/dragon-pulse,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/drain-punch,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/focus-blast,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/giga-impact,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/shadow-claw,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/thunder-fang,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/ice-fang,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/fire-fang,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/zen-headbutt,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/draco-meteor,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/iron-head,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/heavy-slam,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/flame-charge,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/low-sweep,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/acrobatics,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/bulldoze,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/dragon-tail,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/wild-charge,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/snarl,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/stomping-tantrum,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/body-press,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/tera-blast,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/roar,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/heat-crash,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/uproar,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/focus-punch,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/dual-wingbeat,_row_,present,missing
koraidon-gliding-build/scarlet-violet/machine/scale-shot,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/thunder-shock,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/dragon-breath,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/electric-terrain,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/shock-wave,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/charge,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/parabolic-charge,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/discharge,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/agility,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/dragon-pulse,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/electro-drift,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/metal-sound,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/mirror-coat,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/outrage,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/thunder,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/overheat,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/level-up/hyper-beam,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/swords-dance,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/body-slam,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/take-down,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/hyper-beam,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/solar-beam,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/thunderbolt,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/thunder-wave,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/thunder,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/agility,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/confuse-ray,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/light-screen,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/reflect,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/rest,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/substitute,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/protect,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/scary-face,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/outrage,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/endure,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/sleep-talk,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/crunch,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/facade,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/taunt,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/helping-hand,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/overheat,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/dragon-claw,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/calm-mind,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/u-turn,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/dragon-pulse,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/power-gem,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/giga-impact,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/zen-headbutt,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/flash-cannon,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/draco-meteor,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/charge-beam,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/heavy-slam,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/electro-ball,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/acrobatics,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/volt-switch,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/dragon-tail,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/wild-charge,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/snarl,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/eerie-impulse,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/electric-terrain,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/dazzling-gleam,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/tera-blast,_row_,present,missing
miraidon-low-power-mode/scarlet-violet/machine/charge,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/thunder-shock,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/dragon-breath,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/electric-terrain,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/shock-wave,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/charge,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/parabolic-charge,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/discharge,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/agility,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/dragon-pulse,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/electro-drift,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/metal-sound,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/mirror-coat,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/outrage,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/thunder,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/overheat,_row_,present,missing
miraidon-drive-mode/scarlet-violet/level-up/hyper-beam,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/swords-dance,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/body-slam,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/take-down,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/hyper-beam,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/solar-beam,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/thunderbolt,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/thunder-wave,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/thunder,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/agility,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/confuse-ray,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/light-screen,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/reflect,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/rest,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/substitute,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/protect,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/scary-face,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/outrage,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/endure,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/sleep-talk,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/crunch,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/facade,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/taunt,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/helping-hand,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/overheat,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/dragon-claw,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/calm-mind,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/u-turn,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/dragon-pulse,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/power-gem,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/giga-impact,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/zen-headbutt,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/flash-cannon,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/draco-meteor,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/charge-beam,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/heavy-slam,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/electro-ball,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/acrobatics,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/volt-switch,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/dragon-tail,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/wild-charge,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/snarl,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/eerie-impulse,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/electric-terrain,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/dazzling-gleam,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/tera-blast,_row_,present,missing
miraidon-drive-mode/scarlet-violet/machine/charge,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/thunder-shock,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/dragon-breath,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/electric-terrain,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/shock-wave,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/charge,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/parabolic-charge,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/discharge,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/agility,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/dragon-pulse,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/electro-drift,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/metal-sound,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/mirror-coat,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/outrage,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/thunder,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/overheat,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/level-up/hyper-beam,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/swords-dance,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/body-slam,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/take-down,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/hyper-beam,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/solar-beam,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/thunderbolt,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/thunder-wave,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/thunder,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/agility,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/confuse-ray,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/light-screen,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/reflect,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/rest,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/substitute,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/protect,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/scary-face,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/outrage,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/endure,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/sleep-talk,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/crunch,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/facade,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/taunt,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/helping-hand,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/overheat,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/dragon-claw,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/calm-mind,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/u-turn,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/dragon-pulse,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/power-gem,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/giga-impact,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/zen-headbutt,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/flash-cannon,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/draco-meteor,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/charge-beam,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/heavy-slam,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/electro-ball,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/acrobatics,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/volt-switch,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/dragon-tail,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/wild-charge,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/snarl,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/eerie-impulse,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/electric-terrain,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/dazzling-gleam,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/tera-blast,_row_,present,missing
miraidon-aquatic-mode/scarlet-violet/machine/charge,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/thunder-shock,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/dragon-breath,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/electric-terrain,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/shock-wave,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/charge,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/parabolic-charge,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/discharge,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/agility,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/dragon-pulse,_row_,present,missing
